Curated Gene Symbol	gene_symbol	A? (Log2 Ratio)	A?AL (Log2 Ratio)	AL (Log2 Ratio)	RefSeq	description
RHOH	RHOH	0.17	-0.58	0.53	NM_004310	Rho-related GTP-binding protein RhoH (GTP-binding protein TTF). [Source:Uniprot/SWISSPROT;Acc:Q15669]
	Q9H6A0_HUMAN	0.2	-0.58	-0.34		-
		1.56	-0.58	0.15	XM_374088	-
		-0.08	-0.58	-0.47	XM_378964	-
PLA2G10	PLA2G10	0.52	-0.58	-0.32	NM_003561,XM_497517,XM_497487,XM_497486	Group X secretory phospholipase A2 precursor (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase GX) (GX sPLA2) (sPLA2-X). [Source:Uniprot/SWISSPROT;Acc:O15496]
UMOD	UMOD	1.69	-0.58	0.05	NM_003361,NM_001008389	Uromodulin precursor (Tamm-Horsfall urinary glycoprotein) (THP). [Source:Uniprot/SWISSPROT;Acc:P07911]
SFRP5	SFRP5	0.43	-0.58	0.09	NM_003015	secreted frizzled-related protein 5 [Source:RefSeq_peptide;Acc:NP_003006]
	Q9P171_HUMAN	-0.07	-0.58	-0.18		-
		0.2	-0.58	-0.27		13 kDa protein [Source:IPI;Acc:IPI00455619]
		0.62	-0.58	0.3	NM_032181	-
RELB	RELB	0.66	-0.58	0.2	NM_006509	Transcription factor RelB (I-Rel). [Source:Uniprot/SWISSPROT;Acc:Q01201]
		0.32	-0.58	-0.22	XM_372273	-
		-0.17	-0.58	-0.13		Hypothetical protein
		-0.21	-0.58	-0.38		Homo sapiens microRNA miR-108 stem-loop
		0.03	-0.58	-0.41		Similar to Cytochrome c oxidase, subunit CcoO
F11	F11	-0.07	-0.58	-0.07	NM_019559,NM_000128	Coagulation factor XI precursor (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) (FXI). [Source:Uniprot/SWISSPROT;Acc:P03951]
RNF157	RNF157	-0.1	-0.58	0.3	NM_052916	ring finger protein 157 [Source:RefSeq_peptide;Acc:NP_443148]
		-0.06	-0.58	-0.5	XM_497067	-
SPAST	SPG4	-0.46	-0.57	-0.02	NM_014946,NM_199436	Spastin. [Source:Uniprot/SWISSPROT;Acc:Q9UBP0]
FSCB	C14orf155	0	-0.57	-0.16	NM_032135	-
NAIF1	C9orf90	-0.01	-0.57	0.54	NM_197956	-
		0.26	-0.57	0.8	NM_006122	-
		-0.28	-0.57	1.62	NM_033334	-
		-0.14	-0.57	-0.21	XM_084868	-
KCNJ3	KCNJ3	0.74	-0.57	0.04	NM_002239	G protein-activated inward rectifier potassium channel 1 (GIRK1) (Potassium channel, inwardly rectifying, subfamily J, member 3) (Inward rectifier K(+) channel Kir3.1). [Source:Uniprot/SWISSPROT;Acc:P48549]
	Q8N822_HUMAN	0.6	-0.57	0.02		-
		-0.35	-0.57	0.02	NM_020805	kelch-like 14 (Drosophila) (KLHL14), mRNA [Source:RefSeq_dna;Acc:NM_020805]
		0.61	-0.57	0.24	XM_497865	-
		0.09	-0.57	-0.2		Human endogenous retrovirus HCML-ARV, complete genome
		0.57	-0.57	0.51	XM_498548	-
		0.71	-0.57	0.29		Hypothetical protein
GNAT2	GNAT2	0.14	-0.57	-0.36	NM_005272	Guanine nucleotide-binding protein G(t), alpha-2 subunit (Transducin alpha-2 chain). [Source:Uniprot/SWISSPROT;Acc:P19087]
TCF23	TCF23	0.02	-0.57	-0.23		Class II basic helix-loop-helix protein TCF23. [Source:Uniprot/SPTREMBL;Acc:Q7RTU1]
		0.02	-0.57	0.03		Transcribed locus, moderately similar to XP_499076.1 LOC441269 [Homo sapiens] [Source:UniGene;Acc:Hs.545701]
		0.38	-0.57	-0.23	NM_138433	-
USP53	USP53	-0.04	-0.57	0.56		ubiquitin specific protease 53 [Source:RefSeq_peptide;Acc:NP_061923]
		-0.23	-0.57	0.86		47 kDa protein [Source:IPI;Acc:IPI00376054]
ZNF543	ZNF543	0.58	-0.57	0.41	NM_213598,XM_372753	zinc finger protein 543 [Source:RefSeq_peptide;Acc:NP_998763]
		0.88	-0.57	-0.1		Conserved hypothetical protein
MBNL3	MBNL3	-0.49	-0.57	-0.24	NM_018388	Muscleblind-like X-linked protein (Muscleblind-like protein 3) (Cys3His CCG1-required protein) (HCHCR protein). [Source:Uniprot/SWISSPROT;Acc:Q9NUK0]
NCKAP1L	HEM1	-0.01	-0.57	1.68	NM_005337	Membrane-associated protein HEM-1 (Hematopoietic protein 1). [Source:Uniprot/SWISSPROT;Acc:P55160]
		0.25	-0.57	0.06	NM_032626	-
		0.61	-0.57	-0.11	NM_002248	-
		-0.23	-0.57	-0.4	XM_498165	-
		0.15	-0.57	-0.21	XM_498976	-
		0.34	-0.57	0.73		Non-protein coding transcript
	UB2D2_HUMAN	-0.09	-0.57	-0.08	NM_181838,NM_003339	Ubiquitin-conjugating enzyme E2 D2 (EC 6.3.2.19) (Ubiquitin-protein ligase D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (E2(17)KB 2). [Source:Uniprot/SWISSPROT;Acc:P62837]
		-0.38	-0.57	-0.14	XM_499248,XM_496671,XM_496250,XM_496842	-
	sacB	-0.42	-0.57	-0.27		Levansucrase
HTR1B	HTR1B	0.69	-0.57	0.62	NM_000863	5-hydroxytryptamine 1B receptor (5-HT-1B) (Serotonin receptor 1B) (5- HT-1D-beta) (Serotonin 1D beta receptor) (S12). [Source:Uniprot/SWISSPROT;Acc:P28222]
RCAN3	DSCR1L2	1.3	-0.57	0.42	NM_013441	Calcipressin 3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin interacting protein 3) (MCIP3). [Source:Uniprot/SWISSPROT;Acc:Q9UKA8]
RNF149	RNF149	0.09	-0.57	0.4	NM_173647	ring finger protein 149 [Source:RefSeq_peptide;Acc:NP_775918]
		0.26	-0.57	-0.22	XM_290629,XM_290629,XM_290629,XM_290629,XM_290629,XM_290629,XM_290629	98 kDa protein [Source:IPI;Acc:IPI00477829]
		0.18	-0.57	0.54	XM_497349	-
		0.06	-0.57	-0.03	XM_499059,XM_499508	-
		0.61	-0.57	1.13		Non-protein coding transcript
SLA	SLA	0.64	-0.57	0		SRC-like-adapter (Src-like-adapter protein 1) (hSLAP). [Source:Uniprot/SWISSPROT;Acc:Q13239]
ZNF589	ZNF589	0.75	-0.57	0.96	NM_016089	zinc finger protein 589 [Source:RefSeq_peptide;Acc:NP_057173]
		-0.02	-0.57	0.92	XM_378901	-
CHRDL2	CHRDL2	-0.11	-0.57	0.27	NM_015424	chordin-like 2 [Source:RefSeq_peptide;Acc:NP_056239]
	Q86TU0_HUMAN	0.1	-0.57	-0.27	NM_032630	cyclin-dependent kinase 2-interacting protein [Source:RefSeq_peptide;Acc:NP_116019]
RASSF6	RASSF6	-0.37	-0.57	0.36	NM_177532,NM_201431	Ras association (RalGDS/AF-6) domain family 6 isoform a [Source:RefSeq_peptide;Acc:NP_803876]
RASSF3	RASSF3	0.95	-0.57	-0.4	NM_178169	Ras association (RalGDS/AF-6) domain family 3 [Source:RefSeq_peptide;Acc:NP_835463]
FILIP1	FILIP1	0.19	-0.57	0.81	NM_015687	filamin A interacting protein 1 [Source:RefSeq_peptide;Acc:NP_056502]
		0	-0.57	0.55	NM_004309	-
		0.38	-0.57	-0.29	XM_498739	-
		0.88	-0.57	-0.38		Non-protein coding transcript
	LYST_HUMAN	0.01	-0.57	-0.37	NM_000081	Lysosomal trafficking regulator (Beige homolog). [Source:Uniprot/SWISSPROT;Acc:Q99698]
		0.56	-0.57	-0.21		Non-protein coding transcript
		0.53	-0.56	0.2		Non-protein coding transcript
PIK3R1	PIK3R1	-0.43	-0.56	-0.5	NM_181524,NM_181523,NM_181504	Phosphatidylinositol 3-kinase regulatory alpha subunit (PI3-kinase p85-alpha subunit) (PtdIns-3-kinase p85-alpha) (PI3K). [Source:Uniprot/SWISSPROT;Acc:P27986]
RASIP1	RASIP1	-0.27	-0.56	-0.44	NM_017805	Ras-interacting protein 1 [Source:RefSeq_peptide;Acc:NP_060275]
FEV	FEV	0.14	-0.56	-0.38	NM_017521	FEV (ETS oncogene family) [Source:RefSeq_peptide;Acc:NP_059991]
OR5J2	OR5J2	-0.26	-0.56	-0.41	NM_001005492	Olfactory receptor 5J2. [Source:Uniprot/SWISSPROT;Acc:Q8NH18]
CLDN8	CLDN8	-0.37	-0.56	0.02	NM_199328	Claudin-8 (UNQ779/PRO1573). [Source:Uniprot/SWISSPROT;Acc:P56748]
NXPE1	FAM55A	0.87	-0.56	-0.46	NM_152315	family with sequence similarity 55, member A [Source:RefSeq_peptide;Acc:NP_689528]
LCP2	LCP2	0.33	-0.56	0.2	NM_005565	Lymphocyte cytosolic protein 2 (SH2 domain-containing leucocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76). [Source:Uniprot/SWISSPROT;Acc:Q13094]
		-0.28	-0.56	-0.44	XM_166090	-
		0.47	-0.56	-0.03	XM_166747	-
		0.88	-0.56	0.33	XM_378487	-
		0.42	-0.56	1.06	XM_498628	-
		-0.05	-0.56	0.41	NM_012219	-
	Q9UHT5_HUMAN	0.15	-0.56	-0.49		-
DSG1	DSG1	-0.42	-0.56	0.11	NM_001942	Desmoglein-1 precursor (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen). [Source:Uniprot/SWISSPROT;Acc:Q02413]
FNTB	FNTB	0.11	-0.56	0.04	NM_002028	Protein farnesyltransferase beta subunit (EC 2.5.1.58) (CAAX farnesyltransferase beta subunit) (RAS proteins prenyltransferase beta) (FTase-beta). [Source:Uniprot/SWISSPROT;Acc:P49356]
		0.87	-0.56	-0.05	XM_497358	-
		-0.24	-0.56	-0.42	XM_498941	-
		-0.06	-0.56	-0.32		Hypothetical protein
IL15	IL15	0.39	-0.56	-0.36	NM_172175	Interleukin-15 precursor (IL-15). [Source:Uniprot/SWISSPROT;Acc:P40933]
	OR7A2_HUMAN	0.22	-0.56	-0.28		Olfactory receptor 7A2. [Source:Uniprot/SWISSPROT;Acc:Q8NGA2]
	LV0A_HUMAN	0.27	-0.56	-0.17		Ig lambda chain V region 4A precursor. [Source:Uniprot/SWISSPROT;Acc:P04211]
		0.18	-0.56	-0.21	XM_067076	-
		0.34	-0.56	0.09	XM_373876	-
		-0.39	-0.56	-0.34	XM_496498,XM_496503,XM_496494	PREDICTED: similar to hypothetical protein similar to gamma-glutamyltransferase-like activity 1 [Source:RefSeq_peptide;Acc:XP_496503]
RAB27A	RAB27A	0	-0.56	-0.46	NM_004580,NM_183235,NM_183234,NM_183236	Ras-related protein Rab-27A (Rab-27) (GTP-binding protein Ram). [Source:Uniprot/SWISSPROT;Acc:P51159]
		0.74	-0.56	0.1	NM_018042	-
		-0.17	-0.56	0.27	XM_496072	PREDICTED: RNA-binding protein with multiple splicing 2 [Source:RefSeq_peptide;Acc:XP_496072]
FAM9C	FAM9C	0.4	-0.56	0.18	NM_174901	Protein FAM9C. [Source:Uniprot/SWISSPROT;Acc:Q8IZT9]
		-0.13	-0.56	-0.25	XM_379976,XM_165511	-
		0.83	-0.56	0.28		Hypothetical protein
		0.19	-0.56	-0.47	NM_033512	-
CHRDL1	CHRDL1	-0.05	-0.56	-0.31	NM_145234	Chordin-like protein 1 precursor (Neuralin) (Ventroptin). [Source:Uniprot/SWISSPROT;Acc:Q9BU40]
MN1	MN1	-0.48	-0.56	0.12	NM_002430	Probable tumor suppressor protein MN1. [Source:Uniprot/SWISSPROT;Acc:Q10571]
		0.12	-0.56	-0.47	NM_152288	-
USP35	USP35	-0.2	-0.56	0.9	XM_290527	Ubiquitin carboxyl-terminal hydrolase 35 (EC 3.1.2.15) (Ubiquitin thiolesterase 35) (Ubiquitin-specific processing protease 35) (Deubiquitinating enzyme 35). [Source:Uniprot/SWISSPROT;Acc:Q9P2H5]
OSBPL5	OSBPL5	0.61	-0.56	0.04	NM_145638,NM_020896	Oxysterol binding protein-related protein 5 (OSBP-related protein 5) (ORP-5). [Source:Uniprot/SWISSPROT;Acc:Q9H0X9]
TSHZ3	ZNF537	0.65	-0.56	0.55	NM_020856	zinc finger protein 537 [Source:RefSeq_peptide;Acc:NP_065907]
		0.62	-0.56	0.7	XM_374339,XM_374338	-
	Q9HAA9_HUMAN	0.32	-0.56	0.16		CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-) (Beta-galactoside alpha-2,3-sialyltransferase) (Alpha 2,3-sialyltransferase IV) (Alpha 2,3-ST) (Gal-NAc6S) (STZ) (SIAT4-C) (ST3Gal III) (SAT-3) (ST-4). [Source:Uniprot/SW
CAMK4	CAMK4	-0.5	-0.56	-0.48	NM_001744	Calcium/calmodulin-dependent protein kinase type IV (EC 2.7.1.123) (CAM kinase-GR) (CaMK IV). [Source:Uniprot/SWISSPROT;Acc:Q16566]
		0.04	-0.56	0.48	NM_017904	-
		1.08	-0.56	0	NM_022140	-
		1.48	-0.56	-0.17	XM_498808,XM_498805	-
		-0.13	-0.56	-0.5		Hypothetical protein
ROBO2	ROBO2	-0.26	-0.56	-0.1	XM_031246	Roundabout homolog 2 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9HCK4]
		0.07	-0.56	-0.31	XM_378985	-
		-0.05	-0.56	0.31	XM_497019	-
		-0.13	-0.56	-0.07	XM_499450,XM_498220	-
		0.09	-0.56	0.08		Homo sapiens microRNA miR-200c stem-loop
		-0.22	-0.56	0.43	NM_153354	-
	Q9H3B5_HUMAN	-0.08	-0.56	-0.24		-
NETO1	NETO1	0.16	-0.55	0.09	NM_138966	Neuropilin and tolloid like-1 precursor (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1). [Source:Uniprot/SWISSPROT;Acc:Q8TDF5]
TTTY14	CYorf14	0.21	-0.55	0.33	NR_001544	-
PSORS1C2	PSORS1C2	1.04	-0.55	1.34	NM_014069	Psoriasis susceptibility 1 candidate gene 2 protein precursor (SPR1 protein). [Source:Uniprot/SWISSPROT;Acc:Q9UIG4]
		1.25	-0.55	-0.43	NM_174926	-
		0.31	-0.55	-0.21	XM_170909	PREDICTED: similar to RIKEN cDNA 1700009P17 [Source:RefSeq_peptide;Acc:XP_170909]
		0.02	-0.55	1.24	XM_497783	-
MINA	MINA	1.73	-0.55	-0.09	NM_032778,NM_153182	MYC induced nuclear antigen isoform 3 [Source:RefSeq_peptide;Acc:NP_694822]
ABCA7	ABCA7	-0.04	-0.55	0.8	NM_033308,NM_019112	ATP-binding cassette, sub-family A, member 7 isoform b [Source:RefSeq_peptide;Acc:NP_150651]
	Q15401_HUMAN	-0.21	-0.55	-0.29		Line-1 repeat mRNA with 2 open reading frames. [Source:Uniprot/SPTREMBL;Acc:Q15401]
		0.24	-0.55	-0.33		36 kDa protein [Source:IPI;Acc:IPI00104496]
		0.61	-0.55	-0.34	NM_203454	-
		0.1	-0.55	-0.49	XM_498259	-
		-0.17	-0.55	-0.46	XM_376419	-
	Q8N7N0_HUMAN	0.33	-0.55	-0.17		-
MLPH	MLPH	-0.27	-0.55	0.15	NM_024101	Melanophilin (Exophilin 3) (Synaptotagmin-like protein 2a) (Slp homologue lacking C2 domains-a). [Source:Uniprot/SWISSPROT;Acc:Q9BV36]
		0.86	-0.55	-0.04	XM_496360	-
		-0.08	-0.55	-0.33	XM_209640	-
	Q6NS41_HUMAN	-0.1	-0.55	0.76	XM_498262,NM_002735	-
		0.11	-0.55	-0.14	XM_498916	-
UCP1	UCP1	0.01	-0.55	-0.31	NM_021833	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Thermogenin). [Source:Uniprot/SWISSPROT;Acc:P25874]
	Q96GE5_HUMAN	0.67	-0.55	-0.23	NM_005815	HIT-40 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q96GE5]
		0.33	-0.55	-0.14	XM_498942	-
	NP_001011880.1	-0.49	-0.55	-0.37		secretory protein LOC348174 [Source:RefSeq_peptide;Acc:NP_872425]
		-0.16	-0.55	0.06		-
SHB	SHB	-0.05	-0.55	0.19		SHB (Src homology 2 domain containing) adaptor protein B [Source:RefSeq_peptide;Acc:NP_003019]
		0.32	-0.55	-0.33	NM_182507	-
		0.29	-0.55	0.27	XM_497459	-
		0.32	-0.55	-0.38	NM_030802	C/EBP-induced protein [Source:RefSeq_peptide;Acc:NP_110429]
RECQL4	RECQL4	-0.22	-0.55	1.24	NM_004260	ATP-dependent DNA helicase Q4 (RecQ protein-like 4) (RecQ4). [Source:Uniprot/SWISSPROT;Acc:O94761]
CALR3	CALR3	0.02	-0.55	-0.29	NM_145046	Calreticulin 3 precursor (Calreticulin 2). [Source:Uniprot/SWISSPROT;Acc:Q96L12]
TLR2	TLR2	0.23	-0.55	1.22	NM_003264	Toll-like receptor 2 precursor (Toll/interleukin 1 receptor-like protein 4). [Source:Uniprot/SWISSPROT;Acc:O60603]
		1.27	-0.55	-0.26		Hypothetical protein
		-0.13	-0.55	-0.35		Hypothetical protein
		0.22	-0.55	-0.26		Non-protein coding transcript
FAM129A	C1orf24	0.2	-0.55	0.75	NM_052966	Niban protein. [Source:Uniprot/SWISSPROT;Acc:Q9BZQ8]
EAF1	EAF1	0.16	-0.55	-0.13	NM_033083	ELL associated factor 1 [Source:RefSeq_peptide;Acc:NP_149074]
		0.14	-0.55	-0.06	NM_145310	-
		-0.48	-0.55	0.06	NM_018410	-
	Q9H3C5_HUMAN	1.3	-0.55	0.45		-
		-0.31	-0.55	-0.21		115 kDa protein [Source:IPI;Acc:IPI00479762]
		-0.43	-0.55	-0.31		Hypothetical protein
		-0.32	-0.55	0.06		Hypothetical protein
ZNF235	ZNF235	0.22	-0.55	-0.41	NM_004234	Zinc finger protein 235 (Zinc finger protein 93 homolog) (Zfp-93) (Zinc finger protein HZF6) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q14590]
GPR107	GPR107	0.08	-0.55	-0.47		G protein-coupled receptor 107 [Source:RefSeq_peptide;Acc:NP_066011]
	Q8NGP1_HUMAN	0.28	-0.55	0.03		Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGP1]
MAGEA11	MAGEA11	0.12	-0.55	2.64	NM_005366	Melanoma-associated antigen 11 (MAGE-11 antigen). [Source:Uniprot/SWISSPROT;Acc:P43364]
		-0.5	-0.55	-0.14	NM_018029	-
		-0.15	-0.55	-0.02	XM_498909	-
POU2F1	POU2F1	0.32	-0.54	0.34	NM_002697	POU domain, class 2, transcription factor 1 (Octamer-binding transcription factor 1) (Oct-1) (OTF-1) (NF-A1). [Source:Uniprot/SWISSPROT;Acc:P14859]
		0.25	-0.54	0.08	NM_017928	-
		0.29	-0.54	-0.42	XM_372705	PREDICTED: similar to adenylate kinase (EC 2.7.4.3), cytosolic - common carp [Source:RefSeq_peptide;Acc:XP_372705]
		-0.05	-0.54	-0.4		-
		0.64	-0.54	1.54	XM_379741	-
		-0.28	-0.54	0.18	XM_499177	-
OR10G3	OR10G3	-0.35	-0.54	0.03	NM_001005465	Olfactory receptor 10G3. [Source:Uniprot/SWISSPROT;Acc:Q8NGC4]
		0.08	-0.54	-0.17	NM_178453	-
USH1G	USH1G	-0.29	-0.54	0.05	NM_173477	Usher syndrome 1G protein [Source:RefSeq_peptide;Acc:NP_775748]
	Q6ZRU0_HUMAN	-0.36	-0.54	-0.26		-
		-0.35	-0.54	-0.4	NM_207345	C-type lectin domain family 9, member A [Source:RefSeq_peptide;Acc:NP_997228]
ITIH2	ITIH2	0.52	-0.54	1.71	NM_002216	Inter-alpha-trypsin inhibitor heavy chain H2 precursor (ITI heavy chain H2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP). [Source:Uniprot/SWISSPROT;Acc:P198
		0.51	-0.54	-0.14		-
		0.86	-0.54	-0.43	XM_372433	PREDICTED: similar to brain-specific homeodomain protein [Source:RefSeq_peptide;Acc:XP_372433]
		-0.19	-0.54	-0.22	XM_498481	-
KCNJ12	KCNJ12	0.97	-0.54	0.02	NM_021012	Inward rectifying K(+) channel negative regulator Kir2.2v. [Source:Uniprot/SWISSPROT;Acc:Q15756]
		0.04	-0.54	-0.01	NM_138336	helicase/primase complex protein [Source:RefSeq_peptide;Acc:NP_612209]
		0.04	-0.54	0.28	NM_138939,NM_138940	-
		0.88	-0.54	-0.12	XM_499143	-
		-0.04	-0.54	-0.12	NM_031912,NM_181519	-
	Q8N1Y7_HUMAN	0.05	-0.54	0.98		-
		0.15	-0.54	-0.3	XM_495882	-
MROH8	C20orf131	0.12	-0.54	-0.47	NM_152503,NM_213631	-
GJA3	GJA3	0.09	-0.54	-0.49	NM_021954	Gap junction alpha-3 protein (Connexin 46) (Cx46). [Source:Uniprot/SWISSPROT;Acc:Q9Y6H8]
		-0.24	-0.54	-0.4	XM_495836	PREDICTED: similar to bA182L21.1 (novel protein similar to hypothetical proteins) [Source:RefSeq_peptide;Acc:XP_374817]
		0.35	-0.54	-0.21		20 kDa protein [Source:IPI;Acc:IPI00411437]
GPR17	GPR17	0.77	-0.54	0.64	NM_005291	Probable P2Y purinoceptor GPR17 (P2Y-like receptor) (R12). [Source:Uniprot/SWISSPROT;Acc:Q13304]
		-0.23	-0.54	-0.32	NM_001001678	-
		-0.41	-0.54	-0.01	XM_496545	-
		0.32	-0.54	0.28	XM_499144	-
		-0.41	-0.54	-0.22		Homo sapiens microRNA miR-218-1 stem-loop
POU2AF1	POU2AF1	0.25	-0.54	-0.39	NM_006235	POU domain class 2, associating factor 1 (B-cell-specific coactivator OBF-1) (OCT binding factor 1) (BOB-1) (OCA-B). [Source:Uniprot/SWISSPROT;Acc:Q16633]
ALPP	ALPP	-0.13	-0.54	-0.23	NM_001632	Alkaline phosphatase, placental type precursor (EC 3.1.3.1) (PLAP-1) (Regan isozyme). [Source:Uniprot/SWISSPROT;Acc:P05187]
PDE1A	PDE1A	0.39	-0.54	0.01	NM_005019	Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1A (EC 3.1.4.17) (Cam-PDE 1A) (61 kDa Cam-PDE) (hCam-1). [Source:Uniprot/SWISSPROT;Acc:P54750]
		0.52	-0.54	0.63	NR_002146	olfactory receptor, family 7, subfamily E, member 24 (OR7E24) on chromosome 19 [Source:RefSeq_dna;Acc:NR_002146]
		-0.01	-0.54	0.41		differentially expressed in FDCP 8 isoform 1 [Source:RefSeq_peptide;Acc:NP_997397]
DACT1	DACT1	0.49	-0.54	2.08	NM_016651	Dapper homolog 1 (hDPR1) (Heptacellular carcinoma novel gene-3 protein). [Source:Uniprot/SWISSPROT;Acc:Q9NYF0]
TM6SF2	TM6SF2	-0.27	-0.54	0.53		Transmembrane 6 superfamily member 2 (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q9BZW4]
PPAPDC3	C9orf67	0.38	-0.54	1.31	NM_032728	-
CHM	CHM	1.2	-0.54	-0.47	NM_000390	Rab proteins geranylgeranyltransferase component A 1 (Rab escort protein 1) (REP-1) (Choroideraemia protein) (TCD protein). [Source:Uniprot/SWISSPROT;Acc:P24386]
		-0.08	-0.54	0.27	XM_290342,XM_498816	-
HEYL	HEYL	0.97	-0.54	0.82	NM_014571	hairy/enhancer-of-split related with YRPW motif-like [Source:RefSeq_peptide;Acc:NP_055386]
CSNK1A1L	CSNK1A1L	0.89	-0.54	-0.38		Casein kinase I, alpha-like isoform (EC 2.7.1.-) (CKI-alpha-like) (CK1). [Source:Uniprot/SWISSPROT;Acc:Q8N752]
		0.04	-0.54	-0.48	XM_371590	PREDICTED: KIAA1571 protein [Source:RefSeq_peptide;Acc:XP_371590]
		-0.45	-0.54	-0.09	XM_033853	PREDICTED: zinc finger protein 630 [Source:RefSeq_peptide;Acc:XP_033853]
		1.85	-0.54	-0.19	NM_014659	89 kDa protein [Source:IPI;Acc:IPI00479752]
	HLADRB3	0.18	-0.54	0.06	NM_022555	HLA class II histocompatibility antigen, DRB3-2 beta chain precursor (MHC class I antigen DRB32). [Source:Uniprot/SWISSPROT;Acc:P01913]
		-0.45	-0.54	0		31 kDa protein [Source:IPI;Acc:IPI00411749]
		-0.09	-0.54	0.15	NM_207413	RPLK9433 [Source:RefSeq_peptide;Acc:NP_997296]
IFNA6	IFNA6	0	-0.54	-0.42	NM_021002	Interferon alpha-6 precursor (Interferon alpha-K) (LeIF K) (Interferon alpha-54). [Source:Uniprot/SWISSPROT;Acc:P05013]
		0.75	-0.53	1.04	NM_198153	triggering receptor expressed on myeloid cells-like 4 [Source:RefSeq_peptide;Acc:NP_937796]
PPP1R13B	PPP1R13B	-0.15	-0.53	-0.28	NM_015316	Apoptosis stimulating of p53 protein 1 (Protein phosphatase 1 regulatory subunit 13B). [Source:Uniprot/SWISSPROT;Acc:Q96KQ4]
FOXN1	FOXN1	-0.12	-0.53	0.63	NM_003593	Forkhead box protein N1 (Transcription factor winged-helix nude). [Source:Uniprot/SWISSPROT;Acc:O15353]
ATF2	ATF2	-0.2	-0.53	-0.17	NM_001880	Cyclic-AMP-dependent transcription factor ATF-2 (Activating transcription factor 2) (cAMP response element binding protein CRE- BP1) (HB16). [Source:Uniprot/SWISSPROT;Acc:P15336]
PQLC3	C2orf22	-0.03	-0.53	-0.33	NM_152391	-
	Q6ZT76_HUMAN	-0.08	-0.53	0.16		-
		0.81	-0.53	0.1		Non-protein coding transcript
		1.13	-0.53	0.27		Hypothetical protein
CCNB2	CCNB2	-0.11	-0.53	-0.23	NM_004701	G2/mitotic-specific cyclin B2. [Source:Uniprot/SWISSPROT;Acc:O95067]
GHSR	GHSR	0.42	-0.53	0.22	NM_198407	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor). [Source:Uniprot/SWISSPROT;Acc:Q92847]
		-0.2	-0.53	0.43	NM_001008783	solute carrier family 35, member D3 [Source:RefSeq_peptide;Acc:NP_001008783]
		0.07	-0.53	0.42		20 kDa protein [Source:IPI;Acc:IPI00478944]
		0.38	-0.53	0.52	NM_025052	-
		1.53	-0.53	0.97	NM_152672	organic solute transporter alpha [Source:RefSeq_peptide;Acc:NP_689885]
TCF21	TCF21	-0.1	-0.53	-0.36	NM_198392	Transcription factor 21 (Podocyte-expressed 1) (Pod-1) (Epicardin) (Capsulin). [Source:Uniprot/SWISSPROT;Acc:O43680]
WRAP73	WDR8	0.99	-0.53	-0.28	NM_017818	WD-repeat protein 8. [Source:Uniprot/SWISSPROT;Acc:Q9P2S5]
		0.12	-0.53	0.48	NM_001005499	-
		-0.44	-0.53	-0.22	XM_496493	-
NFIL3	NFIL3	0.71	-0.53	1.88	NM_005384	nuclear factor, interleukin 3 regulated [Source:RefSeq_peptide;Acc:NP_005375]
	Q9P1L5_HUMAN	0.67	-0.53	0.04		-
NR5A2	NR5A2	-0.23	-0.53	0.09	NM_205860	Orphan nuclear receptor NR5A2 (Alpha-1-fetoprotein transcription factor) (Hepatocytic transcription factor) (B1-binding factor) (hB1F) (CYP7A promoter binding factor). [Source:Uniprot/SWISSPROT;Acc:O00482]
ARNT2	ARNT2	0	-0.53	-0.26	NM_014862	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2). [Source:Uniprot/SWISSPROT;Acc:Q9HBZ2]
LRIG3	LRIG3	1.12	-0.53	0.05	NM_153377	leucine-rich repeats and immunoglobulin-like domains 3 [Source:RefSeq_peptide;Acc:NP_700356]
	HLADOB	2.28	-0.53	-0.2	NM_002120	HLA class II histocompatibility antigen, DO beta chain precursor (MHC class II antigen DOB). [Source:Uniprot/SWISSPROT;Acc:P13765]
CNNM1	CNNM1	-0.17	-0.53	0.5	NM_020348	cyclin M1 [Source:RefSeq_peptide;Acc:NP_065081]
