Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
203349_s_at	ets variant gene 5 (ets-related molecule)	ETV5	chr3q28	+3.63007662126864	3.15882E-06	+3.01049349482214	0.00012634
203355_s_at	pleckstrin and Sec7 domain containing 3	PSD3	chr8pter-p23.3	+3.14923190627681	0.002719645	+1.91852823865053	0.004970059
203358_s_at	enhancer of zeste homolog 2 (Drosophila)	EZH2	chr7q35-q36	+8.93829710457776	2.19984E-06	+7.16020056742378	3.45448E-06
203362_s_at	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1	chr4q27	+16.8537765752774	2.35889E-05	+7.70075554481401	0.000183529
203418_at	cyclin A2	CCNA2	chr4q25-q31	+5.69620078238829	6.58163E-07	+5.61777950295199	2.89141E-07
203432_at	thymopoietin	TMPO	chr12q22	+3.82378127037497	9.93149E-08	+4	1.13675E-07
203440_at	cadherin 2, type 1, N-cadherin (neuronal)	CDH2	chr18q11.2	+2.76063470679326	0.000612247	+2.57576325901965	0.003433654
203554_x_at	pituitary tumor-transforming 1	PTTG1	chr5q35.1	+3.66801617281868	2.94371E-05	+8.66380036420739	1.85987E-07
203565_s_at	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	MNAT1	chr14q23	+1.79626474576787	0.000190315	+1.85317612378074	0.000367902
203625_x_at	S-phase kinase-associated protein 2 (p45)	SKP2	chr5p13	+3.12747857251437	0.000164977	+5.61777950295199	6.11781E-06
203693_s_at	E2F transcription factor 3	E2F3	chr6p22	+2.68514500556053	3.70777E-05	+1.72309231942403	0.008793804
203705_s_at	frizzled homolog 7 (Drosophila)	FZD7	chr2q33	+3.94493081797344	3.40563E-05	+5.44525646599789	7.938E-05
203706_s_at	frizzled homolog 7 (Drosophila)	FZD7	chr2q33	+9.06307108236639	0.000106804	+5.16941132254997	0.002028605
203714_s_at	tubulin folding cofactor E	TBCE	chr1q42.3	+2.09943336724613	0.000449483	+1.66439746942305	0.005174402
203743_s_at	thymine-DNA glycosylase	TDG	chr12q24.1	+2.27363394647203	6.10499E-06	+2.4032720990537	1.57668E-06
203744_at	high-mobility group box 3	HMGB3	chrXq28	+3.86374531569938	1.86867E-07	+5.44525646599789	3.22862E-08
203755_at	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	BUB1B	chr15q15	+5.61777950295199	2.28686E-05	+7.13542815536074	1.84404E-06
203764_at	discs, large homolog 7 (Drosophila)	DLG7	chr14q22.3	+3.14923190627681	0.000331844	+16.055547976152	4.3344E-07
203796_s_at	B-cell CLL/lymphoma 7A	BCL7A	chr12q24.13	+1.50003898928582	0.002943249	+2.5227548176625	2.60166E-05
203819_s_at	insulin-like growth factor 2 mRNA binding protein 3	IGF2BP3	chr7p11	+4.24275096547287	2.16697E-07	+11.712685567565	1.59558E-09
203820_s_at	insulin-like growth factor 2 mRNA binding protein 3	IGF2BP3	chr7p11	+5.50216727255897	5.01339E-05	+17.814745891659	1.41023E-07
203850_s_at	kinesin family member 1A	KIF1A	chr2q37.3	+2.62988552041014	0.000141599	+1.87904549842802	0.001238328
203856_at	vaccinia related kinase 1	VRK1	chr14q32	+2.02791895958006	7.0737E-05	+2.27363394647203	5.79672E-05
203896_s_at	phospholipase C, beta 4	PLCB4	chr20p12	+1.98618499087407	0.000269217	+2.88785839104499	1.046E-05
203967_at	cell division cycle 6 homolog (S. cerevisiae)	CDC6	chr17q21.3	+1.50524674741107	0.00615163	+5.18735821860404	1.32637E-08
203968_s_at	cell division cycle 6 homolog (S. cerevisiae)	CDC6	chr17q21.3	+1.84037530124975	0.00442679	+6.08391501296404	5.48151E-09
204014_at	dual specificity phosphatase 4	DUSP4	chr8p12-p11	+2.21913894413569	0.002327318	+5.46416102701758	9.11968E-06
204015_s_at	dual specificity phosphatase 4	DUSP4	chr8p12-p11	+1.48452357062905	0.008428986	+2.54912125463853	9.05237E-05
204023_at	replication factor C (activator 1) 4, 37kDa	RFC4	chr3q27	+2.61171957417783	8.59001E-06	+3.28296643524199	2.38743E-06
204026_s_at	ZW10 interactor	ZWINT	chr10q21-q22	+13.4543426440594	2.0722E-06	+5.59834346238079	0.000475761
204069_at	Meis homeobox 1	MEIS1	chr2p14-p13	+2.32140782876744	0.003561485	+3.24900958542494	0.001213537
204092_s_at	aurora kinase A	AURKA	chr20q13.2-q13.3	+5.37029001112105	0.001059255	+3.83705647730106	0.006431482
204127_at	replication factor C (activator 1) 3, 38kDa	RFC3	chr13q12.3-q13	+4.12673271720544	0.000105284	+2.68514500556052	0.001023754
204128_s_at	replication factor C (activator 1) 3, 38kDa	RFC3	chr13q12.3-q13	+6.25495714502875	4.98451E-07	+3.87715926774026	1.02325E-05
204129_at	B-cell CLL/lymphoma 9	BCL9	chr1q21	+1.67017583885674	0.002027654	+3.43426174575102	4.24128E-05
204146_at	RAD51 associated protein 1	RAD51AP1	chr12p13.2-p13.1	+4.50023393875524	0.000497585	+4.2722616321914	0.000158838
204154_at	cysteine dioxygenase, type I	CDO1	chr5q22-q23	+4.42292261328108	2.41604E-06	+4.87364105470076	7.89989E-07
204165_at	WAS protein family, member 1	WASF1	chr6q21-q22	+3.74508898973797	5.22212E-06	+4.24275096547287	1.92626E-05
204244_s_at	DBF4 homolog (S. cerevisiae)	DBF4	chr7q21.3	+2.28944832119737	0.009598102	+3.29436406907029	0.00034068
204329_s_at	zinc finger protein 202	ZNF202	chr11q23.3	+2.12874036490672	0.000957067	+2.37018554188316	0.000309603
204359_at	fibronectin leucine rich transmembrane protein 2	FLRT2	chr14q24-q32	+3.89061978964914	0.000473528	+3.56771407768037	0.000406759
204391_x_at	tripartite motif-containing 24	TRIM24	chr7q32-q34	+1.57461595313841	0.003219464	+2.00694349701901	0.001218502
204400_at	embryonal Fyn-associated substrate	EFS	chr14q11.2-q12	+4.02782220022687	1.54638E-05	+4.42292261328107	1.86956E-05
204444_at	kinesin family member 11	KIF11	chr10q24.1	+10.7405800222421	7.9618E-10	+7.78123957929828	1.10571E-08
204453_at	zinc finger protein 84	ZNF84	chr12q24.33	+2.45376995450761	9.44786E-06	+3.49429158366678	9.28528E-07
204520_x_at	bromodomain containing 1	BRD1	chr22q13.33	+1.7111900513652	0.001722584	+1.64718203453515	0.003067168
204528_s_at	nucleosome assembly protein 1-like 1	NAP1L1	chr12q21.2	+2.86791049603165	0.000792289	+1.89868424190104	0.00702522
204529_s_at	thymocyte selection-associated high mobility group box	TOX	chr8q12.1	+1.46916863327831	0.004924041	+3.06311599418877	3.96294E-06
204531_s_at	breast cancer 1, early onset	BRCA1	chr17q21	+2.01391110011344	0.000614103	+2.95877501849768	8.54782E-06
204603_at	exonuclease 1	EXO1	chr1q42-q43	+2.08493152168224	0.000269005	+5.44525646599789	8.01378E-08
204612_at	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA	chr8q21.12	+3.21540396297261	0.000102091	+4.99332219560645	3.34947E-05
204641_at	NIMA (never in mitosis gene a)-related kinase 2	NEK2	chr1q32.2-q41	+2.29739670999407	0.000492736	+8.31087282638131	9.38156E-08
204651_at	nuclear respiratory factor 1	NRF1	chr7q32	+2.01391110011344	0.003898351	+1.53687518128801	0.006185832
204727_at	WD repeat and HMG-box DNA binding protein 1	WDHD1	chr14q22.3	+2.32140782876744	0.002745066	+4.57889664239474	1.76111E-06
204728_s_at	WD repeat and HMG-box DNA binding protein 1	WDHD1	chr14q22.3	+6.3863870908532	0.00051326	+4.16986304336448	0.001562327
204761_at	USP6 N-terminal like	USP6NL	chr10p13	+2.1361308160957	0.000303385	+2.32140782876744	0.009364268
204799_at	zinc finger, BED-type containing 4	ZBED4	chr22q13.33	+2.28944832119737	6.88949E-05	+2.62988552041014	6.10693E-05
204812_at	ZW10, kinetochore associated, homolog (Drosophila)	ZW10	chr11q23.2	+1.74110112659225	0.000204508	+1.3995858655952	0.009772404
204822_at	TTK protein kinase	TTK	chr6q13-q21	+2.80888975147599	0.000448211	+9.12610972694739	3.73832E-07
204825_at	maternal embryonic leucine zipper kinase	MELK	chr9p13.2	+2.74156560995941	0.001416851	+4.65893434587383	8.5355E-06
204831_at	cyclin-dependent kinase 8	CDK8	chr13q12	+2.92817139189125	0.003266339	+3.29436406907029	0.001624569
204859_s_at	apoptotic peptidase activating factor 1	APAF1	chr12q23	+2.67585510957222	0.000508964	+1.97246540898672	0.007034303
204866_at	PHD finger protein 16	PHF16	chrXp11.3	+1.89211529345119	0.000434815	+1.79626474576787	0.001090511
204886_at	polo-like kinase 4 (Drosophila)	PLK4	chr4q28	+6.25495714502875	2.44607E-06	+6.16884330163176	3.37739E-06
204887_s_at	polo-like kinase 4 (Drosophila)	PLK4	chr4q28	+2.07052984768275	0.00026494	+4.82323131076304	1.90753E-07
204909_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	DDX6	chr11q23.3	+1.42405019559707	0.001586623	+1.44894215455488	0.003523509
204913_s_at	SRY (sex determining region Y)-box 11	SOX11	chr2p25	+22.0850776543461	3.50544E-08	+184.183498241385	5.77307E-10
204914_s_at	SRY (sex determining region Y)-box 11	SOX11	chr2p25	+12.640660989814	3.05319E-09	+159.233491622204	5.71124E-12
204915_s_at	SRY (sex determining region Y)-box 11	SOX11	chr2p25	+17.0299229192538	2.69652E-08	+92.7322978915123	1.2344E-09
204962_s_at	centromere protein A	CENPA	chr2p24-p21	+2.69446715373138	0.000412992	+8.96932862422808	1.75347E-06
204995_at	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	CDK5R1	chr17q11.2	+2.25011696937762	0.00259104	+4.69133979692752	5.85156E-05
205053_at	primase, DNA, polypeptide 1 (49kDa)	PRIM1	chr12q13	+2.39495740923786	0.00257649	+3.6553258009176	2.12397E-05
205113_at	neurofilament, medium polypeptide 150kDa	NEFM	chr8p21	+2.36198532285906	1.95217E-05	+24.5049279535101	2.15505E-11
205122_at	transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	chr9q31	+8.93829710457776	0.000129176	+18.0634304768981	6.00054E-06
205123_s_at	transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	chr9q31	+2.28944832119737	0.000133695	+16.055547976152	3.50034E-11
205176_s_at	integrin beta 3 binding protein (beta3-endonexin)	ITGB3BP	chr1p31.3	+2.9690471412581	6.48988E-05	+2.74156560995941	0.000130881
205185_at	serine peptidase inhibitor, Kazal type 5	SPINK5	chr5q32	+9.71355907516038	5.81614E-10	+7.46426393229445	5.25962E-09
205215_at	ring finger protein 2	RNF2	chr1q25.3	+1.44894215455488	0.002035942	+1.4439291955225	0.001760098
205235_s_at	M-phase phosphoprotein 1	MPHOSPH1	chr10q23.31	+1.66439746942305	0.000503147	+2.07052984768275	1.99026E-05
205256_at	zinc finger and BTB domain containing 39	ZBTB39	chr12q13.3	+1.79005014185595	0.000185454	+3.51859630368974	1.32875E-07
205268_s_at	adducin 2 (beta)	ADD2	chr2p14-p13	+4.69133979692751	2.63711E-05	+28.6408022696951	1.11994E-07
205296_at	retinoblastoma-like 1 (p107)	RBL1	chr20q11.2	+1.60213975517924	0.002892414	+2.27363394647203	4.92563E-05
205330_at	meningioma (disrupted in balanced translocation) 1	MN1	chr22q11|22q12.1	+5.11594232510972	8.69423E-07	+29.8570557291778	2.11642E-10
205339_at	SCL/TAL1 interrupting locus	STIL	chr1q32|1p32	+1.79626474576787	0.002012615	+2.90794503464062	1.61316E-06
205345_at	BRCA1 associated RING domain 1	BARD1	chr2q34-q35	+2.10672207190967	0.005730477	+2.02791895958006	0.00991557
205347_s_at	thymosin-like 8	TMSL8	chrXq21.33-q22.3	+8.84584522656215	0.000152489	+22.0850776543461	4.35091E-05
205381_at	leucine rich repeat containing 17	LRRC17	chr7q22.1	+2.5227548176625	0.003389282	+8.36867951834024	2.57319E-05
205386_s_at	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	MDM2	chr12q14.3-q15	+1.70526978353591	0.007309836	+1.64718203453514	0.00253428
205393_s_at	CHK1 checkpoint homolog (S. pombe)	CHEK1	chr11q24-q24	+3.09512998708478	5.98844E-06	+5.02805349808731	2.46765E-07
205394_at	CHK1 checkpoint homolog (S. pombe)	CHEK1	chr11q24-q24	+2.98969849726988	0.002244323	+7.94473996349629	1.81352E-06
205395_s_at	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	MRE11A	chr11q21	+1.75321144263207	0.000191997	+1.54221082540794	0.007177246
205408_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	MLLT10	chr10p12	+1.63580411711556	0.007533002	+2.47083727425386	0.00030037
205436_s_at	H2A histone family, member X	H2AFX	chr11q23.2-q23.3	+2.14354692507259	0.007995502	+3.31727818325777	0.000444152
205471_s_at	dachshund homolog 1 (Drosophila)	DACH1	chr13q22	+4.83997635687717	4.59896E-05	+2.76063470679326	0.000659867
205519_at	WD repeat domain 76	WDR76	chr15q15.3	+1.78385703884019	0.005560751	+2.49666109780322	0.000482192
205619_s_at	mesenchyme homeobox 1	MEOX1	chr17q21	+9.41525389775013	3.13239E-06	+79.8931551297032	3.9884E-09
205628_at	primase, DNA, polypeptide 2 (58kDa)	PRIM2	chr6p12-p11.1	+2.17346972505212	0.004006595	+3.77113814367296	0.000392648
205698_s_at	mitogen-activated protein kinase kinase 6	MAP2K6	chr17q24.3	+2.14354692507259	0.000343543	+1.9656411970905	0.005231305
205699_at	mitogen-activated protein kinase kinase 6	MAP2K6	chr17q24.3	+1.63014466480525	0.001797899	+2.18101546533052	0.000178658
205733_at	Bloom syndrome	BLM	chr15q26.1	+1.88556907183648	0.00266684	+4.89056111076827	2.19302E-06
205794_s_at	neuro-oncological ventral antigen 1	NOVA1	chr14q	+2.83824671240077	0.004039958	+3.6553258009176	0.004473279
205795_at	neurexin 3	NRXN3	chr14q31	+1.42405019559707	0.004668248	+2.01391110011344	6.34573E-05
205817_at	SIX homeobox 1	SIX1	chr14q23.1	+2.75108363627949	3.2661E-06	+3.63007662126864	1.1251E-07
205830_at	calmegin	CLGN	chr4q28.3-q31.1	+2.29739670999407	0.001609043	+25.1938552502145	4.16154E-08
205862_at	GREB1 protein	GREB1	chr2p25.1	+4.3319001821037	0.00308041	+7.06162397032524	0.000274073
205909_at	polymerase (DNA directed), epsilon 2 (p59 subunit)	POLE2	chr14q21-q22	+5.06302637588112	4.38616E-07	+3.23776886618964	5.9436E-06
205967_at	histone cluster 1, H4c	HIST1H4C	chr6p21.3	+1.80875875512218	0.006791123	+2.45376995450761	0.000893067
206002_at	G protein-coupled receptor 64	GPR64	chrXp22.13	+9.31786869174765	2.57732E-05	+8.11167583832023	5.67971E-06
206070_s_at	EPH receptor A3	EPHA3	chr3p11.2	+8.33972608672897	1.53824E-05	+33.7075531505548	5.90304E-08
206071_s_at	EPH receptor A3	EPHA3	chr3p11.2	+3.0314331330208	0.007710686	+26.6303595107688	1.23761E-06
206078_at	kalirin, RhoGEF kinase	KALRN	chr3q21.1-q21.2	+1.61888443309482	0.00923821	+2.1361308160957	0.003488312
206102_at	GINS complex subunit 1 (Psf1 homolog)	GINS1	chr20p11.21	+10.09101927065	0.000908523	+4.27226163219141	0.007037172
206142_at	zinc finger protein 135	ZNF135	chr19q13.4	+2.55797116255486	0.000157039	+1.98618499087407	0.002481656
206186_at	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	MPP3	chr17q21.31	+1.68179283050743	0.001308645	+1.94530989482457	0.002250213
206189_at	unc-5 homolog C (C. elegans)	UNC5C	chr4q21-q23	+2.47941539987797	0.000540177	+3.75809099685605	9.97445E-06
206201_s_at	mesenchyme homeobox 2	MEOX2	chr7p22.1-p21.3	+1.72907446261573	0.008406444	+13.7847385553923	3.07414E-09
206205_at	M-phase phosphoprotein 9	MPHOSPH9	chr12q24.31	+2.70382166605625	0.000597673	+1.97931331283041	0.00991952
206228_at	paired box 2	PAX2	chr10q24	+3.29436406907029	1.13527E-05	+2.01391110011344	0.000923469
206229_x_at	paired box 2	PAX2	chr10q24	+2.85798827948219	0.000955659	+3.31727818325777	0.001704782
206233_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	B4GALT6	chr18q11	+2.41998817843858	0.000299001	+1.95884059517385	0.003964808
206307_s_at	forkhead box D1	FOXD1	chr5q12-q13	+4.3923712551482	7.76991E-05	+3.34035167771348	8.63665E-05
206316_s_at	kinetochore associated 1	KNTC1	chr12q24.31	+2.41998817843859	0.00011388	+3.21540396297261	1.55752E-06
206333_at	musashi homolog 1 (Drosophila)	MSI1	chr12q24.1-q24.31	+1.93187265784969	0.002716626	+2.62988552041014	0.004600806
206364_at	kinesin family member 14	KIF14	chr1q32.1	+2.20381023175322	0.000173491	+6.63455636651553	5.11298E-08
206432_at	hyaluronan synthase 2	HAS2	chr8q24.12	+5.91755003699535	0.003501147	+7.2350350204887	0.000360772
206433_s_at	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	SPOCK3	chr4q32.3	+4.62675273562115	3.29582E-05	+45.0982641645446	5.87979E-09
206434_at	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	SPOCK3	chr4q32.3	+4.89056111076827	0.001070931	+65.7992849059882	2.91507E-07
206507_at	zinc finger and SCAN domain containing 12	ZSCAN12	chr6p22.2-p21.3	+1.88556907183648	0.006386175	+2.90794503464062	0.000998035
206510_at	SIX homeobox 2	SIX2	chr2p16-p15	+10.3030530360786	3.51824E-05	+128	2.17467E-07
206533_at	cholinergic receptor, nicotinic, alpha 5	CHRNA5	chr15q24	+1.40932075514202	0.007539079	+4.43827788827138	3.60429E-08
206854_s_at	mitogen-activated protein kinase kinase kinase 7	MAP3K7	chr6q16.1-q16.3	+2.62988552041014	4.48803E-05	+1.62450479271247	0.007015795
206893_at	sal-like 1 (Drosophila)	SALL1	chr16q12.1	+3.24900958542494	0.002519518	+5.06302637588112	0.003409826
206939_at	deleted in colorectal carcinoma	DCC	chr18q21.3	+2.12874036490672	0.003636341	+3.17113654644114	0.001657005
206954_at	Wilms tumor upstream neighbor 1	WIT1	chr11p13	+2.21913894413569	0.001054756	+3.87715926774026	0.000271612
206958_s_at	UPF3 regulator of nonsense transcripts homolog A (yeast)	UPF3A	chr13q34	+1.48452357062905	0.008732193	+1.73507737430414	0.001468337
207012_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	chr8q21	+2.77021893622185	0.000382299	+12.7727741817064	1.37002E-06
207144_s_at	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1	CITED1	chrXq13.1	+3.4822022531845	0.003127924	+46.5271205542499	5.88303E-07
207165_at	hyaluronan-mediated motility receptor (RHAMM)	HMMR	chr5q33.2-qter	+3.24900958542494	0.006702466	+4.62675273562115	0.000535363
207219_at	zinc finger protein 643	ZNF643	chr1p34.2	+4.94167454850772	0.001586534	+5.9380942825162	0.000225369
207254_at	solute carrier family 15 (oligopeptide transporter), member 1	SLC15A1	chr13q33-q34	+4.27226163219141	0.006127022	+15.6707247613908	0.000553462
207409_at	leukocyte cell-derived chemotaxin 2	LECT2	chr5q31.1-q32	+2.47083727425386	0.007269286	+4.06991876841075	0.001577127
207477_at	---	---	---	+5.20536742176773	3.8753E-06	+2.27363394647203	0.00297978
207478_at	---	---	---	+4.27226163219141	2.03968E-06	+2.2657677705916	0.00066446
207528_s_at	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	SLC7A11	chr4q28-q32	+6.56593287048399	0.000136544	+2.4032720990537	0.00744593
207604_s_at	solute carrier family 4, sodium bicarbonate cotransporter, member 7	SLC4A7	chr3p22	+1.85960988522632	0.00097338	+1.7111900513652	0.002108426
207645_s_at	chromodomain helicase DNA binding protein 1-like	CHD1L	chr1q12	+1.61328351844425	0.002543537	+2.02791895958006	0.000415606
207719_x_at	centrosomal protein 170kDa	CEP170	chr1q44	+2.47941539987797	0.008505393	+2.20381023175322	0.006833864
207724_s_at	spastin	SPAST	chr2p24-p21	+1.69349062472505	0.003504566	+1.79626474576787	0.001571341
207781_s_at	zinc finger protein 711	ZNF711	chrXq21.1-q21.2	+3.70635224756148	0.00029116	+2.68514500556053	0.006791448
207822_at	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	FGFR1	chr8p11.2-p11.1	+1.61328351844425	0.004321618	+1.83400808640934	0.000284928
207828_s_at	centromere protein F, 350/400ka (mitosin)	CENPF	chr1q32-q41	+4.95883079975594	5.0401E-06	+8.69387890020846	2.82477E-07
207869_s_at	calcium channel, voltage-dependent, T type, alpha 1G subunit	CACNA1G	chr17q22	+1.85317612378074	0.003518439	+1.83400808640934	0.000428804
207937_x_at	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	FGFR1	chr8p11.2-p11.1	+1.85317612378074	3.95791E-05	+2.72262823299895	1.22984E-06
208025_s_at	high mobility group AT-hook 2	HMGA2	chr12q15	+19.1596592739029	3.14166E-09	+221.321531214813	5.12986E-12
208029_s_at	lysosomal associated protein transmembrane 4 beta	LAPTM4B	chr8q22.1	+2.28944832119737	1.92776E-06	+2.89788430910976	2.76551E-07
208073_x_at	tetratricopeptide repeat domain 3	TTC3	chr21q22.2	+2.74156560995941	0.000694871	+1.9656411970905	0.007022274
208079_s_at	aurora kinase A	AURKA	chr20q13.2-q13.3	+4.43827788827138	0.000537505	+3.71921977045265	0.001298632
208119_s_at	zinc finger protein 93	ZNF93	chr19p12	+1.68179283050743	0.000456361	+1.55293775000208	0.008640053
208167_s_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	chr8q21	+3.10587550000416	0.000877574	+7.78123957929829	1.26573E-05
208273_at	zinc finger protein 695	ZNF695	chr1q44	+3.0314331330208	0.00010894	+2.35381347443753	0.00125482
