FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
31905	29155	A_24_P280953	A_24_P280953	A_24_P280953	Unknown	-0.666925016	10.25016961	-4.240211066	0.000381981	0.009321463
22683	20815	A_32_P31992	A_32_P31992	A_32_P31992	Unknown	-0.566743884	10.30839298	-4.237143014	0.000384764	0.009328633
7480	6828	A_24_P204144	A_24_P204144	A_24_P204144	Unknown	-0.447024678	16.12831033	-4.237867566	0.000384105	0.009328633
37053	33892	A_32_P74901	A_32_P74901	A_32_P74901	Unknown	-0.273807278	7.391106461	-4.236275332	0.000385555	0.009339452
27497	25123	A_23_P213350	A_23_P213350	A_23_P213350	Unknown	-0.354334263	7.711681747	-4.234479831	0.000387196	0.009370842
30364	27717	A_23_P210015	CR616748	CR616748	full-length cDNA clone CS0DK007YM08 of HeLa cells Cot 25-normalized of Homo sapiens (human). [CR616748]	-0.265613074	9.823079736	-4.233710283	0.000387902	0.009379547
41756	38136	A_23_P126457	ISG20L2	NM_030980	Homo sapiens interferon stimulated exonuclease gene 20kDa-like 2 (ISG20L2), mRNA [NM_030980]	-0.322311371	9.472967248	-4.233211658	0.00038836	0.009382251
34258	1120	A_23_P104199	ITGB1	NM_133376	Homo sapiens integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) (ITGB1), transcript variant 1E, mRNA [NM_133376]	-0.735724585	10.61091757	-4.232529543	0.000388987	0.009389038
35859	32804	A_23_P350070	RCHY1	NM_015436	Homo sapiens ring finger and CHY zinc finger domain containing 1 (RCHY1), transcript variant 1, mRNA [NM_015436]	-0.333977144	10.55731575	-4.228839857	0.000392398	0.009446137
43843	40025	A_23_P389692	KIAA1328	NM_020776	Homo sapiens KIAA1328 (KIAA1328), mRNA [NM_020776]	-0.220797757	7.552323373	-4.228994022	0.000392255	0.009446137
3962	3586	A_23_P29318	SAMM50	NM_015380	Homo sapiens sorting and assembly machinery component 50 homolog (S. cerevisiae) (SAMM50), mRNA [NM_015380]	-0.326473874	11.80436979	-4.226842903	0.000394257	0.009469484
28259	25903	A_23_P313	PEF1	NM_012392	Homo sapiens penta-EF-hand domain containing 1 (PEF1), mRNA [NM_012392]	-0.303411695	10.88403564	-4.226298945	0.000394765	0.009469484
26781	24423	A_23_P88201	C14orf10	NM_017917	Homo sapiens chromosome 14 open reading frame 10 (C14orf10), mRNA [NM_017917]	-0.303099697	11.35815457	-4.226298101	0.000394766	0.009469484
12838	11659	A_23_P31844	ATP6V1B2	NM_001693	Homo sapiens ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 (ATP6V1B2), mRNA [NM_001693]	-0.484077572	10.72947449	-4.223981019	0.000396936	0.009489612
41071	37508	A_23_P138819	MRPL49	NM_004927	Homo sapiens mitochondrial ribosomal protein L49 (MRPL49), nuclear gene encoding mitochondrial protein, mRNA [NM_004927]	-0.394723852	7.589524689	-4.223186887	0.000397683	0.009497433
28372	25953	A_24_P925100	AA311568	AA311568	AA311568 EST182446 Jurkat T-cells VI Homo sapiens cDNA 5 end, mRNA sequence [AA311568]	-0.174644804	8.269941016	-4.222780486	0.000398065	0.009498203
26876	24595	A_23_P16469	PLAUR	NM_001005377	Homo sapiens plasminogen activator, urokinase receptor (PLAUR), transcript variant 3, mRNA [NM_001005377]	-0.550786696	9.27967199	-4.221001779	0.000399744	0.009513143
27053	24770	A_24_P6949	FLJ14346	NM_025029	Homo sapiens hypothetical protein FLJ14346 (FLJ14346), mRNA [NM_025029]	-0.467465632	11.09496364	-4.220437597	0.000400278	0.009513179
33628	30748	A_23_P206697	CYB5B	NM_030579	Homo sapiens cytochrome b5 type B (outer mitochondrial membrane) (CYB5B), mRNA [NM_030579]	-0.391491904	9.628711317	-4.220162219	0.000400539	0.009513179
14005	12879	A_24_P264004	A_24_P264004	A_24_P264004	Unknown	-0.401972748	8.102199282	-4.21849729	0.00040212	0.009527865
32694	29973	A_32_P60459	OTUD1	AB188491	Homo sapiens mRNA, clone: TH020D07. [AB188491]	-0.401634868	9.701770893	-4.218824195	0.00040181	0.009527865
39984	36607	A_23_P215111	ATP6V0A4	NM_020632	Homo sapiens ATPase, H+ transporting, lysosomal V0 subunit a4 (ATP6V0A4), transcript variant 1, mRNA [NM_020632]	-0.679905912	8.574097616	-4.215653202	0.000404836	0.009564969
11960	10989	A_32_P27532	AV698092	AV698092	AV698092 GKC Homo sapiens cDNA clone GKCGUA09 5, mRNA sequence [AV698092]	-0.56499153	9.774609966	-4.21548995	0.000404992	0.009564969
7663	7009	A_24_P788772	THC2373524	THC2373524	APE_HUMAN (P02649) Apolipoprotein E precursor (Apo-E), partial (50%) [THC2373524]	-0.564936602	11.90600601	-4.210861634	0.000409452	0.009637652
16496	15082	A_23_P90888	CHRNA1	NM_000079	Homo sapiens cholinergic receptor, nicotinic, alpha 1 (muscle) (CHRNA1), transcript variant 2, mRNA [NM_000079]	-0.311671804	6.511795551	-4.210832604	0.000409481	0.009637652
10258	9434	A_24_P142983	PIK4CA	NM_002650	Homo sapiens phosphatidylinositol 4-kinase, catalytic, alpha polypeptide (PIK4CA), transcript variant 1, mRNA [NM_002650]	-0.268322953	11.54737226	-4.209114505	0.000411149	0.009640658
5880	5283	A_24_P291826	SYTL3	NM_001009991	Homo sapiens synaptotagmin-like 3 (SYTL3), mRNA [NM_001009991]	-0.334416037	8.006621476	-4.207407617	0.000412813	0.009655637
8652	7892	A_23_P137209	UBE1	NM_003334	Homo sapiens ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing) (UBE1), transcript variant 1, mRNA [NM_003334]	-0.405821643	10.74627583	-4.206420438	0.000413778	0.009668862
11797	10848	A_24_P246963	A_24_P246963	A_24_P246963	Unknown	-0.3128447	9.660736228	-4.20585517	0.000414332	0.009673465
36031	32967	A_23_P266	PIN1L	U82382	Homo sapiens PIN1 peptidyl-prolyl cis/trans isomerase-like (PIN1L) mRNA, complete cds. [U82382]	-0.50358635	9.01070483	-4.20381673	0.000416336	0.009686868
42855	39208	A_32_P159150	CHCHD3	NM_017812	Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 3 (CHCHD3), mRNA [NM_017812]	-0.443741713	9.907601787	-4.203284211	0.000416861	0.009690764
12869	11716	A_23_P257497	ENST00000367073	ENST00000367073	U92818 unnamed HERV-H protein {Homo sapiens;} , partial (23%) [THC2436941]	-0.401709275	7.474472407	-4.202652373	0.000417485	0.009696949
8906	8204	A_23_P152344	GTF3C1	NM_001520	Homo sapiens general transcription factor IIIC, polypeptide 1, alpha 220kDa (GTF3C1), mRNA [NM_001520]	-0.401650118	9.120326847	-4.202121236	0.00041801	0.009700832
15080	13740	A_24_P365954	THAP11	NM_020457	Homo sapiens THAP domain containing 11 (THAP11), mRNA [NM_020457]	-0.380328457	8.817840925	-4.200710043	0.000419408	0.009724957
32962	30158	A_32_P74942	BI024548	BI024548	BI024548 PM3-MT0205-300101-005-f07 MT0205 Homo sapiens cDNA, mRNA sequence [BI024548]	-0.363463645	8.531133931	-4.200012944	0.000420101	0.009732688
15050	13692	A_23_P139547	TUBA3	NM_006009	Homo sapiens tubulin, alpha 3 (TUBA3), mRNA [NM_006009]	-0.662008817	12.87823419	-4.199475379	0.000420635	0.009736755
35567	32587	A_24_P680548	CN272797	CN272797	CN272797 17000600009278 GRN_PREHEP Homo sapiens cDNA 5, mRNA sequence [CN272797]	-0.399980126	12.61368879	-4.197428458	0.000422678	0.009761372
34637	31658	A_23_P127150	TUBGCP2	NM_006659	Homo sapiens tubulin, gamma complex associated protein 2 (TUBGCP2), mRNA [NM_006659]	-0.275725221	10.43643996	-4.197047761	0.000423059	0.009761372
43162	39448	A_24_P406132	MAPK13	NM_002754	Homo sapiens mitogen-activated protein kinase 13 (MAPK13), mRNA [NM_002754]	-0.423127229	10.71032939	-4.196198963	0.000423909	0.009770824
33379	30604	A_32_P208856	A_32_P208856	A_32_P208856	Unknown	-0.473765406	15.1254651	-4.192698371	0.000427436	0.009815952
18880	17281	A_24_P68585	SHC1	NM_183001	Homo sapiens SHC (Src homology 2 domain containing) transforming protein 1 (SHC1), transcript variant 1, mRNA [NM_183001]	-0.389831861	7.973300344	-4.192459047	0.000427678	0.009815952
25571	23451	A_23_P253068	ANAPC2	NM_013366	Homo sapiens anaphase promoting complex subunit 2 (ANAPC2), mRNA [NM_013366]	-0.272479359	7.682522145	-4.193331389	0.000426796	0.009815952
34947	31915	A_23_P76690	UCHL3	NM_006002	Homo sapiens ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (UCHL3), mRNA [NM_006002]	-0.269890954	10.74822507	-4.193076201	0.000427054	0.009815952
670	528	A_23_P88971	CLN3	NM_000086	Homo sapiens ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease) (CLN3), transcript variant 2, mRNA [NM_000086]	-0.322014503	11.83827911	-4.191480535	0.000428669	0.009830385
18644	16997	A_24_P323795	A_24_P323795	A_24_P323795	Unknown	-0.350228505	7.412082726	-4.189133368	0.000431057	0.009876786
30394	27776	A_24_P139773	PPP1R8	NM_138558	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 8 (PPP1R8), transcript variant 2, mRNA [NM_138558]	-0.274928571	9.55498543	-4.185135116	0.000435155	0.00992872
2730	2375	A_23_P209995	IL1RN	NM_173842	Homo sapiens interleukin 1 receptor antagonist (IL1RN), transcript variant 1, mRNA [NM_173842]	-0.418844836	7.490616646	-4.184687942	0.000435616	0.009930874
23052	21018	A_23_P30884	CLIC1	NM_001288	Homo sapiens chloride intracellular channel 1 (CLIC1), mRNA [NM_001288]	-0.344731691	13.58769965	-4.184259005	0.000436058	0.009932606
35326	32294	A_24_P100228	XBP1	NM_005080	Homo sapiens X-box binding protein 1 (XBP1), mRNA [NM_005080]	-0.815108954	12.34393686	-4.18387258	0.000436457	0.009933346
22164	20322	A_24_P390070	SFRS9	NM_003769	Homo sapiens splicing factor, arginine/serine-rich 9 (SFRS9), mRNA [NM_003769]	-0.53880327	12.21591936	-4.182322506	0.000438061	0.009946132
26165	23915	A_23_P142272	PAF1	NM_019088	Homo sapiens Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae) (PAF1), mRNA [NM_019088]	-0.361096235	9.635179718	-4.180500224	0.000439955	0.009946132
7334	6710	A_23_P46852	OBFC1	NM_024928	Homo sapiens oligonucleotide/oligosaccharide-binding fold containing 1 (OBFC1), mRNA [NM_024928]	-0.333257199	10.31214343	-4.181591195	0.00043882	0.009946132
23563	21501	A_23_P401709	C20orf196	NM_152504	Homo sapiens chromosome 20 open reading frame 196 (C20orf196), mRNA [NM_152504]	-0.279300919	6.818495925	-4.182724189	0.000437645	0.009946132
37963	34785	A_23_P165989	NEURL2	NM_080749	Homo sapiens neuralized-like 2 (Drosophila) (NEURL2), mRNA [NM_080749]	-0.208773984	7.184814488	-4.180753306	0.000439691	0.009946132
