Ensembl ID	External gene Id	Chr	Gene start (bp)	MYC-binding sites
ENSG00000122852	SFTPA1	10	81370701	0
ENSG00000226676	RP11-589B3.6	10	81388513	0
ENSG00000244733	RP11-506M13.3	10	81420645	0
ENSG00000224886	RP11-119F19.4	10	81444248	0
ENSG00000188199	FAM22B	10	81462983	0
ENSG00000226381	RP11-119F19.2	10	81524486	0
ENSG00000225484	RP11-773D16.1	10	81563813	0
ENSG00000224428	RP11-182L21.2	10	81586459	0
ENSG00000228570	FAM22E	10	81601114	0
ENSG00000214695	RP11-182L21.4	10	81620329	0
ENSG00000204437	CTSLL6	10	81630131	0
ENSG00000214584	RP11-479O17.2	10	81651904	0
ENSG00000242600	MBL1P1	10	81664654	0
ENSG00000197533	AL512662.1	10	81664662	0
ENSG00000220191	AL512662.2	10	81680083	0
ENSG00000229984	RP11-479O17.5	10	81691467	0
ENSG00000133661	SFTPD	10	81697496	0
ENSG00000235924	RP11-479O17.8	10	81741595	0
ENSG00000225100	RP11-479O17.7	10	81742671	0
ENSG00000229616	RP11-369J21.1	10	81777433	0
ENSG00000224760	C1DP3	10	81784499	0
ENSG00000236217	C1DP2	10	81791730	0
ENSG00000227515	C1DP4	10	81800383	0
ENSG00000230091	RP11-369J21.5	10	81806616	0
ENSG00000133678	RP11-369J21.6	10	81838402	0
ENSG00000230171	RP11-369J21.7	10	81885697	0
ENSG00000189129	PLAC9	10	81891477	0
ENSG00000237523	RP11-40F6.2	10	81967466	0
ENSG00000234319	RP11-40F6.3	10	81975607	0
ENSG00000234382	RP11-40F6.1	10	81993420	0
ENSG00000234743	RP11-36D19.5	10	82006975	0
ENSG00000204038	AL359195.1	10	82010981	0
ENSG00000151224	MAT1A	10	82031576	0
ENSG00000232950	RP11-36D19.4	10	82057476	0
ENSG00000235858	RP11-36D19.8	10	82093527	0
ENSG00000170788	DYDC1	10	82095861	0
ENSG00000133665	DYDC2	10	82104501	0
ENSG00000122378	C10orf57	10	82167585	0
ENSG00000108219	TSPAN14	10	82213922	0
ENSG00000226659	RP11-137H2.4	10	82289353	0
ENSG00000231082	RP11-514F8.2	10	82409553	0
ENSG00000233353	RP11-472N6.1	10	82476239	0
ENSG00000233703	RP11-20E23.1	10	82509388	0
ENSG00000231060	RP11-20E23.2	10	82535921	0
ENSG00000227209	RP11-315E23.1	10	82700421	0
ENSG00000226466	RP11-102H24.1	10	82896296	0
ENSG00000185737	NRG3	10	83634806	0
ENSG00000221378	AL096864.1	10	83810018	0
ENSG00000229458	RP11-202D18.2	10	83983969	0
ENSG00000225738	C10orf100	10	83988741	0
ENSG00000207275	U6	10	84100527	0
ENSG00000200774	U6	10	84827718	0
ENSG00000234931	RP11-510K18.1	10	85071384	0
ENSG00000233945	RP11-344L13.2	10	85432162	0
ENSG00000223565	RP11-344L13.1	10	85495262	0
ENSG00000212324	U6	10	85524114	0
ENSG00000233258	RP11-219F10.1	10	85671410	0
ENSG00000200789	U1	10	85763088	0
ENSG00000212769	HMGN2L8	10	85841182	0
ENSG00000165678	GHITM	10	85899196	0
ENSG00000148600	PCDH21	10	85954410	0
ENSG00000204033	LRIT2	10	85980327	0
ENSG00000148602	LRIT1	10	85991349	0
ENSG00000148604	RGR	10	86004809	0
ENSG00000248619	AC_022389.1	10	86004847	0
ENSG00000229404	RP11-124L5.7	10	86039736	0
ENSG00000107771	FAM190	10	86088342	0
ENSG00000233189	RP11-122F14.2	10	86148926	0
ENSG00000225423	RP11-122F14.3	10	86150664	0
ENSG00000225928	RP11-122F14.4	10	86214441	0
ENSG00000178429	RPS3AP5	10	86320199	0
ENSG00000238469	AC_091487.1	10	86623021	0
ENSG00000237267	RP11-181F12.1	10	86953177	0
ENSG00000223993	RP11-475D12.1	10	87191699	0
ENSG00000224504	RP11-475D12.2	10	87192619	0
ENSG00000230962	RP11-113E21.1	10	87209349	0
ENSG00000223064	U6	10	87297136	0
ENSG00000252730	7SK	10	87318481	0
ENSG00000234942	RP11-93H12.2	10	87365150	0
ENSG00000250793	AC_022028.1	10	87403830	0
ENSG00000252292	7SK	10	87409769	0
ENSG00000236606	RP11-93H12.3	10	87468517	0
ENSG00000200487	5S_rRNA	10	87812205	0
ENSG00000199104	hsa-mir-346	10	88024451	0
ENSG00000238803	AL732479.1	10	88062583	0
ENSG00000062650	WAPAL	10	88195013	0
ENSG00000212332	U6	10	88248203	0
ENSG00000230507	RPL7AP8	10	88390582	0
ENSG00000122375	OPN4	10	88414314	0
ENSG00000107779	BMPR1A	10	88516396	0
ENSG00000200176	U1	10	88649326	0
ENSG00000173269	MMRN2	10	88695297	0
ENSG00000249292	AC_025268.1	10	88708434	0
ENSG00000233165	RP11-96C23.8	10	88725496	0
ENSG00000151303	AGAP11	10	88730498	0
ENSG00000240089	BMS1P3	10	88752010	0
ENSG00000229969	RP11-96C23.10	10	88769542	0
ENSG00000188100	FAM25A	10	88780056	0
ENSG00000200253	U6	10	88800995	0
ENSG00000241301	AL136982.2	10	88810003	0
ENSG00000148672	GLUD1	10	88810243	0
ENSG00000237280	RP11-96C23.9	10	88873711	0
ENSG00000243940	AL645992.1	10	88913887	0
ENSG00000223482	RP11-322M19.1	10	88963610	0
ENSG00000237134	AL157893.1	10	88971898	0
ENSG00000184923	FAM22A	10	88985205	0
ENSG00000224914	RP11-322M19.2	10	89102681	0
ENSG00000214562	FAM22D	10	89117425	0
ENSG00000237740	RP11-157H10.4	10	89136653	0
ENSG00000236417	CTSLL1	10	89146442	0
ENSG00000228055	RP11-399L7.2	10	89156819	0
ENSG00000231569	RP11-399L7.3	10	89167801	0
ENSG00000107789	MINPP1	10	89264632	0
ENSG00000222192	Y_RNA	10	89322845	0
ENSG00000223761	RP11-57C13.4	10	89351364	0
ENSG00000225913	RP11-57C13.6	10	89367742	0
ENSG00000196566	RP11-57C13.3	10	89369920	0
ENSG00000234192	RP11-57C13.5	10	89402364	0
ENSG00000198682	PAPSS2	10	89419370	0
ENSG00000138138	ATAD1	10	89511269	0
ENSG00000223820	CFLP1	10	89577685	0
ENSG00000243782	AC_022016.1	10	89592575	0
ENSG00000241664	AC_022016.2	10	89603627	0
ENSG00000171862	PTEN	10	89622870	0
ENSG00000224745	RP11-380G5.2	10	89638449	0
ENSG00000245981	AC_063965.2	10	89698640	0
ENSG00000213613	RP11-380G5.3	10	89705259	0
ENSG00000200891	SNORD74	10	89754375	0
ENSG00000227905	RP11-380G5.4	10	89807892	0
ENSG00000184719	RNLS	10	90033621	0
ENSG00000201548	Y_RNA	10	90345395	0
ENSG00000204022	LIPJ	10	90346519	0
ENSG00000237205	RP11-425M17.3	10	90377980	0
ENSG00000182333	LIPF	10	90424214	0
ENSG00000204021	LIPK	10	90484301	0
ENSG00000226358	RP11-186O14.5	10	90487242	0
ENSG00000204020	LIPN	10	90519952	0
ENSG00000235150	RP11-186O14.4	10	90545357	0
ENSG00000173239	LIPM	10	90562654	0
ENSG00000152766	ANKRD22	10	90581889	0
ENSG00000234256	RP11-399O19.6	10	90636207	0
ENSG00000180139	RP11-399O19.5	10	90692441	0
ENSG00000107796	ACTA2	10	90694831	0
ENSG00000026103	FAS	10	90749226	0
ENSG00000238991	snoU13	10	90820788	0
ENSG00000233292	RP11-341B24.3	10	90898801	0
ENSG00000138135	CH25H	10	90965694	0
ENSG00000107798	LIPA	10	90973326	0
ENSG00000119922	IFIT2	10	91061712	0
ENSG00000224289	IFIT6P	10	91122051	0
ENSG00000204010	IFIT1L	10	91137813	0
ENSG00000185745	IFIT1	10	91152303	0
ENSG00000152778	IFIT5	10	91174343	0
ENSG00000152779	SLC16A12	10	91190056	0
ENSG00000234452	RP11-168O10.6	10	91215821	0
ENSG00000152782	PANK1	10	91342745	0
ENSG00000198997	hsa-mir-107	10	91352500	0
ENSG00000235344	RP11-80H5.8	10	91352504	0
ENSG00000249962	RP11-80H5.5	10	91404360	0
ENSG00000232936	RP11-80H5.2	10	91405039	0
ENSG00000225836	RP11-80H5.6	10	91406046	0
ENSG00000235100	RP11-80H5.4	10	91426944	0
ENSG00000240996	RP11-80H5.7	10	91454052	0
ENSG00000138182	KIF20B	10	91461367	0
ENSG00000232229	RP11-248C1.2	10	91589267	0
ENSG00000226159	RP11-478K7.2	10	91675246	0
ENSG00000228938	RP11-478K7.1	10	91738474	0
ENSG00000222451	7SK	10	91923408	0
ENSG00000236373	RP11-15K3.1	10	92162278	0
ENSG00000224750	RP11-94M14.2	10	92213927	0
ENSG00000238291	RP11-94M14.3	10	92222474	0
ENSG00000148680	HTR7	10	92500580	0
ENSG00000148688	RPP30	10	92631473	0
ENSG00000222305	Y_RNA	10	92639797	0
ENSG00000148677	ANKRD1	10	92671853	0
ENSG00000201604	U6	10	92682488	0
ENSG00000225525	RP11-236B18.3	10	92720833	0
ENSG00000225519	RP11-236B18.2	10	92754377	0
ENSG00000224851	RP11-236B18.4	10	92806923	0
ENSG00000220585	RP11-236B18.1	10	92812808	0
ENSG00000234043	RP11-56M3.1	10	92912362	0
ENSG00000180628	PCGF5	10	92979908	0
ENSG00000165338	HECTD2	10	93170096	0
ENSG00000223876	RPS27P1	10	93304609	0
ENSG00000119938	PPP1R3C	10	93388199	0
ENSG00000246664	AL359986.1	10	93389231	0
ENSG00000213449	GAPDHP28	10	93426537	0
ENSG00000228759	RP11-251A15.1	10	93525656	0
ENSG00000107854	TNKS2	10	93558069	0
ENSG00000180581	SRP9L1	10	93565803	0
ENSG00000252993	SNORA25	10	93835999	0
ENSG00000214549	RP11-360G10.2	10	93878421	0
ENSG00000213484	EIF4A1P8	10	93896632	0
ENSG00000221042	CPEB3_ribozyme	10	93963986	0
ENSG00000105988	NOLA2P1	10	93976089	0
ENSG00000199881	Y_RNA	10	94031904	0
ENSG00000198060	MARCH5	10	94050920	0
ENSG00000202297	Y_RNA	10	94094220	0
ENSG00000232709	RP11-543N17.2	10	94178424	0
ENSG00000207895	AL161652.2	10	94200968	0
ENSG00000184111	RP11-366I13.3	10	94356609	0
ENSG00000236493	EIF2S2P3	10	94428502	0
ENSG00000152804	HHEX	10	94449712	0
ENSG00000201412	Y_RNA	10	94470256	0
ENSG00000229624	AL590080.2	10	94490219	0
ENSG00000225118	RP11-477L16.2	10	94637849	0
ENSG00000226425	RP11-348J12.2	10	94819420	0
ENSG00000187553	CYP26C1	10	94820565	0
ENSG00000095596	CYP26A1	10	94833232	0
ENSG00000232805	RP11-280G19.1	10	94866629	0
ENSG00000237417	RP11-280G19.2	10	94966614	0
ENSG00000213432	RP11-624L12.1	10	95043761	0
ENSG00000243239	AL365364.1	10	95062947	0
ENSG00000138119	MYOF	10	95066186	0
ENSG00000138180	CEP55	10	95256369	0
ENSG00000212396	5S_rRNA	10	95270305	0
ENSG00000186188	GPR120	10	95326422	0
ENSG00000138207	RBP4	10	95351444	0
ENSG00000221352	AL356214.2	10	95368343	0
ENSG00000095464	PDE6C	10	95372345	0
ENSG00000108231	LGI1	10	95517642	0
ENSG00000227995	RP11-397J18.1	10	95641050	0
ENSG00000176273	TMEM20	10	95653730	0
ENSG00000180764	PIPSL	10	95717948	0
ENSG00000138193	PLCE1	10	95753746	0
ENSG00000252895	Y_RNA	10	95806795	0
ENSG00000232913	RP11-429H9.4	10	95841707	0
ENSG00000231575	RP11-162K11.4	10	95868873	0
ENSG00000234724	RP11-391J2.1	10	95897505	0
ENSG00000206631	U6	10	95915396	0
ENSG00000228553	RP11-391J2.3	10	95984917	0
ENSG00000241714	RP11-76P2.2	10	96039763	0
ENSG00000229130	RP11-76P2.3	10	96042918	0
ENSG00000108239	TBC1D12	10	96162261	0
ENSG00000119969	HELLS	10	96261192	0
ENSG00000240829	RP11-119K6.5	10	96294096	0
ENSG00000244332	RP11-119K6.6	10	96337196	0
ENSG00000235746	RP11-119K6.4	10	96406121	0
ENSG00000108242	CYP2C18	10	96442710	0
ENSG00000165841	CYP2C19	10	96447911	0
ENSG00000230338	RP11-466J14.3	10	96533913	0
ENSG00000235199	RP11-400G3.2	10	96625609	0
ENSG00000225354	RP11-400G3.3	10	96642311	0
ENSG00000138109	CYP2C9	10	96698415	0
ENSG00000233377	RP11-208C17.2	10	96700010	0
ENSG00000228460	RP11-208C17.3	10	96766883	0
ENSG00000237885	RP11-208C17.4	10	96791397	0
ENSG00000138115	CYP2C8	10	96796530	0
ENSG00000225533	RP11-310E22.2	10	96943410	0
ENSG00000173124	C10orf129	10	96953957	0
ENSG00000234026	RP11-310E22.4	10	96988000	0
ENSG00000095637	SORBS1	10	97071528	0
ENSG00000240407	AL158165.1	10	97090168	0
ENSG00000212950	RP11-476E15.3	10	97114703	0
ENSG00000243625	AL356632.1	10	97343733	0
ENSG00000214362	RP11-7D5.2	10	97354355	0
ENSG00000138185	ENTPD1	10	97454774	0
ENSG00000226688	RP11-429G19.2	10	97512963	0
ENSG00000240527	RP11-429G19.3	10	97593265	0
ENSG00000173088	C10orf131	10	97620305	0
ENSG00000188649	CC2D2B	10	97709744	0
ENSG00000203973	AL356155.1	10	97733786	0
ENSG00000227805	RP11-248J23.5	10	97759535	0
ENSG00000107443	CCNJ	10	97803151	0
ENSG00000200728	U6	10	97872504	0
ENSG00000229417	RP11-44D15.3	10	97949122	0
ENSG00000233789	RP11-44D15.2	10	97963330	0
ENSG00000229418	RP11-35J23.1	10	98053537	0
ENSG00000107447	DNTT	10	98064085	0
ENSG00000197430	OPALIN	10	98102973	0
ENSG00000095587	TLL2	10	98124363	0
ENSG00000251063	RP11-35J23.5	10	98133458	0
ENSG00000235677	RP11-34E5.2	10	98319942	0
ENSG00000202047	5S_rRNA	10	98379133	0
ENSG00000227032	RP11-34E5.4	10	98380634	0
ENSG00000223079	AL138765.2	10	98400828	0
ENSG00000207287	U6	10	98502924	0
ENSG00000236552	RPL13AP5	10	98510045	0
ENSG00000207976	hsa-mir-607	10	98588426	0
ENSG00000232875	RP11-153G4.2	10	98675390	0
ENSG00000221465	AL162502.1	10	98680459	0
ENSG00000155640	C10orf12	10	98741041	0
ENSG00000231025	RP11-175O19.4	10	98752207	0
ENSG00000187122	SLIT1	10	98757795	0
ENSG00000234855	RP11-453E2.2	10	98862513	0
ENSG00000213390	ARHGAP19	10	98981930	0
ENSG00000231398	RP11-375N9.2	10	99034769	0
ENSG00000241138	AL359385.1	10	99057051	0
ENSG00000240598	AL359385.2	10	99057459	0
ENSG00000237169	RP11-452K12.3	10	99068895	0
ENSG00000165879	FRAT1	10	99079098	0
ENSG00000225850	RP11-452K12.4	10	99094321	0
ENSG00000231508	RP11-452K12.6	10	99152954	0
ENSG00000231970	RP11-452K12.7	10	99160872	0
ENSG00000200737	Y_RNA	10	99180952	0
ENSG00000171311	EXOSC1	10	99190928	0
ENSG00000171307	ZDHHC16	10	99205927	0
ENSG00000165886	UBTD1	10	99258625	0
ENSG00000165887	ANKRD2	10	99332198	0
ENSG00000241935	DHDPSL	10	99344080	0
ENSG00000155252	PI4K2A	10	99344131	0
ENSG00000249967	RP11-548K23.11	10	99344131	0
ENSG00000203942	C10orf62	10	99349484	0
ENSG00000171160	MORN4	10	99374310	0
ENSG00000250201	AL355315.1	10	99378562	0
ENSG00000119986	AVPI1	10	99437181	0
ENSG00000155254	MARVELD1	10	99472930	0
ENSG00000120057	SFRP5	10	99526508	0
ENSG00000227356	RP11-459F3.3	10	99588235	0
ENSG00000155265	GOLGA7B	10	99609996	0
ENSG00000095713	CRTAC1	10	99624757	0
ENSG00000239666	RP11-459F3.6	10	99625988	0
ENSG00000166024	C10orf28	10	99894428	0
ENSG00000138131	LOXL4	10	100007447	0
ENSG00000230928	RP11-34A14.3	10	100011780	0
ENSG00000119943	PYROXD2	10	100143322	0
ENSG00000221419	hsa-mir-1287	10	100154975	0
ENSG00000236818	RP11-379D21.2	10	100772860	0
ENSG00000234109	RP11-379D21.3	10	100807396	0
ENSG00000119946	CNNM1	10	101088856	0
ENSG00000120053	GOT1	10	101156627	0
ENSG00000224934	RP11-441O15.3	10	101190948	0
ENSG00000228778	RP11-129J12.1	10	101286838	0
ENSG00000119919	NKX2-3	10	101292710	0
ENSG00000238588	snoU13	10	101361537	0
ENSG00000229278	RP11-483F11.7	10	101411746	0
ENSG00000198018	ENTPD7	10	101419263	0
ENSG00000233690	RP11-483F11.5	10	101457164	0
ENSG00000119929	CUTC	10	101462315	0
ENSG00000023839	ABCC2	10	101542489	0
ENSG00000227351	RP11-483F11.6	10	101548322	0
ENSG00000227695	NCRNA00093	10	101686767	0
ENSG00000238472	snoU13	10	101779351	0
ENSG00000120054	CPN1	10	101801950	0
ENSG00000241192	AL441886.2	10	101817589	0
ENSG00000232230	RP11-316M21.8	10	101874174	0
ENSG00000213341	CHUK	10	101948055	0
ENSG00000236308	RP11-316M21.7	10	101949793	0
ENSG00000231644	AL138921.1	10	101951644	0
ENSG00000227492	RP11-316M21.6	10	101989424	0
ENSG00000095485	CWF19L1	10	101992050	0
ENSG00000212464	SNORA12	10	101996913	0
ENSG00000230224	RP11-316M21.5	10	102008028	0
ENSG00000207362	U6	10	102018328	0
ENSG00000196072	BLOC1S2	10	102033713	0
ENSG00000107593	PKD2L1	10	102047903	0
ENSG00000235823	C10orf75	10	102133372	0
ENSG00000212325	Y_RNA	10	102158109	0
ENSG00000075290	WNT8B	10	102222798	0
ENSG00000075826	SEC31B	10	102246399	0
ENSG00000166136	NDUFB8	10	102283497	0
ENSG00000166135	HIF1AN	10	102295616	0
ENSG00000075891	PAX2	10	102505468	0
ENSG00000222072	Y_RNA	10	102666931	0
ENSG00000119906	FAM178A	10	102672720	0
ENSG00000095539	SEMA4G	10	102732286	0
ENSG00000207551	hsa-mir-608	10	102734742	0
ENSG00000236662	RP11-108L7.4	10	102740264	0
ENSG00000107815	C10orf2	10	102747124	0
ENSG00000224915	RP11-108L7.7	10	102762051	0
ENSG00000186862	PDZD7	10	102767567	0
ENSG00000231215	AL133215.1	10	102768224	0
ENSG00000107819	SFXN3	10	102790991	0
ENSG00000236311	TLX1NB	10	102849078	0
ENSG00000107807	TLX1	10	102890262	0
ENSG00000226740	RP11-31L23.3	10	102896232	0
ENSG00000243177	AL135794.1	10	102925966	0
ENSG00000237579	RP11-324L3.1	10	102941447	0
ENSG00000138136	LBX1	10	102986733	0
ENSG00000227128	RP11-107I14.1	10	102992009	0
ENSG00000229649	RP11-107I14.4	10	103012578	0
ENSG00000252844	SNORD112	10	103027694	0
ENSG00000241691	AL133387.2	10	103040654	0
ENSG00000222238	U2	10	103067286	0
ENSG00000225208	RP11-107I14.2	10	103070775	0
ENSG00000230967	RP11-107I14.5	10	103082400	0
ENSG00000166167	BTRC	10	103113820	0
ENSG00000222414	U2	10	103124602	0
ENSG00000239091	snoU13	10	103131609	0
ENSG00000166171	DPCD	10	103330317	0
ENSG00000166169	POLL	10	103338639	0
ENSG00000107829	FBXW4	10	103370423	0
ENSG00000224817	RP11-190J1.3	10	103464409	0
ENSG00000107831	FGF8	10	103530081	0
ENSG00000198408	MGEA5	10	103544200	0
ENSG00000229793	RP11-190J1.7	10	103570752	0
ENSG00000226009	RP11-190J1.10	10	103578835	0
ENSG00000120049	KCNIP2	10	103585731	0
ENSG00000120029	C10orf76	10	103605356	0
ENSG00000222430	Y_RNA	10	103712362	0
ENSG00000166189	HPS6	10	103825147	0
ENSG00000224302	RP11-302K17.3	10	103845233	0
ENSG00000229629	RP11-302K17.4	10	103849725	0
ENSG00000253068	SNORD112	10	103862019	0
ENSG00000228091	RP11-302K17.7	10	103880410	0
ENSG00000119915	ELOVL3	10	103986085	0
ENSG00000107859	PITX3	10	103989943	0
ENSG00000107862	GBF1	10	104005289	0
ENSG00000059915	PSD	10	104162376	0
ENSG00000107872	FBXL15	10	104178946	0
ENSG00000202569	hsa-mir-146b	10	104196269	0
ENSG00000120055	C10orf95	10	104209574	0
ENSG00000243628	RP11-18I14.7	10	104221152	0
ENSG00000138111	TMEM180	10	104221170	0
ENSG00000138107	ACTR1A	10	104238986	0
ENSG00000107882	SUFU	10	104263744	0
ENSG00000242311	AL157386.1	10	104285744	0
ENSG00000228657	RP11-170J3.2	10	104332514	0
ENSG00000207029	U6	10	104351281	0
ENSG00000138175	ARL3	10	104436315	0
ENSG00000166272	C10orf26	10	104503727	0
ENSG00000252994	U6	10	104563686	0
ENSG00000148795	CYP17A1	10	104590288	0
ENSG00000203886	CYP17A1OS	10	104592478	0
ENSG00000213061	RP11-753C18.4	10	104597768	0
ENSG00000236937	RP11-753C18.7	10	104605352	0
ENSG00000166275	C10orf32	10	104613967	0
ENSG00000201080	U6	10	104628178	0
ENSG00000214435	AS3MT	10	104629273	0
ENSG00000235266	RP11-753C18.8	10	104647631	0
ENSG00000148842	CNNM2	10	104678071	0
ENSG00000239942	AL356608.1	10	104730370	0
ENSG00000076685	NT5C2	10	104845940	0
ENSG00000237827	RP11-332O19.2	10	104884774	0
ENSG00000213277	RP11-332O19.3	10	104935311	0
ENSG00000244967	AL360001.1	10	104958490	0
ENSG00000229256	RP11-332O19.4	10	104975466	0
ENSG00000235376	RP11-332O19.5	10	105005754	0
ENSG00000148798	INA	10	105036920	0
ENSG00000156374	PCGF6	10	105062553	0
ENSG00000212413	U11	10	105072193	0
ENSG00000173915	USMG5	10	105148798	0
ENSG00000221767	hsa-mir-1307	10	105154010	0
ENSG00000138172	CALHM2	10	105206543	0
ENSG00000234699	RP11-225H22.4	10	105212603	0
ENSG00000185933	CALHM1	10	105213144	0
ENSG00000183128	CALHM3	10	105232561	0
ENSG00000235470	RP11-225H22.5	10	105239360	0
ENSG00000107954	NEURL	10	105253736	0
ENSG00000226431	RP11-416N2.3	10	105308832	0
ENSG00000107957	SH3PXD2A	10	105353784	0
ENSG00000245012	AL121929.1	10	105401922	0
ENSG00000065613	SLK	10	105726959	0
ENSG00000065618	COL17A1	10	105791044	0
ENSG00000216083	hsa-mir-936	10	105807847	0
ENSG00000156384	C10orf78	10	105881816	0
ENSG00000197748	C10orf79	10	105889646	0
ENSG00000208033	hsa-mir-609	10	105978547	0
ENSG00000148834	GSTO1	10	105995114	0
ENSG00000065621	GSTO2	10	106028631	0
ENSG00000148841	ITPRIP	10	106071894	0
ENSG00000246977	AL162742.2	10	106072594	0
ENSG00000228261	RP11-127L20.3	10	106083127	0
ENSG00000231233	RP11-127L20.6	10	106111349	0
ENSG00000120051	CCDC147	10	106113522	0
ENSG00000238620	snoU13	10	106159563	0
ENSG00000225768	RP11-127O4.3	10	106234697	0
ENSG00000237761	RP11-127O4.2	10	106375860	0
ENSG00000156395	SORCS3	10	106400859	0
ENSG00000226387	RP11-483B5.3	10	106424368	0
ENSG00000236043	RP11-78C6.1	10	107249354	0
ENSG00000207068	U6	10	107294417	0
ENSG00000233477	RP11-45P22.2	10	107445141	0
ENSG00000213260	RP11-45P22.1	10	107446080	0
ENSG00000229466	RP11-56I23.1	10	107568533	0
ENSG00000229775	RP11-298H24.1	10	107900022	0
ENSG00000215002	RP11-446H13.2	10	108309864	0
ENSG00000108018	SORCS1	10	108336940	0
ENSG00000200626	5S_rRNA	10	108729779	0
ENSG00000230151	RP11-432B10.1	10	109136308	0
ENSG00000200079	5S_rRNA	10	109221318	0
ENSG00000229981	RP11-215N21.1	10	109631334	0
ENSG00000234544	RP11-468L18.1	10	110055857	0
ENSG00000203434	RP11-163F15.1	10	110307733	0
ENSG00000223381	RP11-655H13.2	10	110470276	0
ENSG00000224498	RP11-655H13.1	10	110607944	0
ENSG00000222436	7SK	10	110700727	0
ENSG00000252574	U5	10	110944651	0
ENSG00000200217	U6	10	110999397	0
ENSG00000232728	RP11-402N18.1	10	111287877	0
ENSG00000237242	RP11-402N18.2	10	111294413	0
ENSG00000224907	RP11-451M19.2	10	111567409	0
ENSG00000223279	U4	10	111629616	0
ENSG00000203876	RP11-451M19.3	10	111701029	0
ENSG00000148700	ADD3	10	111756126	0
ENSG00000226734	RP11-252O7.2	10	111898972	0
ENSG00000119950	MXI1	10	111967363	0
ENSG00000214067	RP11-549L6.2	10	112016822	0
ENSG00000119953	SMNDC1	10	112052798	0
ENSG00000235874	RP11-525A16.1	10	112188598	0
ENSG00000221359	AL355512.1	10	112193999	0
ENSG00000237642	RP11-525A16.3	10	112210387	0
ENSG00000138166	DUSP5	10	112257596	0
ENSG00000225461	RP11-525A16.4	10	112257757	0
ENSG00000233518	RP11-73H14.1	10	112309873	0
ENSG00000239125	snoU13	10	112336118	0
ENSG00000223302	Y_RNA	10	112402436	0
ENSG00000252036	7SK	10	112516214	0
ENSG00000199364	5S_rRNA	10	112520900	0
ENSG00000150593	PDCD4	10	112631565	0
ENSG00000214413	NCRNA00081	10	112658488	0
ENSG00000108061	SHOC2	10	112679301	0
ENSG00000234118	RPL13AP6	10	112696380	0
ENSG00000221214	hsa-mir-548e	10	112748684	0
ENSG00000150594	ADRA2A	10	112836790	0
ENSG00000213247	RP11-479A21.1	10	112864714	0
ENSG00000237618	RP11-381K7.2	10	113082536	0
ENSG00000227851	RP11-381K7.1	10	113109697	0
ENSG00000230809	RP11-309P22.1	10	113257949	0
ENSG00000119927	GPAM	10	113909624	0
ENSG00000119913	TECTB	10	114043493	0
ENSG00000243316	GUCY2G	10	114067939	0
ENSG00000232934	RP11-324O2.3	10	114166052	0
ENSG00000233346	RP11-324O2.4	10	114172053	0
ENSG00000023041	ZDHHC6	10	114190058	0
ENSG00000151532	VTI1A	10	114206756	0
ENSG00000234017	RP11-214N15.5	10	114308391	0
ENSG00000233340	RP11-25C19.3	10	114431571	0
ENSG00000234221	RP11-25C19.1	10	114447364	0
ENSG00000225292	RP11-57H14.3	10	114648492	0
ENSG00000148737	TCF7L2	10	114710009	0
ENSG00000233547	RP11-57H14.2	10	114710405	0
ENSG00000227560	RP11-139K1.2	10	114747235	0
ENSG00000179487	AL445486.1	10	114830990	0
ENSG00000237996	RP11-258A12.3	10	114843553	0
ENSG00000238380	U7	10	115113184	0
ENSG00000230018	RP11-481H12.1	10	115242375	0
ENSG00000148702	HABP2	10	115312785	0
ENSG00000197893	NRAP	10	115348475	0
ENSG00000242481	AL592546.1	10	115463415	0
ENSG00000234393	RP11-211N11.5	10	115470440	0
ENSG00000148735	C10orf81	10	115511213	0
ENSG00000212589	SNORA17	10	115580218	0
ENSG00000196865	NHLRC2	10	115614420	0
ENSG00000234631	AL162407.1	10	115674530	0
ENSG00000043591	ADRB1	10	115803806	0
ENSG00000253066	U6	10	115871173	0
ENSG00000226582	RP11-411P18.2	10	115876906	0
ENSG00000165813	C10orf118	10	115880621	0
ENSG00000238742	hsa-mir-2110	10	115933864	0
ENSG00000095627	TDRD1	10	115939029	0
ENSG00000165816	VWA2	10	115999089	0
ENSG00000230165	CTB-1144G6.5	10	116005833	0
ENSG00000169129	AFAP1L2	10	116054583	0
ENSG00000242912	AL133384.1	10	116183529	0
ENSG00000099204	ABLIM1	10	116190872	0
ENSG00000238577	snoU13	10	116416269	0
ENSG00000228169	PPIAP19	10	116449902	0
ENSG00000228484	RP11-106M7.1	10	116524547	0
ENSG00000215760	RP11-106M7.2	10	116569134	0
ENSG00000151553	FAM160B1	10	116581503	0
ENSG00000226428	RP11-106M7.4	10	116660481	0
ENSG00000165832	TRUB1	10	116697952	0
ENSG00000252611	U6	10	116729219	0
ENSG00000236799	RP11-383C6.2	10	116754416	0
ENSG00000107518	ATRNL1	10	116853124	0
ENSG00000151892	GFRA1	10	117816444	0
ENSG00000222696	AC_073588.1	10	117874930	0
ENSG00000182645	C10orf96	10	118083940	0
ENSG00000205433	RP11-295O23.2	10	118168768	0
ENSG00000203837	PNLIPRP3	10	118187379	0
ENSG00000227096	RP11-295O23.4	10	118198980	0
