Probe sets	Symbol	Title	P value	Fold
240561_at	240561_at	CDNA FLJ37316 fis, clone BRAMY2017450	0.05869	1.11
240910_at	240910_at	Transcribed locus	0.05869	0.47
241106_at	241106_at	NA	0.05869	1.26
241162_at	241162_at	Transcribed locus	0.05869	1.12
241746_at	CUL7	cullin 7	0.05869	0.81
241819_at	241819_at	NA	0.05869	0.85
241832_at	FAM98A	family with sequence similarity 98, member A	0.05869	0.83
242236_at	242236_at	NA	0.05869	1.2
242290_at	TACC1	transforming, acidic coiled-coil containing protein 1	0.05869	0.75
242416_at	242416_at	NA	0.05869	0.66
242596_at	242596_at	Transcribed locus, weakly similar to XP_001129408.1  hypothetical protein [Homo sapiens]	0.05869	1.26
242681_at	242681_at	Transcribed locus	0.05869	1.12
242691_at	242691_at	CDNA FLJ41369 fis, clone BRCAN2006117	0.05869	0.54
242706_s_at	CRSP3	cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa	0.05869	0.61
242717_at	242717_at	NA	0.05869	1.17
242883_at	OTOS	otospiralin	0.05869	1.13
243050_at	243050_at	Transcribed locus	0.05869	0.85
243165_at	BTF3	Basic transcription factor 3	0.05869	1.1
243307_at	243307_at	Transcribed locus	0.05869	1.13
243433_at	243433_at	Transcribed locus	0.05869	1.19
243456_at	ZNF214	zinc finger protein 214	0.05869	1.25
243481_at	RHOJ	ras homolog gene family, member J	0.05869	0.81
244011_at	PPM1K	protein phosphatase 1K (PP2C domain containing)	0.05869	1.17
244183_x_at	PCDHB3	protocadherin beta 3	0.05869	0.83
244235_at	IVNS1ABP	influenza virus NS1A binding protein	0.05869	0.86
244238_at	244238_at	NA	0.05869	1.16
244589_at	244589_at	NA	0.05869	1.18
244623_at	244623_at	Transcribed locus	0.05869	0.8
244710_at	LRGUK	leucine-rich repeats and guanylate kinase domain containing	0.05869	0.8
1557330_at	1557330_at	CDNA clone IMAGE:4836946	0.06	1.11
1554329_x_at	STXBP4	syntaxin binding protein 4	0.06798	1.11
1565722_at	1565722_at	Transcribed locus	0.06798	1.16
206490_at	DLGAP1	discs, large (Drosophila) homolog-associated protein 1	0.06809	0.88
1567681_at	SNORA74A	small nucleolar RNA, H/ACA box 74A	0.06923	0.89
1494_f_at	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6	0.0694	4.38
1552725_s_at	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17	0.0694	1.15
1553156_at	LHX4	LIM homeobox 4	0.0694	1.13
1553750_a_at	FAM76B	family with sequence similarity 76, member B	0.0694	0.71
1553861_at	TCP11L2	t-complex 11 (mouse)-like 2	0.0694	1.13
1553869_at	SESN3	sestrin 3	0.0694	0.89
1554057_at	LOC645676	hypothetical LOC645676	0.0694	0.79
1554984_a_at	HLA-DOB	major histocompatibility complex, class II, DO beta	0.0694	1.1
1555186_at	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	0.0694	1.16
1555491_a_at	FLJ11286	hypothetical protein FLJ11286	0.0694	1.41
1555794_at	ARL17 /// ARL17P1	ADP-ribosylation factor-like 17 pseudogene 1 /// ADP-ribosylation factor-like 17	0.0694	1.11
1555977_at	1555977_at	CDNA FLJ33153 fis, clone UTERU2000332	0.0694	0.74
1556133_s_at	1556133_s_at	CDNA clone IMAGE:5295247	0.0694	1.13
1556153_s_at	NFKBIZ	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	0.0694	1.14
1557688_at	1557688_at	MRNA; cDNA DKFZp666E118 (from clone DKFZp666E118)	0.0694	0.73
1558034_s_at	CP	ceruloplasmin (ferroxidase)	0.0694	1.99
1558333_at	C22orf15	chromosome 22 open reading frame 15	0.0694	1.1
1558622_a_at	ZNF548	zinc finger protein 548	0.0694	0.81
1558948_a_at	1558948_a_at	Full length insert cDNA clone ZD90B10	0.0694	1.24
1558953_s_at	CEP164	centrosomal protein 164kDa	0.0694	0.68
1558964_at	FAT3	FAT tumor suppressor homolog 3 (Drosophila)	0.0694	0.87
1558982_at	LOC375010	hypothetical LOC375010	0.0694	1.45
1559166_at	1559166_at	CDNA FLJ38526 fis, clone HCHON2000898	0.0694	1.19
1559529_at	PTK2	PTK2 protein tyrosine kinase 2	0.0694	1.67
1559689_a_at	LOC400581	GRB2-related adaptor protein-like	0.0694	1.15
1559883_s_at	SAMHD1	SAM domain and HD domain 1	0.0694	0.67
1560334_at	MEGF11	multiple EGF-like-domains 11	0.0694	1.12
1560359_at	PELO	Pelota homolog (Drosophila)	0.0694	1.64
1560472_at	LOC338588	hypothetical protein LOC338588	0.0694	1.21
1561180_at	1561180_at	CDNA FLJ11745 fis, clone HEMBA1005526	0.0694	0.58
1561367_a_at	1561367_a_at	CDNA clone IMAGE:5262438	0.0694	0.84
1561639_at	1561639_at	Full length insert cDNA clone YP51C12	0.0694	1.13
1562316_at	1562316_at	NA	0.0694	0.9
1562436_at	CARS	Cysteinyl-tRNA synthetase	0.0694	1.14
1562919_at	FAM45A	Family with sequence similarity 45, member A	0.0694	1.1
1564112_at	FAM71A	Family with sequence similarity 71, member A	0.0694	1.13
1565651_at	ARF1	ADP-ribosylation factor 1	0.0694	0.81
1565775_at	FAM38B	Family with sequence similarity 38, member B	0.0694	1.12
1565839_a_at	1565839_a_at	CDNA FLJ35990 fis, clone TESTI2014415	0.0694	1.13
1566893_at	1566893_at	MRNA; cDNA DKFZp667B1113 (from clone DKFZp667B1113)	0.0694	1.11
1566932_x_at	TFB2M	transcription factor B2, mitochondrial	0.0694	1.17
1568814_at	DDX50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	0.0694	1.15
1569861_at	TRAF5	TNF receptor-associated factor 5	0.0694	1.15
1570014_at	1570014_at	Homo sapiens, clone IMAGE:4591517, mRNA	0.0694	1.11
1570327_at	C20orf62	chromosome 20 open reading frame 62	0.0694	1.11
200669_s_at	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	0.0694	0.75
201221_s_at	SNRP70	small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen)	0.0694	0.67
201315_x_at	IFITM2	interferon induced transmembrane protein 2 (1-8D)	0.0694	1.4
201362_at	IVNS1ABP	influenza virus NS1A binding protein	0.0694	0.67
201385_at	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	0.0694	0.77
201482_at	QSOX1	quiescin Q6 sulfhydryl oxidase 1	0.0694	0.62
201611_s_at	ICMT	isoprenylcysteine carboxyl methyltransferase	0.0694	1.27
201624_at	DARS	aspartyl-tRNA synthetase	0.0694	0.68
201704_at	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	0.0694	0.73
201749_at	ECE1	Endothelin converting enzyme 1	0.0694	1.35
201803_at	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	0.0694	0.78
201810_s_at	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	0.0694	0.65
202196_s_at	DKK3	dickkopf homolog 3 (Xenopus laevis)	0.0694	0.51
202653_s_at	40975	membrane-associated ring finger (C3HC4) 7	0.0694	0.75
202684_s_at	RNMT	RNA (guanine-7-) methyltransferase	0.0694	0.74
202813_at	TARBP1	Tar (HIV-1) RNA binding protein 1	0.0694	0.65
2028_s_at	E2F1	E2F transcription factor 1	0.0694	1.31
203199_s_at	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0.0694	0.77
203351_s_at	ORC4L	origin recognition complex, subunit 4-like (yeast)	0.0694	0.63
203536_s_at	CIAO1	cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)	0.0694	0.79
203580_s_at	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	0.0694	0.69
204109_s_at	NFYA	nuclear transcription factor Y, alpha	0.0694	0.68
204207_s_at	RNGTT	RNA guanylyltransferase and 5-phosphatase	0.0694	0.63
204303_s_at	KIAA0427	KIAA0427	0.0694	1.45
204431_at	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	0.0694	1.3
204552_at	204552_at	CDNA FLJ34214 fis, clone FCBBF3021807	0.0694	0.68
204556_s_at	DZIP1	DAZ interacting protein 1	0.0694	0.73
204612_at	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	0.0694	0.63
204831_at	CDK8	cyclin-dependent kinase 8	0.0694	0.64
204846_at	CP	ceruloplasmin (ferroxidase)	0.0694	2.09
204984_at	GPC4	glypican 4	0.0694	0.71
204994_at	MX2	myxovirus (influenza virus) resistance 2 (mouse)	0.0694	0.54
205244_s_at	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	0.0694	0.41
205287_s_at	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	0.0694	1.15
205296_at	RBL1	retinoblastoma-like 1 (p107)	0.0694	1.37
205359_at	AKAP6	A kinase (PRKA) anchor protein 6	0.0694	1.18
205386_s_at	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	0.0694	1.39
205500_at	C5	complement component 5	0.0694	1.77
205867_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	0.0694	0.81
205913_at	PLIN	perilipin	0.0694	0.6
205953_at	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	0.0694	0.82
206208_at	CA4	carbonic anhydrase IV	0.0694	1.17
206383_s_at	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	0.0694	0.68
206428_s_at	ZNF143	zinc finger protein 143	0.0694	1.12
206503_x_at	PML	promyelocytic leukemia	0.0694	1.75
206516_at	AMH	anti-Mullerian hormone	0.0694	1.16
206856_at	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	0.0694	1.21
207346_at	STX2	syntaxin 2	0.0694	1.15
207585_s_at	RPL36AL	ribosomal protein L36a-like	0.0694	1.31
207790_at	LOC730120 /// LOC732300 /// LRRC1	leucine rich repeat containing 1 /// hypothetical protein LOC730120 /// hypothetical protein LOC732300	0.0694	0.79
207805_s_at	PSMD9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	0.0694	1.36
208006_at	FOXI1	forkhead box I1	0.0694	1.17
208107_s_at	LOC81691	exonuclease NEF-sp	0.0694	1.85
208327_at	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13	0.0694	1.44
208346_at	PPBPL2	pro-platelet basic protein-like 2	0.0694	1.12
208428_at	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	0.0694	1.17
208523_x_at	HIST1H2BI	histone cluster 1, H2bi	0.0694	1.72
208637_x_at	ACTN1	actinin, alpha 1	0.0694	0.62
208913_at	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	0.0694	0.7
208934_s_at	LGALS8	lectin, galactoside-binding, soluble, 8 (galectin 8)	0.0694	0.47
208939_at	SEPHS1	selenophosphate synthetase 1	0.0694	1.37
208942_s_at	TLOC1	translocation protein 1	0.0694	1.3
208943_s_at	TLOC1	translocation protein 1	0.0694	1.23
209153_s_at	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	0.0694	1.46
209254_at	KIAA0265	KIAA0265 protein	0.0694	2.44
209338_at	TFCP2	transcription factor CP2	0.0694	0.77
209343_at	EFHD1	EF-hand domain family, member D1	0.0694	2.64
209352_s_at	SIN3B	SIN3 homolog B, transcription regulator (yeast)	0.0694	0.76
209396_s_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	0.0694	0.16
209401_s_at	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	0.0694	0.82
209949_at	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	0.0694	0.29
209980_s_at	SHMT1	serine hydroxymethyltransferase 1 (soluble)	0.0694	2.26
209982_s_at	NRXN2	neurexin 2	0.0694	1.78
210058_at	MAPK13	mitogen-activated protein kinase 13	0.0694	0.67
210270_at	RGS6	regulator of G-protein signalling 6	0.0694	1.12
210423_s_at	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	0.0694	0.86
210480_s_at	MYO6	myosin VI	0.0694	0.61
210482_x_at	MAP2K5	mitogen-activated protein kinase kinase 5	0.0694	1.2
210836_x_at	PDE4D	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	0.0694	0.84
210876_at	ANXA2P1	annexin A2 pseudogene 1	0.0694	0.86
211003_x_at	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	0.0694	0.62
211034_s_at	FLJ30092	AF-1 specific protein phosphatase	0.0694	1.26
211154_at	THPO	thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)	0.0694	1.32
211234_x_at	ESR1	estrogen receptor 1	0.0694	1.16
211643_x_at	HLA-C	Major histocompatibility complex, class I, C	0.0694	0.63
211722_s_at	HDAC6	histone deacetylase 6	0.0694	0.91
211774_s_at	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	0.0694	1.57
211776_s_at	EPB41L3	erythrocyte membrane protein band 4.1-like 3	0.0694	0.74
211877_s_at	PCDHGA11	protocadherin gamma subfamily A, 11	0.0694	0.9
211998_at	H3F3B	H3 histone, family 3B (H3.3B)	0.0694	1.51
212006_at	UBXD2	UBX domain containing 2	0.0694	0.7
212341_at	YIPF6	Yip1 domain family, member 6	0.0694	1.26
212366_at	ZNF292	zinc finger protein 292	0.0694	0.7
212528_at	212528_at	CDNA clone IMAGE:3878236	0.0694	1.36
212689_s_at	JMJD1A	jumonji domain containing 1A	0.0694	0.76
212751_at	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	0.0694	1.34
212987_at	FBXO9	F-box protein 9	0.0694	1.37
213200_at	SYP	synaptophysin	0.0694	1.16
213219_at	ADCY2	adenylate cyclase 2 (brain)	0.0694	1.14
213232_at	KIAA1467	KIAA1467	0.0694	1.12
213359_at	HNRPD	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	0.0694	0.51
213377_x_at	RPS12	ribosomal protein S12	0.0694	0.61
213620_s_at	ICAM2	intercellular adhesion molecule 2	0.0694	0.58
213631_x_at	213631_x_at	CDNA FLJ40920 fis, clone UTERU2005905	0.0694	1.8
213767_at	KSR1	kinase suppressor of ras 1	0.0694	0.89
213782_s_at	MYOZ2	myozenin 2	0.0694	1.11
213829_x_at	RTEL1	regulator of telomere elongation helicase 1	0.0694	1.11
213877_x_at	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	0.0694	1.23
213913_s_at	KIAA0984	KIAA0984 protein	0.0694	0.56
214172_x_at	RYK	RYK receptor-like tyrosine kinase	0.0694	0.83
214207_s_at	CARD10	Caspase recruitment domain family, member 10	0.0694	1.16
214327_x_at	TPT1	tumor protein, translationally-controlled 1	0.0694	0.83
214455_at	HIST1H2BC /// HIST1H2BG	histone cluster 1, H2bg /// histone cluster 1, H2bc	0.0694	2.88
214464_at	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	0.0694	2.54
214469_at	HIST1H2AE	histone cluster 1, H2ae	0.0694	2.19
214549_x_at	SPRR1A	small proline-rich protein 1A	0.0694	1.23
214638_s_at	CCNT2	cyclin T2	0.0694	0.84
214805_at	EIF4A1	Eukaryotic translation initiation factor 4A, isoform 1	0.0694	0.53
214885_at	MYST1	MYST histone acetyltransferase 1	0.0694	1.34
214936_at	LRCH1	Leucine-rich repeats and calponin homology (CH) domain containing 1	0.0694	0.77
215044_s_at	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	0.0694	0.68
215090_x_at	LOC440434	hypothetical protein FLJ11822	0.0694	0.7
215142_at	CXorf27	chromosome X open reading frame 27	0.0694	1.23
215151_at	DOCK10	dedicator of cytokinesis 10	0.0694	0.88
215273_s_at	TADA3L	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	0.0694	0.84
215590_x_at	215590_x_at	CDNA: FLJ21966 fis, clone HEP05644	0.0694	1.19
215762_at	215762_at	CDNA FLJ41897 fis, clone OCBBF2035658	0.0694	1.15
215779_s_at	HIST1H2BG	histone cluster 1, H2bg	0.0694	1.73
216025_x_at	CYP2C19 /// CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 19 /// cytochrome P450, family 2, subfamily C, polypeptide 9	0.0694	3.03
216038_x_at	DAXX	death-associated protein 6	0.0694	1.14
216215_s_at	RBM9	RNA binding motif protein 9	0.0694	1.22
216262_s_at	TGIF2	TGFB-induced factor homeobox 2	0.0694	0.79
216269_s_at	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	0.0694	1.14
216555_at	C22orf30	chromosome 22 open reading frame 30	0.0694	1.22
216934_at	216934_at	NA	0.0694	0.9
217004_s_at	MCF2	MCF.2 cell line derived transforming sequence	0.0694	1.11
217095_x_at	NCR1	natural cytotoxicity triggering receptor 1	0.0694	1.16
217129_at	217129_at	NA	0.0694	1.13
217158_at	LOC728683	similar to Prostaglandin E2 receptor, EP4 subtype (Prostanoid EP4 receptor) (PGE receptor, EP4 subtype)	0.0694	1.14
217367_s_at	ZHX3	zinc fingers and homeoboxes 3	0.0694	1.37
217389_s_at	ATF5	activating transcription factor 5	0.0694	1.29
217429_at	217429_at	MRNA; cDNA DKFZp564A216 (from clone DKFZp564A216)	0.0694	0.9
217883_at	C2orf25	chromosome 2 open reading frame 25	0.0694	0.72
217991_x_at	SSBP3	single stranded DNA binding protein 3	0.0694	1.66
218126_at	FAM82C	family with sequence similarity 82, member C	0.0694	1.36
218282_at	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	0.0694	1.2
218374_s_at	C12orf4	chromosome 12 open reading frame 4	0.0694	0.68
218392_x_at	SFXN1	sideroflexin 1	0.0694	1.38
218559_s_at	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	0.0694	1.88
218607_s_at	SDAD1	SDA1 domain containing 1	0.0694	0.77
218881_s_at	FOSL2	FOS-like antigen 2	0.0694	0.79
219076_s_at	PXMP2	peroxisomal membrane protein 2, 22kDa	0.0694	2.05
219088_s_at	ZNF576	zinc finger protein 576	0.0694	1.27
219736_at	TRIM36	tripartite motif-containing 36	0.0694	1.14
220019_s_at	ZNF224	zinc finger protein 224	0.0694	0.76
220093_at	ANTXR1	anthrax toxin receptor 1	0.0694	0.88
220105_at	RTDR1	rhabdoid tumor deletion region gene 1	0.0694	1.31
220125_at	DNAI1	dynein, axonemal, intermediate chain 1	0.0694	1.15
220132_s_at	CLEC2D	C-type lectin domain family 2, member D	0.0694	0.84
220202_s_at	RC3H2	ring finger and CCCH-type zinc finger domains 2	0.0694	1.62
220417_s_at	LOC728944 /// THAP4	THAP domain containing 4 /// similar to THAP domain-containing protein 4	0.0694	1.43
220661_s_at	ZNF692	zinc finger protein 692	0.0694	0.71
220808_at	THEG	Theg homolog (mouse)	0.0694	1.15
221301_at	C6orf27	chromosome 6 open reading frame 27	0.0694	1.15
221414_s_at	DEFB126	defensin, beta 126	0.0694	0.87
221636_s_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.0694	1.54
221681_s_at	DSPP	dentin sialophosphoprotein	0.0694	1.21
221883_at	PKNOX1	PBX/knotted 1 homeobox 1	0.0694	1.24
221923_s_at	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	0.0694	0.64
221944_at	FLJ42627	Hypothetical protein LOC645644	0.0694	1.13
221984_s_at	FAM134A	family with sequence similarity 134, member A	0.0694	1.28
222021_x_at	SDHALP1	succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1	0.0694	1.18
222065_s_at	FLII	flightless I homolog (Drosophila)	0.0694	0.75
222067_x_at	HIST1H2BD	histone cluster 1, H2bd	0.0694	1.77
222147_s_at	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	0.0694	0.69
222169_x_at	SH2D3A	SH2 domain containing 3A	0.0694	1.12
222190_s_at	C16orf58	chromosome 16 open reading frame 58	0.0694	1.64
222418_s_at	TMEM43	transmembrane protein 43	0.0694	0.74
222453_at	CYBRD1	cytochrome b reductase 1	0.0694	0.48
222607_s_at	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	0.0694	0.54
222833_at	AYTL1	acyltransferase like 1	0.0694	0.72
222872_x_at	OBFC2A	oligonucleotide/oligosaccharide-binding fold containing 2A	0.0694	0.65
222879_s_at	POLH	polymerase (DNA directed), eta	0.0694	1.17
222912_at	ARRB1	arrestin, beta 1	0.0694	0.62
222953_at	GPR83	G protein-coupled receptor 83	0.0694	1.16
222959_at	CNGB3	cyclic nucleotide gated channel beta 3	0.0694	0.9
222996_s_at	CXXC5	CXXC finger 5	0.0694	1.37
223041_at	CD99L2	CD99 molecule-like 2	0.0694	1.52
223183_at	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	0.0694	1.53
223184_s_at	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	0.0694	1.54
223195_s_at	SESN2	sestrin 2	0.0694	1.52
223371_s_at	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4	0.0694	1.18
223392_s_at	TSHZ3	teashirt family zinc finger 3	0.0694	0.75
223501_at	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	0.0694	0.52
223561_at	NEK6	NIMA (never in mitosis gene a)-related kinase 6	0.0694	0.88
223593_at	AADAT	aminoadipate aminotransferase	0.0694	2.34
223706_at	C22orf23	chromosome 22 open reading frame 23	0.0694	1.15
223807_at	IGSF1	immunoglobulin superfamily, member 1	0.0694	0.83
224025_s_at	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)	0.0694	0.76
224028_at	CPA6	carboxypeptidase A6	0.0694	1.11
224248_x_at	NIP30	NEFA-interacting nuclear protein NIP30	0.0694	1.15
224261_at	224261_at	PRO3098	0.0694	1.42
224589_at	XIST	X (inactive)-specific transcript	0.0694	0.51
224836_at	TP53INP2	tumor protein p53 inducible nuclear protein 2	0.0694	1.62
224865_at	MLSTD2	male sterility domain containing 2	0.0694	0.75
224948_at	MRPS24	mitochondrial ribosomal protein S24	0.0694	1.4
224959_at	SLC26A2	solute carrier family 26 (sulfate transporter), member 2	0.0694	0.5
225180_at	TTC14	tetratricopeptide repeat domain 14	0.0694	0.68
225246_at	STIM2	stromal interaction molecule 2	0.0694	0.66
225598_at	SLC45A4	solute carrier family 45, member 4	0.0694	0.67
225651_at	UBE2E2	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	0.0694	0.63
225814_at	XRN1	5-3 exoribonuclease 1	0.0694	1.36
225963_at	KLHDC5	kelch domain containing 5	0.0694	0.63
226022_at	SASH1	SAM and SH3 domain containing 1	0.0694	0.78
226148_at	ZBTB44	zinc finger and BTB domain containing 44	0.0694	0.68
226149_at	C20orf198	chromosome 20 open reading frame 198	0.0694	0.71
226326_at	PCGF5	polycomb group ring finger 5	0.0694	1.67
226422_at	ERGIC2	ERGIC and golgi 2	0.0694	1.46
226837_at	SPRED1	sprouty-related, EVH1 domain containing 1	0.0694	0.48
226857_at	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	0.0694	0.79
227232_at	EVL	Enah/Vasp-like	0.0694	0.67
227276_at	PLXDC2	plexin domain containing 2	0.0694	0.49
227321_at	GATS	opposite strand transcription unit to STAG3	0.0694	1.26
227749_at	227749_at	Transcribed locus	0.0694	1.22
227947_at	PHACTR2	phosphatase and actin regulator 2	0.0694	0.46
228111_s_at	DNAH1	dynein, axonemal, heavy chain 1	0.0694	1.62
228142_at	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	0.0694	1.52
228444_at	228444_at	Transcribed locus	0.0694	0.76
228446_at	KIAA2026	KIAA2026	0.0694	0.73
228585_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	0.0694	0.73
228773_at	228773_at	NA	0.0694	1.39
228782_at	SCGB3A2	secretoglobin, family 3A, member 2	0.0694	1.13
228907_at	228907_at	Transcribed locus	0.0694	1.81
228916_at	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)	0.0694	0.68
229173_at	KIAA1715	KIAA1715	0.0694	1.38
229210_at	RNASEH2B	ribonuclease H2, subunit B	0.0694	0.78
229233_at	NRG3	neuregulin 3	0.0694	0.85
229239_x_at	SLCO4A1	Solute carrier organic anion transporter family, member 4A1	0.0694	1.16
229394_s_at	GRLF1	glucocorticoid receptor DNA binding factor 1	0.0694	1.48
229567_at	LOC161247	similar to CG10671-like	0.0694	1.57
229575_at	229575_at	Transcribed locus	0.0694	1.7
229817_at	ZNF608	zinc finger protein 608	0.0694	0.67
229845_at	MAPKAP1	mitogen-activated protein kinase associated protein 1	0.0694	1.53
229936_at	GFRA3	GDNF family receptor alpha 3	0.0694	1.14
229960_at	MAP3K6	mitogen-activated protein kinase kinase kinase 6	0.0694	0.89
229974_at	EVC2	Ellis van Creveld syndrome 2 (limbin)	0.0694	0.76
230026_at	MRPL43	mitochondrial ribosomal protein L43	0.0694	2.2
230082_at	230082_at	Transcribed locus, moderately similar to XP_001154264.1  NEDD8-conjugating enzyme isoform 5 [Pan troglodytes]	0.0694	1.64
230087_at	PRIMA1	proline rich membrane anchor 1	0.0694	1.17
230105_at	HOXB13	homeobox B13	0.0694	1.23
230201_at	230201_at	Transcribed locus	0.0694	1.55
230394_at	TCP10L	t-complex 10 (mouse)-like	0.0694	2.48
230407_at	230407_at	Transcribed locus	0.0694	1.32
230481_at	ACY3	aspartoacylase (aminocyclase) 3	0.0694	1.5
230532_at	CXorf38	chromosome X open reading frame 38	0.0694	0.69
230603_at	COL27A1	collagen, type XXVII, alpha 1	0.0694	1.2
230958_s_at	230958_s_at	Transcribed locus	0.0694	1.84
231264_at	TMCO2	transmembrane and coiled-coil domains 2	0.0694	1.13
231656_x_at	OSBPL10	oxysterol binding protein-like 10	0.0694	0.82
231785_at	NTF5	neurotrophin 5 (neurotrophin 4/5)	0.0694	0.86
231819_at	231819_at	Homo sapiens, clone IMAGE:3885733, mRNA	0.0694	0.62
232050_at	FLJ42627	hypothetical protein LOC645644	0.0694	1.18
232521_at	PCSK7	Proprotein convertase subtilisin/kexin type 7	0.0694	0.83
232677_at	232677_at	CDNA FLJ11862 fis, clone HEMBA1006900	0.0694	1.18
232864_s_at	AFF4	AF4/FMR2 family, member 4	0.0694	0.72
233209_at	LOC200609	Hypothetical protein LOC200609	0.0694	1.12
233298_at	LOC728591 /// LOC731719 /// SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2 /// hypothetical protein LOC728591 /// hypothetical protein LOC731719	0.0694	1.13
233325_at	SLC35D2	solute carrier family 35, member D2	0.0694	1.29
233534_at	KRTAP3-2	keratin associated protein 3-2	0.0694	1.1
233557_s_at	MON1B	MON1 homolog B (yeast)	0.0694	1.27
233700_at	233700_at	CDNA: FLJ21638 fis, clone COL08269	0.0694	1.54
233708_at	233708_at	CDNA: FLJ21147 fis, clone CAS09371	0.0694	1.14
233893_s_at	KIAA1530	KIAA1530 protein	0.0694	0.6
233944_at	233944_at	CDNA FLJ12079 fis, clone HEMBB1002458	0.0694	1.17
233973_at	LYZL1 /// LYZL2	lysozyme-like 1 /// lysozyme-like 2	0.0694	1.15
234270_at	234270_at	NA	0.0694	1.15
234343_s_at	RASAL2	RAS protein activator like 2	0.0694	0.85
234558_at	234558_at	CDNA FLJ20799 fis, clone ADSU02001	0.0694	1.13
234743_at	LIMD1	LIM domains containing 1	0.0694	1.13
234888_at	CACHD1	Cache domain containing 1	0.0694	1.15
235108_at	235108_at	CDNA FLJ41679 fis, clone HCASM2003212	0.0694	1.13
