Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
221290_s_at	melanoma associated antigen (mutated) 1	MUM1	0.041	-1.8	Miscellaneous
223348_x_at	melanoma associated antigen (mutated) 1	MUM1	0.001	-2.17	Miscellaneous
229033_s_at	melanoma associated antigen (mutated) 1	MUM1	0.012	-2.15	Miscellaneous
229160_at	melanoma associated antigen (mutated) 1-like 1	MUM1L1	0.035	-2.32	Miscellaneous
202258_s_at	NEDD4 binding protein 2-like 2	N4BP2L2	0.038	-1.99	Miscellaneous
214753_at	NEDD4 binding protein 2-like 2	N4BP2L2	0	-1.8	Miscellaneous
213630_at	NAC alpha domain containing	NACAD	0.032	-2.24	Miscellaneous
204528_s_at	nucleosome assembly protein 1-like 1	NAP1L1	0.011	-2.52	Miscellaneous
1560339_s_at	nucleosome assembly protein 1-like 4	NAP1L4	0.045	-2.15	Miscellaneous
217884_at	N-acetyltransferase 10 (GCN5-related)	NAT10	0.047	-1.84	Miscellaneous
222369_at	N-acetyltransferase 11 (GCN5-related, putative)	NAT11	0.014	-2.14	Miscellaneous
45526_g_at	N-acetyltransferase 15 (GCN5-related, putative)	NAT15	0.016	-1.85	Miscellaneous
235316_at	N-acetyltransferase 8-like (GCN5-related, putative)	NAT8L	0.009	-2.34	Miscellaneous
218330_s_at	neuron navigator 2	NAV2	0.022	-1.95	Miscellaneous
37005_at	neuroblastoma, suppression of tumorigenicity 1	NBL1	0.044	-1.79	Miscellaneous
215434_x_at	neuroblastoma breakpoint family, member 1	NBPF1	0.007	-2.3	Miscellaneous
215434_x_at	neuroblastoma breakpoint family, member 10	NBPF10	0.007	-2.3	Miscellaneous
214693_x_at	neuroblastoma breakpoint family, member 10	NBPF10	0.01	-2.94	Miscellaneous
243357_at	neuronal growth regulator 1	NEGR1	0.001	-3.97	Miscellaneous
225355_at	neuralized homolog 1B (Drosophila)	NEURL1B	0.022	-1.51	Miscellaneous
217527_s_at	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	NFATC2IP	0.001	-1.91	Miscellaneous
219353_at	NHL repeat containing 2	NHLRC2	0.047	-1.81	Miscellaneous
228933_at	Nance-Horan syndrome (congenital cataracts and dental anomalies)	NHS	0.032	-1.59	Miscellaneous
242002_at	Na+/K+ transporting ATPase interacting 2	NKAIN2	0.03	-2.78	Miscellaneous
229340_at	NFKB activating protein-like	NKAPL	0.012	-2	Miscellaneous
202379_s_at	natural killer-tumor recognition sequence	NKTR	0.006	-5.04	Miscellaneous
215338_s_at	natural killer-tumor recognition sequence	NKTR	0.003	-2.05	Miscellaneous
222497_x_at	NMD3 homolog (S. cerevisiae)	NMD3	0.043	-1.77	Miscellaneous
231870_s_at	NMD3 homolog (S. cerevisiae)	NMD3	0.028	-2.37	Miscellaneous
1552712_a_at	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	0.002	-2.57	Miscellaneous
205005_s_at	N-myristoyltransferase 2	NMT2	0.012	-1.76	Miscellaneous
238530_at	nicotinamide nucleotide transhydrogenase	NNT	0.023	-1.66	Miscellaneous
202115_s_at	nucleolar complex associated 2 homolog (S. cerevisiae)	NOC2L	0.016	-1.57	Miscellaneous
218754_at	nucleolar protein 9	NOL9	0.026	-1.56	Miscellaneous
229220_x_at	nucleolar protein with MIF4G domain 1	NOM1	0.048	-1.54	Miscellaneous
214427_at	NOP2 nucleolar protein homolog (yeast)	NOP2	0.007	-1.56	Miscellaneous
223096_at	NOP58 ribonucleoprotein homolog (yeast)	NOP58	0.044	-2.6	Miscellaneous
205794_s_at	neuro-oncological ventral antigen 1	NOVA1	0.025	-3.9	Miscellaneous
232373_at	NADPH oxidase activator 1	NOXA1	0.031	-1.86	Miscellaneous
218086_at	neural proliferation, differentiation and control, 1	NPDC1	0.005	-2.42	Miscellaneous
201454_s_at	aminopeptidase puromycin sensitive	NPEPPS	0.04	-2	Miscellaneous
228547_at	neurexin 1	NRXN1	0.024	-4.74	Miscellaneous
237535_x_at	neurexin 1	NRXN1	0.011	-1.84	Miscellaneous
232520_s_at	NSFL1 (p97) cofactor (p47)	NSFL1C	0.033	-2.01	Miscellaneous
203269_at	neutral sphingomyelinase (N-SMase) activation associated factor	NSMAF	0.048	-2.2	Miscellaneous
214100_x_at	NOL1/NOP2/Sun domain family, member 5B	NSUN5B	0.041	-1.72	Miscellaneous
225044_at	5-nucleotidase, cytosolic III-like	NT5C3L	0.029	-2	Miscellaneous
222020_s_at	neurotrimin	NTM	0.001	-2.83	Miscellaneous
227566_at	neurotrimin	NTM	0.039	-2.71	Miscellaneous
217033_x_at	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	0.031	-2.09	Miscellaneous
204589_at	NUAK family, SNF1-like kinase, 1	NUAK1	0.014	-3.84	Miscellaneous
200649_at	nucleobindin 1	NUCB1	0.007	-1.56	Miscellaneous
203675_at	nucleobindin 2	NUCB2	0.026	-1.59	Miscellaneous
217802_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	0.011	-2.68	Miscellaneous
222027_at	Nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	0.019	-1.85	Miscellaneous
222424_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	0.022	-1.73	Miscellaneous
224581_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	0.017	-3.04	Miscellaneous
229353_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	0.002	-3.42	Miscellaneous
201270_x_at	NudC domain containing 3	NUDCD3	0.029	-2.44	Miscellaneous
224477_s_at	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	NUDT16L1	0.036	-1.64	Miscellaneous
212181_s_at	nudix (nucleoside diphosphate linked moiety X)-type motif 4 /// nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	NUDT4 /// NUDT4P1	0.028	-2.57	Miscellaneous
224939_at	nuclear fragile X mental retardation protein interacting protein 2	NUFIP2	0.024	-1.97	Miscellaneous
224059_s_at	numb homolog (Drosophila)-like	NUMBL	0.005	-1.95	Miscellaneous
213947_s_at	nucleoporin 210kDa	NUP210	0.002	-1.79	Miscellaneous
219277_s_at	oxoglutarate dehydrogenase-like	OGDHL	0.049	-2.7	Miscellaneous
202841_x_at	opioid growth factor receptor	OGFR	0.003	-1.84	Miscellaneous
1554524_a_at	olfactomedin 3	OLFM3	0.046	-2.46	Miscellaneous
212214_at	optic atrophy 1 (autosomal dominant)	OPA1	0.006	-1.79	Miscellaneous
214306_at	optic atrophy 1 (autosomal dominant)	OPA1	0.022	-2.41	Miscellaneous
219105_x_at	origin recognition complex, subunit 6 like (yeast)	ORC6L	0.023	-2.07	Miscellaneous
201800_s_at	oxysterol binding protein	OSBP	0.013	-1.67	Miscellaneous
209485_s_at	oxysterol binding protein-like 1A	OSBPL1A	0.012	-3.47	Miscellaneous
209627_s_at	oxysterol binding protein-like 3	OSBPL3	0.043	-1.61	Miscellaneous
238575_at	oxysterol binding protein-like 6	OSBPL6	0.014	-1.54	Miscellaneous
212582_at	oxysterol binding protein-like 8	OSBPL8	0.046	-2.4	Miscellaneous
228986_at	oxysterol binding protein-like 8	OSBPL8	0.005	-2.09	Miscellaneous
201545_s_at	poly(A) binding protein, nuclear 1	PABPN1	0.006	-2.2	Miscellaneous
220557_s_at	phosphofurin acidic cluster sorting protein 1	PACS1	0.001	-2.08	Miscellaneous
201651_s_at	protein kinase C and casein kinase substrate in neurons 2	PACSIN2	0.042	-2.55	Miscellaneous
208051_s_at	poly(A) binding protein interacting protein 1	PAIP1	0.046	-2.74	Miscellaneous
209064_x_at	poly(A) binding protein interacting protein 1	PAIP1	0.048	-2.58	Miscellaneous
218886_at	PAK1 interacting protein 1	PAK1IP1	0.004	-1.98	Miscellaneous
219530_at	partner and localizer of BRCA2	PALB2	0.041	-1.55	Miscellaneous
202336_s_at	peptidylglycine alpha-amidating monooxygenase	PAM	0.039	-3.29	Miscellaneous
238706_at	PAP associated domain containing 4	PAPD4	0.049	-1.59	Miscellaneous
222273_at	poly(A) polymerase gamma	PAPOLG	0.01	-2.22	Miscellaneous
229264_at	Poly (ADP-ribose) polymerase family, member 8	PARP8	0.032	-1.6	Miscellaneous
213517_at	poly(rC) binding protein 2	PCBP2	0.001	-2.31	Miscellaneous
219737_s_at	protocadherin 9	PCDH9	0.036	-2.87	Miscellaneous
224212_s_at	protocadherin alpha 1	PCDHA1	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 10	PCDHA10	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 11	PCDHA11	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 12	PCDHA12	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 13	PCDHA13	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 2	PCDHA2	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 3	PCDHA3	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 4	PCDHA4	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 5	PCDHA5	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 6	PCDHA6	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 7	PCDHA7	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 8	PCDHA8	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha 9	PCDHA9	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha subfamily C1	PCDHAC1	0.001	-2.31	Miscellaneous
224212_s_at	protocadherin alpha subfamily C2	PCDHAC2	0.001	-2.31	Miscellaneous
227622_at	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	PCF11	0.042	-1.95	Miscellaneous
238902_at	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	PCMTD1	0.004	-1.67	Miscellaneous
39650_s_at	pecanex-like 2 (Drosophila)	PCNXL2	0.005	-2.18	Miscellaneous
205825_at	proprotein convertase subtilisin/kexin type 1	PCSK1	0.02	-3.17	Miscellaneous
208823_s_at	PCTAIRE protein kinase 1	PCTK1	0.044	-1.92	Miscellaneous
218676_s_at	phosphatidylcholine transfer protein	PCTP	0.045	2.18	Miscellaneous
230109_at	phosphodiesterase 7B	PDE7B	0.008	-2.07	Miscellaneous
226452_at	pyruvate dehydrogenase kinase, isozyme 1	PDK1	0.048	-1.67	Miscellaneous
224986_s_at	3-phosphoinositide dependent protein kinase-1	PDPK1	0.037	-3.55	Miscellaneous
212053_at	pyridoxal-dependent decarboxylase domain containing 1	PDXDC1	0.019	-2.22	Miscellaneous
235431_s_at	pellino homolog 3 (Drosophila)	PELI3	0.048	-2.94	Miscellaneous
55616_at	per1-like domain containing 1	PERLD1	0.012	-1.65	Miscellaneous
242844_at	Protein geranylgeranyltransferase type I, beta subunit	PGGT1B	0.034	1.58	Miscellaneous
229553_at	phosphoglucomutase 2-like 1	PGM2L1	0.012	-3.54	Miscellaneous
204049_s_at	phosphatase and actin regulator 2	PHACTR2	0.015	-1.59	Miscellaneous
200919_at	polyhomeotic homolog 2 (Drosophila)	PHC2	0	-1.89	Miscellaneous
228095_at	PHD finger protein 14	PHF14	0.041	-1.58	Miscellaneous
212726_at	PHD finger protein 2	PHF2	0.004	-2.09	Miscellaneous
1562309_s_at	PHD finger protein 21B	PHF21B	0.021	-2.09	Miscellaneous
209803_s_at	pleckstrin homology-like domain, family A, member 2	PHLDA2	0.022	-1.92	Miscellaneous
203335_at	phytanoyl-CoA 2-hydroxylase	PHYH	0.016	-1.86	Miscellaneous
1558292_s_at	phosphatidylinositol glycan anchor biosynthesis, class W	PIGW	0.017	-1.85	Miscellaneous
225321_s_at	paired immunoglobin-like type 2 receptor beta	PILRB	0.044	-2.76	Miscellaneous
1554371_at	polycystic kidney disease 1-like 2	PKD1L2	0.006	1.8	Miscellaneous
214745_at	phospholipase C, eta 1	PLCH1	0.043	-1.62	Miscellaneous
227658_s_at	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	PLEKHA3	0.003	-1.68	Miscellaneous
220952_s_at	pleckstrin homology domain containing, family A member 5	PLEKHA5	0.034	-1.97	Miscellaneous
229245_at	pleckstrin homology domain containing, family A member 6	PLEKHA6	0.027	-2.39	Miscellaneous
227247_at	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	PLEKHA8	0.017	-1.81	Miscellaneous
205871_at	plasminogen-like B1 /// plasminogen-like B2	PLGLB1 /// PLGLB2	0.002	-1.74	Miscellaneous
214415_at	plasminogen-like B1 /// plasminogen-like B2	PLGLB1 /// PLGLB2	0.004	-1.84	Miscellaneous
202620_s_at	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	PLOD2	0.017	-2.2	Miscellaneous
56197_at	phospholipid scramblase 3	PLSCR3	0.046	-1.53	Miscellaneous
213030_s_at	plexin A2	PLXNA2	0.014	-1.62	Miscellaneous
1562240_at	plexin A4	PLXNA4	0.01	-2.14	Miscellaneous
229411_at	pregnancy up-regulated non-ubiquitously expressed CaM kinase	PNCK	0.038	-1.77	Miscellaneous
209578_s_at	protein O-fucosyltransferase 2	POFUT2	0.044	-1.52	Miscellaneous
212153_at	pogo transposable element with ZNF domain	POGZ	0.009	-2.86	Miscellaneous
218476_at	protein-O-mannosyltransferase 1	POMT1	0.02	-2.04	Miscellaneous
225560_at	protein-O-mannosyltransferase 2	POMT2	0.001	-1.52	Miscellaneous
214374_s_at	PTPRF interacting protein, binding protein 1 (liprin beta 1)	PPFIBP1	0.032	-1.9	Miscellaneous
225073_at	periphilin 1	PPHLN1	0.011	-2.65	Miscellaneous
208993_s_at	peptidylprolyl isomerase G (cyclophilin G)	PPIG	0.001	-2.28	Miscellaneous
208994_s_at	peptidylprolyl isomerase G (cyclophilin G)	PPIG	0.002	-2.1	Miscellaneous
208995_s_at	peptidylprolyl isomerase G (cyclophilin G)	PPIG	0.006	-2.45	Miscellaneous
218273_s_at	protein phosphatase 2C, magnesium-dependent, catalytic subunit	PPM2C	0.041	-1.8	Miscellaneous
217841_s_at	protein phosphatase methylesterase 1	PPME1	0.024	-2.63	Miscellaneous
202165_at	protein phosphatase 1, regulatory (inhibitor) subunit 2	PPP1R2	0.038	-2.36	Miscellaneous
216105_x_at	protein phosphatase 2A activator, regulatory subunit 4	PPP2R4	0.012	-1.57	Miscellaneous
229322_at	protein phosphatase 2, regulatory subunit B, epsilon isoform	PPP2R5E	0.02	-1.88	Miscellaneous
235085_at	homolog of rat pragma of Rnd2	PRAGMIN	0.003	-2.56	Miscellaneous
243542_at	prolyl endopeptidase-like	PREPL	0.025	-2.46	Miscellaneous
226065_at	prickle homolog 1 (Drosophila)	PRICKLE1	0.008	-1.98	Miscellaneous
225968_at	prickle homolog 2 (Drosophila)	PRICKLE2	0.05	-2.45	Miscellaneous
222582_at	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	PRKAG2	0.002	-3.62	Miscellaneous
233748_x_at	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	PRKAG2	0	-1.86	Miscellaneous
228722_at	protein arginine methyltransferase 2	PRMT2	0.019	-2.12	Miscellaneous
202408_s_at	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	PRPF31	0.047	-1.87	Miscellaneous
230270_at	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	PRPF38B	0.012	-1.75	Miscellaneous
213729_at	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	PRPF40A	0.001	-2.12	Miscellaneous
233080_s_at	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	PRPF40A	0.004	-1.87	Miscellaneous
208879_x_at	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	PRPF6	0.004	-1.5	Miscellaneous
203401_at	phosphoribosyl pyrophosphate synthetase 2	PRPS2	0.013	-2.91	Miscellaneous
219742_at	proline rich 7 (synaptic)	PRR7	0.012	-1.54	Miscellaneous
227192_at	proline-rich transmembrane protein 2	PRRT2	0.009	-3.48	Miscellaneous
1556308_at	proline-rich transmembrane protein 3	PRRT3	0.038	-2.06	Miscellaneous
200871_s_at	prosaposin	PSAP	0.043	-2.8	Miscellaneous
208102_s_at	pleckstrin and Sec7 domain containing	PSD	0.025	-1.59	Miscellaneous
212222_at	proteasome (prosome, macropain) activator subunit 4	PSME4	0.007	-2.22	Miscellaneous
238890_at	Proteasome (prosome, macropain) assembly chaperone 1	PSMG1	0.012	-2.73	Miscellaneous
223363_at	proteasome (prosome, macropain) assembly chaperone 3	PSMG3	0.039	-1.71	Miscellaneous
205194_at	phosphoserine phosphatase	PSPH	0.011	-1.7	Miscellaneous
228512_at	Pentatricopeptide repeat domain 3	PTCD3	0.023	-1.85	Miscellaneous
221005_s_at	phosphatidylserine synthase 2	PTDSS2	0.008	-2.3	Miscellaneous
200772_x_at	prothymosin, alpha	PTMA	0.032	-1.85	Miscellaneous
211921_x_at	prothymosin, alpha	PTMA	0.009	-2.11	Miscellaneous
238841_at	protein tyrosine phosphatase domain containing 1	PTPDC1	0.003	-1.72	Miscellaneous
223150_s_at	protein tyrosine phosphatase, non-receptor type 23	PTPN23	0.016	-1.68	Miscellaneous
227396_at	protein tyrosine phosphatase, receptor type, J	PTPRJ	0.015	-2.22	Miscellaneous
204945_at	protein tyrosine phosphatase, receptor type, N	PTPRN	0.012	-2.1	Miscellaneous
235634_at	purine-rich element binding protein G	PURG	0.024	-2.27	Miscellaneous
218670_at	pseudouridylate synthase 1	PUS1	0.01	-2.11	Miscellaneous
201606_s_at	PWP1 homolog (S. cerevisiae)	PWP1	0.006	-2.39	Miscellaneous
228336_at	PWWP domain containing 2A	PWWP2A	0.01	-1.89	Miscellaneous
227999_at	PWWP domain containing 2B	PWWP2B	0.001	-1.84	Miscellaneous
1552274_at	PX domain containing serine/threonine kinase	PXK	0.028	-1.65	Miscellaneous
225370_at	pygopus homolog 2 (Drosophila)	PYGO2	0.007	-1.68	Miscellaneous
219802_at	pyridine nucleotide-disulphide oxidoreductase domain 1	PYROXD1	0.021	-1.59	Miscellaneous
219705_at	glutamine and serine rich 1	QSER1	0.03	2.53	Miscellaneous
226265_at	glutamine and serine rich 1	QSER1	0.017	-2.19	Miscellaneous
210714_at	R3H domain containing 1	R3HDM1	0.002	-1.57	Miscellaneous
203831_at	R3H domain containing 2	R3HDM2	0.01	-3.13	Miscellaneous
200864_s_at	RAB11A, member RAS oncogene family	RAB11A	0.021	-2.74	Miscellaneous
228613_at	RAB11 family interacting protein 3 (class II)	RAB11FIP3	0.012	-2.18	Miscellaneous
210879_s_at	RAB11 family interacting protein 5 (class I)	RAB11FIP5	0.048	-1.92	Miscellaneous
243496_at	RAB18, member RAS oncogene family	RAB18	0.002	-1.92	Miscellaneous
213440_at	RAB1A, member RAS oncogene family	RAB1A	0.016	-2.06	Miscellaneous
219562_at	RAB26, member RAS oncogene family	RAB26	0.013	-2.85	Miscellaneous
50965_at	RAB26, member RAS oncogene family	RAB26	0.011	-2.63	Miscellaneous
208734_x_at	RAB2A, member RAS oncogene family	RAB2A	0.03	-1.54	Miscellaneous
228113_at	RAB37, member RAS oncogene family	RAB37	0.043	-1.54	Miscellaneous
227698_s_at	RAB40C, member RAS oncogene family	RAB40C	0.025	-2.47	Miscellaneous
201276_at	RAB5B, member RAS oncogene family	RAB5B	0.002	-3.01	Miscellaneous
226633_at	RAB8B, member RAS oncogene family	RAB8B	0.032	-2.67	Miscellaneous
209180_at	Rab geranylgeranyltransferase, beta subunit	RABGGTB	0.025	2.28	Miscellaneous
219151_s_at	RAB, member of RAS oncogene family-like 2A	RABL2A	0.032	-1.71	Miscellaneous
219151_s_at	RAB, member of RAS oncogene family-like 2B	RABL2B	0.032	-1.71	Miscellaneous
220500_s_at	RAB, member of RAS oncogene family-like 2A ///	RABL2A	0.004	-2.78	Miscellaneous
220500_s_at	RAB, member of RAS oncogene family-like 2B	RABL2B	0.004	-2.78	Miscellaneous
226090_x_at	RAB, member of RAS oncogene family-like 3	RABL3	0.036	-1.75	Miscellaneous
226143_at	retinoic acid induced 1	RAI1	0.026	-2.35	Miscellaneous
219440_at	retinoic acid induced 2	RAI2	0.002	-2	Miscellaneous
214435_x_at	v-ral simian leukemia viral oncogene homolog A (ras related)	RALA	0.003	-1.71	Miscellaneous
202844_s_at	ralA binding protein 1	RALBP1	0.002	-2.1	Miscellaneous
201711_x_at	RAN binding protein 2	RANBP2	0.014	-1.75	Miscellaneous
201712_s_at	RAN binding protein 2	RANBP2	0.047	-1.92	Miscellaneous
202640_s_at	RAN binding protein 3	RANBP3	0.022	-1.84	Miscellaneous
221830_at	RAP2A, member of RAS oncogene family	RAP2A	0.047	-3.25	Miscellaneous
213923_at	RAP2B, member of RAS oncogene family	RAP2B	0.049	-2.38	Miscellaneous
219112_at	Rap guanine nucleotide exchange factor (GEF) 6	RAPGEF6	0.009	-2.06	Miscellaneous
218657_at	Rap guanine nucleotide exchange factor (GEF)-like 1	RAPGEFL1	0.048	-1.6	Miscellaneous
1557432_at	RAS protein activator like 2	RASAL2	0.004	-1.69	Miscellaneous
222810_s_at	RAS protein activator like 2	RASAL2	0.002	-3.14	Miscellaneous
227036_at	RAS protein activator like 2	RASAL2	0.038	-2.61	Miscellaneous
223467_at	RAS, dexamethasone-induced 1	RASD1	0.043	-3.72	Miscellaneous
205178_s_at	retinoblastoma binding protein 6	RBBP6	0.012	-2.42	Miscellaneous
223802_s_at	retinoblastoma binding protein 6	RBBP6	0.016	-1.81	Miscellaneous
208984_x_at	RNA binding motif protein 10	RBM10	0.036	-2.32	Miscellaneous
51228_at	RNA binding motif protein 12B	RBM12B	0.008	-1.93	Miscellaneous
219286_s_at	RNA binding motif protein 15	RBM15	0.022	-1.89	Miscellaneous
224781_s_at	RNA binding motif protein 17	RBM17	0.003	-2.26	Miscellaneous
225751_at	RNA binding motif protein 17	RBM17	0.011	-1.72	Miscellaneous
235004_at	RNA binding motif protein 24	RBM24	0.032	-2.81	Miscellaneous
212027_at	RNA binding motif protein 25	RBM25	0.019	-5.27	Miscellaneous
212028_at	RNA binding motif protein 25	RBM25	0.007	-1.91	Miscellaneous
212030_at	RNA binding motif protein 25	RBM25	0.029	-1.96	Miscellaneous
1556672_a_at	RNA binding motif protein 6	RBM6	0.01	-1.58	Miscellaneous
230742_at	RNA binding motif protein 6	RBM6	0.001	-1.74	Miscellaneous
212104_s_at	RNA binding motif protein 9	RBM9	0.01	-2.6	Miscellaneous
216215_s_at	RNA binding motif protein 9	RBM9	0.043	-3.89	Miscellaneous
204097_s_at	RNA binding motif protein, X-linked 2	RBMX2	0.007	-2.03	Miscellaneous
204098_at	RNA binding motif protein, X-linked 2	RBMX2	0.018	-1.57	Miscellaneous
225467_s_at	retinol dehydrogenase 13 (all-trans/9-cis)	RDH13	0.01	-1.56	Miscellaneous
205331_s_at	receptor accessory protein 2	REEP2	0.024	-2.02	Miscellaneous
225785_at	receptor accessory protein 3	REEP3	0.036	-1.81	Miscellaneous
203225_s_at	riboflavin kinase	RFK	0.03	-1.62	Miscellaneous
222630_at	regulatory factor X, 7	RFX7	0.015	-2.54	Miscellaneous
223468_s_at	RGM domain family, member A	RGMA	0.002	-1.94	Miscellaneous
203823_at	regulator of G-protein signaling 3	RGS3	0	-1.61	Miscellaneous
