Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1398365_at	1398365_at	"Similar to RIKEN cDNA 2700055K07 (LOC291966), mRNA"	1.45	1.39	0.96	
RAE230A:1371445_at	1371445_at	"Similar to ribosome-binding protein p34 - rat (LOC287633), mRNA"	1.69	1.62	0.96	
RAE230A:1389756_at	1389756_at	"Similar to protein kinase PK38 (LOC362510), mRNA"	1.69	1.62	0.96	
RAE230A:1373971_at	1373971_at	"Similar to PCPD protein (LOC296048), mRNA"	1.68	1.61	0.96	
RAE230A:1375119_at	1375119_at	"neural precursor cell expressed, developmentally down-regulated gene 4A"	0.72	0.69	0.96	
RAE230A:1375997_at	1375997_at	Transcribed sequences	0.71	0.68	0.96	
RAE230A:1386952_a_at	1386952_a_at	"dynein, cytoplasmic, intermediate polypeptide 2"	1.65	1.58	0.96	
RAE230A:1371534_at	1371534_at	"Similar to RIKEN cDNA 1300006L01 (LOC309111), mRNA"	1.63	1.56	0.96	
RAE230A:1367729_at	1367729_at	ornithine aminotransferase	0.69	0.66	0.96	
RAE230A:1386945_a_at	1386945_a_at	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"	0.69	0.66	0.96	
RAE230A:1367874_at	1367874_at	ras-like protein	0.69	0.66	0.96	
RAE230A:1374307_at	1374307_at	CaM-kinase II inhibitor alpha	1.38	1.32	0.96	
RAE230A:1387183_at	1387183_at	carnitine O-octanoyltransferase	0.46	0.44	0.96	
RAE230A:1368374_a_at	1368374_a_at	gamma-glutamyl transpeptidase	1.84	1.76	0.96	
RAE230A:1387071_a_at	1387071_a_at	microtubule-associated protein tau	0.23	0.22	0.96	
RAE230A:1371329_at	1371329_at	Transcribed sequence with moderate similarity to protein sp:P10159 (H.sapiens) IF5A_HUMAN Initiation factor 5A	1.37	1.31	0.96	
RAE230A:1371884_at	1371884_at	no description	0.68	0.65	0.96	
RAE230A:1367768_at	1367768_at	latexin	1.36	1.3	0.96	
RAE230A:1387917_at	1387917_at	lamina-associated polypeptide 1C	0.67	0.64	0.96	
RAE230A:1374023_at	1374023_at	"Similar to KIAA1305 protein (LOC305898), mRNA"	0.67	0.64	0.96	
RAE230A:1367856_at	1367856_at	glucose-6-phosphate dehydrogenase	1.34	1.28	0.96	
RAE230A:1389873_at	1389873_at	apoptosis-associated speck-like protein containing a CARD	1.33	1.27	0.95	
RAE230A:1388432_at	1388432_at	optineurin	1.54	1.47	0.95	
RAE230A:1368354_at	1368354_at	"glutathione S-transferase, theta 1"	0.22	0.21	0.95	
RAE230A:1383945_at	1383945_at	uridine-cytidine kinase 2	1.53	1.46	0.95	
RAE230A:1371700_at	1371700_at	"Similar to RIKEN cDNA 1110007F23 (LOC287382), mRNA"	0.65	0.62	0.95	
RAE230A:1377048_at	1377048_at	"Similar to cDNA sequence BC021917 (LOC361730), mRNA"	1.73	1.65	0.95	
RAE230A:137RAE230A:1325_at	1371325_at	"Similar to protective protein precursor - mouse (LOC296370), mRNA"	0.43	0.41	0.95	
RAE230A:1373191_at	1373191_at	"Similar to hypothetical protein (LOC300049), mRNA"	0.43	0.41	0.95	
RAE230A:1376791_at	1376791_at	Transcribed sequences	1.48	1.41	0.95	
RAE230A:1369957_at	1369957_at	regulator of G-protein signaling 5	1.46	1.39	0.95	
RAE230A:1368706_at	1368706_at	transmembrane 4 superfamily member 4	5.37	5.11	0.95	
RAE230A:1398386_at	1398386_at	Transcribed sequence with weak similarity to protein ref:NP_073741.1 (H.sapiens) hypothetical protein FLJ22347 [Homo sapiens]	1.43	1.36	0.95	
RAE230A:1388712_at	1388712_at	"pleckstrin homology, Sec7 and coiled/coil domains 3"	0.61	0.58	0.95	
RAE230A:1370810_at	1370810_at	cyclin D2	1.38	1.31	0.95	
RAE230A:1372302_at	1372302_at	"Similar to hypothetical protein FLJ10579 (LOC311328), mRNA"	0.59	0.56	0.95	
RAE230A:1388715_at	1388715_at	"Similar to Glycyl-tRNA synthetase (LOC297113), mRNA"	1.34	1.27	0.95	
RAE230A:1374741_at	1374741_at	"Similar to Steroid hormone receptor ERR1 (Estrogen-related receptor, alpha) (ERR-alpha) (Estrogen receptor-like 1) (LOC293701), mRNA"	2.1	1.99	0.95	
RAE230A:1373258_at	1373258_at	"Similar to cathepsin F (LOC361704), mRNA"	0.57	0.54	0.95	
RAE230A:1370344_at	1370344_at	heat shock 70 kDa protein 4	1.52	1.44	0.95	
RAE230A:1374876_at	1374876_at	"CDNA clone MGC:72989 IMAGE:6887991, complete cds"	1.88	1.78	0.95	
RAE230A:1388510_at	1388510_at	"Similar to CG4071-PA (LOC287873), mRNA"	1.5	1.42	0.95	
RAE230A:1373172_at	1373172_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.47	1.39	0.95	
RAE230A:1389498_at	1389498_at	"Similar to hypothetical protein MGC34695 (LOC365571), mRNA"	1.47	1.39	0.95	
RAE230A:1383606_at	1383606_at	Transcribed sequences	1.47	1.39	0.95	
RAE230A:1368375_a_at	1368375_a_at	interleukin 15	1.81	1.71	0.94	
RAE230A:1376546_at	1376546_at	Transcribed sequences	0.54	0.51	0.94	
RAE230A:1367585_a_at	1367585_a_at	"ATPase, Na+K+ transporting, alpha 1"	1.42	1.34	0.94	
RAE230A:1369975_at	1369975_at	tRNA selenocysteine associated protein	0.53	0.5	0.94	
RAE230A:1372681_at	1372681_at	"Similar to amisyn (LOC362734), mRNA"	0.7	0.66	0.94	
RAE230A:1371443_at	1371443_at	"LOC362671 (LOC362671), mRNA"	0.7	0.66	0.94	
RAE230A:1375080_at	1375080_at	"Similar to expressed sequence AW491445 (LOC309173), mRNA"	3.67	3.46	0.94	
RAE230A:1388464_at	1388464_at	"Similar to Hypothetical protein KIAA0076 (LOC363191), mRNA"	0.52	0.49	0.94	
RAE230A:1388492_at	1388492_at	"Similar to ABINl, A20-binding inhibitor of NF-kappa B activation (large) (LOC363599), mRNA"	1.55	1.46	0.94	
RAE230A:1387097_at	1387097_at	fucosyltransferase 2	1.72	1.62	0.94	
RAE230A:1387001_at	1387001_at	v-ral simian leukemia viral oncogene homolog B	0.68	0.64	0.94	
RAE230A:1398371_at	1398371_at	"Similar to RIKEN cDNA 1700034M03 gene (LOC312083), mRNA"	0.68	0.64	0.94	
RAE230A:1374224_at	1374224_at	eukaryotic translation initiation factor 2 alpha kinase 4	0.68	0.64	0.94	
RAE230A:1377405_at	1377405_at	Ral-A exchange factor RalGPS2	1.86	1.75	0.94	
RAE230A:1369929_at	1369929_at	prosaposin	0.67	0.63	0.94	
RAE230A:1380230_at	1380230_at	Transcribed sequences	1.67	1.57	0.94	
RAE230A:1389385_at	1389385_at	"Similar to B9 (LOC287383), mRNA"	1.49	1.4	0.94	
RAE230A:1372459_at	1372459_at	"Similar to vasodilator-stimulated phosphoprotein (LOC361517), mRNA"	1.65	1.55	0.94	
RAE230A:1369279_at	1369279_at	dehydrogenase/reductase (SDR family) member 9	1.48	1.39	0.94	
RAE230A:1371387_at	1371387_at	cytochrome c oxidase subunit VIIb	1.31	1.23	0.94	
RAE230A:1368096_at	1368096_at	Ras-related GTP-binding protein Rab29	0.49	0.46	0.94	
RAE230A:1375967_a_at	1375967_a_at	"Similar to dual specificity phosphatase TS-DSP2 (LOC361242), mRNA"	0.49	0.46	0.94	
RAE230A:1398307_at	1398307_at	"cytochrome P450, 3a18"	2.12	1.99	0.94	
RAE230A:1368599_at	1368599_at	"solute carrier family 9, member 2"	2.44	2.29	0.94	
RAE230A:1391505_x_at	1391505_x_at	no description	0.48	0.45	0.94	
RAE230A:1377144_at	1377144_at	Transcribed sequences	0.48	0.45	0.94	
RAE230A:1368504_at	1368504_at	lysosomal membrane glycoprotein 1	0.64	0.6	0.94	
RAE230A:1371375_at	1371375_at	Transcribed sequences	1.28	1.2	0.94	
RAE230A:1367514_at	1367514_at	Transcribed sequence with moderate similarity to protein ref:NP_064710.2 (H.sapiens) esophageal cancer associated protein [Homo sapiens]	0.63	0.59	0.94	
RAE230A:1376496_at	1376496_at	"Transcribed sequence with weak similarity to protein ref:NP_112092.1 (H.sapiens) apolipoprotein L, 2 [Homo sapiens]"	2.49	2.33	0.94	
RAE230A:1368991_at	1368991_at	"sphingomyelin phosphodiesterase 3, neutral"	1.55	1.45	0.94	
RAE230A:1387119_at	1387119_at	mevalonate kinase	2.31	2.16	0.94	
RAE230A:1367568_a_at	1367568_a_at	matrix Gla protein	1.38	1.29	0.93	
RAE230A:1388660_at	1388660_at	"Similar to RIKEN cDNA 1500019M23 (LOC302500), mRNA"	1.38	1.29	0.93	
RAE230A:1388448_at	1388448_at	Transcribed sequence with strong similarity to protein ref:NP_064625.1 (H.sapiens) non-kinase Cdc42 effector protein SPEC2 [Homo sapiens]	1.53	1.43	0.93	
RAE230A:1374748_at	1374748_at	"Similar to serine hydroxymethyl transferase 1 (soluble) (LOC287379), mRNA"	1.53	1.43	0.93	
RAE230A:1368507_at	1368507_at	"proteasome (prosome, macropain) subunit, alpha type 3"	1.36	1.27	0.93	
RAE230A:1371455_at	1371455_at	"Similar to phosphomannomutase Sec53p homolog (LOC300089), mRNA"	0.6	0.56	0.93	
RAE230A:1373654_at	1373654_at	"Similar to annexin A8 (LOC306283), mRNA"	1.65	1.54	0.93	
RAE230A:1370238_at	1370238_at	diabetes-associated protein in insulin-sensitive tissues	1.35	1.26	0.93	
RAE230A:1388674_at	1388674_at	"Ultraviolet B radiation-activated UV96 mRNA, partial sequence"	1.93	1.8	0.93	
RAE230A:1369931_at	1369931_at	"pyruvate kinase, muscle"	2.22	2.07	0.93	
RAE230A:1371924_at	1371924_at	"Similar to RIKEN cDNA 2810002E22 (LOC310743), mRNA"	0.59	0.55	0.93	
RAE230A:1382307_at	1382307_at	"myosin phosphatase, target subunit 1"	1.46	1.36	0.93	
RAE230A:1369736_at	1369736_at	epithelial membrane protein 1	1.74	1.62	0.93	
RAE230A:1373649_at	1373649_at	"Similar to RIKEN cDNA 2410004F01 (LOC363617), mRNA"	1.44	1.34	0.93	
RAE230A:1387055_at	1387055_at	APP-binding protein 1	1.44	1.34	0.93	
RAE230A:1370308_at	1370308_at	RS21-C6 protein	1.72	1.6	0.93	
RAE230A:1373505_at	1373505_at	Transcribed sequences	0.71	0.66	0.93	
RAE230A:1369454_at	1369454_at	vitamin D receptor	2.13	1.98	0.93	
RAE230A:1368965_at	1368965_at	monocarboxylate transporter	2.4	2.23	0.93	
RAE230A:1372105_at	1372105_at	Smhs2 protein	1.41	1.31	0.93	
RAE230A:1373327_at	1373327_at	"Similar to transcription factor TFEB (LOC316214), mRNA"	0.7	0.65	0.93	
RAE230A:1371494_at	1371494_at	Transcribed sequences	0.7	0.65	0.93	
RAE230A:1389908_at	1389908_at	nuclear factor I/A	0.56	0.52	0.93	
RAE230A:1390232_at	1390232_at	"Similar to RIKEN cDNA 1810055G02 (LOC309145), mRNA"	4.33	4.02	0.93	
RAE230A:1376080_at	1376080_at	Transcribed sequences	1.81	1.68	0.93	
RAE230A:1388917_at	1388917_at	Transcribed sequence with strong similarity to protein pir:A53933 (R.norvegicus) A53933 myosin I myr 4 - rat	1.66	1.54	0.93	
RAE230A:1374560_at	1374560_at	"Similar to RIKEN cDNA 3110038B19 (LOC291444), mRNA"	1.38	1.28	0.93	
RAE230A:1374557_at	1374557_at	CG6210-like	1.38	1.28	0.93	
RAE230A:1387671_at	1387671_at	secretin receptor	0.55	0.51	0.93	
RAE230A:1389518_at	1389518_at	"Similar to F-box only protein 10 (LOC362511), mRNA"	1.37	1.27	0.93	
RAE230A:1372257_at	1372257_at	Transcribed sequences	1.64	1.52	0.93	
RAE230A:1374551_at	1374551_at	"Similar to Interferon-induced 35 kDa protein homolog (IFP 35) (LOC287719), mRNA"	0.68	0.63	0.93	
RAE230A:1388457_at	1388457_at	similar to RIKEN cDNA 1110012M11	1.35	1.25	0.93	
RAE230A:1367661_at	1367661_at	calcium binding protein A6 (calcyclin)	2.68	2.48	0.93	
RAE230A:1388373_at	1388373_at	adiponectin receptor 1	0.67	0.62	0.93	
RAE230A:1367651_at	1367651_at	cathepsin D	0.4	0.37	0.93	
RAE230A:1390474_at	1390474_at	"Similar to RIKEN cDNA 9330161F08 (LOC362898), mRNA"	0.66	0.61	0.92	
RAE230A:1390389_at	1390389_at	Transcribed sequences	0.66	0.61	0.92	
RAE230A:1390586_at	1390586_at	no description	1.44	1.33	0.92	
RAE230A:1388750_at	1388750_at	transferrin receptor	1.43	1.32	0.92	
RAE230A:1377169_at	1377169_at	no description	0.52	0.48	0.92	
RAE230A:1373625_at	1373625_at	"Similar to serine hydroxymethyl transferase 1 (soluble) (LOC287379), mRNA"	1.56	1.44	0.92	
RAE230A:1370311_at	1370311_at	translation initiation factor eIF-2B alpha-subunit	0.65	0.6	0.92	
RAE230A:1382849_at	1382849_at	Transcribed sequences	0.13	0.12	0.92	
RAE230A:1390483_at	1390483_at	"Similar to chromosome 14 open reading frame 69 (LOC314441), mRNA"	2.17	2	0.92	
RAE230A:1377020_at	1377020_at	"Similar to Cc1-3 (LOC304467), mRNA"	1.53	1.41	0.92	
RAE230A:1371743_at	1371743_at	"Similar to guanylate kinase (LOC303179), mRNA"	1.4	1.29	0.92	
RAE230A:1370049_at	1370049_at	neutral sphingomyelinase	2.02	1.86	0.92	
RAE230A:1389387_at	1389387_at	Transcribed sequence with moderate similarity to protein sp:Q92530 (H.sapiens) PSF1_HUMAN Proteasome inhibitor PI31 subunit	0.63	0.58	0.92	
RAE230A:1390148_a_at	1390148_a_at	Transcribed sequences	0.63	0.58	0.92	
RAE230A:1374160_at	1374160_at	"Similar to RIKEN cDNA 1110063G11 (LOC305095), mRNA"	1.51	1.39	0.92	
RAE230A:1368503_at	1368503_at	GTP cyclohydrolase 1	1.51	1.39	0.92	
RAE230A:1369704_at	1369704_at	X transporter protein 3	2.5	2.3	0.92	
RAE230A:1398889_at	1398889_at	"glutamate receptor, ionotropic"	0.75	0.69	0.92	
RAE230A:1369100_at	1369100_at	angiotensin/vasopressin receptor	1.86	1.71	0.92	
RAE230A:1376029_at	1376029_at	"LOC361804 (LOC361804), mRNA"	0.62	0.57	0.92	
RAE230A:1368467_at	1368467_at	"cytochrome P450, subfamily IVF, polypeptide 14 (leukotriene B4 omega hydroxylase)"	35.85	32.95	0.92	
RAE230A:1390356_at	1390356_at	Transcribed sequences	0.74	0.68	0.92	
RAE230A:1374480_at	1374480_at	"Similar to hypothetical protein E130308H01 (LOC314212), mRNA"	0.61	0.56	0.92	
RAE230A:1367650_at	1367650_at	lipocalin 7	1.46	1.34	0.92	
RAE230A:1374387_at	1374387_at	glutamate transporter EAAC1 interacting protein	0.73	0.67	0.92	
RAE230A:1367936_at	1367936_at	serine/threonine kinase 10	0.73	0.67	0.92	
RAE230A:1371847_at	1371847_at	"Similar to Cartilage-associated protein precursor (LOC363157), mRNA"	0.73	0.67	0.92	
RAE230A:1371539_at	1371539_at	"Similar to nucleolar protein family A, member 2 (LOC287273), mRNA"	1.58	1.45	0.92	
RAE230A:1388122_at	1388122_at	"glutathione S-transferase, pi 2"	1.56	1.43	0.92	
RAE230A:1389789_at	1389789_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	2.75	2.52	0.92	
RAE230A:1390656_at	1390656_at	Transcribed sequences	16.01	14.66	0.92	
RAE230A:1371728_at	1371728_at	"Similar to SMAR1 (LOC292064), mRNA"	0.71	0.65	0.92	
RAE230A:1383650_at	1383650_at	no description	0.59	0.54	0.92	
RAE230A:1398411_at	1398411_at	no description	0.47	0.43	0.91	
RAE230A:1372170_at	1372170_at	aminoacylase 1	1.29	1.18	0.91	
RAE230A:1374308_at	1374308_at	Transcribed sequences	4.57	4.18	0.91	
RAE230A:1369712_at	1369712_at	serine/threonine kinase 3	2.22	2.03	0.91	
RAE230A:1388422_at	1388422_at	Transcribed sequence with moderate similarity to protein ref:NP_060450.1 (H.sapiens) hypothetical protein FLJ10044 [Homo sapiens]	1.4	1.28	0.91	
RAE230A:1368745_at	1368745_at	"solute carrier family 10, member 2"	3.37	3.08	0.91	
RAE230A:1369630_at	1369630_at	adenosine kinase	1.39	1.27	0.91	
RAE230A:1373447_at	1373447_at	"Similar to HN1-like protein (LOC360492), mRNA"	1.39	1.27	0.91	
RAE230A:1374508_at	1374508_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.5	1.37	0.91	
RAE230A:1368253_at	1368253_at	guanidinoacetate methyltransferase	1.5	1.37	0.91	
RAE230A:1388348_at	1388348_at	fatty acid elongase 1	0.69	0.63	0.91	
RAE230A:1386872_at	1386872_at	insulin-like growth factor 2 receptor	0.46	0.42	0.91	
RAE230A:1372550_at	1372550_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.49	1.36	0.91	
RAE230A:1376267_at	1376267_at	"solute carrier family 16 (monocarboxylic acid transporters), member 6"	0.57	0.52	0.91	
RAE230A:1372682_at	1372682_at	"Similar to RIKEN cDNA 2810432L12 (LOC362518), mRNA"	1.48	1.35	0.91	
RAE230A:1370378_at	1370378_at	mitochondrial H+-ATP synthase alpha subunit	1.25	1.14	0.91	
RAE230A:1372895_at	1372895_at	"Similar to RIKEN cDNA 5730469M10 (LOC361118), mRNA"	0.68	0.62	0.91	
RAE230A:1388603_a_at	1388603_a_at	HesB protein	1.47	1.34	0.91	
RAE230A:1388622_at	1388622_at	Transcribed sequence with weak similarity to protein sp:O00567 (H.sapiens) NO56_HUMAN Nucleolar protein Nop56	1.46	1.33	0.91	
RAE230A:1375042_at	1375042_at	"Similar to glucosyltransferase (LOC293129), mRNA"	1.46	1.33	0.91	
RAE230A:1370420_at	1370420_at	steroid 5 alpha-reductase 1	2.47	2.25	0.91	
RAE230A:1370813_at	1370813_at	"glutathione S-transferase, mu 5"	0.67	0.61	0.91	
RAE230A:1376021_at	1376021_at	Transcribed sequences	0.67	0.61	0.91	
RAE230A:1376052_at	1376052_at	"Similar to hypothetical protein FLJ20512 (LOC292654), mRNA"	0.67	0.61	0.91	
RAE230A:1386887_at	1386887_at	cytochrome c oxidase subunit Vb	1.34	1.22	0.91	
RAE230A:1370309_a_at	1370309_a_at	heterogeneous nuclear ribonucleoprotein A/B	1.33	1.21	0.91	
RAE230A:1371368_at	1371368_at	"SEC61, alpha subunit (S. cerevisiae)"	1.44	1.31	0.91	
RAE230A:1369183_at	1369183_at	mitogen activated protein kinase 13	1.44	1.31	0.91	
RAE230A:1374962_at	1374962_at	"Similar to Reticulon 4 interacting protein 1 (LOC309912), mRNA"	1.65	1.5	0.91	
RAE230A:1371076_at	1371076_at	"cytochrome P450, 2b19"	2.19	1.99	0.91	
RAE230A:1367735_at	1367735_at	"acetyl-Coenzyme A dehydrogenase, long-chain"	0.76	0.69	0.91	
RAE230A:1389317_at	1389317_at	"Similar to hypothetical protein FLJ20507 (LOC311405), mRNA"	0.65	0.59	0.91	
RAE230A:1370820_at	1370820_at	F-box only protein 6 b	0.54	0.49	0.91	
RAE230A:1376407_a_at	1376407_a_at	"Similar to RIKEN cDNA 0910001B06 (LOC362829), mRNA"	1.39	1.26	0.91	
RAE230A:1387627_at	1387627_at	CD86 antigen	0.32	0.29	0.91	
RAE230A:1367676_at	1367676_at	high mobility group box 2	1.49	1.35	0.91	
RAE230A:1389420_at	1389420_at	"Similar to Signal-transducing adaptor protein-2 (LOC363334), mRNA"	2.75	2.49	0.91	
RAE230A:1389378_at	1389378_at	"Similar to CRIB-containing BORG3 protein (LOC361505), mRNA"	1.48	1.34	0.91	
RAE230A:1367513_at	1367513_at	"Similar to Transmembrane 9 superfamily protein member 4 (LOC296279), mRNA"	0.74	0.67	0.91	
RAE230A:1383188_at	1383188_at	Transcribed sequences	1.69	1.53	0.91	
RAE230A:1375289_at	1375289_at	"Similar to leucine zipper-EF-hand containing transmembrane protein 1 (LOC305457), mRNA"	1.37	1.24	0.91	
RAE230A:1388798_at	1388798_at	"Similar to cDNA sequence BC016265 (LOC361013), mRNA"	0.63	0.57	0.9	
RAE230A:1370320_at	1370320_at	MAWD binding protein	1.36	1.23	0.9	
RAE230A:1388975_at	1388975_at	"Similar to Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor (Succinyl-CoA synthetase, betaA chain) (SCS-betaA) (ATP-specific succinyl-CoA synthetase beta subunit) (LOC361071), mRNA"	1.67	1.51	0.9	
RAE230A:1371994_at	1371994_at	"Similar to RIKEN cDNA B230365D05 (LOC311193), mRNA"	0.73	0.66	0.9	
RAE230A:1368092_at	1368092_at	fumarylacetoacetate hydrolase	0.62	0.56	0.9	
RAE230A:1388662_at	1388662_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.62	0.56	0.9	
RAE230A:1390187_at	1390187_at	Transcribed sequences	1.65	1.49	0.9	
RAE230A:1371346_at	1371346_at	"Similar to NADH dehydrogenase (LOC297990), mRNA"	1.44	1.3	0.9	
RAE230A:1374941_at	1374941_at	Transcribed sequences	0.72	0.65	0.9	
RAE230A:1372743_at	1372743_at	"Similar to Snx5 protein (LOC296199), mRNA"	0.72	0.65	0.9	
RAE230A:1374093_at	1374093_at	Transcribed sequences	0.72	0.65	0.9	
RAE230A:1398946_at	1398946_at	"Similar to mitochondrial ribosomal protein S16 (LOC289902), mRNA"	1.43	1.29	0.9	
RAE230A:1371572_at	1371572_at	amyloid beta (A4) precursor protein	0.51	0.46	0.9	
RAE230A:1388549_at	1388549_at	beta-microseminoprotein	0.61	0.55	0.9	
RAE230A:1369666_at	1369666_at	glycerol-3-phosphate dehydrogenase 2	2.54	2.29	0.9	
RAE230A:1373362_at	1373362_at	"Similar to Ubiquinol-cytochrome C reductase complex core protein 2, mitochondrial precursor (Complex III subunit II) (LOC293448), mRNA"	1.32	1.19	0.9	
RAE230A:1373826_at	1373826_at	"Similar to Yippee homolog (CGI-127) (LOC298792), mRNA"	0.71	0.64	0.9	
RAE230A:1369229_at	1369229_at	"phosphodiesterase 5A, cGMP-specific"	1.42	1.28	0.9	
RAE230A:1368552_at	1368552_at	"GrpE-like 1, mitochondrial"	1.52	1.37	0.9	
RAE230A:1369499_at	1369499_at	thymidylate synthase	1.62	1.46	0.9	
RAE230A:1384360_at	1384360_at	Transcribed sequences	1.8	1.62	0.9	
RAE230A:1370232_at	1370232_at	isovaleryl coenzyme A dehydrogenase	1.8	1.62	0.9	
RAE230A:1375440_at	1375440_at	"Similar to Peptidylprolyl isomerase-like 2 (LOC302108), mRNA"	0.7	0.63	0.9	
RAE230A:1376840_at	1376840_at	Transcribed sequences	1.7	1.53	0.9	
RAE230A:1369897_s_at	1369897_s_at	GNAS complex locus	0.8	0.72	0.9	
RAE230A:1371544_at	1371544_at	"Similar to Enhancer of rudimentary homolog (LOC299175), mRNA"	1.3	1.17	0.9	
RAE230A:1376005_at	1376005_at	Transcribed sequences	1.69	1.52	0.9	
RAE230A:1371812_at	1371812_at	P55	1.59	1.43	0.9	
RAE230A:1376576_at	1376576_at	"Similar to Dual specificity protein phosphatase 11 (RNA/RNP complex-intereracting phosphatase) (Phosphatase that interacts with RNA/RNP complex 1) (LOC297412), mRNA"	1.59	1.43	0.9	
RAE230A:1398844_at	1398844_at	thioredoxin 2	1.48	1.33	0.9	
RAE230A:1370509_at	1370509_at	pyruvate dehydrogenase phosphatase isoenzyme 2	1.67	1.5	0.9	
RAE230A:1373591_at	1373591_at	"Similar to Arfaptin 2 (Partner of RAC1) (POR1 protein) (LOC293344), mRNA"	1.37	1.23	0.9	
RAE230A:1389142_at	1389142_at	"Similar to sulfide quinone reductase-like (LOC317630), mRNA"	2.25	2.02	0.9	
RAE230A:1370294_a_at	1370294_a_at	cell cycle protein p55CDC	1.75	1.57	0.9	
RAE230A:1373460_at	1373460_at	"Similar to heat shock protein 84 - mouse (LOC301252), mRNA"	0.68	0.61	0.9	
RAE230A:1368651_at	1368651_at	"pyruvate kinase, liver and RBC"	1.36	1.22	0.9	
RAE230A:1379849_at	1379849_at	"Similar to RIKEN cDNA 2410044K02 (LOC290519), mRNA"	0.68	0.61	0.9	
