UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P013345	||  || A_01_P013345 ||  || Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 7 (P2RX7), transcript variant 1, mRNA [NM_002562] ||  ||  || 6285431	1.03	1.66	1.38	-0.96	-1.05	-0.57	-0.35	-0.43	-0.59
A_01_P015127	||  || A_01_P015127 ||  ||  ||  ||  || 6271562	1.58	1.36	1.54	-0.24	-0.07	-0.13	-0.22	0.39	-0.35
A_01_P011670	||  || A_01_P011670 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC700278 (LOC700278), mRNA [XR_010711] ||  ||  || 6293625	1.74	2.6	2.05	-0.36	-0.24	-0.2	-0.51	0.47	0.26
A_01_P001247	||  || A_01_P001247 ||  || PREDICTED: Macaca mulatta similar to DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA) (LOC713594), mRNA [XR_012832] ||  ||  || 6271936	1.51	2.45	1.88	-0.97	-0.8	-0.35	-0.69	-0.09	0.15
A_01_P015511	||  || A_01_P015511 ||  || Homo sapiens phospholipase D2 (PLD2), mRNA. [NM_002663] ||  ||  || 6268937	0.92	1.05	0.51	-0.56	-0.58	-0.74	-0.47	-1.03	-0.83
A_01_P018281	||  || A_01_P018281 ||  || Homo sapiens olfactory receptor, family 5, subfamily V, member 1 (OR5V1), mRNA. [NM_030876] ||  ||  || 6280847	1.86	1.25	1.77	-0.11	0.49	-0.02	-0.19	-0.14	0
A_01_P007401	||  || A_01_P007401 ||  || Homo sapiens cDNA FLJ43204 fis, clone FEBRA2008583 [AK125194] ||  ||  || 6293133	-0.28	-0.22	-0.07	-1.27	-1.83	-1.9	-1.84	-1.37	-1.55
A_01_P011947	||  || A_01_P011947 ||  || Homo sapiens otoferlin (OTOF), transcript variant 2, mRNA. [NM_004802] ||  ||  || 6293502	1.04	2.02	1.57	-0.42	-0.52	-0.25	-0.4	0	0.11
A_01_P019913	||  || A_01_P019913 ||  || Homo sapiens chromosome 21 open reading frame 2 (C21orf2), mRNA [NM_004928] ||  ||  || 6281110	1.5	1.75	1.28	-0.55	-0.6	-0.35	0.21	-0.09	0.15
A_01_P020085	||  || A_01_P020085 ||  || Homo sapiens chloride channel 2 (CLCN2), mRNA [NM_004366] ||  ||  || 6274020	1.7	1.76	1.78	0.3	0.62	0.35	0.61	0.66	0.85
A_01_P001511	||  || A_01_P001511 ||  || Homo sapiens chromosome 14 open reading frame 48 (C14orf48), mRNA. [NM_152777] ||  ||  || 6270966	2.46	2.65	2.71	1.32	1.18	1.33	1.1	1.72	1.49
A_01_P016233	||  || A_01_P016233 ||  || Homo sapiens chromosome 10 open reading frame 67 (C10orf67), mRNA [NM_153714] ||  ||  || 6281936	2.27	2.93	1.62	-0.02	-0.38	0.43	0.55	0	0.25
A_01_P002513	||  || A_01_P002513 ||  || Homo sapiens solute carrier family 27 (fatty acid transporter), member 1 (SLC27A1), mRNA. [NM_198580] ||  ||  || 6286890	1.48	1.87	1.55	-0.13	0.27	0.53	0.25	0.47	0.42
A_01_P011410	||  || A_01_P011410 ||  || Homo sapiens MyoD family inhibitor (MDFI), mRNA. [NM_005586] ||  ||  || 6272512	1.54	1.75	1.44	0.51	0.51	0.44	0.54	0.81	0.62
A_01_P019122	||  || A_01_P019122 ||  || Homo sapiens hypothetical protein MGC34761 (MGC34761), mRNA. [NM_173619] ||  ||  || 6277005	1.38	1.65	0.69	-1	-1.67	-1.24	-1.38	-0.24	-0.73
A_01_P013265	||  || A_01_P013265 ||  || Homo sapiens dedicator of cytokinesis 4 (DOCK4), mRNA. [NM_014705] ||  ||  || 6285107	1.87	2.46	1.91	-0.13	-0.09	0.73	0.17	0.6	0.57
A_01_P001106	||  || A_01_P001106 ||  || Homo sapiens multiple C2-domains with two transmembrane regions 2 (MCTP2), mRNA. [NM_018349] ||  ||  || 6282873	1.2	1.5	1.55	0.2	-0.3	0.23	0.33	0.11	0.3
A_01_P013818	||  || A_01_P013818 ||  || Homo sapiens hypothetical protein LOC136306 (LOC136306), mRNA. [NM_174959] ||  ||  || 6286901	1.78	1.58	1.49	-0.59	0.35	0.11	0.25	-0.47	0.04
A_01_P009590	||  || A_01_P009590 ||  || Homo sapiens dipeptidase 3 (DPEP3), mRNA. [NM_022357] ||  ||  || 6290303	1.36	2.2	1.71	-0.44	-0.55	0.29	-0.32	0.08	0.32
A_01_P005574	||  || A_01_P005574 ||  ||  ||  ||  || 6292262	1.85	1.96	1.85	0.63	1.04	0.88	0.46	0.87	0.77
A_01_P008096	||  || A_01_P008096 ||  || Homo sapiens tyrosinase (oculocutaneous albinism IA) (TYR), mRNA [NM_000372] ||  ||  || 6285225	1.99	2.26	1.39	0	-0.09	0.7	-0.35	-0.29	0.13
A_01_P010474	||  || A_01_P010474 ||  || Homo sapiens X antigen family, member 1 (XAGE1), transcript variant 1, mRNA. [NM_020411] ||  ||  || 6291651	1.35	1.51	1.47	0.59	0.64	0.52	0.71	0.61	0.37
A_01_P004081	||  || A_01_P004081 ||  || Homo sapiens mitogen-activated protein kinase kinase kinase 10 (MAP3K10), mRNA [NM_002446] ||  ||  || 6277012	2.05	1.21	1.16	-0.48	0.09	-0.1	-0.53	-0.06	-0.04
A_01_P004098	||  || A_01_P004098 ||  || Homo sapiens G protein-coupled receptor 161 (GPR161), mRNA [NM_153832] ||  ||  || 6274496	0.17	0.39	-0.39	-1.59	-1.6	-1.48	-1.61	-0.98	-1.35
A_01_P010486	||  || A_01_P010486 ||  || Homo sapiens dual specificity phosphatase 15 (DUSP15), transcript variant 3, mRNA. [NM_001012644] ||  ||  || 6277332	2.17	2.44	2.6	0.72	1.29	1.11	1.19	1.41	1.2
A_01_P014199	||  || A_01_P014199 ||  || Homo sapiens DKFZP434I092 protein (DKFZP434I092), mRNA [NM_015668] ||  ||  || 6268578	1.27	0.76	1.15	-0.53	-0.4	0.15	-0.57	-0.26	-0.7
A_01_P015534	||  || A_01_P015534 ||  || Homo sapiens transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) (TCEB2), transcript variant 1, mRNA. [NM_007108] ||  ||  || 6270105	0.74	1.64	1.15	-1.01	-0.88	-0.69	-0.63	-0.14	-0.16
A_01_P007041	||  || A_01_P007041 ||  || Homo sapiens CASK interacting protein 2 (CASKIN2), mRNA. [NM_020753] ||  ||  || 6274341	0	0.32	0.07	-1.08	-0.9	-0.81	-1.13	-0.65	-0.95
A_01_P007774	||  || A_01_P007774 ||  || Homo sapiens protein 7 transactivated by hepatitis B virus X antigen (HBxAg) (XTP7), mRNA. [NM_138568] ||  ||  || 6270613	0.86	1.04	1.24	-0.23	0.24	-0.14	-0.24	0.09	-0.24
A_01_P010801	||  || A_01_P010801 ||  ||  ||  ||  || 6267429	1.47	1.08	0.78	-0.2	0	0.12	-0.38	-0.26	-0.17
A_01_P014188	||  || A_01_P014188 ||  || Homo sapiens cardiomyopathy associated 4 (CMYA4), mRNA [NM_173167] ||  ||  || 6275071	-1.17	-1.32	-2.07	-3.87	-2.91	-3.44	-4.28	-3.21	-3.87
A_01_P007792	||  || A_01_P007792 ||  || Homo sapiens proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated) (PLP1), transcript variant 1, mRNA [NM_000533] ||  ||  || 6282564	-0.06	-0.23	-0.71	-2.24	-1.56	-1.85	-1.57	-1.77	-2.36
A_01_P015636	||  || A_01_P015636 ||  || Homo sapiens zinc finger, CCHC domain containing 13 (ZCCHC13), mRNA. [NM_203303] ||  ||  || 6286578	2.71	3.08	3.06	1.44	1.51	2.13	1.61	1.84	1.71
A_01_P009974	||  || A_01_P009974 ||  || Homo sapiens hypothetical protein LOC286075 (LOC286075), mRNA. [NM_173831] ||  ||  || 6280831	1.93	1.23	1.92	-0.01	-0.43	-0.51	-0.07	0.64	-0.4
A_01_P000391	||  || A_01_P000391 ||  || Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 1, mRNA. [NM_005187] ||  ||  || 6279434	1.36	2.09	1.6	-0.49	-0.42	0.53	-0.06	0.12	0.21
A_01_P006684	||  || A_01_P006684 ||  || Homo sapiens cytochrome P450, family 2, subfamily D, polypeptide 6 (CYP2D6), mRNA [NM_000106] ||  ||  || 6284868	1.07	1.76	1.28	-0.49	0.04	0.07	-0.26	0.14	0.21
A_01_P003581	||  || A_01_P003581 ||  || Homo sapiens solute carrier family 6 (neurotransmitter transporter, GABA), member 13 (SLC6A13), mRNA. [NM_016615] ||  ||  || 6279411	1.28	1.79	1.56	-0.17	-0.05	0.36	0.19	0.38	0.55
A_01_P000211	||  || A_01_P000211 ||  || Homo sapiens proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen) (PRTN3), mRNA. [NM_002777] ||  ||  || 6286119	1.62	2.29	1.76	-0.36	-0.3	0.76	0.01	0.26	0.42
A_01_P009728	||  || A_01_P009728 ||  || Homo sapiens serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 13 (SERPINB13), mRNA [NM_012397] ||  ||  || 6291381	-0.47	-0.2	-0.53	-2.21	-1.34	-1.5	-2.1	-1.77	-1.93
A_01_P010152	||  || A_01_P010152 ||  || Homo sapiens interferon (alpha, beta and omega) receptor 2 (IFNAR2), transcript variant 1, mRNA [NM_207585] ||  ||  || 6277635	2.3	0.77	1.71	0.01	-0.27	-0.25	-0.39	-0.67	-0.88
A_01_P017300	||  || A_01_P017300 ||  ||  ||  ||  || 6290216	1.42	1.93	2.01	-0.1	0.34	0.42	0.54	-0.22	0.62
A_01_P007308	||  || A_01_P007308 ||  || Homo sapiens gap junction protein, beta 4 (connexin 30.3) (GJB4), mRNA. [NM_153212] ||  ||  || 6289127	1.77	1.71	1.5	0.7	0.51	0.93	0.72	0.68	0.88
A_01_P019779	||  || A_01_P019779 ||  || Homo sapiens suppressor of cytokine signaling 3 (SOCS3), mRNA [NM_003955] ||  ||  || 6282963	2.34	2.17	1.76	0.52	0.47	0.95	0.5	0.54	1.2
A_01_P020189	||  || A_01_P020189 ||  || Homo sapiens proprotein convertase subtilisin/kexin type 4 (PCSK4), mRNA [NM_017573] ||  ||  || 6270400	1.43	2.5	1.73	0.32	0.45	-0.57	0.19	0.2	0.17
A_01_P004870	||  || A_01_P004870 ||  || Homo sapiens neuropilin 2 (NRP2), transcript variant 6, mRNA. [NM_201264] ||  ||  || 6288640	1.1	0.42	0.85	-0.21	-0.44	-0.82	-0.37	-0.89	-0.78
A_01_P001149	||  || A_01_P001149 ||  || Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:(N-acetylneuraminyl)- galactosylglucosylceramide N-acetylgalactosaminyltransferase (GalNAc-T) (GALGT), mRNA. [NM_001478] ||  ||  || 6270876	1.19	1.58	1.04	0.26	0.18	0.08	-0.49	-0.02	0
A_01_P006952	||  || A_01_P006952 ||  || Homo sapiens keratin 2A (epidermal ichthyosis bullosa of Siemens) (KRT2A), mRNA [NM_000423] ||  ||  || 6293208	1.82	1.29	1.55	-0.21	-1.05	-1.2	-0.25	-0.85	0.42
A_01_P009499	||  || A_01_P009499 ||  || Homo sapiens hypothetical protein FLJ32965 (FLJ32965), mRNA [NM_182506] ||  ||  || 6287539	1.6	0.71	1.32	-0.26	-0.04	-0.52	-0.12	0.17	-0.29
A_01_P014255	||  || A_01_P014255 ||  || PREDICTED: Macaca mulatta similar to pleckstrin homology-like domain, family B, member 1 (LOC706336), mRNA [XR_011558] ||  ||  || 6275263	0.61	0.59	0.39	-0.46	-0.35	-0.58	-0.75	-0.15	-0.6
A_01_P006554	||  || A_01_P006554 ||  || Homo sapiens insulin-like growth factor binding protein, acid labile subunit (IGFALS), mRNA. [NM_004970] ||  ||  || 6270038	0.7	1.46	1.16	-0.89	-1.17	-0.18	-0.85	-0.12	-0.35
A_01_P012658	||  || A_01_P012658 ||  || ILLUMIGEN_MCQ_27820 Katze_MMBR Macaca mulatta cDNA clone IBIUW:7902 5 similar to Bases 11 to 650 highly similar to human DKFZp761D221 (Hs.213123), mRNA sequence [CN647126] ||  ||  || 6267531	1.38	-0.03	-0.02	-2.18	-0.9	-1.61	-2.09	-1.74	-1.94
A_01_P018320	||  || A_01_P018320 ||  || Homo sapiens potassium voltage-gated channel, Shaw-related subfamily, member 3 (KCNC3), mRNA [NM_004977] ||  ||  || 6292880	2.74	2.97	3.1	1.46	1.62	2.13	1.56	1.79	2.04
A_01_P018880	||  || A_01_P018880 ||  || Homo sapiens hypothetical protein MGC16279 (MGC16279), mRNA. [NM_032916] ||  ||  || 6293635	1.84	1.66	1.21	0.17	-0.27	0.45	-0.39	0.12	0.5
A_01_P010485	||  || A_01_P010485 ||  || Homo sapiens glycoprotein Ib (platelet), beta polypeptide (GP1BB), mRNA [NM_000407] ||  ||  || 6273245	0.47	0.71	0.41	-0.35	-0.69	-0.44	-0.35	-0.36	-0.17
A_01_P010066	||  || A_01_P010066 ||  || Homo sapiens POU domain, class 2, transcription factor 3 (POU2F3), mRNA. [NM_014352] ||  ||  || 6271642	1.43	2.2	1.8	0.56	0.4	0.51	0.45	0.72	0.94
A_01_P011080	||  || A_01_P011080 ||  || Homo sapiens KIAA1826 protein (KIAA1826), mRNA. [NM_032424] ||  ||  || 6293351	2.94	3.35	3.34	1.79	1.67	2.35	1.96	2.08	2.29
A_01_P011406	||  || A_01_P011406 ||  || Homo sapiens zinc and ring finger 4 (ZNRF4), mRNA [NM_181710] ||  ||  || 6279699	1.92	2.12	1.81	1.12	0.63	1.01	1.11	0.99	1.12
A_01_P010394	||  || A_01_P010394 ||  || Homo sapiens myosin binding protein H, mRNA (cDNA clone MGC:50684 IMAGE:6176021), complete cds [BC044226] ||  ||  || 6279178	0.98	1.93	1.41	-0.23	-0.17	-0.25	-0.07	0.29	0.41
A_01_P012207	||  || A_01_P012207 ||  || PREDICTED: Macaca mulatta similar to cyclic nucleotide gated channel alpha 1 (LOC704891), mRNA [XR_012806] ||  ||  || 6283006	0.77	1.14	1.12	-0.6	-0.86	-0.03	-0.64	-0.06	-0.05
A_01_P011630	||  || A_01_P011630 ||  || Homo sapiens developmentally regulated GTP binding protein 2 (DRG2), mRNA. [NM_001388] ||  ||  || 6279329	0.82	0.94	1.08	-0.53	0.02	-0.27	0.02	-0.74	-0.09
A_01_P005086	||  || A_01_P005086 ||  || Homo sapiens late cornified envelope 4A (LCE4A), mRNA. [NM_178356] ||  ||  || 6285920	1.7	1.41	1.35	0.04	0.59	0.56	0.49	0.6	0.53
A_01_P004530	||  || A_01_P004530 ||  || Homo sapiens pro-melanin-concentrating hormone-like 1 (PMCHL1), mRNA. [NM_031887] ||  ||  || 6282786	2.46	2.76	2.81	1.27	1.05	1.69	1.53	1.78	1.69
A_01_P010200	||  || A_01_P010200 ||  || Homo sapiens similar to hypothetical protein FLJ13841 (LOC146325), mRNA. [NM_145270] ||  ||  || 6289518	2.48	2.84	2.96	1.25	1.29	1.82	1.41	1.47	1.96
A_01_P004608	||  || A_01_P004608 ||  || Homo sapiens hypothetical protein FLJ20422 (FLJ20422), mRNA. [NM_017814] ||  ||  || 6289927	0.79	1.22	0.73	-0.11	0.04	0.1	0.09	0.08	-0.12
A_01_P016884	||  || A_01_P016884 ||  || Homo sapiens Down syndrome critical region gene 10 (DSCR10), mRNA. [NM_148676] ||  ||  || 6284652	1.29	2.21	1.73	-0.27	-0.08	0.67	-0.22	0.38	0.4
A_01_P019635	||  || A_01_P019635 ||  || PREDICTED: Homo sapiens Indian hedgehog homolog (Drosophila) (IHH), mRNA [XM_050846] ||  ||  || 6290132	0.46	0.6	0.76	-1.35	-1.28	-0.79	-0.41	-0.77	-0.39
A_01_P005273	||  || A_01_P005273 ||  || Homo sapiens general transcription factor IIIC, polypeptide 1, alpha 220kDa (GTF3C1), mRNA [NM_001520] ||  ||  || 6275358	0.4	1.1	0.64	-0.28	-0.38	-0.41	-0.13	-0.57	-0.34
A_01_P016323	||  || A_01_P016323 ||  || Homo sapiens troponin I, cardiac (TNNI3), mRNA. [NM_000363] ||  ||  || 6292915	1.09	1.73	1.33	-0.17	0	0.57	0.08	0.11	0.36
A_01_P015236	||  || A_01_P015236 ||  || Homo sapiens coronin, actin binding protein 6 (FLJ14871), mRNA [NM_032854] ||  ||  || 6271245	0.38	0.01	-0.51	-2.26	-2.89	-1.46	-1.9	-1.58	-1.55
A_01_P013952	||  || A_01_P013952 ||  || PREDICTED: Macaca mulatta similar to basic helix-loop-helix domain containing, class B, 4 (LOC719866), mRNA [XR_014301] ||  ||  || 6275929	1.58	1.93	1.69	0.24	0.22	0.85	0.52	0.54	0.94
A_01_P016330	||  || A_01_P016330 ||  ||  ||  ||  || 6274594	1.8	1.68	1.69	0.8	0.62	1.12	0.91	0.51	0.72
A_01_P011999	||  || A_01_P011999 ||  || Homo sapiens monogenic, audiogenic seizure susceptibility 1 homolog (mouse) (MASS1), mRNA [NM_032119] ||  ||  || 6268537	-0.4	-0.51	-0.39	-1.88	-1.28	-1.58	-2.22	-1.82	-1.37
A_01_P008803	||  || A_01_P008803 ||  || Homo sapiens hypothetical protein FLJ25421 (FLJ25421), mRNA. [NM_152512] ||  ||  || 6276645	2.08	0.98	0.98	0	0	-0.28	0	-0.37	0
A_01_P012957	||  || A_01_P012957 ||  || Homo sapiens shank-interacting protein-like 1 (Sharpin), mRNA. [NM_030974] ||  ||  || 6289757	0.31	0.95	0.8	-0.78	-1.03	-0.47	-0.8	-0.24	-0.35
A_01_P011110	||  || A_01_P011110 ||  || Homo sapiens zinc finger protein 649 (ZNF649), mRNA. [NM_023074] ||  ||  || 6280812	0.2	0.3	0.55	-1.17	-0.39	-0.8	-0.99	-0.6	-0.71
A_01_P018370	||  || A_01_P018370 ||  || Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (GNAI2), mRNA. [NM_002070] ||  ||  || 6273733	1.16	1.12	1.2	0.34	0.2	0.28	0.34	0.46	0.64
A_01_P012137	||  || A_01_P012137 ||  || Homo sapiens likely homolog of yeast SEN54 (SEN54L), mRNA [NM_207346] ||  ||  || 6291082	0.44	0.62	0.58	-0.36	-0.46	-0.21	-0.3	-0.08	-0.09
A_01_P010861	||  || A_01_P010861 ||  || Homo sapiens solute carrier family 34 (sodium phosphate), member 1 (SLC34A1), mRNA [NM_003052] ||  ||  || 6278500	2	2.27	2.39	0.9	0.68	1.47	0.28	0.74	0.97
A_01_P006597	||  || A_01_P006597 ||  || Homo sapiens corticotropin releasing hormone receptor 2 (CRHR2), mRNA. [NM_001883] ||  ||  || 6276940	1.34	1.52	1.49	0.21	0.27	0.36	0.31	0.77	0.74
A_01_P002041	||  || A_01_P002041 ||  || Homo sapiens G protein-coupled receptor 78 (GPR78), mRNA [NM_080819] ||  ||  || 6272288	0.55	1.11	0.98	-0.56	-0.56	-0.17	-0.62	0.01	-0.06
A_01_P017179	||  || A_01_P017179 ||  || PREDICTED: Macaca mulatta oxysterol-binding protein-like protein 7 (OSBPL7), mRNA [XR_009754] ||  ||  || 6280178	0.9	1.15	1.06	-0.08	0.4	-0.09	-0.04	0.02	0.32
A_01_P005616	||  || A_01_P005616 ||  || PREDICTED: Homo sapiens olfactory receptor, family 1, subfamily S, member 2 (OR1S2), mRNA [XM_166916] ||  ||  || 6291064	1.32	0.84	1.22	0	0	-0.17	0.51	0	0
A_01_P002085	||  || A_01_P002085 ||  || Homo sapiens activin A receptor, type IB (ACVR1B), transcript variant 1, mRNA. [NM_004302] ||  ||  || 6278190	0.97	0.73	0.75	-1.95	-1.46	-0.58	-0.17	-1.47	-1.14
A_01_P000155	||  || A_01_P000155 ||  || Homo sapiens chromosome 1 open reading frame 24 (C1orf24), mRNA [NM_022083] ||  ||  || 6279861	0.08	-0.95	-0.71	-2.83	-1.71	-2.01	-1.89	-2.24	-2.58
A_01_P019170	||  || A_01_P019170 ||  || Homo sapiens peroxisomal proliferator-activated receptor A interacting complex 285 (PRIC285), mRNA [NM_033405] ||  ||  || 6284201	1.55	1.63	1.76	0.7	0.39	0.91	0.72	0.71	0.98
A_01_P004192	||  || A_01_P004192 ||  || Homo sapiens chromosome 20 open reading frame 7 (C20orf7), transcript variant 2, mRNA [NM_199052] ||  ||  || 6272621	1.39	1.84	1.39	-0.31	0.34	0.31	-0.57	0.17	0.52
A_01_P003894	||  || A_01_P003894 ||  || Homo sapiens olfactory receptor, family 2, subfamily T, member 11 (OR2T11), mRNA. [NM_001001964] ||  ||  || 6288473	1.53	0.66	1.19	0	0	-0.1	0.25	-0.24	0
A_01_P013712	||  || A_01_P013712 ||  || Homo sapiens anaphase promoting complex subunit 2 (ANAPC2), mRNA. [NM_013366] ||  ||  || 6281958	1.43	1.55	1.7	0.47	0.5	0.89	0.66	0.76	0.88
A_01_P006851	||  || A_01_P006851 ||  || Homo sapiens Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 7, mRNA [NM_133334] ||  ||  || 6269000	-0.73	-0.73	-0.21	-2.32	-1.42	-1.52	-2.05	-1.84	-2.09
A_01_P001113	||  || A_01_P001113 ||  || Homo sapiens thyroid hormone responsive (SPOT14 homolog, rat) (THRSP), mRNA. [NM_003251] ||  ||  || 6292583	-1.11	-1.75	-1.83	-3.82	-2.55	-2.78	-3.73	-3.29	-3.54
A_01_P016093	||  || A_01_P016093 ||  || Homo sapiens hypothetical protein DKFZp434H0115 (DKFZP434H0115), mRNA. [NM_031421] ||  ||  || 6284587	0.84	-0.49	0.06	-1.95	-1.21	-1.13	-2.03	-1.61	-1.41
A_01_P007828	||  || A_01_P007828 ||  ||  ||  ||  || 6284837	1	0.94	0.82	-0.23	-0.84	-0.56	0.01	-0.23	0.09
A_01_P004994	||  || A_01_P004994 ||  || Homo sapiens speckle-type POZ protein (SPOP), transcript variant 1, mRNA. [NM_001007226] ||  ||  || 6281065	1.46	1.53	1.62	0.22	0.2	0.64	0.38	0.74	0.84
A_01_P002031	||  || A_01_P002031 ||  || Homo sapiens signal-induced proliferation-associated gene 1 (SIPA1), transcript variant 2, mRNA. [NM_006747] ||  ||  || 6290895	1.03	1.4	1.24	0.43	0.3	0.47	0.6	0.39	0.56
A_01_P013509	||  || A_01_P013509 ||  || Homo sapiens amiloride binding protein 1 (amine oxidase (copper-containing)) (ABP1), mRNA. [NM_001091] ||  ||  || 6279630	2.15	2.11	2.34	0.12	0.68	0.67	0.62	1.23	1.33
A_01_P006482	||  || A_01_P006482 ||  || Homo sapiens tachykinin receptor 2 (TACR2), mRNA. [NM_001057] ||  ||  || 6277004	-0.45	0.46	-0.33	-2.42	-1.29	-1.72	-1.9	-1.21	-2.02
A_01_P018449	||  || A_01_P018449 ||  || Homo sapiens dipeptidylpeptidase 9 (DPP9), mRNA. [NM_139159] ||  ||  || 6285627	1.97	2.28	2.23	0.76	0.39	1.3	0.76	1.29	1.05
A_01_P014024	||  || A_01_P014024 ||  || Homo sapiens myosin, light polypeptide 4, alkali; atrial, embryonic (MYL4), transcript variant 1, mRNA. [NM_001002841] ||  ||  || 6290529	1.9	1.43	1.28	0.14	0.5	0.71	0.3	0.55	0.63
A_01_P009892	||  || A_01_P009892 ||  || Homo sapiens basophilic leukemia expressed protein BLES03 (Bles03), mRNA [NM_031450] ||  ||  || 6276066	1.38	1.72	1.74	0.19	0.37	0.71	0.29	0.9	0.69
A_01_P015038	||  || A_01_P015038 ||  || Homo sapiens hypothetical protein MGC41945 (MGC41945), mRNA [NM_203299] ||  ||  || 6279316	1.68	1.06	1.17	0	0	0.66	0.03	-0.2	-0.24
A_01_P017965	||  || A_01_P017965 ||  || Homo sapiens hypothetical protein FLJ25414 (FLJ25414), mRNA [NM_152343] ||  ||  || 6288560	1.66	1.79	1.72	-0.67	0.63	0.58	0.5	-0.21	0.13
A_01_P019480	||  || A_01_P019480 ||  || PREDICTED: Macaca mulatta similar to Beta crystallin B2 (BP) (LOC716679), mRNA [XR_013453] ||  ||  || 6269021	1.41	1.46	1.65	0.54	0.6	0.62	0.62	1	0.78
A_01_P005201	||  || A_01_P005201 ||  || PREDICTED: Homo sapiens hypothetical protein FLJ10357 (FLJ10357), mRNA [XM_370737] ||  ||  || 6285945	1.62	0.98	0.68	-0.68	-0.82	0.25	-0.81	-0.22	-0.95
A_01_P012867	||  || A_01_P012867 ||  || Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 3, mRNA. [NM_173158] ||  ||  || 6275139	1.27	1.49	1.6	0.18	0.14	0.51	0.5	0.58	0.8
A_01_P002981	||  || A_01_P002981 ||  || Homo sapiens hypothetical protein LOC134548 (LOC134548), mRNA [NM_175873] ||  ||  || 6285775	2.19	1.87	2.12	0.85	0.29	1.17	0.78	0.4	1.21
A_01_P003652	||  || A_01_P003652 ||  || Homo sapiens hemopexin (HPX), mRNA. [NM_000613] ||  ||  || 6286129	2.19	2.25	2.22	1	1.33	1.67	1.13	1.38	1.36
A_01_P003864	||  || A_01_P003864 ||  || Homo sapiens tubulin tyrosine ligase-like family, member 3 (TTLL3), mRNA [NM_015644] ||  ||  || 6277999	0.29	0.74	0.25	-1.06	-0.74	-0.64	-0.79	-0.53	-0.27
A_01_P019660	||  || A_01_P019660 ||  || Homo sapiens hypothetical protein LOC283377 (LOC283377), mRNA. [NM_207344] ||  ||  || 6293958	1.38	1.49	1.27	0.55	0.62	0.15	0.5	-0.01	0.55
A_01_P009302	||  || A_01_P009302 ||  || Homo sapiens PHD finger protein 17 (PHF17), transcript variant S, mRNA. [NM_024900] ||  ||  || 6285511	-0.04	0.79	0.41	-0.8	-0.49	-0.71	-0.66	-0.66	-1.07
A_01_P016983	||  || A_01_P016983 ||  || Homo sapiens hypothetical protein FLJ25371 (FLJ25371), mRNA [NM_152543] ||  ||  || 6280497	1.39	0.55	1.2	0	0	-0.26	0.05	0.09	0
A_01_P014084	||  || A_01_P014084 ||  || Homo sapiens S100 calcium binding protein A5 (S100A5), mRNA [NM_002962] ||  ||  || 6289521	1.78	2.45	2.05	0.78	-0.01	0.95	0.69	-0.18	0.89
A_01_P005985	||  || A_01_P005985 ||  || Homo sapiens NOD3 protein (NOD3), mRNA [NM_178844] ||  ||  || 6289750	0.89	0.62	0.78	0	0	-0.4	-0.64	-0.06	-0.4
A_01_P019196	||  || A_01_P019196 ||  || Homo sapiens zinc finger, matrin type 4 (ZMAT4), mRNA. [NM_024645] ||  ||  || 6276181	1.38	1.61	0.95	-0.62	-0.11	-0.73	-0.45	-0.83	0.62
A_01_P016044	||  || A_01_P016044 ||  || Homo sapiens olfactory receptor, family 2, subfamily H, member 1 (OR2H1), mRNA [NM_030883] ||  ||  || 6279289	1.9	2.39	2.08	0.13	-0.25	0.97	0.73	0.89	0.93
A_01_P014539	||  || A_01_P014539 ||  || Homo sapiens APG9 autophagy 9-like 1 (S. cerevisiae) (APG9L1), mRNA. [NM_024085] ||  ||  || 6273615	0.84	0.51	0.6	-0.2	-0.25	-0.23	0.16	-0.16	-0.21
A_01_P015934	||  || A_01_P015934 ||  || Homo sapiens chromosome 10 open reading frame 116 (C10orf116), mRNA. [NM_006829] ||  ||  || 6286547	0.45	1.05	1.3	-0.61	-0.21	-0.71	-0.3	0.14	-0.55
A_01_P017165	||  || A_01_P017165 ||  || Homo sapiens apoptosis antagonizing transcription factor (AATF), mRNA. [NM_012138] ||  ||  || 6293488	1.78	2.14	2.13	0.85	0.53	1.05	0.62	1.03	1.36
A_01_P018516	||  || A_01_P018516 ||  || Homo sapiens cyclin-dependent kinase 5, regulatory subunit 2 (p39) (CDK5R2), mRNA. [NM_003936] ||  ||  || 6272814	1.17	1.45	1.18	0.18	0.07	0.42	0.25	0.74	0.31
