Gene	EntrezID	N_TPM	F_TPM	R_TPM
Slc12a6	107723	5.44	2.97	3.39
Jmjd2b	193796	5.44	3.92	6.27
Pion	212167	5.44	2.68	5.14
Rbm27	225432	5.44	5.84	6.79
Zbtb41	226470	5.44	3.92	6.17
Alkbh2	231642	5.44	5.64	8.02
Mios	252875	5.44	4.97	2.37
9630025I21Rik	408067	5.44	2.49	2.26
Acd	497652	5.44	5.93	4.32
OTTMUSG00000009332	100039968	5.44	5.55	5.45
Dynlt3	67117	5.44	7.46	13.27
Ptp4a1	19243	5.44	16.26	16.25
D630039A03Rik	242484	5.35	1.43	2.06
LOC100048057	100048057	5.35	1.43	2.26
Cmpk2	22169	5.35	3.73	1.54
Akr1b3	11677	5.35	3.25	5.25
Ctcf	13018	5.35	8.13	5.76
Etv6	14011	5.35	3.54	4.94
Hivep2	15273	5.35	4.02	3.5
Kin	16588	5.35	6.7	7.82
Grpel1	17713	5.35	4.69	2.37
Hspa4l	18415	5.35	5.26	6.48
Pdgfra	18595	5.35	5.84	4.11
Ring1	19763	5.35	4.02	2.47
Trip6	22051	5.35	4.02	7.82
Zscan21	22697	5.35	3.35	5.04
Stam2	56324	5.35	3.54	2.37
Zmynd11	66505	5.35	3.44	7.71
2310079N02Rik	66566	5.35	4.3	4.22
Nde1	67203	5.35	6.51	5.76
Parp6	67287	5.35	5.36	7.3
1810055E12Rik	67894	5.35	3.44	6.69
Ddx59	67997	5.35	4.78	3.7
ORF19	68767	5.35	7.94	2.88
Stx18	71116	5.35	6.6	8.64
Chchd4	72170	5.35	5.45	7.82
Tbkbp1	73174	5.35	6.12	6.27
Xpot	73192	5.35	5.64	5.25
Bcl2l12	75736	5.35	2.49	3.91
Narg2	93697	5.35	5.64	4.63
Depdc6	97998	5.35	7.75	5.45
Zc3h7a	106205	5.35	2.49	8.74
Cse1l	110750	5.35	5.17	9.15
Dot1l	208266	5.35	3.54	3.29
BC002199	211556	5.35	5.07	8.54
Sfrs8	231769	5.35	8.71	9.77
Txnl4b	234723	5.35	6.12	3.91
OTTMUSG00000017836	667013	5.35	5.93	4.53
Vkorc1l1	69568	5.35	7.65	14.19
Tbc1d9b	76795	5.35	5.93	9.98
Nup155	170762	5.35	6.12	10.49
Aim1	11630	5.35	11.96	7.1
Orm3	18407	5.35	11.48	5.35
Galnt2	108148	5.35	10.52	5.97
Scara5	71145	5.25	1.15	0.93
Gpr125	70693	5.25	1.63	7.92
Umps	22247	5.25	2.1	13.37
Wdr6	83669	5.25	0.67	10.39
Ccng1	12450	5.25	3.06	2.37
Cd151	12476	5.25	4.69	6.27
Dapk3	13144	5.25	2.58	6.27
Gls	14660	5.25	6.12	6.48
Ly96	17087	5.25	3.83	4.63
Sik1	17691	5.25	6.89	6.69
Nf1	18015	5.25	4.02	5.25
Pik3r2	18709	5.25	2.68	3.7
Sp100	20684	5.25	3.06	3.09
Stat2	20847	5.25	4.21	6.17
Med22	20933	5.25	4.69	8.95
Arhgef7	54126	5.25	5.64	5.86
Gpr97	54672	5.25	3.92	3.29
Th1l	57314	5.25	5.45	7.2
Chchd5	66170	5.25	4.88	6.27
2610002J02Rik	67513	5.25	4.69	5.86
Ift172	67661	5.25	5.64	5.14
Mki67ip	67949	5.25	4.78	7.51
Acot7	70025	5.25	3.92	8.64
Arhgap21	71435	5.25	2.58	6.17
5730601F06Rik	77519	5.25	4.02	5.76
Pomt1	99011	5.25	3.35	9.36
Ric8	101489	5.25	5.26	7.1
Braf	109880	5.25	4.59	2.88
Itpka	228550	5.25	4.3	6.89
Tesk2	230661	5.25	3.54	5.97
Kctd15	233107	5.25	8.9	6.69
Whsc1l1	234135	5.25	3.16	3.39
Phf17	269424	5.25	7.08	9.26
Pigk	329777	5.25	4.59	5.35
Ube2u	381534	5.25	3.16	5.14
I830012O16Rik	667370	5.25	7.56	2.16
Mfap1b	100034361	5.25	4.21	5.97
Fibp	58249	5.25	7.65	11.01
Dusp16	70686	5.25	6.31	11.01
Cpsf4l	52670	5.25	13.01	3.29
BC064078	408064	5.15	0.57	1.95
Chek2	50883	5.15	0.77	6.58
Cyp2r1	244209	5.15	1.72	6.27
Hspb6	243912	5.15	2.87	1.65
Gbas	14467	5.15	4.02	7.82
Gng10	14700	5.15	2.2	4.73
Igfbp3	16009	5.15	6.12	2.88
Pea15a	18611	5.15	2.1	5.76
Sf3a2	20222	5.15	6.98	6.58
Eftud2	20624	5.15	5.93	6.58
Tfpi	21788	5.15	4.4	6.69
Vcam1	22329	5.15	9.18	4.42
Zfp62	22720	5.15	4.3	4.83
Gtf2h2	23894	5.15	3.16	4.63
Tcerg1	56070	5.15	3.54	5.66
Trappc5	66682	5.15	5.55	4.73
1810009N02Rik	69099	5.15	3.54	6.79
Snx4	69150	5.15	4.4	7.1
Tfpt	69714	5.15	8.8	7.71
Ercc8	71991	5.15	4.02	5.35
Prdm4	72843	5.15	2.87	4.42
Nphp3	74025	5.15	3.83	5.55
Ocel1	77090	5.15	7.75	6.69
Acap2	78618	5.15	5.07	8.13
Nckipsd	80987	5.15	2.87	4.22
Dqx1	93838	5.15	7.08	2.67
2700078K21Rik	101513	5.15	4.59	4.53
Dock9	105445	5.15	3.35	2.98
Ocrl	107544	5.15	3.73	2.47
Ly6a	110454	5.15	2.2	3.29
Il17rc	171095	5.15	5.26	8.23
Tnrc6b	213988	5.15	3.44	4.42
Fam117a	215512	5.15	2.49	5.14
Snx13	217463	5.15	5.74	4.32
Etf1	225363	5.15	7.17	9.15
Madd	228355	5.15	2.87	5.04
D930015E06Rik	229473	5.15	3.25	8.43
Dnajc11	230935	5.15	4.97	8.64
Ddx26b	236790	5.15	7.08	5.14
Zkscan17	268417	5.15	6.03	3.81
Btbd6	399566	5.15	6.51	4.11
EG665296	665296	5.15	7.56	4.83
LOC100041254	100041254	5.15	3.83	4.73
Copg	54161	5.15	4.3	9.98
Arhgef5	54324	5.15	7.65	12.65
Pla2g12a	66350	5.15	19.32	4.32
AI931714	102182	5.06	1.72	1.65
Tgfb1	21803	5.06	1.91	3.6
Gabpa	14390	5.06	2.97	1.03
Clock	12753	5.06	5.93	3.7
Cobl	12808	5.06	3.54	5.55
Efnb1	13641	5.06	3.83	2.78
Gstm5	14866	5.06	2.87	8.85
Hif1a	15251	5.06	5.45	6.89
Rxrb	20182	5.06	7.08	5.04
S100a6	20200	5.06	3.54	7.71
Abca7	27403	5.06	2.39	2.98
Ubfd1	28018	5.06	8.23	5.86
Gosr1	53334	5.06	8.61	4.83
Zfp191	59057	5.06	2.77	5.55
Gpatch4	66614	5.06	7.08	4.22
Actr6	67019	5.06	2.97	4.73
Txndc10	67988	5.06	2.01	2.37
Ifitm1	68713	5.06	4.3	3.39
Sf4	70616	5.06	6.7	4.22
4933431K14Rik	71295	5.06	4.97	2.98
Mxra8	74761	5.06	6.31	4.63
Srbd1	78586	5.06	4.3	5.25
Pfdn4	109054	5.06	4.4	5.04
Fam175b	109359	5.06	2.77	5.76
Clp1	192231	5.06	3.25	4.11
Tbl3	213773	5.06	2.68	3.39
Sfrs7	225027	5.06	3.73	5.45
Phospho1	237928	5.06	5.84	3.6
C330011K17Rik	238692	5.06	4.88	6.38
Ythdc2	240255	5.06	2.87	2.78
Slc17a4	319848	5.06	2.01	8.74
Morn2	378462	5.06	5.64	5.55
EG434148	434148	5.06	8.13	5.45
Uchl5	56207	5.06	6.31	13.37
1810009O10Rik	69109	5.06	4.97	10.18
2610036D13Rik	75425	5.06	4.69	10.59
Ldb1	16825	5.06	9.95	6.48
AI413782	104799	5.06	10.43	4.63
LOC100048123	100048123	4.96	1.82	5.25
Peo1	226153	4.96	2.77	0.82
Acta2	11475	4.96	2.87	6.27
Bcl2l2	12050	4.96	5.17	7.61
Dmbt1	12945	4.96	3.83	3.6
Fzd6	14368	4.96	2.77	3.09
Gpx3	14778	4.96	7.37	3.29
Mycl1	16918	4.96	5.26	2.26
Nrp2	18187	4.96	4.4	3.91
Skil	20482	4.96	3.06	1.95
Nub1	53312	4.96	6.12	4.63
Nup210	54563	4.96	3.54	5.45
Ncoa6	56406	4.96	4.4	8.02
Tmub1	64295	4.96	3.64	5.25
Tbc1d10b	68449	4.96	2.58	5.55
Dnase1l1	69537	4.96	3.54	5.14
2010007H12Rik	69871	4.96	2.58	8.64
Aven	74268	4.96	4.59	8.23
Smurf1	75788	4.96	3.54	2.78
Txndc4	76299	4.96	4.3	4.32
Tmem50b	77975	4.96	3.54	3.39
Tyw1	100929	4.96	4.78	6.48
Grwd1	101612	4.96	8.04	6.99
Ankrd10	102334	4.96	3.44	2.98
Dennd4a	102442	4.96	2.97	5.66
Cdc42ep2	104252	4.96	2.2	2.88
Pcnxl3	104401	4.96	3.73	5.76
Pi4kb	107650	4.96	5.36	4.94
Slc35b3	108652	4.96	5.07	6.69
Klhl25	207952	4.96	5.17	5.14
Dip2c	208440	4.96	4.21	5.76
Gpkow	209416	4.96	4.59	5.66
Sertad4	214791	4.96	2.01	4.01
Heatr1	217995	4.96	6.51	5.55
Cep120	225523	4.96	4.97	3.5
Slc16a12	240638	4.96	4.02	7.92
Lsm12	268490	4.96	6.89	5.86
Inpp4a	269180	4.96	4.88	7.51
Luzp1	269593	4.96	2.1	7.1
Ptk2	14083	4.96	4.59	9.98
Man2b2	17160	4.96	5.36	9.67
Smarcb1	20587	4.96	7.08	10.39
Mapksp1	56692	4.96	8.9	13.37
Mvp	78388	4.96	3.64	12.75
Slc35c1	228368	4.96	5.93	11.73
Aktip	14339	4.87	1.63	5.45
Mrps22	64655	4.87	1.43	8.13
Tomm34	67145	4.87	0.96	5.14
Phldb3	232970	4.87	1.82	4.11
Fhod1	234686	4.87	1.82	3.7
Bcl2l1	12048	4.87	4.78	7.71
Dctn1	13191	4.87	4.69	4.01
	13822	4.87	2.01	2.98
Epc1	13831	4.87	2.39	5.86
Usp15	14479	4.87	6.22	7.3
Lamb2	16779	4.87	4.59	4.83
Zfp326	54367	4.87	5.45	4.94
Cdkal1	68916	4.87	2.87	4.63
Rnf168	70238	4.87	4.3	4.11
Oraov1	72284	4.87	4.5	7.51
Hsdl1	72552	4.87	4.69	3.6
Avl9	78937	4.87	3.92	2.78
Acox3	80911	4.87	2.2	6.07
Nucks1	98415	4.87	4.59	5.86
Topors	106021	4.87	4.5	7.71
Jmjd6	107817	4.87	6.79	5.14
Dyrk2	108118	4.87	3.35	2.37
Ampd2	109674	4.87	3.35	9.15
Hook2	170833	4.87	2.58	8.33
Inpp5a	212111	4.87	3.16	4.53
Arrdc1	215705	4.87	2.39	4.53
Wdr41	218460	4.87	3.06	4.53
Ttc5	219022	4.87	4.3	3.6
Golgb1	224139	4.87	6.79	6.07
Lzts2	226154	4.87	3.44	7.51
R3hdm1	226412	4.87	4.11	4.73
Coq3	230027	4.87	5.93	1.95
Prkcz2	404705	4.87	7.08	1.85
Zcchc17	619605	4.87	5.55	5.86
EG626571	626571	4.87	5.36	3.6
OTTMUSG00000012008	664938	4.87	3.06	3.29
LOC100047539	100047539	4.87	4.21	3.91
Wfs1	22393	4.87	2.3	9.57
Nudt5	53893	4.87	5.07	12.55
Helb	117599	4.87	7.08	10.8
Fkrp	243853	4.87	5.07	9.36
Pus10	74467	4.87	9.95	3.19
4931414P19Rik	74359	4.77	1.82	1.54
Nid2	18074	4.77	0.38	4.73
Tiam2	24001	4.77	1.34	8.13
Rnf186	66825	4.77	1.05	4.42
Zfp748	212276	4.77	0.96	2.47
Cbx5	12419	4.77	2.97	5.14
Gba	14466	4.77	7.17	7.2
Lrp5	16973	4.77	2.87	3.6
Smad6	17130	4.77	1.91	5.97
Mut	17850	4.77	7.75	4.63
Ogg1	18294	4.77	3.64	5.76
Lilrb3	18733	4.77	3.64	3.19
Pkm2	18746	4.77	2.58	7.3
Rab20	19332	4.77	2.58	4.42
Smarca4	20586	4.77	2.87	3.91
Tbrg4	21379	4.77	5.93	5.86
Tcf21	21412	4.77	4.11	5.35
Rabgap1l	29809	4.77	3.44	5.04
C1r	50909	4.77	4.3	6.27
Rabep1	54189	4.77	2.1	3.5
Gigyf1	57330	4.77	5.84	6.07
Eefsec	65967	4.77	3.25	6.58
Fbxo36	66153	4.77	4.5	4.22
4921524J17Rik	66714	4.77	3.44	7.3
Kctd20	66989	4.77	7.56	8.33
Plxnd1	67784	4.77	4.59	6.27
Ptcd1	71799	4.77	4.5	3.81
Zbtb43	71834	4.77	3.06	4.32
Dnajc25	72429	4.77	7.17	3.6
Dpp8	74388	4.77	5.74	4.73
Yipf2	74766	4.77	2.39	7.1
Ganc	76051	4.77	5.45	2.88
Arfip2	76932	4.77	4.78	6.38
Sbf1	77980	4.77	6.98	8.95
Cwc22	80744	4.77	4.21	7.1
Glce	93683	4.77	3.64	3.81
Snx25	102141	4.77	4.69	6.89
6720401G13Rik	103012	4.77	2.97	5.66
Fam73b	108958	4.77	4.4	5.25
Fnbp1l	214459	4.77	3.25	5.45
2700050L05Rik	214764	4.77	2.3	3.81
Lrrc45	217366	4.77	2.87	5.45
Pet112l	229487	4.77	2.87	6.07
Amn1	232566	4.77	4.5	6.58
B9d2	232987	4.77	5.45	5.35
B230380D07Rik	235461	4.77	3.92	3.6
Zfp335	329559	4.77	4.02	4.22
Taok3	330177	4.77	5.93	2.78
Plekhm1	353047	4.77	2.97	5.66
EG668750	668750	4.77	3.73	3.39
LOC100048642	100048642	4.77	7.56	6.99
OTTMUSG00000004569	100039958	4.77	4.4	9.77
LOC100047937	100047937	4.77	10.52	4.53
Serf1	20365	4.68	1.72	5.25
Ppp1r15b	108954	4.68	1.43	3.91
G430022H21Rik	210529	4.68	1.53	1.85
Wdr18	216156	4.68	1.72	4.63
Hif1an	319594	4.68	1.72	4.11
Pnpla3	116939	4.68	0.19	18.62
Rfx4	71137	4.68	3.64	1.65
BC017647	216971	4.68	4.02	1.54
Wdr40b	245404	4.68	2.58	1.54
Cd47	16423	4.68	6.12	2.67
Nsf	18195	4.68	3.92	3.19
Rpa2	19891	4.68	1.82	5.76
Slc9a1	20544	4.68	3.64	4.42
Vamp3	22319	4.68	4.21	6.89
Zfp346	26919	4.68	3.64	5.45
Odf2l	52184	4.68	4.11	1.95
Ankzf1	52231	4.68	7.65	5.04
Gtf3a	66596	4.68	3.35	5.55
Ctnnbl1	66642	4.68	3.73	4.32
1200016B10Rik	66875	4.68	2.39	2.16
Riok3	66878	4.68	4.5	2.47
Ppp6c	67857	4.68	4.78	7.92
Slc39a13	68427	4.68	8.32	7.82
Alkbh4	72041	4.68	3.16	6.58
Fam76b	72826	4.68	4.78	4.73
2210039B01Rik	73644	4.68	3.25	4.32
Tmem38a	74166	4.68	7.56	7.2
Rpgrip1	77945	4.68	2.58	4.94
Rrp12	107094	4.68	4.02	2.47
Brms1	107392	4.68	4.11	3.81
Rap2a	109927	4.68	2.3	7.1
Egln3	112407	4.68	2.87	3.5
Tlr3	142980	4.68	3.06	4.01
Dhx29	218629	4.68	2.77	5.04
Mtmr6	219135	4.68	4.69	3.91
Zfp236	329002	4.68	3.16	5.97
LOC669888	669888	4.68	3.44	2.78
LOC100046488	100046488	4.68	2.68	3.19
LOC100047509	100047509	4.68	6.51	7.82
Ktn1	16709	4.68	11.38	6.38
Omd	27047	4.68	11.58	7.3
Cep350	74081	4.68	9.28	9.46
Zfp101	22643	4.58	1.43	2.06
Atad2	70472	4.58	1.63	4.94
Mapk15	332110	4.58	1.15	4.32
Cd79b	15985	4.58	3.73	2.47
Itga4	16401	4.58	1.82	2.47
Itgb2	16414	4.58	3.83	1.95
Mgp	17313	4.58	3.44	2.98
Nf2	18016	4.58	3.64	4.01
Rbmx	19655	4.58	7.37	4.42
Ruvbl2	20174	4.58	3.64	5.86
Tcfe2a	21423	4.58	4.59	3.91
Gyg	27357	4.58	3.06	7.1
Gkap1	56278	4.58	4.02	5.86
Rassf1	56289	4.58	2.77	2.37
Nxt1	56488	4.58	3.35	4.63
Pex3	56535	4.58	7.65	5.25
Tbc1d7	67046	4.58	4.11	5.66
Polr3g	67486	4.58	2.97	6.58
Sumf2	67902	4.58	4.97	8.02
Leprotl1	68192	4.58	3.06	3.39
Elac2	68626	4.58	6.89	5.04
Alkbh3	69113	4.58	5.55	7.3
Fastkd3	69577	4.58	3.35	5.97
Zswim7	69747	4.58	8.32	5.25
Gcc2	70297	4.58	4.78	5.66
Ifih1	71586	4.58	3.16	4.11
Slc17a7	72961	4.58	3.25	8.64
Atg16l1	77040	4.58	7.27	6.27
Coro7	78885	4.58	2.97	2.47
Rusc2	100213	4.58	8.71	3.81
AA960436	101985	4.58	3.35	5.97
Fam83h	105732	4.58	5.26	2.78
Cebpe	110794	4.58	2.3	4.63
Mtg1	212508	4.58	6.89	4.94
BC017643	217370	4.58	2.58	5.97
Slc25a21	217593	4.58	8.71	4.22
Cbwd1	226043	4.58	3.54	2.57
Spg20	229285	4.58	4.11	4.32
Stard13	243362	4.58	5.45	2.47
Heca	380629	4.58	3.44	2.78
Alg8	381903	4.58	3.83	5.66
LOC100047849	100047849	4.58	3.44	3.81
Snx12	55988	4.58	5.17	12.14
Nr2c2ap	75692	4.58	3.83	9.57
Tsku	244152	4.58	4.78	9.46
Fam169b	434197	4.58	7.46	8.95
Paqr7	71904	4.58	9.47	9.57
Prickle3	54630	4.49	0.86	0.41
Lhx6	16874	4.49	1.24	3.7
Papss1	23971	4.49	1.15	7.1
Tmem144	70652	4.49	0.77	3.6
LOC636537	636537	4.49	0.96	5.76
Setdb2	239122	4.49	7.65	1.03
Cdk2	12566	4.49	2.1	6.79
Mmp14	17387	4.49	7.84	8.02
Mnt	17428	4.49	2.68	1.95
Myd116	17872	4.49	5.93	6.27
Nid1	18073	4.49	4.11	5.66
Pip5k1a	18719	4.49	2.68	6.99
Serpine2	20720	4.49	1.72	1.75
Tcf4	21413	4.49	2.1	4.63
Fubp1	51886	4.49	5.17	4.42
Zwint	52696	4.49	3.64	3.6
Dlg3	53310	4.49	6.31	5.86
Uevld	54122	4.49	4.88	6.69
Polr2l	66491	4.49	3.44	8.02
Cryzl1	66609	4.49	6.31	6.69
Mina	67014	4.49	5.17	5.97
Stk35	67333	4.49	4.97	5.45
1500026H17Rik	69002	4.49	5.17	4.22
Kptn	70394	4.49	3.35	7.2
Nolc1	70769	4.49	4.5	3.7
Oxsm	71147	4.49	6.7	6.89
Ppp2r2a	71978	4.49	4.11	4.73
Htatsf1	72459	4.49	5.64	5.76
Zfp518	72672	4.49	3.25	5.45
Tmem49	75909	4.49	6.7	2.37
Lbr	98386	4.49	1.91	6.79
Ankrd28	105522	4.49	6.41	6.69
Ticam1	106759	4.49	3.35	5.35
D430028G21Rik	228607	4.49	2.87	6.17
Ddx58	230073	4.49	2.1	2.06
Lmtk2	231876	4.49	4.59	7.82
Lrrk1	233328	4.49	3.83	8.02
Gpatch3	242691	4.49	4.5	6.99
Znf512b	269401	4.49	6.51	5.86
LOC100044862	100044862	4.49	6.98	7.2
LOC100048067	100048067	4.49	5.36	5.66
Med14	26896	4.49	4.5	9.98
Ccar1	67500	4.49	6.31	11.01
Atp13a1	170759	4.49	5.07	10.7
Jtv1	231872	4.49	3.16	10.49
D330050I23Rik	399603	4.49	5.74	8.85
4930481A15Rik	74931	4.49	8.9	6.99
Ifi44	99899	4.39	0.96	1.03
Lig4	319583	4.39	1.24	3.29
Icam2	15896	4.39	3.44	3.39
Nsd1	18193	4.39	1.63	4.94
Pld3	18807	4.39	3.54	6.17
Ptpn18	19253	4.39	5.17	3.6
Smn1	20595	4.39	3.44	6.07
Plk2	20620	4.39	2.77	3.09
Rnf19a	30945	4.39	5.84	7.41
Deaf1	54006	4.39	4.02	4.53
Gps2	56310	4.39	4.02	3.6
Tmem8	60455	4.39	3.64	5.25
Lrrc57	66606	4.39	2.49	3.29
4733401H18Rik	66706	4.39	7.37	4.11
Rsrc1	66880	4.39	3.06	7.2
Mett10d	67493	4.39	2.87	2.57
2510012J08Rik	70312	4.39	2.49	3.81
Rprd1b	70470	4.39	5.17	4.73
Pak4	70584	4.39	1.72	4.42
Ankrd24	70615	4.39	4.88	3.6
Mfsd8	72175	4.39	1.63	1.65
Ttc27	74196	4.39	2.39	2.98
Ascc2	75452	4.39	2.87	7.41
Sfi1	78887	4.39	4.69	3.7
Lrat	79235	4.39	3.73	5.86
AI597479	98404	4.39	4.21	6.69
Dnttip2	99480	4.39	4.3	5.14
Tbc1d10a	103724	4.39	6.03	6.07
Zfp692	103836	4.39	2.2	4.01
Vps37c	107305	4.39	2.77	4.73
Foxp1	108655	4.39	3.92	2.88
Enox2	209224	4.39	3.54	2.88
Ints9	210925	4.39	3.54	3.7
1110067D22Rik	216551	4.39	3.73	2.88
Git1	216963	4.39	5.55	7.51
Bat2d	226562	4.39	5.55	6.17
Rabgap1	227800	4.39	4.78	6.79
Cstf3	228410	4.39	2.58	2.88
Pcif1	228866	4.39	5.45	2.78
Pdik1l	230809	4.39	1.82	3.81
Lrit1	239037	4.39	1.91	2.57
4732496O08Rik	242736	4.39	6.22	5.76
Ssh3	245857	4.39	3.73	4.22
AU019823	270156	4.39	2.77	3.91
6430573F11Rik	319582	4.39	2.68	2.06
A230072C01Rik	320742	4.39	5.74	3.09
Scarf1	380713	4.39	3.83	3.39
Lipt1	623661	4.39	1.72	4.63
EG629448	629448	4.39	1.82	7.2
Spry4	24066	4.39	3.64	9.67
Pi4k2b	67073	4.39	6.41	9.67
Rsad1	237926	4.39	14.83	3.6
Lama3	16774	4.3	1.05	0.51
Rfxank	19727	4.3	0.96	0.93
Asph	65973	4.3	1.15	2.57
Chst14	72136	4.3	0.96	4.01
Adm	11535	4.3	4.02	1.85
Aebp2	11569	4.3	2.87	3.81
Gnpat	14712	4.3	5.07	3.6
Kit	16590	4.3	2.58	3.5
Pld2	18806	4.3	2.97	2.47
Terf2	21750	4.3	3.83	2.57
Uros	22276	4.3	3.06	2.26
Hspa14	50497	4.3	3.35	8.23
Cdkn2aipnl	52626	4.3	3.35	2.37
Vamp4	53330	4.3	3.44	2.98
Mtmr1	53332	4.3	4.3	5.66
Ngef	53972	4.3	6.7	7.61
Fzr1	56371	4.3	3.54	5.55
Tmem186	66690	4.3	5.07	4.63
2310007F21Rik	66939	4.3	3.16	4.63
Acad8	66948	4.3	5.55	2.47
Mettl6	67011	4.3	3.06	3.5
Bag4	67384	4.3	6.6	4.63
Dusp28	67446	4.3	5.26	6.48
Zfp580	68992	4.3	4.78	2.98
Tbccd1	70573	4.3	4.02	5.14
Rbm43	71684	4.3	2.58	3.91
Wdr73	71968	4.3	6.12	7.51
Fundc1	72018	4.3	3.06	6.58
Seh1l	72124	4.3	3.83	4.73
Nubpl	76826	4.3	2.77	4.22
2410002I01Rik	78777	4.3	6.12	3.09
Mgat4b	103534	4.3	2.68	6.17
Dhx37	208144	4.3	3.25	2.47
Sema6d	214968	4.3	4.11	3.6
Mfap3	216760	4.3	4.5	5.14
Polr3a	218832	4.3	3.25	3.6
BC011426	224893	4.3	2.68	6.07
Plekhg3	263406	4.3	4.88	5.66
Mtap1s	270058	4.3	4.5	4.11
EG435996	435996	4.3	4.88	6.07
EG665816	665816	4.3	3.16	5.55
LOC100045567	100045567	4.3	4.4	6.99
LOC100233175	100233175	4.3	2.39	4.73
Tagln	21345	4.3	2.39	12.96
Csgalnact2	78752	4.3	3.54	9.46
Pwp1	103136	4.3	5.84	10.49
Brd9	105246	4.3	2.01	9.77
Dlgap4	228836	4.3	3.25	11.11
Josd1	74158	4.3	8.61	5.97
Lyz2	17105	4.2	1.24	1.03
Reck	53614	4.2	0.96	1.95
Vcpip1	70675	4.2	3.16	1.34
Hmha1	70719	4.2	3.64	1.34
Tlr12	384059	4.2	2.49	1.34
Abl1	11350	4.2	4.02	5.66
Smad7	17131	4.2	3.44	4.01
Mapkapk2	17164	4.2	6.41	5.14
Grpel2	17714	4.2	5.26	2.47
Mybbp1a	18432	4.2	6.6	6.69
Sap18	20220	4.2	2.3	5.04
Sgce	20392	4.2	2.97	5.14
Klhl7	52323	4.2	4.3	2.67
Tspyl2	52808	4.2	2.58	5.14
Copg2	54160	4.2	5.84	7.2
Pus1	56361	4.2	3.54	4.42
Cdc42ep4	56699	4.2	3.25	7.61
Taf12	66464	4.2	1.91	3.81
Lsm14a	67070	4.2	4.88	4.32
Pigm	67556	4.2	2.1	7.51
Wdr48	67561	4.2	4.3	1.85
Upf3b	68134	4.2	5.36	5.04
Ddx39	68278	4.2	4.11	6.27
Sult1c2	69083	4.2	2.49	6.79
Mtif3	76366	4.2	3.06	2.47
Golga1	76899	4.2	2.87	8.02
Zfp192	93681	4.2	3.73	6.99
Selm	114679	4.2	4.11	6.07
Pip4k2c	117150	4.2	3.44	2.06
Klf11	194655	4.2	5.36	4.22
Arap2	212285	4.2	3.83	6.17
Mylip	218203	4.2	5.84	2.06
Tmem184b	223693	4.2	2.3	6.48
Ablim1	226251	4.2	3.16	4.32
Stx16	228960	4.2	5.36	6.17
5730403M16Rik	232853	4.2	3.92	4.83
Dhrsx	236082	4.2	3.16	5.25
Zbtb11	271377	4.2	4.97	4.11
Alg6	320438	4.2	3.06	7.92
Zbtb9	474156	4.2	2.1	2.78
Atg4a	666468	4.2	2.58	4.73
Bach1	12013	4.2	8.13	12.34
Trmt11	73681	4.1	1.05	4.94
BC030336	233812	4.1	1.15	3.91
Macf1	11426	4.1	5.74	6.79
Ank	11732	4.1	3.73	7.61
Arf2	11841	4.1	3.92	4.83
Bcl10	12042	4.1	2.58	3.91
Gclm	14630	4.1	1.63	4.11
Spsb2	14794	4.1	2.3	5.35
Lrpap1	16976	4.1	2.3	5.14
Maf	17132	4.1	4.02	4.53
Pde1b	18574	4.1	3.54	2.57
Per2	18627	4.1	1.91	7.61
Jarid1c	20591	4.1	6.31	6.69
Abcc9	20928	4.1	2.1	1.75
Trp53	22059	4.1	6.89	6.79
Zkscan5	22757	4.1	2.87	6.17
Sh3bp2	24055	4.1	3.25	7.3
Map3k7	26409	4.1	3.06	5.66
Etv3	27049	4.1	3.73	2.67
Rps3	27050	4.1	5.64	3.6
Sh2d3c	27387	4.1	4.11	2.78
Ubl4	27643	4.1	6.7	7.61
Rfx5	53970	4.1	1.91	4.83
Actr1a	54130	4.1	2.39	5.04
Stk19	54402	4.1	3.16	5.25
Mtap	66902	4.1	3.35	4.32
Prpf38b	66921	4.1	5.45	3.39
Brd3	67382	4.1	1.82	4.42
Tmem86a	67893	4.1	5.17	6.07
Fam98b	68215	4.1	3.54	5.25
Ttc39b	69863	4.1	2.87	4.32
Nat13	72117	4.1	4.4	2.57
Pex13	72129	4.1	3.83	3.09
Dhx30	72831	4.1	5.07	5.66
Plekhj1	78670	4.1	6.41	5.66
4921505C17Rik	78757	4.1	5.64	4.11
Zmym6	100177	4.1	4.4	3.7
Dgkz	104418	4.1	3.25	7.1
Hdac10	170787	4.1	7.65	4.11
Tor1aip1	208263	4.1	4.11	4.32
Neurl3	214854	4.1	4.97	5.35
Sfrs15	224432	4.1	1.72	5.55
Ino80c	225280	4.1	2.87	3.6
Rsbn1	229675	4.1	2.97	2.57
4732418C07Rik	230648	4.1	1.82	4.11
Vps33b	233405	4.1	3.83	5.14
Topbp1	235559	4.1	2.3	4.94
Wdr32	242418	4.1	2.97	3.29
Ankrd27	245886	4.1	3.06	8.23
Sytl1	269589	4.1	3.06	2.67
Gimap9	317758	4.1	1.53	5.35
Syne2	319565	4.1	4.97	6.38
Ltv1	353258	4.1	4.02	4.83
EG641104	641104	4.1	2.3	4.63
LOC677553	677553	4.1	2.49	3.39
Irak1	16179	4.1	5.45	12.65
Ifi27l2b	217845	4.1	2.1	17.59
Stk38l	232533	4.1	3.25	13.47
Fabp7	12140	4.1	9.95	2.57
Acer2	230379	4.1	9.18	3.7
Fbxo30	71865	4.01	0.86	0.93
