Metaprobe	Entrez Gene ID	Gene Symbol	Gene Name	Chromosome	Cytoband	SAM Score	Numerator(r)	Denominator(s+s0)	Fold Change	Fold Change1	expression	DEG Jones-Lenburg	FC Jones-Lenburg
2160_at	2160	F11	coagulation factor XI (plasma thromboplastin antecedent)	4	4q35	-15.59	-2.83	0.18	0.14	-7.04	down	N/A	N/A
2166_at	2166	FAAH	fatty acid amide hydrolase	1	1p35-p34	-4.22	-0.7	0.17	0.63	-1.58	down	N/A	N/A
6039_at	6039	RNASE6	ribonuclease, RNase A family, k6	14	14q11.2	6.29	2.1	0.33	4.57	4.57	up	yes	3.58
2184_at	2184	FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase)	15	15q23-q25	-4.27	-1.02	0.24	0.49	-2.04	down	N/A	N/A
2192_at	2192	FBLN1	fibulin 1	22	22q13.31	-5.1	-0.62	0.12	0.64	-1.55	down	N/A	N/A
2203_at	2203	FBP1	fructose-1,6-bisphosphatase 1	9	9q22.3	-13.3	-3.47	0.26	0.09	-10.71	down	N/A	N/A
2230_at	2230	FDX1	ferredoxin 1	11	11q22	-8.47	-1.23	0.15	0.44	-2.28	down	N/A	N/A
2235_at	2235	FECH	ferrochelatase (protoporphyria)	18	18q21.3	-8.01	-1.1	0.14	0.46	-2.15	down	N/A	N/A
2246_at	2246	FGF1	fibroblast growth factor 1 (acidic)	5	5q31	-9.25	-1.59	0.17	0.31	-3.18	down	N/A	N/A
112399_at	112399	EGLN3	egl nine homolog 3 (C. elegans)	14	14q13.1	13.28	4.49	0.34	23.75	23.75	up	yes	10.28
2261_at	2261	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	4	4p16.3	-6.67	-0.82	0.12	0.57	-1.74	down	N/A	N/A
2262_at	2262	GPC5	glypican 5	13	13q32	-13.43	-4.3	0.32	0.04	-25.54	down	N/A	N/A
2272_at	2272	FHIT	fragile histidine triad gene	3	3p14.2	-7.04	-1.61	0.23	0.35	-2.88	down	N/A	N/A
2296_at	2296	FOXC1	forkhead box C1	6	6p25	-4.37	-1.33	0.31	0.42	-2.4	down	N/A	N/A
2318_at	2318	FLNC	filamin C, gamma (actin binding protein 280)	7	7q32-q35	-4.78	-0.49	0.1	0.71	-1.4	down	N/A	N/A
2326_at	2326	FMO1	flavin containing monooxygenase 1	1	1q23-q25	-6.06	-2.11	0.35	0.26	-3.78	down	N/A	N/A
2329_at	2329	FMO4	flavin containing monooxygenase 4	1	1q23-q25	-11.21	-2.42	0.22	0.19	-5.36	down	N/A	N/A
2330_at	2330	FMO5	flavin containing monooxygenase 5	1	1q21.1	-10.28	-2.55	0.25	0.18	-5.54	down	N/A	N/A
2348_at	2348	FOLR1	folate receptor 1 (adult)	11	11q13.3-q14.1	-6.23	-2.28	0.37	0.26	-3.85	down	N/A	N/A
2352_at	2352	FOLR3	folate receptor 3 (gamma)	11	11q13	-5.28	-1.16	0.22	0.49	-2.06	down	N/A	N/A
2444_at	2444	FRK	fyn-related kinase	6	6q21-q22.3	-4.42	-0.97	0.22	0.54	-1.84	down	N/A	N/A
2475_at	2475	FRAP1	FK506 binding protein 12-rapamycin associated protein 1	1	1p36.2	-6.54	-0.66	0.1	0.64	-1.57	down	N/A	N/A
2525_at	2525	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)	19	19p13.3	-9.91	-1.3	0.13	0.41	-2.47	down	N/A	N/A
2528_at	2528	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	19	19p13.3	-6.74	-1.11	0.16	0.46	-2.17	down	N/A	N/A
2529_at	2529	FUT7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)	9	9q34.3	-4.48	-0.4	0.09	0.75	-1.33	down	N/A	N/A
114088_at	114088	TRIM9	tripartite motif-containing 9	14	14q22.1	6.1	1.56	0.25	3.3	3.3	up	yes	3.05
2555_at	2555	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2	4	4p12	-6.07	-1.41	0.23	0.32	-3.14	down	N/A	N/A
2580_at	2580	GAK	cyclin G associated kinase	4	4p16	-4.53	-0.61	0.13	0.67	-1.5	down	N/A	N/A
2592_at	2592	GALT	galactose-1-phosphate uridylyltransferase	9	9p13	-4.46	-0.44	0.1	0.74	-1.36	down	N/A	N/A
2619_at	2619	GAS1	growth arrest-specific 1	9	9q21.3-q22	-7.7	-1.1	0.14	0.48	-2.1	down	N/A	N/A
4329_at	4329	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	14	14q24.3	-13.45	-3.49	0.26	0.1	-10.5	down	yes	-5.36
5104_at	5104	SERPINA5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	14	14q32.1	-29.17	-6.52	0.22	0.01	-90.27	down	yes	-5.8
2639_at	2639	GCDH	glutaryl-Coenzyme A dehydrogenase	19	19p13.2	-5.39	-1.26	0.23	0.42	-2.4	down	N/A	N/A
2643_at	2643	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	14	14q22.1-q22.2	-7.26	-1.94	0.27	0.27	-3.77	down	N/A	N/A
2696_at	2696	GIPR	gastric inhibitory polypeptide receptor	19	19q13.3	-4.37	-0.39	0.09	0.76	-1.31	down	N/A	N/A
2705_at	2705	GJB1	gap junction protein, beta 1, 32kDa	X	Xq13.1	-9.04	-1.61	0.18	0.33	-3.03	down	N/A	N/A
113146_at	113146	AHNAK2	AHNAK nucleoprotein 2	14	14q32.33	11.88	4	0.34	19.81	19.81	up	yes	7.16
2719_at	2719	GPC3	glypican 3	X	Xq26.1	-4.34	-1.59	0.37	0.57	-1.76	down	N/A	N/A
2720_at	2720	GLB1	galactosidase, beta 1	3	3p21.33	-4.26	-0.9	0.21	0.57	-1.76	down	N/A	N/A
2731_at	2731	GLDC	glycine dehydrogenase (decarboxylating)	9	9p22	-9.46	-3.13	0.33	0.14	-7.22	down	N/A	N/A
2737_at	2737	GLI3	GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome)	7	7p13	-5.65	-0.64	0.11	0.63	-1.58	down	N/A	N/A
2744_at	2744	GLS	glutaminase	2	2q32-q34	-6.41	-1.29	0.2	0.42	-2.39	down	N/A	N/A
2746_at	2746	GLUD1	glutamate dehydrogenase 1	10	10q23.3	-4.48	-1.04	0.23	0.51	-1.97	down	N/A	N/A
2766_at	2766	GMPR	guanosine monophosphate reductase	6	6p23	-6.93	-2.04	0.29	0.28	-3.52	down	N/A	N/A
2784_at	2784	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	12	12p13	-5.68	-0.48	0.08	0.71	-1.4	down	N/A	N/A
2788_at	2788	GNG7	guanine nucleotide binding protein (G protein), gamma 7	19	19p13.3	-5.38	-0.73	0.14	0.61	-1.63	down	N/A	N/A
2805_at	2805	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	10	10q24.1-q25.1	-4.93	-1.25	0.25	0.48	-2.1	down	N/A	N/A
2806_at	2806	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	16	16q21	-4.93	-1.07	0.22	0.53	-1.89	down	N/A	N/A
2813_at	2813	GP2	glycoprotein 2 (zymogen granule membrane)	16	16p12	-7.3	-1.04	0.14	0.47	-2.15	down	N/A	N/A
2819_at	2819	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	12	12q12-q13	-8.2	-2.54	0.31	0.19	-5.32	down	N/A	N/A
2824_at	2824	GPM6B	glycoprotein M6B	X	Xp22.2	-5.61	-1.23	0.22	0.38	-2.6	down	N/A	N/A
2873_at	2873	GPS1	G protein pathway suppressor 1	17	17q25.3	-4.96	-0.72	0.14	0.61	-1.65	down	N/A	N/A
2875_at	2875	GPT	glutamic-pyruvate transaminase (alanine aminotransferase)	8	8q24.3	-5.23	-0.59	0.11	0.67	-1.5	down	N/A	N/A
2878_at	2878	GPX3	glutathione peroxidase 3 (plasma)	5	5q23	-5.75	-1.59	0.28	0.35	-2.87	down	N/A	N/A
825_at	825	CAPN3	calpain 3, (p94)	15	15q15.1-q21.1	-9.49	-2.84	0.3	0.15	-6.54	down	yes	-4.33
2914_at	2914	GRM4	glutamate receptor, metabotropic 4	6	6p21.3	-4.69	-0.43	0.09	0.74	-1.36	down	N/A	N/A
2937_at	2937	GSS	glutathione synthetase	20	20q11.2	-4.81	-0.81	0.17	0.58	-1.72	down	N/A	N/A
2947_at	2947	GSTM3	glutathione S-transferase M3 (brain)	1	1p13.3	-8.22	-2.35	0.29	0.21	-4.65	down	N/A	N/A
2954_at	2954	GSTZ1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	14	14q24.3	-5.73	-1.04	0.18	0.51	-1.95	down	N/A	N/A
2980_at	2980	GUCA2A	guanylate cyclase activator 2A (guanylin)	1	1p35-p34	-4.19	-0.43	0.1	0.75	-1.34	down	N/A	N/A
2993_at	2993	GYPA	glycophorin A (MNS blood group)	4	4q28.2-q31.1	-6.72	-0.7	0.1	0.61	-1.63	down	N/A	N/A
3028_at	3028	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	X	Xp11.2	-7.09	-0.93	0.13	0.53	-1.88	down	N/A	N/A
3029_at	3029	HAGH	hydroxyacylglutathione hydrolase	16	16p13.3	-7.2	-1.37	0.19	0.38	-2.62	down	N/A	N/A
2628_at	2628	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	15	15q21.1	-5.5	-1.47	0.27	0.39	-2.56	down	yes	-3.19
3049_at	3049	HBQ1	hemoglobin, theta 1	16	16p13.3	-5.47	-0.53	0.1	0.69	-1.45	down	N/A	N/A
3155_at	3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	1	1p36.1-p35	-8.41	-1.15	0.14	0.45	-2.21	down	N/A	N/A
3158_at	3158	HMGCS2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	1	1p13-p12	-7.79	-3.3	0.42	0.14	-7.33	down	N/A	N/A
3167_at	3167	HMX2	homeobox (H6 family) 2	10	10q25.2-q26.3	-4.8	-1.35	0.28	0.31	-3.27	down	N/A	N/A
3172_at	3172	HNF4A	hepatocyte nuclear factor 4, alpha	20	20q12-q13.1	-4.86	-0.57	0.12	0.67	-1.48	down	N/A	N/A
3232_at	3232	HOXD3	homeobox D3	2	2q31.1	-4.57	-0.45	0.1	0.74	-1.36	down	N/A	N/A
3669_at	3669	ISG20	interferon stimulated exonuclease gene 20kDa	15	15q26	8.8	1.81	0.21	3.65	3.65	up	yes	2.47
7369_at	7369	UMOD	uromodulin (uromucoid, Tamm-Horsfall glycoprotein)	16	16p12.3	-45.66	-8.65	0.19	0	-383.2	down	yes	-50.06
3273_at	3273	HRG	histidine-rich glycoprotein	3	3q27	-27.78	-4.65	0.17	0.04	-26.66	down	N/A	N/A
3284_at	3284	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	1	1p13.1	-4.76	-0.79	0.17	0.57	-1.74	down	N/A	N/A
81831_at	81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	16	16q11	19.16	4.45	0.23	23.75	23.75	up	yes	6.22
3292_at	3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	17	17q11-q21	-5.51	-0.51	0.09	0.7	-1.43	down	N/A	N/A
3306_at	3306	HSPA2	heat shock 70kDa protein 2	14	14q24.1	-5.38	-2.14	0.4	0.26	-3.91	down	N/A	N/A
3321_at	3321	IGSF3	immunoglobulin superfamily, member 3	1	1p13	-4.4	-0.34	0.08	0.79	-1.26	down	N/A	N/A
3373_at	3373	HYAL1	hyaluronoglucosaminidase 1	3	3p21.3-p21.2	-7.29	-1.84	0.25	0.32	-3.17	down	N/A	N/A
3417_at	3417	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	2	2q33.3	-6.27	-1.38	0.22	0.36	-2.81	down	N/A	N/A
3422_at	3422	IDI1	isopentenyl-diphosphate delta isomerase 1	10	10p15.3	-4.2	-0.54	0.13	0.69	-1.44	down	N/A	N/A
3481_at	3481	IGF2	insulin-like growth factor 2 (somatomedin A)	11	11p15.5	-4.8	-0.36	0.08	0.78	-1.29	down	N/A	N/A
3485_at	3485	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	2	2q33-q34	-10.2	-1.46	0.14	0.36	-2.76	down	N/A	N/A
3698_at	3698	ITIH2	inter-alpha (globulin) inhibitor H2	10	10p15	-4.51	-0.5	0.11	0.71	-1.4	down	N/A	N/A
3700_at	3700	ITIH4	inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein)	3	3p21-p14	-5.24	-0.52	0.1	0.69	-1.45	down	N/A	N/A
3712_at	3712	IVD	isovaleryl Coenzyme A dehydrogenase	15	15q14-q15	-5.9	-1.07	0.18	0.5	-2.01	down	N/A	N/A
3753_at	3753	KCNE1	potassium voltage-gated channel, Isk-related family, member 1	21	21q22.1-q22.2|21q22.12	-9.52	-0.93	0.1	0.52	-1.94	down	N/A	N/A
6559_at	6559	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3	16	16q13	-5.86	-1.45	0.25	0.31	-3.17	down	yes	-5.26
3766_at	3766	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	1	1q22-q23	-10.28	-1.14	0.11	0.45	-2.2	down	N/A	N/A
3768_at	3768	KCNJ12	potassium inwardly-rectifying channel, subfamily J, member 12	17	17p11.1	-5.15	-0.37	0.07	0.77	-1.29	down	N/A	N/A
3781_at	3781	KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	5	5q22.3	-7.22	-2.02	0.28	0.22	-4.6	down	N/A	N/A
3784_at	3784	KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	11	11p15.5	-5.33	-0.45	0.08	0.73	-1.37	down	N/A	N/A
3816_at	3816	KLK1	kallikrein 1	19	19q13.3	-6.29	-2.11	0.34	0.25	-4.05	down	N/A	N/A
8996_at	8996	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	16	16q21-q23	10.34	2.37	0.23	5.65	5.65	up	yes	3.12
3898_at	3898	LAD1	ladinin 1	1	1q25.1-q32.3	-8.77	-1	0.11	0.5	-2.01	down	N/A	N/A
3945_at	3945	LDHB	lactate dehydrogenase B	12	12p12.2-p12.1	-5.04	-0.53	0.1	0.7	-1.43	down	N/A	N/A
3954_at	3954	LETM1	leucine zipper-EF-hand containing transmembrane protein 1	4	4p16.3	-7.09	-0.78	0.11	0.58	-1.71	down	N/A	N/A
3975_at	3975	LHX1	LIM homeobox 1	17	17q12	-8.62	-1.02	0.12	0.49	-2.05	down	N/A	N/A
3993_at	3993	LLGL2	lethal giant larvae homolog 2 (Drosophila)	17	17q24-q25	-7	-1	0.14	0.5	-1.99	down	N/A	N/A
4013_at	4013	LOH11CR2A	loss of heterozygosity, 11, chromosomal region 2, gene A	11	11q23	-5.12	-0.94	0.18	0.54	-1.84	down	N/A	N/A
4043_at	4043	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	4	4p16.3	-5.15	-0.62	0.12	0.65	-1.54	down	N/A	N/A
4047_at	4047	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	21	21q22.3	-4.41	-0.36	0.08	0.78	-1.28	down	N/A	N/A
3291_at	3291	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	16	16q22	-7.95	-3.24	0.41	0.17	-6.03	down	yes	-6.32
4058_at	4058	LTK	leukocyte tyrosine kinase	15	15q15.1-q21.1	-4.61	-0.46	0.1	0.72	-1.38	down	N/A	N/A
4059_at	4059	BCAM	basal cell adhesion molecule (Lutheran blood group)	19	19q13.2	-5.92	-0.52	0.09	0.69	-1.44	down	N/A	N/A
1800_at	1800	DPEP1	dipeptidase 1 (renal)	16	16q24.3	-13.17	-4.97	0.38	0.03	-36.7	down	yes	-4.16
4072_at	4072	TACSTD1	tumor-associated calcium signal transducer 1	2	2p21	-5.13	-1.68	0.33	0.39	-2.57	down	N/A	N/A
4118_at	4118	MAL	mal, T-cell differentiation protein	2	2cen-q13	-5.9	-3.74	0.63	0.17	-5.78	down	N/A	N/A
4128_at	4128	MAOA	monoamine oxidase A	X	Xp11.3	-5.57	-1.74	0.31	0.35	-2.87	down	N/A	N/A
4135_at	4135	MAP6	microtubule-associated protein 6	11	11q13.3	-6.3	-0.62	0.1	0.65	-1.54	down	N/A	N/A
4188_at	4188	MDFI	MyoD family inhibitor	6	6p21	-4.38	-0.42	0.1	0.74	-1.34	down	N/A	N/A
4190_at	4190	MDH1	malate dehydrogenase 1, NAD (soluble)	2	2p13.3	-5.64	-0.67	0.12	0.64	-1.56	down	N/A	N/A
4232_at	4232	MEST	mesoderm specific transcript homolog (mouse)	7	7q32	-5.82	-3.01	0.52	0.22	-4.58	down	N/A	N/A
4234_at	4234	METTL1	methyltransferase like 1	12	12q13	-5.87	-1	0.17	0.51	-1.98	down	N/A	N/A
4285_at	4285	MIPEP	mitochondrial intermediate peptidase	13	13q12	-5.46	-0.82	0.15	0.59	-1.69	down	N/A	N/A
4303_at	4303	MLLT7	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7	X	Xq13.1	-5.42	-0.63	0.12	0.65	-1.55	down	N/A	N/A
4311_at	4311	MME	membrane metallo-endopeptidase	3	3q25.1-q25.2	-4.9	-2.54	0.52	0.19	-5.32	down	N/A	N/A
5376_at	5376	PMP22	peripheral myelin protein 22	17	17p12-p11.2	4.75	1.67	0.35	3.61	3.61	up	yes	2.75
4337_at	4337	MOCS1	molybdenum cofactor synthesis 1	6	6p21.3	-5.6	-1.17	0.21	0.43	-2.3	down	N/A	N/A
4482_at	4482	MSRA	methionine sulfoxide reductase A	8	8p23.1	-10.55	-1.78	0.17	0.29	-3.44	down	N/A	N/A
4485_at	4485	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	3	3p21	-4.85	-1.08	0.22	0.51	-1.97	down	N/A	N/A
4493_at	4493	MT1E	metallothionein 1E	16	16q13	-4.68	-1.87	0.4	0.36	-2.79	down	N/A	N/A
4494_at	4494	MT1F	metallothionein 1F	16	16q13	-7.88	-2.83	0.36	0.17	-5.72	down	N/A	N/A
4495_at	4495	MT1G	metallothionein 1G	16	16q13	-16.77	-4.95	0.3	0.04	-27.67	down	N/A	N/A
4496_at	4496	MT1H	metallothionein 1H	16	16q13	-13.72	-5.09	0.37	0.04	-26.18	down	N/A	N/A
4499_at	4499	MT1M	metallothionein 1M	16	16q13	-6.79	-2.31	0.34	0.23	-4.29	down	N/A	N/A
4501_at	4501	MT1X	metallothionein 1X	16	16q13	-4.32	-2.17	0.5	0.37	-2.69	down	N/A	N/A
4594_at	4594	MUT	methylmalonyl Coenzyme A mutase	6	6p21	-5.47	-0.79	0.14	0.6	-1.68	down	N/A	N/A
4595_at	4595	MUTYH	mutY homolog (E. coli)	1	1p34.3-p32.1	-4.31	-0.46	0.11	0.73	-1.37	down	N/A	N/A
4613_at	4613	MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	2	2p24.1	-4.79	-0.32	0.07	0.8	-1.25	down	N/A	N/A
4628_at	4628	MYH10	myosin, heavy chain 10, non-muscle	17	17p13	-4.32	-1.21	0.28	0.49	-2.04	down	N/A	N/A
4634_at	4634	MYL3	myosin, light chain 3, alkali; ventricular, skeletal, slow	3	3p21.3-p21.2	-8.98	-1.21	0.14	0.44	-2.29	down	N/A	N/A
4648_at	4648	MYO7B	myosin VIIB	2	2q21.1	-6.13	-0.77	0.13	0.59	-1.7	down	N/A	N/A
4669_at	4669	NAGLU	N-acetylglucosaminidase, alpha- (Sanfilippo disease IIIB)	17	17q21	-4.62	-0.76	0.16	0.6	-1.67	down	N/A	N/A
4674_at	4674	NAP1L2	nucleosome assembly protein 1-like 2	X	Xq13	-5.86	-2.37	0.4	0.29	-3.44	down	N/A	N/A
4696_at	4696	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	19	19q13.42	-4.7	-0.91	0.19	0.56	-1.79	down	N/A	N/A
4700_at	4700	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	22	22q13.2-q13.31	-4.56	-0.64	0.14	0.66	-1.51	down	N/A	N/A
4704_at	4704	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	12	12p13.3	-4.76	-0.72	0.15	0.63	-1.6	down	N/A	N/A
4719_at	4719	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	2	2q33-q34	-4.68	-1.03	0.22	0.49	-2.06	down	N/A	N/A
4720_at	4720	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	1	1q23	-6.48	-0.79	0.12	0.58	-1.71	down	N/A	N/A
4745_at	4745	NELL1	NEL-like 1 (chicken)	11	11p15.2-p15.1	-14.68	-3.21	0.22	0.1	-10.11	down	N/A	N/A
4804_at	4804	NGFR	nerve growth factor receptor (TNFR superfamily, member 16)	17	17q21-q22	-4.41	-0.42	0.1	0.75	-1.34	down	N/A	N/A
4817_at	4817	NIT1	nitrilase 1	1	1q21-q22	-5.07	-0.76	0.15	0.58	-1.74	down	N/A	N/A
4835_at	4835	NQO2	NAD(P)H dehydrogenase, quinone 2	6	6pter-q12	-7.65	-1.98	0.26	0.26	-3.81	down	N/A	N/A
4843_at	4843	NOS2A	nitric oxide synthase 2A (inducible, hepatocytes)	17	17q11.2-q12	-4.35	-0.53	0.12	0.69	-1.45	down	N/A	N/A
4860_at	4860	NP	nucleoside phosphorylase	14	14q13.1	-8.1	-1.75	0.22	0.31	-3.21	down	N/A	N/A
4861_at	4861	NPAS1	neuronal PAS domain protein 1	19	19q13.2-q13.3	-4.39	-0.37	0.09	0.77	-1.3	down	N/A	N/A
4868_at	4868	NPHS1	nephrosis 1, congenital, Finnish type (nephrin)	19	19q13.1	-5.89	-0.96	0.16	0.49	-2.03	down	N/A	N/A
4878_at	4878	NPPA	natriuretic peptide precursor A	1	1p36.21	-7.01	-0.64	0.09	0.64	-1.56	down	N/A	N/A
4901_at	4901	NRL	neural retina leucine zipper	14	14q11.1-q11.2	-4.74	-0.42	0.09	0.75	-1.34	down	N/A	N/A
4914_at	4914	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	1	1q21-q22	-4.59	-0.45	0.1	0.73	-1.38	down	N/A	N/A
4942_at	4942	OAT	ornithine aminotransferase (gyrate atrophy)	10	10q26	-7.4	-1.3	0.18	0.42	-2.38	down	N/A	N/A
4968_at	4968	OGG1	8-oxoguanine DNA glycosylase	3	3p26.2	-10.11	-1.42	0.14	0.37	-2.73	down	N/A	N/A
5002_at	5002	SLC22A18	solute carrier family 22 (organic cation transporter), member 18	11	11p15.5	-5.08	-1.31	0.26	0.43	-2.35	down	N/A	N/A
5003_at	5003	SLC22A18AS	solute carrier family 22 (organic cation transporter), member 18 antisense	11	11p15.5	-4.72	-0.69	0.15	0.61	-1.65	down	N/A	N/A
5010_at	5010	CLDN11	claudin 11 (oligodendrocyte transmembrane protein)	3	3q26.2-q26.3	-5.7	-0.77	0.13	0.59	-1.71	down	N/A	N/A
5017_at	5017	OVOL1	ovo-like 1(Drosophila)	11	11q13	-5.16	-0.78	0.15	0.6	-1.68	down	N/A	N/A
5037_at	5037	PEBP1	phosphatidylethanolamine binding protein 1	12	12q24.23	-6.35	-0.78	0.12	0.59	-1.7	down	N/A	N/A
6352_at	6352	CCL5	chemokine (C-C motif) ligand 5	17	17q11.2-q12	5.54	2.22	0.4	6.42	6.42	up	yes	3.23
5064_at	5064	PALM	paralemmin	19	19p13.3	-6.08	-1.08	0.18	0.44	-2.25	down	N/A	N/A
5067_at	5067	CNTN3	contactin 3 (plasmacytoma associated)	3	3p26	-8.46	-4.44	0.52	0.17	-5.74	down	N/A	N/A
2538_at	2538	G6PC	glucose-6-phosphatase, catalytic subunit	17	17q21	-10.98	-2.99	0.27	0.11	-9.22	down	yes	-4.61
5087_at	5087	PBX1	pre-B-cell leukemia homeobox 1	1	1q23	-4.99	-1.2	0.24	0.47	-2.11	down	N/A	N/A
5091_at	5091	PC	pyruvate carboxylase	11	11q13.4-q13.5	-11.22	-2.6	0.23	0.17	-5.87	down	N/A	N/A
5092_at	5092	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)	10	10q22	-5.43	-1.12	0.21	0.47	-2.13	down	N/A	N/A
5095_at	5095	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	13	13q32	-9.41	-1.54	0.16	0.35	-2.88	down	N/A	N/A
5096_at	5096	PCCB	propionyl Coenzyme A carboxylase, beta polypeptide	3	3q21-q22	-9.62	-2.37	0.25	0.22	-4.55	down	N/A	N/A
5101_at	5101	PCDH9	protocadherin 9	13	13q14.3-q21.1	-7.1	-1.77	0.25	0.31	-3.19	down	N/A	N/A
57125_at	57125	PLXDC1	plexin domain containing 1	17	17q21.1	7.66	2.31	0.3	5.7	5.7	up	yes	3.67
1277_at	1277	COL1A1	collagen, type I, alpha 1	17	17q21.33	4.57	1.03	0.22	2.24	2.24	up	yes	5.9
5106_at	5106	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	14	14q12	-11.28	-3.11	0.28	0.11	-8.99	down	N/A	N/A
80221_at	80221	FLJ20920	hypothetical protein FLJ20920	17	17q21.33	-11.46	-1.64	0.14	0.32	-3.15	down	yes	-5.22
5136_at	5136	PDE1A	phosphodiesterase 1A, calmodulin-dependent	2	2q32.1	-4.36	-1.37	0.31	0.41	-2.43	down	N/A	N/A
5156_at	5156	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	4	4q11-q13	-4.59	-2.75	0.6	0.3	-3.28	down	N/A	N/A
5160_at	5160	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	X	Xp22.2-p22.1	-4.45	-0.72	0.16	0.63	-1.6	down	N/A	N/A
5162_at	5162	PDHB	pyruvate dehydrogenase (lipoamide) beta	3	3p21.1-p14.2	-6.26	-0.95	0.15	0.53	-1.88	down	N/A	N/A
5164_at	5164	PDK2	pyruvate dehydrogenase kinase, isozyme 2	17	17q21.33	-6.16	-0.91	0.15	0.53	-1.9	down	N/A	N/A
5167_at	5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	6	6q22-q23	-7.67	-1.74	0.23	0.31	-3.26	down	N/A	N/A
5172_at	5172	SLC26A4	solute carrier family 26, member 4	7	7q31	-7.19	-2.92	0.41	0.12	-8.04	down	N/A	N/A
5184_at	5184	PEPD	peptidase D	19	19q12-q13.2	-11.31	-2.66	0.24	0.16	-6.17	down	N/A	N/A
5191_at	5191	PEX7	peroxisomal biogenesis factor 7	6	6q21-q22.2	-5.23	-0.86	0.16	0.57	-1.75	down	N/A	N/A
5208_at	5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	1	1q31	-9.03	-1.47	0.16	0.37	-2.72	down	N/A	N/A
5245_at	5245	PHB	prohibitin	17	17q21	-4.4	-0.82	0.19	0.59	-1.7	down	N/A	N/A
5264_at	5264	PHYH	phytanoyl-CoA 2-hydroxylase	10	10pter-p11.2	-6.95	-1.24	0.18	0.44	-2.26	down	N/A	N/A
5267_at	5267	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	14	14q31-q32.1	-7.56	-1.38	0.18	0.37	-2.73	down	N/A	N/A
