Index	Mutated	Normal	FC	P value	FDR	Probe set	Description	Gene symbol
5854	23,6	18,1	1,31	0,047338	0,442	222736_s_at	Transmembrane protein 38B	TMEM38B
3942	20,0	15,4	1,31	0,028788	0,399	222134_at	D-aspartate oxidase	DDO
4973	9,85	7,54	1,31	0,038156	0,419	203699_s_at	Deiodinase, iodothyronine, type II	DIO2
1676	83,0	63,6	1,31	0,010574	0,345	215136_s_at	Exosome component 8	EXOSC8
5658	60,8	46,6	1,31	0,045133	0,436	218503_at	KIAA1797 protein	KIAA1797
5842	113	86,5	1,31	0,047213	0,442	215450_at	Small nuclear ribonucleoprotein polypeptide E	SNRPE
6038	45,6	34,9	1,31	0,049156	0,445	219687_at	Hedgehog acyltransferase	HHAT
2762	76,0	58,2	1,30	0,019163	0,379	220925_at	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	MAK10
1081	179	137	1,30	0,006326	0,319	223028_s_at	Sorting nexin 9	SNX9
5977	46,9	35,9	1,30	0,048541	0,444	232046_at	KIAA1217 protein	KIAA1217
1250	911	699	1,30	0,007424	0,325	224569_s_at	Interferon regulatory factor 2 binding protein 2	IRF2BP2
5137	6,22	4,77	1,30	0,039544	0,421	241885_at	68 kDa TATA-binding protein-associated factor	TAF15
3741	45,3	34,7	1,30	0,027224	0,397	214221_at	Alstrom syndrome 1	ALMS1
2673	37,0	28,4	1,30	0,018275	0,374	1558996_at	Forkhead box P1	FOXP1
3890	76,6	58,8	1,30	0,028433	0,399	213788_s_at	Non-protein coding RNA 94	FLJ35348
2907	80,3	61,6	1,30	0,020432	0,383	203971_at	Solute carrier family 31 (copper transporters), member 1	SLC31A1
171	106	81,4	1,30	0,000791	0,244	227026_at	M-phase phosphoprotein, mpp8	HSMPP8
3214	11,4	8,76	1,30	0,022771	0,387	244669_at	Small nucleolar RNA, C/D box 50ASmall nucleolar RNA host gene (non-protein coding) 5	SNHG5SNORD50A
1321	8,87	6,81	1,30	0,007877	0,326	238859_at	Family with sequence similarity 149, member B1	FAM149B1
1407	180	138	1,30	0,008500	0,330	219083_at	SHQ1 homolog (S. cerevisiae)	SHQ1
4929	44,4	34,1	1,30	0,037797	0,419	227891_s_at	68 kDa TATA-binding protein-associated factor	TAF15
1396	151	116	1,30	0,008434	0,330	203132_at	Retinoblastoma 1 (including osteosarcoma)	RB1
4807	38,5	29,6	1,30	0,036495	0,415	212366_at	Zinc finger protein 292	ZNF292
3640	168	129	1,30	0,026326	0,395	223189_x_at	Myeloid/lymphoid or mixed-lineage leukemia 5	MLL5
3711	266	205	1,30	0,026866	0,396	208815_x_at	Heat shock 70kDa protein 4	HSPA4
1118	292	224	1,30	0,006533	0,319	202181_at	KIAA0247 protein	KIAA0247
1958	186	143	1,30	0,012798	0,355	202515_at	Discs, large homolog 1 (Drosophila)	DLG1
1969	32,6	25,0	1,30	0,012861	0,355	201905_s_at	CTD small phosphatase-like protein	CTDSPL
2555	94,7	72,8	1,30	0,017292	0,370	212923_s_at	Chromosome 6 open reading frame 145	C6orf145
5628	240	185	1,30	0,044933	0,436	208999_at	Septin 8	SEPT8
1483	23,4	18,0	1,30	0,009115	0,336	243350_at	Chromosome 5 open reading frame 15	C5orf15
2226	21,6	16,6	1,30	0,014798	0,363	231995_at	Chromosome 9 open reading frame 82	C9orf82
2496	488	375	1,30	0,016821	0,367	229394_s_at	Glucocorticoid receptor DNA binding factor 1	GRLF1
5666	114	87,7	1,30	0,045208	0,436	220419_s_at	Ubiquitin specific peptidase 25	USP25
4315	4,43	3,41	1,30	0,032137	0,407	242906_at	cDNA DKFZp313B1017	-
2484	204	157	1,30	0,016747	0,367	204314_s_at	cAMP responsive element binding protein 1	CREB1
1222	12,1	9,33	1,30	0,007269	0,324	201335_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
4492	111	85,7	1,30	0,033777	0,411	201883_s_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	B4GALT1
2376	74,8	57,6	1,30	0,015843	0,364	205606_at	Low density lipoprotein receptor-related protein 6	LRP6
1089	26,2	20,2	1,30	0,006385	0,319	212759_s_at	Transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2
2488	10,3	7,93	1,30	0,016766	0,367	225807_at	Jub, ajuba homolog (Xenopus laevis)	JUB
91	134	103	1,30	0,000335	0,201	220355_s_at	Polybromo 1	PBRM1
4153	46,5	35,8	1,30	0,030632	0,403	224631_at	Zinc finger protein 91 homolog (mouse)	ZFP91
2045	15,9	12,3	1,30	0,013297	0,355	231933_at	Membrane-associated ring finger (C3HC4) 8	MARCH8
3284	206	159	1,30	0,023406	0,388	223190_s_at	Myeloid/lymphoid or mixed-lineage leukemia 5	MLL5
3796	209	161	1,30	0,027652	0,398	212888_at	Dicer1, Dcr-1 homolog (Drosophila)	DICER1
4995	98,1	75,5	1,30	0,038339	0,420	225954_s_at	Midnolin	MIDN
2218	9,64	7,43	1,30	0,014709	0,362	217951_s_at	PHD finger protein 3	PHF3
2105	11,5	8,89	1,30	0,013791	0,358	239930_at	UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2	GALNT2
4101	253	195	1,30	0,030146	0,402	202271_at	F-box protein 28	FBXO28
603	22,8	17,6	1,30	0,003349	0,303	205135_s_at	nuclear fragile X mental retardation protein interacting protein 1	NUFIP1
5735	101	78,1	1,30	0,046000	0,438	234491_s_at	Salvador homolog 1 (Drosophila)	SAV1
6113	4633	3570	1,30	0,049881	0,446	215076_s_at	Collagen, type III, alpha 1	COL3A1
5249	287	221	1,30	0,040640	0,423	228785_at	Zinc finger protein 281	ZNF281
5708	140	108	1,30	0,045701	0,438	205178_s_at	Retinoblastoma binding protein 6	RBBP6
5775	78,8	60,8	1,30	0,046449	0,440	204066_s_at	Centaurin, gamma 2	CENTG2
3555	755	582	1,30	0,025641	0,394	200983_x_at	CD59 molecule, complement regulatory protein	CD59
5524	13,0	10,0	1,30	0,043811	0,433	230126_s_at	Jumonji domain containing 2B	JMJD2B
3999	123	95,0	1,30	0,029269	0,400	228980_at	Ring finger and FYVE-like domain containing 1	RFFL
1420	58,5	45,2	1,30	0,008606	0,331	235728_at	Zinc finger protein 3 homolog (mouse)	ZFP3
2468	46,1	35,6	1,30	0,016587	0,367	239035_at	5,10-methylenetetrahydrofolate reductase (NADPH)	MTHFR
1229	294	227	1,29	0,007311	0,324	201302_at	Annexin A4	ANXA4
4333	187	144	1,29	0,032255	0,407	214177_s_at	Pre-B-cell leukemia homeobox interacting protein 1	PBXIP1
2280	240	186	1,29	0,015155	0,363	225629_s_at	Zinc finger and BTB domain containing 4	ZBTB4
2530	185	143	1,29	0,017088	0,369	202372_at	RAB3 GTPase activating protein subunit 2 (non-catalytic)	RAB3GAP2
5392	195	151	1,29	0,042279	0,429	225334_at	Chromosome 10 open reading frame 32	C10orf32
2135	5,02	3,88	1,29	0,014029	0,359	1564699_at	cDNA clone IMAGE:4297077	-
2589	80,1	61,9	1,29	0,017551	0,371	202414_at	DNA excision repair protein ERCC-5	ERCC5
2257	24,7	19,1	1,29	0,015020	0,363	229298_at	Kelch repeat and BTB (POZ) domain containing 7	KBTBD7
1390	195	150	1,29	0,008404	0,330	210249_s_at	Nuclear receptor coactivator 1	NCOA1
2761	20,1	15,5	1,29	0,019156	0,379	230937_at	Hypothetical protein LOC285835	LOC285835
982	307	237	1,29	0,005690	0,315	211503_s_at	RAB14, member RAS oncogene family	RAB14
1713	4,34	3,36	1,29	0,010984	0,348	221805_at	neurofilament, light polypeptide 68kDa	NEFL
4539	170	132	1,29	0,034291	0,412	212648_at	DEAH (Asp-Glu-Ala-His) box polypeptide 29	DHX29
4157	108	83,4	1,29	0,030721	0,404	218802_at	Coiled-coil domain containing 109B	CCDC109B
4212	298	231	1,29	0,031187	0,405	213233_s_at	Kelch-like 9 (Drosophila)	KLHL9
5340	334	259	1,29	0,041822	0,428	201015_s_at	Junction plakoglobin	JUP
4249	281	218	1,29	0,031552	0,406	202593_s_at	Membrane interacting protein of RGS16	MIR16
5621	61,7	47,8	1,29	0,044867	0,436	218644_at	Pleckstrin 2	PLEK2
2345	28,6	22,2	1,29	0,015647	0,364	207492_at	N-glycanase 1	NGLY1
1967	1471	1140	1,29	0,012857	0,355	226880_at	Nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1
1630	6,92	5,36	1,29	0,010280	0,344	235133_at	Zinc finger, DHHC domain containing 14	ZDHHC14
1179	13,7	10,6	1,29	0,006930	0,321	244536_at	Tumor protein p53 binding protein, 2	TP53BP2
5096	57,9	44,9	1,29	0,039207	0,420	210731_s_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	LGALS8
1068	333	258	1,29	0,006266	0,319	203033_x_at	Fumarate hydratase	FH
1436	6,50	5,04	1,29	0,008701	0,331	222936_s_at	PPPDE peptidase domain containing 1	PPPDE1
4562	5,57	4,32	1,29	0,034472	0,412	1559360_at	Ephrin-A5	EFNA5
3460	8,20	6,36	1,29	0,024786	0,392	1559343_at	Small nuclear ribonucleoprotein polypeptide N	SNRPN
2575	273	212	1,29	0,017479	0,371	203045_at	Ninjurin 1	NINJ1
385	245	190	1,29	0,002005	0,284	223238_s_at	Polybromo 1	PBRM1
4238	23,7	18,4	1,29	0,031402	0,405	1555082_a_at	NIMA (never in mitosis gene a)- related kinase 11	NEK11
1599	22,5	17,5	1,29	0,009976	0,341	224375_at	-	-
1385	15,4	12,0	1,29	0,008329	0,329	1558755_x_at	Zinc finger protein 763	ZNF763
2978	48,7	37,8	1,29	0,020942	0,384	221985_at	Kelch-like 24 (Drosophila)	KLHL24
4865	11,1	8,63	1,29	0,037107	0,417	1556423_at	Vasohibin 1	VASH1
5215	164	127	1,29	0,040292	0,422	225399_at	Chromosome 1 open reading frame 19	C1orf19
2283	443	344	1,29	0,015178	0,363	201816_s_at	Glioblastoma amplified sequence	GBAS
1219	23,7	18,4	1,29	0,007250	0,324	241874_at	Chromosome 5 open reading frame 53	C5orf53
6086	285	222	1,29	0,049690	0,446	206989_s_at	Splicing factor, arginine/serine-rich 2, interacting protein	SFRS2IP
5857	90,8	70,7	1,29	0,047366	0,442	58780_s_at	Hypothetical protein FLJ10357	FLJ10357
1082	175	136	1,29	0,006332	0,319	212104_s_at	RNA binding motif protein 9	RBM9
5890	25,8	20,1	1,29	0,047638	0,442	236109_at	RNA pseudouridylate synthase domain containing 4	RPUSD4
3537	94,5	73,6	1,29	0,025444	0,393	210028_s_at	Origin recognition complex, subunit 3-like (yeast)	ORC3L
2918	43,8	34,1	1,28	0,020483	0,383	234660_s_at	DIS3 mitotic control homolog (S. cerevisiae)	DIS3
3039	105	81,9	1,28	0,021421	0,385	218298_s_at	Chromosome 14 open reading frame 159	C14orf159
492	73,8	57,5	1,28	0,002634	0,289	230623_x_at	Ubiquitin specific peptidase 28	USP28
4337	36,7	28,6	1,28	0,032273	0,407	219307_at	Prenyl (decaprenyl) diphosphate synthase, subunit 2	PDSS2
2969	626	488	1,28	0,020864	0,384	212773_s_at	Translocase of outer mitochondrial membrane 20 homolog (yeast)	TOMM20
1667	132	103	1,28	0,010536	0,345	212676_at	Neurofibromin 1	NF1
4377	80,7	62,9	1,28	0,032561	0,407	223679_at	Catenin (cadherin-associated protein), beta 1, 88kDa	CTNNB1
2813	123	95,6	1,28	0,019620	0,381	202005_at	Suppression of tumorigenicity 14 (colon carcinoma)	ST14
29	4,61	3,60	1,28	0,000134	0,201	234330_at	cDNA FLJ14081 fis, clone HEMBB1002280	-
4967	17,2	13,4	1,28	0,038108	0,419	210251_s_at	RUN and FYVE domain containing 3	RUFY3
2127	169	132	1,28	0,013995	0,359	201411_s_at	Pleckstrin homology domain-containing family B member 2	PLEKHB2
4029	52,3	40,8	1,28	0,029509	0,400	213271_s_at	Dopey family member 1	DOPEY1
5237	62,9	49,0	1,28	0,040542	0,423	204831_at	Cyclin-dependent kinase 8	CDK8
2335	27,4	21,4	1,28	0,015586	0,364	213298_at	Nuclear factor I/C (CCAAT-binding transcription factor)	NFIC
4434	89,9	70,2	1,28	0,033210	0,409	241993_x_at	Forkhead box P1	FOXP1
4908	395	308	1,28	0,037540	0,418	226128_at	Chromosome 1 open reading frame 58	C1orf58
3568	18,7	14,6	1,28	0,025750	0,394	228748_at	CD59 molecule, complement regulatory protein	CD59
3586	87,3	68,2	1,28	0,025882	0,394	1553677_a_at	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	TIPRL
2621	2180	1702	1,28	0,017810	0,371	217807_s_at	Glioma tumor suppressor candidate region gene 2	GLTSCR2
4536	172	134	1,28	0,034269	0,412	217954_s_at	PHD finger protein 3	PHF3
5798	53,9	42,1	1,28	0,046770	0,441	242750_at	Methylmalonic aciduria (cobalamin deficiency) cblA type	MMAA
3493	10,0	7,85	1,28	0,025104	0,392	224044_at	RAS homolog gene family, member T1	RHOT1
5800	14,2	11,1	1,28	0,046781	0,441	206448_at	Zinc finger protein 365	ZNF365
4907	5,77	4,51	1,28	0,037524	0,418	1557961_s_at	N-terminal EF-hand calcium binding protein 1	NECAB1
1811	10,5	8,23	1,28	0,011679	0,351	244272_s_at	Membrane targeting (tandem) C2 domain containing 1	MTAC2D1
1064	62,4	48,8	1,28	0,006244	0,319	227895_at	Family with sequence similarity 120B	FAM120B
4008	93,5	73,1	1,28	0,029322	0,400	223021_x_at	Vps20-associated 1 homolog (S. cerevisiae)	VTA1
5687	34,5	27,0	1,28	0,045389	0,436	239364_at	Ets variant 6	ETV6
5847	12,8	9,97	1,28	0,047281	0,442	228948_at	EPH receptor A4	EPHA4
3872	210	164	1,28	0,028285	0,399	223151_at	DCUN1 domain-containing protein 5	DCUN1D5
486	205	160	1,28	0,002589	0,289	223329_x_at	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	SUGT1
1743	13,1	10,2	1,28	0,011131	0,348	1569020_at	Neural precursor cell expressed, developmentally down-regulated 9	NEDD9
2449	110	85,9	1,28	0,016399	0,366	226277_at	Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	COL4A3BP
3232	90,8	71,0	1,28	0,022914	0,388	225838_at	Enhancer of polycomb homolog 2 (Drosophila)	EPC2
938	42,2	33,0	1,28	0,005368	0,313	204786_s_at	Interferon (alpha, beta and omega) receptor 2	IFNAR2
5498	98,2	76,8	1,28	0,043512	0,433	235196_at	Hyperparathyroidism 2 protein	CDC73
1329	266	208	1,28	0,007999	0,328	217885_at	Importin 9	IPO9
1370	10,8	8,42	1,28	0,008234	0,328	205460_at	neuronal PAS domain protein 2	NPAS2
5016	5,70	4,46	1,28	0,038592	0,420	206032_at	Desmocollin 3	DSC3
1006	24,5	19,2	1,28	0,005833	0,316	217230_at	Villin 2 (ezrin)	VIL2
5307	6,06	4,74	1,28	0,041399	0,426	1557895_at	FLJ35934 protein	FLJ35934
577	7,63	5,98	1,28	0,003171	0,300	217538_at	Small G protein signaling modulator 2	SGSM2
3138	105	82,6	1,28	0,022259	0,387	210776_x_at	Transcription factor 3	TCF3
6105	106	83,2	1,28	0,049843	0,446	223304_at	Solute carrier family 37 member 3	SLC37A3
5891	27,4	21,4	1,28	0,047647	0,442	230759_at	Sorting nexin 14	SNX14
2267	48,1	37,7	1,28	0,015072	0,363	240166_x_at	RNA (guanine-9-) methyltransferase domain containing 3	RG9MTD3
5963	7,83	6,13	1,28	0,048431	0,444	241198_s_at	Chromosome 11 open reading frame 70	C11orf70
3865	60,8	47,7	1,28	0,028230	0,399	225539_at	Zinc finger protein 295	ZNF295
3527	74,1	58,0	1,28	0,025327	0,393	209798_at	Nuclear protein, ataxia-telangiectasia locus	NPAT
2689	123	96,5	1,28	0,018430	0,375	238761_at	Mediator complex subunit 28	MED28
2565	11,8	9,27	1,28	0,017400	0,371	236149_at	THO complex 3	THOC3
4541	60,7	47,6	1,28	0,034311	0,412	219303_at	Chromosome 13 open reading frame 7	C13orf7
97	5,86	4,60	1,28	0,000377	0,212	1560776_at	Family with sequence similarity 18, member B2	FAM18B2
681	153	120	1,28	0,003912	0,308	224309_s_at	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	SUGT1
5349	359	282	1,28	0,041933	0,429	202322_s_at	Geranylgeranyl diphosphate synthase 1	GGPS1
747	5,76	4,52	1,28	0,004234	0,308	37170_at	BMP2 inducible kinase	BMP2K
4602	24,9	19,5	1,28	0,034797	0,412	236268_at	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	SEC22C
5570	6,29	4,93	1,28	0,044354	0,435	232885_at	Non-protein coding RNA 81	NCRNA00081
3163	59,1	46,4	1,28	0,022450	0,387	222607_s_at	DIS3 mitotic control homolog (S. cerevisiae)	DIS3
5397	101	79,3	1,28	0,042322	0,429	210285_x_at	Wilms tumor 1 associated protein	WTAP
5559	30,4	23,9	1,27	0,044255	0,435	219011_at	Pleckstrin homology domain-containing family A member 4	PLEKHA4
3471	140	110	1,27	0,024902	0,392	231807_at	KIAA1217 protein	KIAA1217
1166	18,7	14,6	1,27	0,006860	0,321	242136_x_at	Hypothetical protein LOC403340	MGC70870
1342	7,76	6,09	1,27	0,008057	0,328	240465_at	Chromosome 4 open reading frame 32	C4orf32
820	178	140	1,27	0,004683	0,312	207643_s_at	Tumor necrosis factor receptor superfamily, member 1A	TNFRSF1A
1519	67,7	53,1	1,27	0,009389	0,337	213463_s_at	Family with sequence similarity 149, member B1	FAM149B1
3664	342	269	1,27	0,026486	0,395	202677_at	RAS p21 protein activator (GTPase activating protein) 1	RASA1
5076	13,7	10,8	1,27	0,039052	0,420	232279_at	PHD finger protein 15	PHF15
2154	62,3	48,9	1,27	0,014186	0,360	212076_at	Myeloid/lymphoid or mixed-lineage leukemia	MLL
2549	139	110	1,27	0,017262	0,370	227569_at	Ligand of numb-protein X 2	LNX2
4470	220	173	1,27	0,033588	0,411	202790_at	Claudin 7	CLDN7
4216	4,20	3,30	1,27	0,031239	0,405	235075_at	Desmoglein 3 (pemphigus vulgaris antigen)	DSG3
6044	78,0	61,3	1,27	0,049239	0,445	225504_at	Homeobox containing 1	HMBOX1
2630	38,4	30,2	1,27	0,017905	0,372	204838_s_at	MUTL homolog 3 (E. coli)	MLH3
3657	60,0	47,2	1,27	0,026413	0,395	209378_s_at	KIAA1128 protein	KIAA1128
1745	12,0	9,44	1,27	0,011145	0,348	232457_at	LIM and calponin homology domains 1	LIMCH1
5850	47,5	37,3	1,27	0,047331	0,442	226783_at	Alanine-glyoxylate aminotransferase 2-like 2	AGXT2L2
2785	10,0	7,89	1,27	0,019343	0,380	237262_at	Family with sequence similarity 59, member A	FAM59A
4049	26,4	20,7	1,27	0,029667	0,401	204054_at	Phosphatase and tensin homolog	PTEN
4278	91,3	71,8	1,27	0,031792	0,406	222136_x_at	Zinc finger protein 43	ZNF43
5169	23,7	18,7	1,27	0,039825	0,421	222364_at	Solute carrier family 44, member 1	SLC44A1
4042	30,0	23,6	1,27	0,029635	0,401	228091_at	Syntaxin 17	STX17
3593	632	497	1,27	0,025913	0,394	201334_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
3047	176	138	1,27	0,021453	0,385	224703_at	WD repeat domain 22	WDR22
4156	170	134	1,27	0,030678	0,404	225080_at	Myosin IC	MYO1C
4575	18,8	14,8	1,27	0,034585	0,412	205180_s_at	ADAM metallopeptidase domain 8	ADAM8
3906	116	91,0	1,27	0,028522	0,399	218244_at	Nucleolar protein 8	NOL8
3854	6,52	5,13	1,27	0,028142	0,399	1556650_at	Autism susceptibility candidate 2	AUTS2
6065	77,8	61,3	1,27	0,049473	0,446	240277_at	Solute carrier family 30 (zinc transporter), member 7	SLC30A7
814	10,4	8,23	1,27	0,004655	0,312	222438_at	Mediator complex subunit 4	MED4
4399	12,1	9,55	1,27	0,032786	0,407	238342_at	Hypothetical protein LOC283846	LOC283846
1183	4,53	3,57	1,27	0,006957	0,322	1557036_at	Zinc finger and BTB domain containing 1	ZBTB1
3006	11,1	8,77	1,27	0,021167	0,385	230542_at	Zinc finger protein 597	ZNF597
3925	11,3	8,87	1,27	0,028693	0,399	206652_at	Zinc finger, MYM-type 5	ZMYM5
6055	144	113	1,27	0,049379	0,446	213026_at	ATG12 autophagy related 12 homolog (S. cerevisiae)	ATG12
2800	67,8	53,4	1,27	0,019466	0,380	219024_at	Pleckstrin homology domain containing, family A member 1	PLEKHA1
4196	20,6	16,3	1,27	0,030996	0,404	240723_at	Enah/Vasp-like	EVL
3499	136	107	1,27	0,025144	0,392	214773_x_at	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	TIPRL
5810	374	295	1,27	0,046927	0,442	226214_at	Membrane interacting protein of RGS16	MIR16
1635	6,21	4,90	1,27	0,010310	0,344	240829_at	Peroxisomal biogenesis factor 3	PEX3
4342	30,1	23,8	1,27	0,032332	0,407	206348_s_at	Pyruvate dehydrogenase kinase, isozyme 3	PDK3
2342	78,3	61,8	1,27	0,015631	0,364	225398_at	RNA pseudouridylate synthase domain containing 4	RPUSD4
1283	161	127	1,27	0,007640	0,325	218243_at	RUN and FYVE domain containing 1	RUFY1
1924	129	102	1,27	0,012518	0,355	224945_at	BTB (POZ) domain containing 7	BTBD7
3439	143	113	1,27	0,024624	0,391	222414_at	Myeloid/lymphoid or mixed-lineage leukemia 3	MLL3
5755	23,3	18,4	1,27	0,046191	0,439	230164_at	Zinc finger protein 621	ZNF621
4724	78,3	61,8	1,27	0,035738	0,414	215616_s_at	Jumonji domain containing 2B	JMJD2B
3536	18,9	14,9	1,27	0,025437	0,393	216621_at	Rho-associated, coiled-coil containing protein kinase 1	ROCK1
4735	69,8	55,1	1,27	0,035844	0,414	203481_at	Chromosome 10 open reading frame 6	C10orf6
3314	7,15	5,65	1,27	0,023558	0,388	243555_at	Endothelin receptor type A	EDNRA
1291	12,7	10,1	1,27	0,007697	0,325	211094_s_at	Neurofibromin 1	NF1
4313	144	114	1,27	0,032102	0,407	209024_s_at	Synaptotagmin binding, cytoplasmic RNA interacting protein	SYNCRIP
3782	6,86	5,42	1,26	0,027532	0,398	1559697_a_at	cDNA clone YW24B11	-
3072	148	117	1,26	0,021670	0,385	234950_s_at	Ring finger and WD repeat domain 2	RFWD2
2142	170	135	1,26	0,014101	0,360	202386_s_at	KIAA0430 protein	KIAA0430
3765	35,0	27,7	1,26	0,027366	0,397	213100_at	Unc-5 homolog B (C. elegans)	UNC5B
3948	77,1	60,9	1,26	0,028828	0,399	217496_s_at	Insulin-degrading enzyme	IDE
5317	79,5	62,9	1,26	0,041490	0,427	204084_s_at	Ceroid-lipofuscinosis, neuronal 5	CLN5
5368	39,4	31,2	1,26	0,042143	0,429	219565_at	Cytochrome P450, family 20, subfamily A, polypeptide 1	CYP20A1
454	352	278	1,26	0,002430	0,288	222389_s_at	WW domain containing adaptor with coiled-coil	WAC
1018	74,9	59,3	1,26	0,005886	0,316	63009_at	SHQ1 homolog (S. cerevisiae)	SHQ1
3631	45,3	35,9	1,26	0,026255	0,395	214220_s_at	Alstrom syndrome 1	ALMS1
4269	44,1	34,9	1,26	0,031745	0,406	1556034_s_at	Myotubularin related protein 11	MTMR11
1027	301	238	1,26	0,005943	0,316	217836_s_at	YY1 associated protein 1	YY1AP1
2901	152	121	1,26	0,020371	0,383	201613_s_at	Adaptor-related protein complex 1, gamma 2 subunit	AP1G2
4898	22,3	17,7	1,26	0,037472	0,418	204742_s_at	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	PDS5B
4831	35,8	28,4	1,26	0,036802	0,416	219610_at	Rho-guanine nucleotide exchange factor	RGNEF
3881	323	256	1,26	0,028341	0,399	209102_s_at	HMG-box transcription factor 1	HBP1
5677	82,9	65,7	1,26	0,045324	0,436	203972_s_at	Peroxisomal biogenesis factor 3	PEX3
3958	104	82,4	1,26	0,028901	0,399	203035_s_at	Protein inhibitor of activated STAT, 3	PIAS3
472	11,8	9,34	1,26	0,002513	0,289	241152_at	Family with sequence similarity 120B	FAM120B
6017	11,7	9,29	1,26	0,048969	0,445	213067_at	Myosin, heavy chain 10, non-muscle	MYH10
3964	308	244	1,26	0,028956	0,399	201132_at	Heterogeneous nuclear ribonucleoprotein H2	HNRPH2
2462	354	281	1,26	0,016522	0,367	201301_s_at	Annexin A4	ANXA4
3089	329	261	1,26	0,021783	0,385	201153_s_at	Muscleblind-like (Drosophila)	MBNL1
4614	286	227	1,26	0,034830	0,412	224570_s_at	Interferon regulatory factor 2 binding protein 2	IRF2BP2
2072	285	227	1,26	0,013542	0,356	234969_s_at	Enhancer of polycomb homolog 1 (Drosophila)	EPC1
3853	9,22	7,32	1,26	0,028139	0,399	235784_at	Mitochondrial transcription termination factor	MTERF
2482	7,45	5,91	1,26	0,016728	0,367	206010_at	Hyaluronan binding protein 2	HABP2
4742	226	179	1,26	0,035914	0,414	225284_at	DnaJ (Hsp40) homolog, subfamily C, member 3	DNAJC3
4449	56,4	44,8	1,26	0,033417	0,411	200702_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	DDX24
4491	559	445	1,26	0,033777	0,411	212952_at	Calreticulin	CALR
5063	6,69	5,32	1,26	0,038964	0,420	242007_at	Primary neuroblastoma cDNA, clone:Nbla03526, full insert sequence	-
3834	833	662	1,26	0,028012	0,399	200810_s_at	Cold inducible RNA binding protein	CIRBP
5563	14,7	11,7	1,26	0,044296	0,435	226637_at	Ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H
