Probe set	Symbol	Title	p value	Fold
208310_s_at	C7orf28A /// C7orf28B	chromosome 7 open reading frame 28A /// chromosome 7 open reading frame 28B	0.005599	2.08
208454_s_at	PGCP	plasma glutamate carboxypeptidase	0.005599	1.97
208698_s_at	NONO	non-POU domain containing, octamer-binding	0.005599	1.59
209046_s_at	GABARAPL2	GABA(A) receptor-associated protein-like 2	0.005599	1.45
209071_s_at	RGS5	regulator of G-protein signaling 5	0.005599	0.54
209160_at	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	0.005599	2.1
209511_at	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F	0.005599	1.37
209709_s_at	HMMR	hyaluronan-mediated motility receptor (RHAMM)	0.005599	2.14
209741_x_at	SCAPER	S phase cyclin A-associated protein in the ER	0.005599	1.5
209743_s_at	ITCH	itchy homolog E3 ubiquitin protein ligase (mouse)	0.005599	1.81
209806_at	HIST1H2BK	histone cluster 1, H2bk	0.005599	1.93
209837_at	AP4M1	adaptor-related protein complex 4, mu 1 subunit	0.005599	1.24
209888_s_at	MYL1	myosin, light chain 1, alkali; skeletal, fast	0.005599	0.87
209895_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	0.005599	2.16
210284_s_at	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	0.005599	1.89
210794_s_at	MEG3	maternally expressed 3	0.005599	0.67
210809_s_at	POSTN	periostin, osteoblast specific factor	0.005599	0.23
211159_s_at	PPP2R5D	protein phosphatase 2, regulatory subunit B, delta isoform	0.005599	1.39
211228_s_at	RAD17	RAD17 homolog (S. pombe)	0.005599	1.41
211317_s_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.005599	1.56
211343_s_at	COL13A1	collagen, type XIII, alpha 1	0.005599	0.74
211427_s_at	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	0.005599	0.91
211450_s_at	MSH6	mutS homolog 6 (E. coli)	0.005599	2.87
211561_x_at	MAPK14	mitogen-activated protein kinase 14	0.005599	1.65
211871_x_at	GNB5	guanine nucleotide binding protein (G protein), beta 5	0.005599	1.66
211966_at	COL4A2	collagen, type IV, alpha 2	0.005599	0.51
212121_at	TCTN3	tectonic family member 3	0.005599	1.57
212217_at	PREPL	prolyl endopeptidase-like	0.005599	1.53
213047_x_at	SET	SET translocation (myeloid leukemia-associated)	0.005599	1.7
213705_at	213705_at	CDNA FLJ30007 fis, clone 3NB692000012	0.005599	0.63
213888_s_at	TRAF3IP3	TRAF3 interacting protein 3	0.005599	0.6
214068_at	BEAN	brain expressed, associated with Nedd4	0.005599	0.87
214144_at	POLR2D	Polymerase (RNA) II (DNA directed) polypeptide D	0.005599	1.56
214174_s_at	PDLIM4	PDZ and LIM domain 4	0.005599	0.77
214213_x_at	LMNA	Lamin A/C	0.005599	0.73
214279_s_at	NDRG2	NDRG family member 2	0.005599	2.27
214340_at	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	0.005599	0.78
215084_s_at	LRRC42	leucine rich repeat containing 42	0.005599	1.63
215236_s_at	PICALM	phosphatidylinositol binding clathrin assembly protein	0.005599	2.18
215649_s_at	MVK	mevalonate kinase (mevalonic aciduria)	0.005599	1.43
215785_s_at	CYFIP2	cytoplasmic FMR1 interacting protein 2	0.005599	0.4
216345_at	KIAA0913	KIAA0913	0.005599	0.76
216556_x_at	216556_x_at	---	0.005599	1.19
216670_at	KLK13	kallikrein-related peptidase 13	0.005599	0.84
216840_s_at	LAMA2	laminin, alpha 2 (merosin, congenital muscular dystrophy)	0.005599	0.49
217067_s_at	DMP1	dentin matrix acidic phosphoprotein	0.005599	0.81
217288_at	217288_at	MRNA; cDNA DKFZp564D042 (from clone DKFZp564D042)	0.005599	1.45
218156_s_at	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	0.005599	1.67
218206_x_at	SCAND1	SCAN domain containing 1	0.005599	1.25
218252_at	CKAP2	cytoskeleton associated protein 2	0.005599	1.85
218281_at	MRPL48	mitochondrial ribosomal protein L48	0.005599	1.45
218481_at	EXOSC5	exosome component 5	0.005599	1.35
218482_at	ENY2	enhancer of yellow 2 homolog (Drosophila)	0.005599	1.42
218489_s_at	ALAD	aminolevulinate, delta-, dehydratase	0.005599	1.69
218602_s_at	FAM29A	family with sequence similarity 29, member A	0.005599	1.34
218972_at	TTC17	tetratricopeptide repeat domain 17	0.005599	1.29
219465_at	APOA2	apolipoprotein A-II	0.005599	1.17
219506_at	C1orf54	chromosome 1 open reading frame 54	0.005599	0.61
219679_s_at	WAC	WW domain containing adaptor with coiled-coil	0.005599	2.17
219940_s_at	PCID2	PCI domain containing 2	0.005599	1.5
219961_s_at	C20orf19	chromosome 20 open reading frame 19	0.005599	1.61
220305_at	MGC3260	hypothetical protein MGC3260	0.005599	1.71
220329_s_at	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	0.005599	1.75
220330_s_at	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	0.005599	0.45
221010_s_at	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	0.005599	1.32
221082_s_at	NDRG3	NDRG family member 3	0.005599	1.62
221173_at	USH1C	Usher syndrome 1C (autosomal recessive, severe)	0.005599	0.71
221525_at	ZMIZ2	zinc finger, MIZ-type containing 2	0.005599	0.68
222067_x_at	HIST1H2BD	histone cluster 1, H2bd	0.005599	1.98
222168_at	222168_at	10q21 mRNA sequence	0.005599	0.88
222246_at	222246_at	Clone HQ0290	0.005599	0.91
222474_s_at	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	0.005599	1.46
222510_s_at	MKRN2	makorin, ring finger protein, 2	0.005599	1.42
222802_at	EDN1	endothelin 1	0.005599	0.67
223255_at	KIAA1333	KIAA1333	0.005599	1.57
223749_at	C1QTNF2	C1q and tumor necrosis factor related protein 2	0.005599	0.81
224111_x_at	KLF16	Kruppel-like factor 16	0.005599	0.71
224335_s_at	BACE1	beta-site APP-cleaving enzyme 1	0.005599	1.6
224916_at	TMEM173	transmembrane protein 173	0.005599	0.71
224994_at	CAMK2D	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	0.005599	1.74
225115_at	HIPK2	Homeodomain interacting protein kinase 2	0.005599	2.22
225369_at	ESAM	endothelial cell adhesion molecule	0.005599	0.66
225581_s_at	MRPL50	mitochondrial ribosomal protein L50	0.005599	1.53
225621_at	ALG2	asparagine-linked glycosylation 2 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)	0.005599	1.7
225717_at	KIAA1715	KIAA1715	0.005599	1.62
225796_at	PXK	PX domain containing serine/threonine kinase	0.005599	1.67
225928_at	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	0.005599	1.66
226138_s_at	LOC644879	Hypothetical LOC644879	0.005599	0.85
226164_x_at	FAM80B	Family with sequence similarity 80, member B	0.005599	0.72
226279_at	PRSS23	protease, serine, 23	0.005599	0.35
226286_at	RBED1	RNA binding motif and ELMO/CED-12 domain 1	0.005599	0.83
226335_at	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	0.005599	1.47
226974_at	226974_at	Full-length cDNA clone CS0DF038YD07 of Fetal brain of Homo sapiens (human)	0.005599	2.2
227002_at	FAM78A	family with sequence similarity 78, member A	0.005599	0.77
227161_at	NOM1	nucleolar protein with MIF4G domain 1	0.005599	1.65
227228_s_at	CCDC88C	coiled-coil domain containing 88C	0.005599	0.58
227811_at	FGD3	FYVE, RhoGEF and PH domain containing 3	0.005599	0.67
227825_at	C9orf90	chromosome 9 open reading frame 90	0.005599	1.26
228068_at	C10orf132	chromosome 10 open reading frame 132	0.005599	0.8
228405_at	RHPN1	rhophilin, Rho GTPase binding protein 1	0.005599	0.78
228679_at	228679_at	CDNA FLJ30856 fis, clone FEBRA2003258	0.005599	1.57
228716_at	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	0.005599	1.82
228728_at	FLJ21986	hypothetical protein FLJ21986	0.005599	0.33
228837_at	TCF4	transcription factor 4	0.005599	0.78
228915_at	DACH1	dachshund homolog 1 (Drosophila)	0.005599	0.64
229004_at	229004_at	CDNA FLJ26557 fis, clone LNF01992	0.005599	0.66
229597_s_at	WDFY4	WDFY family member 4	0.005599	0.71
230063_at	ZNF264	zinc finger protein 264	0.005599	0.63
230341_x_at	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	0.005599	0.58
230674_at	LGR4	Leucine-rich repeat-containing G protein-coupled receptor 4	0.005599	0.8
231352_at	SLC22A8	solute carrier family 22 (organic anion transporter), member 8	0.005599	0.86
231477_at	231477_at	Transcribed locus	0.005599	0.8
231599_x_at	231599_x_at	---	0.005599	0.81
231791_at	ASAH2	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	0.005599	1.51
232204_at	EBF1	early B-cell factor 1	0.005599	0.61
232262_at	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L	0.005599	0.71
232449_at	BCDO2	beta-carotene dioxygenase 2	0.005599	0.29
232490_s_at	PRUNE	prune homolog (Drosophila)	0.005599	1.51
232588_at	STAG1	stromal antigen 1	0.005599	0.81
232954_at	232954_at	Full length insert cDNA clone ZD53D02	0.005599	0.86
233033_at	ZEB2	Zinc finger E-box binding homeobox 2	0.005599	0.85
233255_s_at	BIVM	basic, immunoglobulin-like variable motif containing	0.005599	1.68
233760_at	UTP11L	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)	0.005599	0.86
233854_x_at	KLK4	kallikrein-related peptidase 4	0.005599	0.78
234050_at	TAGAP	T-cell activation GTPase activating protein	0.005599	0.75
234255_at	234255_at	MRNA; cDNA DKFZp434E0572 (from clone DKFZp434E0572)	0.005599	0.9
234419_x_at	234419_x_at	---	0.005599	0.79
234840_s_at	OR5V1	olfactory receptor, family 5, subfamily V, member 1	0.005599	0.87
234977_at	ZADH2	zinc binding alcohol dehydrogenase, domain containing 2	0.005599	1.58
235522_at	CLEC2D	C-type lectin domain family 2, member D	0.005599	0.81
235694_at	TCFL5	transcription factor-like 5 (basic helix-loop-helix)	0.005599	1.42
235863_at	JSRP1	junctional sarcoplasmic reticulum protein 1	0.005599	0.73
236275_at	KRBA1	KRAB-A domain containing 1	0.005599	0.8
236335_at	236335_at	CDNA clone IMAGE:5273964	0.005599	0.5
236395_at	236395_at	Transcribed locus	0.005599	0.74
237482_s_at	ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	0.005599	1.48
238010_at	C1orf174	chromosome 1 open reading frame 174	0.005599	1.58
238201_at	238201_at	Transcribed locus	0.005599	0.87
238520_at	TRERF1	transcriptional regulating factor 1	0.005599	0.75
238794_at	C10orf78	chromosome 10 open reading frame 78	0.005599	1.61
238855_at	AHNAK	AHNAK nucleoprotein	0.005599	0.8
239060_at	239060_at	Transcribed locus	0.005599	0.8
239294_at	239294_at	Transcribed locus	0.005599	0.53
240444_x_at	CLIP1	CAP-GLY domain containing linker protein 1	0.005599	1.12
241652_x_at	241652_x_at	Transcribed locus	0.005599	1.89
241872_at	241872_at	Transcribed locus	0.005599	0.7
242503_at	CHST13	Carbohydrate (chondroitin 4) sulfotransferase 13	0.005599	0.81
243114_at	243114_at	Transcribed locus	0.005599	0.78
243393_at	243393_at	Transcribed locus	0.005599	0.81
243624_at	PIAS2	Protein inhibitor of activated STAT, 2	0.005599	1.28
243643_x_at	SLC30A6	solute carrier family 30 (zinc transporter), member 6	0.005599	1.18
243910_x_at	243910_x_at	CDNA FLJ30383 fis, clone BRACE2008102	0.005599	1.48
243940_at	TSHZ2	teashirt zinc finger homeobox 2	0.005599	2.35
244559_at	244559_at	Transcribed locus	0.005599	1.43
38037_at	HBEGF	heparin-binding EGF-like growth factor	0.005599	0.78
45297_at	EHD2	EH-domain containing 2	0.005599	0.71
91684_g_at	EXOSC4	exosome component 4	0.005599	1.5
242547_at	242547_at	Transcribed locus	0.005763	0.89
201741_x_at	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	0.005818	1.2
243612_at	NSD1	Nuclear receptor binding SET domain protein 1	0.005826	0.74
221582_at	HIST3H2A	histone cluster 3, H2a	0.005833	0.73
236579_at	236579_at	Full-length cDNA clone CS0DJ013YG01 of T cells (Jurkat cell line) of Homo sapiens (human)	0.005833	0.87
243453_at	243453_at	Transcribed locus	0.005833	0.81
206819_at	DKFZP434P211	POM121-like protein	0.005837	0.79
1552386_at	C5orf29	chromosome 5 open reading frame 29	0.00584	0.86
1554624_a_at	SIRPB1	signal-regulatory protein beta 1	0.00584	0.84
201458_s_at	BUB3	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	0.00584	1.52
234715_at	GOLGA2LY1 /// GOLGA2LY2	golgi autoantigen, golgin subfamily a, 2-like, Y-linked 1 /// golgi autoantigen, golgin subfamily a, 2-like, Y-linked 2	0.006368	0.84
244104_at	MGAT3	Mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	0.006368	0.83
215153_at	NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein	0.006371	0.76
233370_at	233370_at	CDNA: FLJ21320 fis, clone COL02324	0.006371	0.84
234492_at	234492_at	CDNA FLJ11818 fis, clone HEMBA1006424	0.006371	0.86
203831_at	R3HDM2	R3H domain containing 2	0.006375	0.75
209729_at	GAS2L1	growth arrest-specific 2 like 1	0.006383	0.72
215800_at	DUOX1	dual oxidase 1	0.006383	0.83
219884_at	LHX6	LIM homeobox 6	0.006404	0.77
231584_s_at	BCAS4	Breast carcinoma amplified sequence 4	0.006404	0.85
206016_at	CCDC22	coiled-coil domain containing 22	0.006489	1.6
1562632_at	LOC285191	hypothetical protein LOC285191	0.006606	0.88
1569448_at	PGM2L1	Phosphoglucomutase 2-like 1	0.006606	0.88
206668_s_at	SCAMP1	secretory carrier membrane protein 1	0.006606	1.87
220141_at	C11orf63	chromosome 11 open reading frame 63	0.006607	0.82
220307_at	CD244	CD244 molecule, natural killer cell receptor 2B4	0.006607	0.78
1552915_at	IL28A	interleukin 28A (interferon, lambda 2)	0.006647	0.74
1553021_s_at	BICD2	bicaudal D homolog 2 (Drosophila)	0.006647	1.2
1553944_at	MIA2	melanoma inhibitory activity 2	0.006647	1.87
1553990_at	C16orf79	chromosome 16 open reading frame 79	0.006647	0.78
1554152_a_at	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	0.006647	1.55
1554691_a_at	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	0.006647	1.89
1554710_at	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	0.006647	0.85
1554821_a_at	ZBED1	zinc finger, BED-type containing 1	0.006647	1.81
1555154_a_at	QKI	quaking homolog, KH domain RNA binding (mouse)	0.006647	1.57
1555434_a_at	SLC39A14	solute carrier family 39 (zinc transporter), member 14	0.006647	2.28
1555830_s_at	FAM62B	family with sequence similarity 62 (C2 domain containing) member B	0.006647	1.4
1556187_at	1556187_at	Clone 23822 mRNA sequence	0.006647	1.15
1556227_at	VCPIP1	Valosin containing protein (p97)/p47 complex interacting protein 1	0.006647	1.28
1556551_s_at	SLC39A6	solute carrier family 39 (zinc transporter), member 6	0.006647	1.56
1556671_s_at	1556671_s_at	CDNA FLJ25849 fis, clone TST08968	0.006647	0.84
1556797_at	LOC386597	hypothetical protein LOC386597	0.006647	0.69
1558015_s_at	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	0.006647	1.9
1558869_at	1558869_at	CDNA clone IMAGE:5312655	0.006647	0.88
1560339_s_at	NAP1L4	nucleosome assembly protein 1-like 4	0.006647	1.48
1560412_at	1560412_at	CDNA FLJ35132 fis, clone PLACE6008989	0.006647	1.21
1560587_s_at	PRDX5	peroxiredoxin 5	0.006647	1.62
1562144_at	1562144_at	Full length insert cDNA YR39D03	0.006647	0.58
1563111_a_at	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	0.006647	1.56
1563483_at	FAM91A2	family with sequence similarity 91, member A2	0.006647	1.28
1566471_at	LOC647305	similar to all-trans-13,14-dihydroretinol saturase	0.006647	0.84
1568904_at	1568904_at	Homo sapiens, clone IMAGE:3867102, mRNA	0.006647	0.8
1569022_a_at	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	0.006647	1.22
1569452_at	LOC692247	hypothetical locus LOC692247	0.006647	0.69
1569453_a_at	LOC692247	hypothetical locus LOC692247	0.006647	0.78
1569952_x_at	1569952_x_at	CDNA clone IMAGE:4814292	0.006647	1.42
1598_g_at	GAS6	growth arrest-specific 6	0.006647	0.6
200046_at	DAD1	defender against cell death 1	0.006647	1.7
200056_s_at	C1D /// LOC727879	nuclear DNA-binding protein /// similar to nuclear DNA-binding protein	0.006647	1.7
200059_s_at	RHOA	ras homolog gene family, member A	0.006647	1.67
200097_s_at	HNRPK	heterogeneous nuclear ribonucleoprotein K	0.006647	1.19
201238_s_at	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	0.006647	1.52
201652_at	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	0.006647	1.6
201739_at	SGK	serum/glucocorticoid regulated kinase	0.006647	0.49
201773_at	ADNP	activity-dependent neuroprotector homeobox	0.006647	1.55
201790_s_at	DHCR7	7-dehydrocholesterol reductase	0.006647	1.86
201830_s_at	NET1	neuroepithelial cell transforming gene 1	0.006647	2.03
201985_at	KIAA0196	KIAA0196	0.006647	1.7
201988_s_at	CREBL2	cAMP responsive element binding protein-like 2	0.006647	1.68
202539_s_at	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.006647	1.98
202654_x_at	40975	membrane-associated ring finger (C3HC4) 7	0.006647	1.7
203044_at	CHSY1	carbohydrate (chondroitin) synthase 1	0.006647	0.54
203209_at	RFC5	replication factor C (activator 1) 5, 36.5kDa	0.006647	1.8
203248_at	ZNF24	zinc finger protein 24	0.006647	1.39
203951_at	CNN1	calponin 1, basic, smooth muscle	0.006647	0.66
203988_s_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	0.006647	0.65
203991_s_at	UTX	ubiquitously transcribed tetratricopeptide repeat, X chromosome	0.006647	1.61
203997_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	0.006647	1.48
204207_s_at	RNGTT	RNA guanylyltransferase and 5-phosphatase	0.006647	1.58
204337_at	RGS4	regulator of G-protein signaling 4	0.006647	0.71
204681_s_at	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	0.006647	0.53
204829_s_at	FOLR2	folate receptor 2 (fetal)	0.006647	0.74
204834_at	FGL2	fibrinogen-like 2	0.006647	0.59
204914_s_at	SOX11	SRY (sex determining region Y)-box 11	0.006647	0.85
205098_at	CCR1	chemokine (C-C motif) receptor 1	0.006647	0.54
205104_at	SNPH	syntaphilin	0.006647	0.74
205895_s_at	NOLC1	nucleolar and coiled-body phosphoprotein 1	0.006647	1.59
205931_s_at	CREB5	cAMP responsive element binding protein 5	0.006647	0.78
206377_at	FOXF2	forkhead box F2	0.006647	0.77
206480_at	LTC4S	leukotriene C4 synthase	0.006647	0.84
207560_at	SLC28A1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	0.006647	0.54
207689_at	TBX10	T-box 10	0.006647	0.86
208115_x_at	C10orf137	chromosome 10 open reading frame 137	0.006647	1.15
208116_s_at	MAN1A1	mannosidase, alpha, class 1A, member 1	0.006647	2.51
208450_at	LGALS2	lectin, galactoside-binding, soluble, 2	0.006647	0.63
208680_at	PRDX1	peroxiredoxin 1	0.006647	1.66
208682_s_at	MAGED2	melanoma antigen family D, 2	0.006647	1.55
208771_s_at	LTA4H	leukotriene A4 hydrolase	0.006647	1.48
208800_at	SRP72	signal recognition particle 72kDa	0.006647	2.06
208955_at	DUT	dUTP pyrophosphatase	0.006647	2.04
209526_s_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	0.006647	0.65
209602_s_at	GATA3	GATA binding protein 3	0.006647	0.77
209610_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	0.006647	2.73
209647_s_at	SOCS5	suppressor of cytokine signaling 5	0.006647	1.55
209865_at	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	0.006647	1.99
209896_s_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	0.006647	2.21
210081_at	AGER	advanced glycosylation end product-specific receptor	0.006647	0.83
210092_at	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	0.006647	1.84
210221_at	CHRNA3	cholinergic receptor, nicotinic, alpha 3	0.006647	0.78
210415_s_at	ODF2	outer dense fiber of sperm tails 2	0.006647	1.33
210465_s_at	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	0.006647	1.52
210567_s_at	SKP2	S-phase kinase-associated protein 2 (p45)	0.006647	1.79
210620_s_at	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	0.006647	1.35
210685_s_at	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	0.006647	1.62
211018_at	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	0.006647	1.79
211067_s_at	GAS7	growth arrest-specific 7	0.006647	0.73
211106_at	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	0.006647	0.76
211376_s_at	NSMCE4A	non-SMC element 4 homolog A (S. cerevisiae)	0.006647	1.64
211380_s_at	PRKG1	protein kinase, cGMP-dependent, type I	0.006647	0.86
211708_s_at	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	0.006647	4.52
212042_x_at	hCG_31916 /// RPL7	ribosomal protein L7 /// hCG31916	0.006647	1.37
