Rank	Parametric p-value	FDR	Geom mean of intensities in Controls	Geom mean of intensities 1.25 Gy	Geom mean of intensities 3.75 Gy	Unique id	Description	Gene symbol
917	0.0001412	0.003034	1913.742264	2778.358015	2965.831529	A_23_P200056	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
918	0.0001414	0.003035	67.7280545	84.2844726	110.0064232	A_23_P162288	Homo sapiens myosin IA (MYO1A), mRNA [NM_005379]	MYO1A
919	0.0001429	0.0030605	4018.861825	2586.435408	2165.054846	A_23_P15146	Homo sapiens interleukin 32 (IL32), transcript variant 1, mRNA [NM_001012631]	IL32
920	0.0001429	0.0030605	54.1347953	71.7909195	78.9811608	A_24_P102636	Homo sapiens retinoblastoma 1 (including osteosarcoma) (RB1), mRNA [NM_000321]	RB1
921	0.0001433	0.0030658	1260.584084	819.6259369	741.554383	A_23_P58604	Homo sapiens hypothetical LOC51149 (LOC51149), transcript variant 3, mRNA [NM_001018062]	LOC51149
922	0.0001438	0.0030731	164.1238352	176.3261548	261.256097	A_24_P93111	Unknown	A_24_P93111
923	0.0001444	0.0030826	276.6075287	403.7406468	423.6308978	A_24_P910325	PREDICTED: Homo sapiens zinc finger protein 516 (ZNF516), mRNA [XM_496278]	ZNF516
924	0.0001457	0.003107	49.6569289	34.7461474	30.0912526	A_32_P91821	Homo sapiens cDNA clone IMAGE:3528660,  WARNING: chimeric clone . [BC013025]	BC013025
925	0.0001464	0.0031186	158.6699662	111.1863438	80.3191017	A_24_P927189	Homo sapiens oxidoreductase NAD-binding domain containing 1 (OXNAD1), mRNA [NM_138381]	OXNAD1
926	0.0001472	0.0031322	60.8288948	24.5288454	13.8143839	A_23_P149368	Homo sapiens Fc receptor-like 1 (FCRL1), mRNA [NM_052938]	FCRL1
927	0.0001478	0.0031416	288.6837245	250.0697491	191.0580467	A_24_P80571	CN284574 17000531534200 GRN_EB Homo sapiens cDNA 5, mRNA sequence [CN284574]	THC2495785
928	0.0001481	0.0031446	2524.007496	1610.508194	1328.836007	A_24_P686992	Ankyrin repeat domain-containing protein 36A. [Source:Uniprot/SWISSPROT;Acc:Q6UX02] [ENST00000288911]	ENST00000288911
929	0.0001491	0.0031624	907.3250248	647.1796307	611.0546694	A_23_P60579	Homo sapiens mannose phosphate isomerase (MPI), mRNA [NM_002435]	MPI
930	0.0001498	0.0031738	404.1190331	277.8551664	229.8427348	A_24_P8075	Homo sapiens unknown mRNA. [AY251274]	KLHDC4
931	0.0001506	0.0031873	102.5917663	74.7826099	48.0942651	A_23_P305198	Homo sapiens signal transducer and activator of transcription 4 (STAT4), mRNA [NM_003151]	STAT4
932	0.0001512	0.0031966	66.1864983	50.9793872	35.1332246	A_23_P96369	Homo sapiens chromosome X open reading frame 57 (CXorf57), mRNA [NM_018015]	CXorf57
933	0.0001521	0.0032109	764.8672055	1525.091476	1104.450084	A_23_P42257	Homo sapiens immediate early response 3 (IER3), mRNA [NM_003897]	IER3
934	0.0001522	0.0032109	79.7794293	64.0447758	53.224807	A_23_P113258	Homo sapiens RAS guanyl releasing protein 1 (calcium and DAG-regulated) (RASGRP1), mRNA [NM_005739]	RASGRP1
935	0.0001536	0.0032369	80.356902	42.1022577	36.4642666	A_23_P113471	Homo sapiens fatty acid amide hydrolase 2 (FAAH2), mRNA [NM_174912]	FAAH2
936	0.000154	0.0032419	854.05975	677.5924488	563.9113404	A_23_P151649	Homo sapiens APEX nuclease (multifunctional DNA repair enzyme) 1 (APEX1), transcript variant 3, mRNA [NM_080649]	APEX1
937	0.0001549	0.0032574	160.7909659	127.0510197	97.393674	A_24_P25346	Homo sapiens cirrhosis, autosomal recessive 1A (cirhin) (CIRH1A), mRNA [NM_032830]	CIRH1A
938	0.0001567	0.0032903	1184.449515	1510.718788	1952.941182	A_32_P19840	UI-E-EJ1-ajx-g-19-0-UI.s1 UI-E-EJ1 Homo sapiens cDNA clone UI-E-EJ1-ajx-g-19-0-UI 3, mRNA sequence [CK300181]	CK300181
939	0.0001568	0.0032903	425.8684381	279.0560945	216.525157	A_23_P154566	Homo sapiens chromosome 20 open reading frame 100 (C20orf100), mRNA [NM_032883]	C20orf100
940	0.0001572	0.0032952	2367.240186	3552.660058	3011.139211	A_23_P7325	Homo sapiens bone marrow stromal cell antigen 1 (BST1), mRNA [NM_004334]	BST1
941	0.0001581	0.0033105	1198.064585	869.8543876	663.2820123	A_32_P98683	Homo sapiens mRNA; cDNA DKFZp686J1719 (from clone DKFZp686J1719). [AL832481]	MLLT6
942	0.0001595	0.0033363	508.9413047	775.9787194	622.2457746	A_23_P48637	BG108194 602280063F1 NIH_MGC_86 Homo sapiens cDNA clone IMAGE:4367799 5, mRNA sequence [BG108194]	BG108194
943	0.0001599	0.0033411	7304.834072	10282.98358	10818.91978	A_23_P214330	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 1 (SERPINB1), mRNA [NM_030666]	SERPINB1
944	0.0001614	0.0033689	241.2086775	161.4656991	108.5212453	A_23_P44154	Homo sapiens CD96 molecule (CD96), transcript variant 1, mRNA [NM_198196]	CD96
945	0.0001625	0.0033847	941.466364	711.5242231	525.802469	A_23_P90612	Homo sapiens minichromosome maintenance deficient 6 homolog (S. cerevisiae) (MCM6), mRNA [NM_005915]	MCM6
946	0.0001625	0.0033847	463.7038355	359.4687557	268.3434563	A_23_P202496	Homo sapiens nucleolar complex associated 3 homolog (S. cerevisiae) (NOC3L), mRNA [NM_022451]	NOC3L
947	0.0001636	0.003404	90.3135214	58.5835968	53.3590206	A_32_P53538	tRNA-splicing endonuclease subunit Sen2 (EC 3.1.27.9) (tRNA-intron endonuclease Sen2) (HsSen2 protein). [Source:Uniprot/SWISSPROT;Acc:Q8NCE0] [ENST00000314571]	ENST00000314571
948	0.0001639	0.0034066	167.8229933	106.2189976	74.556845	A_23_P401	Homo sapiens centromere protein F, 350/400ka (mitosin) (CENPF), mRNA [NM_016343]	CENPF
949	0.0001651	0.003428	15.4086514	20.9540272	32.2910791	A_24_P614261	Homo sapiens cDNA FLJ11672 fis, clone HEMBA1004733. [AK021734]	LOC153811
950	0.0001656	0.0034347	254.4054823	185.6444035	120.2907438	A_24_P106166	Unknown	A_24_P106166
951	0.0001659	0.0034373	62.223843	49.1170978	35.6616314	A_24_P276888	Homo sapiens cDNA FLJ14953 fis, clone PLACE3000160. [AK027859]	CENPO
952	0.0001677	0.003471	68.4009199	52.36308	48.2991339	A_24_P219053	full-length cDNA clone CS0DI034YN06 of Placenta Cot 25-normalized of Homo sapiens (human). [CR591776]	CR591776
953	0.0001679	0.0034715	135.5062142	92.4334268	55.291609	A_23_P75056	Homo sapiens GATA binding protein 3 (GATA3), transcript variant 1, mRNA [NM_001002295]	GATA3
954	0.0001702	0.00351	338.8518822	487.6320679	562.2492543	A_23_P93258	Homo sapiens histone cluster 1, H3b (HIST1H3B), mRNA [NM_003537]	HIST1H3B
955	0.0001702	0.00351	686.0839548	924.258782	1324.111338	A_24_P450172	Homo sapiens cDNA FLJ37832 fis, clone BRSSN2009630. [AK095151]	AK095151
956	0.0001703	0.00351	390.1201075	261.6308039	255.2273904	A_23_P16078	Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa (PAFAH1B3), mRNA [NM_002573]	PAFAH1B3
957	0.0001708	0.0035167	171.3755156	115.3570352	78.38736	A_23_P108501	Homo sapiens EPH receptor A4 (EPHA4), mRNA [NM_004438]	EPHA4
958	0.0001715	0.0035274	123.2959529	95.0472625	77.5381687	A_23_P57306	Homo sapiens chromatin assembly factor 1, subunit B (p60) (CHAF1B), mRNA [NM_005441]	CHAF1B
959	0.0001735	0.0035648	484.338103	730.3338471	758.0777673	A_24_P562242	Unknown	A_24_P562242
960	0.0001741	0.0035701	77.871852	101.5552514	139.517046	A_23_P405049	Homo sapiens protein tyrosine phosphatase, receptor type, J (PTPRJ), mRNA [NM_002843]	PTPRJ
961	0.0001742	0.0035701	594.3142741	418.3207913	384.0919206	A_23_P155477	Homo sapiens chromosome 3 open reading frame 18 (C3orf18), mRNA [NM_016210]	C3orf18
962	0.0001743	0.0035701	409.5054904	595.8104106	653.2409508	A_23_P125117	Homo sapiens kelch domain containing 8B (KLHDC8B), mRNA [NM_173546]	KLHDC8B
963	0.0001752	0.0035831	1425.079427	1042.727652	773.7593955	A_23_P120227	Homo sapiens limb bud and heart development homolog (mouse) (LBH), mRNA [NM_030915]	LBH
964	0.0001753	0.0035831	117.7797053	78.728711	61.3319947	A_32_P196896	Unknown	THC2507805
965	0.0001772	0.0036182	176.5588577	222.8471629	333.6642661	A_24_P67148	Homo sapiens pp12719 mRNA, complete cds. [AF318328]	AF318328
966	0.0001775	0.0036206	89.4747295	65.7959075	58.5014613	A_24_P333306	Homo sapiens cDNA FLJ13675 fis, clone PLACE1011875, highly similar to Homo sapiens mRNA for KIAA0580 protein. [AK023737]	AK023737
967	0.0001783	0.0036331	3170.660886	4784.46858	5549.336465	A_23_P167983	Histone H2A type 1-C. [Source:Uniprot/SWISSPROT;Acc:Q93077] [ENST00000314088]	HIST1H2AC
968	0.000179	0.0036436	11832.97862	14691.0838	23914.22825	A_23_P57856	Homo sapiens B-cell CLL/lymphoma 6 (zinc finger protein 51) (BCL6), transcript variant 2, mRNA [NM_138931]	BCL6
969	0.0001798	0.0036544	253.6510047	335.0315881	352.4976864	A_24_P845072	Homo sapiens family with sequence similarity 91, member A1 (FAM91A1), mRNA [NM_144963]	FAM91A1
970	0.0001799	0.0036544	1890.902339	1265.493191	1607.382756	A_23_P21363	Homo sapiens AHNAK nucleoprotein (desmoyokin) (AHNAK), transcript variant 2, mRNA [NM_024060]	AHNAK
971	0.0001801	0.0036547	391.9190125	303.6373738	164.6304801	A_23_P51534	Homo sapiens chemokine (C motif) ligand 2 (XCL2), mRNA [NM_003175]	XCL2
972	0.0001809	0.0036671	149.1585986	85.5502029	78.3587753	A_24_P917836	Homo sapiens clone 2.2H12 Ndr Ser/Thr kinase-like protein mRNA, partial cds. [AF034187]	AF034187
973	0.000183	0.0037059	418.999489	534.870478	634.5020018	A_24_P359856	Homo sapiens histone deacetylase 4 (HDAC4), mRNA [NM_006037]	HDAC4
974	0.0001832	0.0037061	3195.632659	2307.758157	1442.596565	A_23_P141555	Homo sapiens T-box 21 (TBX21), mRNA [NM_013351]	TBX21
975	0.0001834	0.0037064	344.1971039	254.3602996	207.8574105	A_23_P252857	Homo sapiens brix domain containing 2 (BXDC2), mRNA [NM_018321]	BXDC2
976	0.0001839	0.0037078	1496.322239	1147.908348	978.9700278	A_23_P91328	Homo sapiens nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA [NM_006392]	NOL5A
977	0.000184	0.0037078	15099.30611	17301.59781	23547.11523	A_23_P155057	Homo sapiens pleckstrin homology, Sec7 and coiled-coil domains 4 (PSCD4), mRNA [NM_013385]	PSCD4
978	0.0001842	0.0037078	194.4370832	164.934178	113.6362522	A_23_P67725	Homo sapiens lamin B2 (LMNB2), mRNA [NM_032737]	LMNB2
979	0.0001846	0.0037078	66.2672597	129.9784186	120.0563613	A_24_P77008	Homo sapiens prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (PTGS2), mRNA [NM_000963]	PTGS2
980	0.0001846	0.0037078	230.7536207	147.1154007	327.4730603	A_23_P26386	Homo sapiens brain specific protein (CGI-38), mRNA [NM_016140]	CGI-38
981	0.0001846	0.0037078	33.5173934	19.4838252	16.3333349	A_23_P49878	Homo sapiens family with sequence similarity 64, member A (FAM64A), mRNA [NM_019013]	FAM64A
982	0.0001851	0.0037141	373.2895074	276.0009727	226.0699356	A_23_P14184	Homo sapiens thrombospondin, type I, domain containing 1 (THSD1), transcript variant 1, mRNA [NM_018676]	THSD1
983	0.0001855	0.003715	383.7681325	189.9764523	129.425309	A_23_P89003	Homo sapiens protease, serine, 33 (PRSS33), mRNA [NM_152891]	PRSS33
984	0.0001857	0.003715	138.5757431	120.7610204	85.8656289	A_23_P42080	Homo sapiens transmembrane protein 14A (TMEM14A), mRNA [NM_014051]	TMEM14A
985	0.0001858	0.003715	56.5801912	43.667996	35.3415289	A_24_P242204	Homo sapiens septin 6 (SEPT6), transcript variant I, mRNA [NM_145799]	38600
986	0.0001859	0.003715	110.4724459	80.1284117	70.5888349	A_32_P214471	BX116720 Soares_testis_NHT Homo sapiens cDNA clone IMAGp998F241782, mRNA sequence [BX116720]	BX116720
987	0.0001865	0.0037194	643.1561874	542.0601303	917.6434169	A_23_P94533	Homo sapiens cathepsin L (CTSL), transcript variant 1, mRNA [NM_001912]	CTSL
988	0.0001865	0.0037194	88.577792	123.7964649	120.1461628	A_32_P228784	Homo sapiens protein phosphatase 4, regulatory subunit 2 (PPP4R2), mRNA [NM_174907]	PPP4R2
989	0.000187	0.0037256	440.5406655	327.2744852	273.825713	A_23_P18304	Homo sapiens ubiquitin-activating enzyme E1-domain containing 1 (UBE1DC1), transcript variant 2, mRNA [NM_198329]	UBE1DC1
990	0.0001874	0.0037298	922.2340118	962.3596818	570.3823624	A_23_P43157	H.sapiens a-myb mRNA. [X66087]	MYBL1
991	0.0001876	0.00373	1601.744815	1139.086022	1206.387303	A_23_P35564	Homo sapiens SEC31 homolog B (S. cerevisiae) (SEC31B), mRNA [NM_015490]	SEC31B
992	0.0001883	0.0037402	507.2502664	362.6771307	301.4444922	A_23_P18196	Homo sapiens replication factor C (activator 1) 4, 37kDa (RFC4), transcript variant 1, mRNA [NM_002916]	RFC4
993	0.0001885	0.0037404	1944.778362	1630.038141	1134.2901	A_23_P82402	Homo sapiens glucocorticoid induced transcript 1 (GLCCI1), mRNA [NM_138426]	GLCCI1
994	0.0001897	0.0037604	86.1969047	61.9217226	63.5003816	A_23_P326987	Homo sapiens pp13759 mRNA, complete cds. [AF318337]	AF318337
995	0.0001912	0.0037863	48.5936176	43.0150221	32.5873118	A_24_P215475	Homo sapiens zinc finger protein 10 (ZNF10), mRNA [NM_015394]	ZNF10
996	0.0001918	0.0037944	414.7822911	297.0169888	193.9381068	A_23_P82324	Homo sapiens caspase recruitment domain family, member 11 (CARD11), mRNA [NM_032415]	CARD11
997	0.0001934	0.0038222	41.706388	16.0826817	15.3557701	A_24_P290751	Homo sapiens deltex homolog 1 (Drosophila) (DTX1), mRNA [NM_004416]	DTX1
998	0.000194	0.0038302	80.2947652	54.1834431	45.1516321	A_23_P346337	Homo sapiens sideroflexin 1 (SFXN1), mRNA [NM_022754]	SFXN1
999	0.0001946	0.0038382	908.4910364	730.48854	565.2942013	A_23_P41025	Homo sapiens guanine nucleotide binding protein-like 3 (nucleolar) (GNL3), transcript variant 1, mRNA [NM_014366]	GNL3
1000	0.0001959	0.00386	221.1438808	145.0503388	96.3897912	A_23_P57667	Homo sapiens plexin A1 (PLXNA1), mRNA [NM_032242]	PLXNA1
1001	0.0001961	0.0038601	172.2614118	129.017746	119.6306333	A_23_P22143	Homo sapiens phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant) (PDE6B), mRNA [NM_000283]	PDE6B
1002	0.0001963	0.0038602	31.6810316	46.7190942	54.8717228	A_23_P75129	Unknown	A_23_P75129
1003	0.0001966	0.0038622	11.6291983	12.0028666	23.6191671	A_23_P319005	Homo sapiens HMP19 protein (HMP19), mRNA [NM_015980]	HMP19
1004	0.0001969	0.0038624	133.2019636	88.3847041	86.683066	A_23_P31584	Homo sapiens RAB, member RAS oncogene family-like 5 (RABL5), mRNA [NM_022777]	RABL5
1005	0.000197	0.0038624	15520.44339	11858.86284	16611.02631	A_23_P8452	Homo sapiens LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (LFNG), transcript variant 1, mRNA [NM_001040167]	LFNG
1006	0.0001978	0.0038723	356.847953	236.8293338	150.2397443	A_32_P180185	Unknown	A_32_P180185
1007	0.0001979	0.0038723	38526.17566	50488.4604	55561.65652	A_23_P158725	Homo sapiens solute carrier family 16, member 3 (monocarboxylic acid transporter 4) (SLC16A3), transcript variant 1, mRNA [NM_001042422]	SLC16A3
1008	0.0001982	0.0038743	25.8084681	24.9016264	14.0477261	A_23_P14798	Homo sapiens neogenin homolog 1 (chicken) (NEO1), mRNA [NM_002499]	NEO1
1009	0.0002004	0.0039135	241.8651121	219.7531632	127.9716843	A_23_P254654	Homo sapiens chloride intracellular channel 3 (CLIC3), mRNA [NM_004669]	CLIC3
1010	0.0002018	0.0039369	198.0944748	170.4972779	113.5079649	A_23_P203013	Homo sapiens nuclear protein, ataxia-telangiectasia locus (NPAT), mRNA [NM_002519]	NPAT
1011	0.0002038	0.003972	329.465727	424.3880916	165.0508219	A_23_P50096	Homo sapiens thymidylate synthetase (TYMS), mRNA [NM_001071]	TYMS
1012	0.0002046	0.0039836	151.0010742	178.0048319	231.7921748	A_23_P255503	Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa (PAFAH1B2), mRNA [NM_002572]	PAFAH1B2
1013	0.0002051	0.0039874	570.4678739	759.2857043	884.6022958	A_23_P102242	Homo sapiens membrane-associated ring finger (C3HC4) 7 (MARCH7), mRNA [NM_022826]	38417
1014	0.0002052	0.0039874	653.9392587	504.0438421	407.3517753	A_23_P65797	Homo sapiens kelch-like 25 (Drosophila) (KLHL25), mRNA [NM_022480]	KLHL25
1015	0.000206	0.0039951	47.9941409	83.4241882	83.7638336	A_24_P941339	Homo sapiens potassium voltage-gated channel, Isk-related family, member 1 (KCNE1), mRNA [NM_000219]	KCNE1
1016	0.000206	0.0039951	1127.32313	741.9657908	727.6188608	A_23_P33613	Homo sapiens XTP3-transactivated protein A (XTP3TPA), mRNA [NM_024096]	XTP3TPA
1017	0.0002074	0.0040183	32.5019194	14.9296917	9.5438364	A_23_P121657	Homo sapiens heparan sulfate (glucosamine) 3-O-sulfotransferase 1 (HS3ST1), mRNA [NM_005114]	HS3ST1
1018	0.0002079	0.004024	35.0622286	63.0807628	49.9000503	A_23_P502957	Homo sapiens cadherin-like 26 (CDH26), transcript variant b, mRNA [NM_021810]	CDH26
1019	0.0002098	0.0040568	698.3428471	504.35262	416.8766071	A_32_P9963	Homo sapiens heat shock transcription factor 2 (HSF2), mRNA [NM_004506]	HSF2
1020	0.0002101	0.0040586	10176.96868	13186.12789	15181.51972	A_32_P5251	Homo sapiens retinoic acid receptor, alpha (RARA), mRNA [NM_001033603]	RARA
1021	0.0002108	0.004068	1024.344526	1628.260792	2137.021388	A_23_P397391	Homo sapiens free fatty acid receptor 2 (FFAR2), mRNA [NM_005306]	FFAR2
1022	0.000211	0.004068	89.4826078	50.9758091	31.4136998	A_23_P74112	Homo sapiens interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 1, mRNA [NM_170743]	IL28RA
1023	0.0002157	0.0041546	1744.697251	1407.337136	1036.19878	A_23_P206290	Homo sapiens G protein-coupled receptor 114 (GPR114), mRNA [NM_153837]	GPR114
1024	0.0002175	0.0041852	82.7265974	127.4722639	140.756013	A_23_P256821	Homo sapiens complement component (3b/4b) receptor 1 (Knops blood group) (CR1), transcript variant S, mRNA [NM_000651]	CR1
1025	0.0002182	0.0041945	31.7471888	20.2003033	14.5804729	A_24_P931579	Homo sapiens cDNA FLJ37848 fis, clone BRSSN2013544. [AK095167]	AK095167
1026	0.0002186	0.004196	1592.753011	2301.392274	2029.080284	A_23_P54373	Homo sapiens RAB27A, member RAS oncogene family (RAB27A), transcript variant 1, mRNA [NM_004580]	RAB27A
1027	0.0002187	0.004196	161.1951843	221.45997	235.6171187	A_32_P62342	Homo sapiens glycosyltransferase 8 domain containing 3, mRNA (cDNA clone MGC:33359 IMAGE:5266607), complete cds. [BC030023]	GLT8D3
1028	0.0002192	0.0041991	102.0685562	77.3296396	68.6453132	A_24_P912372	Homo sapiens mRNA for KIAA0754 protein, partial cds. [AB018297]	KIAA0754
1029	0.0002194	0.0041991	2192.710077	3751.592082	3370.646335	A_23_P203498	Homo sapiens tripartite motif-containing 22 (TRIM22), mRNA [NM_006074]	TRIM22
1030	0.0002195	0.0041991	23.7955796	24.7219783	40.492232	A_23_P17103	Homo sapiens testis specific, 10 (TSGA10), mRNA [NM_025244]	TSGA10
1031	0.0002205	0.0042138	1156.368693	1763.210566	1595.753766	A_23_P313512	Homo sapiens DCP1 decapping enzyme homolog B (S. cerevisiae) (DCP1B), mRNA [NM_152640]	DCP1B
1032	0.0002207	0.0042138	96.6655702	63.2601952	52.0306073	A_24_P55971	Homo sapiens vascular endothelial growth factor B (VEGFB), mRNA [NM_003377]	VEGFB
1033	0.0002215	0.0042185	326.8305735	224.5821904	209.5404285	A_24_P941268	Homo sapiens carbonic anhydrase VB, mitochondrial (CA5B), nuclear gene encoding mitochondrial protein, mRNA [NM_007220]	CA5B
1034	0.0002218	0.0042185	230.6321615	157.3263293	138.2770613	A_24_P414733	Homo sapiens chromosome 6 open reading frame 108 (C6orf108), transcript variant 1, mRNA [NM_006443]	C6orf108
1035	0.0002218	0.0042185	70.2921025	112.6948907	104.0333268	A_24_P928361	Homo sapiens ninein (GSK3B interacting protein) (NIN), transcript variant 1, mRNA [NM_182944]	NIN
1036	0.0002218	0.0042185	75.1064427	95.949385	118.5758923	A_23_P17911	Homo sapiens NFAT activating protein with ITAM motif 1 (NFAM1), mRNA [NM_145912]	NFAM1
1037	0.0002224	0.0042236	59.0066247	71.4609798	31.2872383	A_23_P78840	Homo sapiens killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4 (KIR2DS4), mRNA [NM_012314]	KIR2DS4
1038	0.0002225	0.0042236	2702.711759	3839.175561	4910.375985	A_32_P213002	Q504T5_HUMAN (Q504T5) UNC84B protein, partial (12%) [THC2526402]	THC2526402
1039	0.0002229	0.0042272	1141.18617	911.5360915	776.5759093	A_23_P352535	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 16B (PPP1R16B), mRNA [NM_015568]	PPP1R16B
1040	0.0002235	0.0042342	575.0099313	752.1658818	929.3645121	A_24_P378202	Homo sapiens ADP-ribosylation factor-like 11 (ARL11), mRNA [NM_138450]	ARL11
1041	0.0002237	0.0042342	302.2235799	484.6924955	436.023799	A_24_P268917	Homo sapiens RAB33B, member RAS oncogene family (RAB33B), mRNA [NM_031296]	RAB33B
1042	0.0002245	0.0042409	101.8318073	84.5771264	64.9750511	A_32_P137266	Homo sapiens KIAA1799 protein (KIAA1799), mRNA [NM_032437]	KIAA1799
1043	0.0002246	0.0042409	89.7066373	145.4721329	117.7493327	A_23_P120325	Homo sapiens kinesin family member 3C (KIF3C), mRNA [NM_002254]	KIF3C
1044	0.0002247	0.0042409	62.2522936	86.9278306	88.1672829	A_32_P135558	Homo sapiens chromosome 16 open reading frame 69 (C16orf69), mRNA [NM_153261]	C16orf69
1045	0.0002276	0.0042915	172.5383706	237.6599258	246.5970332	A_32_P154830	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
1046	0.0002286	0.0043062	45.1339824	37.5818321	17.5434247	A_23_P503072	Homo sapiens chemokine (C-C motif) ligand 28 (CCL28), mRNA [NM_148672]	CCL28
