Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NM_080282	ABCA10	3768901	-0.674992785	-2.992711069	0.008556074	0.911648439	-3.078272235	3768880	NM_080282 // ABCA10 // ATP-binding cassette, sub-family A (ABC1), member 10 // 17q24 // 10349 /// ENST00000269081 // ABCA10 // ATP-binding cassette, sub-family A (ABC1), member 10 // 17q24 // 10349 /// BC105084 // ABCA11 // ATP-binding cassette, sub-family A (ABC1), member 11 (pseudogene) // 4p16.3 // 79963 /// AL832004 // ABCA10 // ATP-binding cassette, sub-family A (ABC1), member 10 // 17q24 // 10349
NM_201278	MTMR2	3387488	0.1693371	2.992475935	0.008560281	0.911648439	-3.078491502	3387483	NM_201278 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// NM_201281 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// NM_016156 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// ENST00000393223 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// ENST00000352297 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// ENST00000346299 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// AB028996 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898
NM_013277	RACGAP1	3454227	-0.198070093	-2.992395226	0.008561726	0.911648439	-3.078566765	3454223	NM_013277 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// NM_001126103 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// NM_001126104 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// ENST00000312377 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// AB030251 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127
NM_003738	PTCH2	2409862	0.243340014	2.992352383	0.008562493	0.911648439	-3.078606717	2409847	NM_003738 // PTCH2 // patched homolog 2 (Drosophila) // 1p33-p34 // 8643 /// ENST00000372192 // PTCH2 // patched homolog 2 (Drosophila) // 1p33-p34 // 8643 /// AY359016 // PTCH2 // patched homolog 2 (Drosophila) // 1p33-p34 // 8643 /// ENST00000372194 // PTCH2 // patched homolog 2 (Drosophila) // 1p33-p34 // 8643
NM_133468	BMPER	2996590	-0.362112863	-2.992245686	0.008564403	0.911648439	-3.078706215	2996563	NM_133468 // BMPER // BMP binding endothelial regulator // 7p14.3 // 168667 /// ENST00000297161 // BMPER // BMP binding endothelial regulator // 7p14.3 // 168667 /// BC060868 // BMPER // BMP binding endothelial regulator // 7p14.3 // 168667
NM_020960	GPR107	3191284	-0.625870532	-2.991899059	0.008570612	0.911648439	-3.079029457	3191273	NM_020960 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// ENST00000347136 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// BC110518 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// ENST00000372406 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// ENST00000372410 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// AK125285 // LOC100129785 // hypothetical protein LOC100129785 // 9q34.11 // 100129785
NM_024629	MLF1IP	2796543	-0.555891151	-2.991600151	0.00857597	0.911648439	-3.079308202	2796510	NM_024629 // MLF1IP // MLF1 interacting protein // 4q35.1 // 79682 /// ENST00000281453 // MLF1IP // MLF1 interacting protein // 4q35.1 // 79682 /// AF516710 // MLF1IP // MLF1 interacting protein // 4q35.1 // 79682
NM_006716	DBF4	3011456	0.76021097	2.991309818	0.008581177	0.911648439	-3.079578954	3011454	NM_006716 // DBF4 // DBF4 homolog (S. cerevisiae) // 7q21.3 // 10926 /// ENST00000265728 // DBF4 // DBF4 homolog (S. cerevisiae) // 7q21.3 // 10926 /// AB028069 // DBF4 // DBF4 homolog (S. cerevisiae) // 7q21.3 // 10926
NM_020209	SHD	3817433	0.202258337	2.990984648	0.008587013	0.911648439	-3.079882195	3817420	NM_020209 // SHD // Src homology 2 domain containing transforming protein D // 19p13.3 // 56961 /// ENST00000221852 // SHD // Src homology 2 domain containing transforming protein D // 19p13.3 // 56961 /// AK056268 // SHD // Src homology 2 domain containing transforming protein D // 19p13.3 // 56961
NM_002967	SAFB	3818034	-0.465606983	-2.99064589	0.008593097	0.911648439	-3.080198113	3817984	NM_002967 // SAFB // scaffold attachment factor B // 19p13.3-p13.2 // 6294 /// ENST00000292123 // SAFB // scaffold attachment factor B // 19p13.3-p13.2 // 6294 /// U72355 // SAFB // scaffold attachment factor B // 19p13.3-p13.2 // 6294
NM_006065	SIRPB1	3894756	-0.584303495	-2.990359032	0.008598252	0.911648439	-3.080465632	3894727	NM_006065 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// NM_001083910 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000381605 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000381603 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// BX537992 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000279477 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000381599 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000381596 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// ENST00000381595 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326
NM_032870	SFRS18	2966280	0.254503857	2.990189331	0.008601303	0.911648439	-3.080623894	2966253	NM_032870 // SFRS18 // splicing factor, arginine/serine-rich 18 // 6q16.3 // 25957 /// NM_015491 // SFRS18 // splicing factor, arginine/serine-rich 18 // 6q16.3 // 25957 /// ENST00000296888 // SFRS18 // splicing factor, arginine/serine-rich 18 // 6q16.3 // 25957 /// ENST00000369239 // SFRS18 // splicing factor, arginine/serine-rich 18 // 6q16.3 // 25957 /// AF314184 // SFRS18 // splicing factor, arginine/serine-rich 18 // 6q16.3 // 25957
NM_206814	MOG	2900952	0.218563549	2.990118027	0.008602585	0.911648439	-3.080690392	2900940	NM_206814 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_206813 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_206809 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_206812 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_001008228 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_002433 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_001008229 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_206811 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// NM_206810 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376917 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376889 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376898 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000396701 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376891 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376894 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376903 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// BC035938 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400686 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400667 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376902 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000383630 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000383525 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400687 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400668 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400691 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400670 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000383631 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400669 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000359539 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400671 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000383632 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000306671 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000400688 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000383521 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340 /// ENST00000376888 // MOG // myelin oligodendrocyte glycoprotein // 6p22.1 // 4340
NM_145663	DBF4B	3723112	0.38128611	2.99005967	0.008603635	0.911648439	-3.080744816	3723071	NM_145663 // DBF4B // DBF4 homolog B (S. cerevisiae) // 17q21.31|17q21 // 80174 /// NM_025104 // DBF4B // DBF4 homolog B (S. cerevisiae) // 17q21.31|17q21 // 80174 /// ENST00000315005 // DBF4B // DBF4 homolog B (S. cerevisiae) // 17q21.31|17q21 // 80174 /// AF448801 // DBF4B // DBF4 homolog B (S. cerevisiae) // 17q21.31|17q21 // 80174 /// ENST00000393547 // DBF4B // DBF4 homolog B (S. cerevisiae) // 17q21.31|17q21 // 80174
NM_134444	NLRP4	3842467	0.397814022	2.990042976	0.008603935	0.911648439	-3.080760384	3842456	NM_134444 // NLRP4 // NLR family, pyrin domain containing 4 // 19q13.42 // 147945 /// ENST00000301295 // NLRP4 // NLR family, pyrin domain containing 4 // 19q13.42 // 147945 /// AY072792 // NLRP4 // NLR family, pyrin domain containing 4 // 19q13.42 // 147945 /// ENST00000346986 // NLRP4 // NLR family, pyrin domain containing 4 // 19q13.42 // 147945
ENST00000392650	SDK2	3770091	-0.367638517	-2.990030549	0.008604158	0.911648439	-3.080771974	3770052	ENST00000392650 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// ENST00000388726 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// ENST00000316893 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// ENST00000334543 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// BC066363 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// AB040947 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549 /// AK091827 // SDK2 // sidekick homolog 2 (chicken) // 17q25.1 // 54549
NM_017412	FZD3	3091763	0.309526167	2.989771448	0.00860882	0.911648439	-3.081013612	3091746	NM_017412 // FZD3 // frizzled homolog 3 (Drosophila) // 8p21 // 7976 /// ENST00000240093 // FZD3 // frizzled homolog 3 (Drosophila) // 8p21 // 7976 /// AB039723 // FZD3 // frizzled homolog 3 (Drosophila) // 8p21 // 7976
NM_194282	LIN54	2775872	-0.343484131	-2.989257915	0.008618067	0.911648439	-3.081492541	2775858	NM_194282 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// NM_001115008 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// NM_001115007 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// ENST00000340417 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// AK292769 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// ENST00000395282 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660 /// ENST00000395283 // LIN54 // lin-54 homolog (C. elegans) // 4q21.22 // 132660
NM_000527	LDLR	3821055	-0.20433985	-2.98891629	0.008624224	0.911648439	-3.081811151	3821015	NM_000527 // LDLR // low density lipoprotein receptor (familial hypercholesterolemia) // 19p13.3 // 3949 /// ENST00000252444 // LDLR // low density lipoprotein receptor (familial hypercholesterolemia) // 19p13.3 // 3949 /// BX648281 // LDLR // low density lipoprotein receptor (familial hypercholesterolemia) // 19p13.3 // 3949
NM_032142	CEP192	3779830	-0.509524395	-2.988572502	0.008630425	0.911648439	-3.082131781	3779817	NM_032142 // CEP192 // centrosomal protein 192kDa // 18p11.21 // 55125 /// ENST00000325971 // CEP192 // centrosomal protein 192kDa // 18p11.21 // 55125 /// ENST00000399863 // CEP192 // centrosomal protein 192kDa // 18p11.21 // 55125 /// BX648232 // CEP192 // centrosomal protein 192kDa // 18p11.21 // 55125
NM_006990	WASF2	2403121	-0.24476742	-2.988360125	0.008634257	0.911648439	-3.082329855	2403111	NM_006990 // WASF2 // WAS protein family, member 2 // 1p36.11-p34.3 // 10163 /// ENST00000374019 // WASF2 // WAS protein family, member 2 // 1p36.11-p34.3 // 10163 /// BC040943 // WASF2 // WAS protein family, member 2 // 1p36.11-p34.3 // 10163
NM_152718	VWCE	3375237	-0.24896236	-2.98819911	0.008637164	0.911648439	-3.082480026	3375192	NM_152718 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000335613 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// BC077719 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000301770 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001
NM_145699	APOBEC3A	3945526	0.309844092	2.987902999	0.008642512	0.911648439	-3.082756197	3945515	NM_145699 // APOBEC3A // apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A // 22q13.1-q13.2 // 200315 /// ENST00000249116 // APOBEC3A // apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A // 22q13.1-q13.2 // 200315 /// U03891 // APOBEC3A // apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A // 22q13.1-q13.2 // 200315 /// ENST00000396770 // APOBEC3A // apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A // 22q13.1-q13.2 // 200315
NM_017799	C14orf101	3537304	-0.630773435	-2.987489536	0.008649984	0.911648439	-3.083141824	3537264	NM_017799 // C14orf101 // chromosome 14 open reading frame 101 // 14q23.1 // 54916 /// ENST00000261556 // C14orf101 // chromosome 14 open reading frame 101 // 14q23.1 // 54916 /// AK293099 // C14orf101 // chromosome 14 open reading frame 101 // 14q23.1 // 54916
NM_153635	CPNE9	2609848	-0.276444876	-2.98735846	0.008652355	0.911648439	-3.083264076	2609824	NM_153635 // CPNE9 // copine family member IX // 3p25.3 // 151835 /// ENST00000383832 // CPNE9 // copine family member IX // 3p25.3 // 151835 /// BC035735 // CPNE9 // copine family member IX // 3p25.3 // 151835 /// ENST00000314846 // CPNE9 // copine family member IX // 3p25.3 // 151835 /// ENST00000383831 // CPNE9 // copine family member IX // 3p25.3 // 151835
NM_033004	NLRP1	3742858	-0.228540178	-2.987086924	0.008657267	0.911648439	-3.083517334	3742783	NM_033004 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// NM_014922 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// NM_033006 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// NM_033007 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// NM_001033053 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// ENST00000269280 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// ENST00000345221 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// ENST00000354411 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// ENST00000262467 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// AF310105 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 /// ENST00000307229 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861
NM_182734	PLCB1	3875815	-0.38363608	-2.986561532	0.00866678	0.911648439	-3.084007367	3875642	NM_182734 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// NM_015192 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// ENST00000378641 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// ENST00000338037 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// ENST00000378637 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// ENST00000338061 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// AB011153 // PLCB1 // phospholipase C, beta 1 (phosphoinositide-specific) // 20p12 // 23236 /// AK126221 // LOC100131599 // hypothetical protein LOC100131599 // 20p12.3 // 100131599
NM_018713	SLC30A10	2456714	-0.236396597	-2.98632254	0.00867111	0.911648439	-3.084230278	2456687	NM_018713 // SLC30A10 // solute carrier family 30, member 10 // 1q41 // 55532 /// ENST00000366926 // SLC30A10 // solute carrier family 30, member 10 // 1q41 // 55532 /// ENST00000356609 // SLC30A10 // solute carrier family 30, member 10 // 1q41 // 55532 /// ENST00000366925 // SLC30A10 // solute carrier family 30, member 10 // 1q41 // 55532 /// AK097467 // SLC30A10 // solute carrier family 30, member 10 // 1q41 // 55532
NM_004543	NEB	2581077	-0.332118497	-2.98631999	0.008671157	0.911648439	-3.084232656	2581000	NM_004543 // NEB // nebulin // 2q22 // 4703 /// ENST00000172853 // NEB // nebulin // 2q22 // 4703 /// ENST00000397345 // NEB // nebulin // 2q22 // 4703 /// ENST00000397337 // NEB // nebulin // 2q22 // 4703 /// X83957 // NEB // nebulin // 2q22 // 4703
NM_181672	OGT	3981130	0.275977911	2.986198539	0.008673358	0.911648439	-3.084345936	3981120	NM_181672 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) // Xq13 // 8473 /// NM_181673 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) // Xq13 // 8473 /// ENST00000373719 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) // Xq13 // 8473 /// ENST00000373701 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) // Xq13 // 8473 /// AL833085 // OGT // O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) // Xq13 // 8473
NM_002336	LRP6	3444826	0.160413335	2.985835128	0.008679949	0.911648439	-3.084684899	3444820	NM_002336 // LRP6 // low density lipoprotein receptor-related protein 6 // 12p11-p13 // 4040 /// ENST00000261349 // LRP6 // low density lipoprotein receptor-related protein 6 // 12p11-p13 // 4040 /// AF074264 // LRP6 // low density lipoprotein receptor-related protein 6 // 12p11-p13 // 4040
NM_014648	DZIP3	2635285	0.219946127	2.985211253	0.008691275	0.911648439	-3.085266813	2635263	NM_014648 // DZIP3 // DAZ interacting protein 3, zinc finger // 3q13.13 // 9666 /// ENST00000361582 // DZIP3 // DAZ interacting protein 3, zinc finger // 3q13.13 // 9666 /// BC063882 // DZIP3 // DAZ interacting protein 3, zinc finger // 3q13.13 // 9666 /// ENST00000393969 // DZIP3 // DAZ interacting protein 3, zinc finger // 3q13.13 // 9666
NM_207348	SLC25A34	2322016	0.313445949	2.985175966	0.008691916	0.911648439	-3.085299726	2322004	NM_207348 // SLC25A34 // solute carrier family 25, member 34 // 1p36.21 // 284723 /// ENST00000294454 // SLC25A34 // solute carrier family 25, member 34 // 1p36.21 // 284723 /// BC027998 // SLC25A34 // solute carrier family 25, member 34 // 1p36.21 // 284723
NM_173530	ZNF610	3840175	-0.210031265	-2.985034989	0.008694477	0.911648439	-3.085431223	3840164	NM_173530 // ZNF610 // zinc finger protein 610 // 19q13.33 // 162963 /// ENST00000327920 // ZNF610 // zinc finger protein 610 // 19q13.33 // 162963 /// AK290888 // ZNF610 // zinc finger protein 610 // 19q13.33 // 162963
NM_031935	HMCN1	2371920	0.200685395	2.984996687	0.008695173	0.911648439	-3.08546695	2371873	NM_031935 // HMCN1 // hemicentin 1 // 1q25.3-q31.1 // 83872 /// ENST00000271588 // HMCN1 // hemicentin 1 // 1q25.3-q31.1 // 83872 /// AF156100 // HMCN1 // hemicentin 1 // 1q25.3-q31.1 // 83872 /// ENST00000367492 // HMCN1 // hemicentin 1 // 1q25.3-q31.1 // 83872
NM_001042750	STAG2	3989728	0.584679431	2.984889314	0.008697125	0.911648439	-3.085567103	3989721	NM_001042750 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// NM_001042749 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// NM_001042751 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// NM_006603 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000371144 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000371166 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000371157 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000371160 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000218089 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000371145 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// BX641003 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000354548 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000394478 // STAG2 // stromal antigen 2 // Xq25 // 10735 /// ENST00000394477 // STAG2 // stromal antigen 2 // Xq25 // 10735
