GID	yorf	NAME	GWEIGHT	155 A	67 A	17 A	218 A	117 A	146 A	148 A	149 A	145 A	203 B	203 A	148 B	152 A	152 B	201 A	202 A	227 A	263 A	90 A	21 A	262 B	30 A	30 B	175 A	125 A	61 A	70 A	141 A	123 A	262 A	151 A	123 B	223 B	217 B	217 A	202 B	263 B	228 B	216 A	216 B	228 A	125 B	90 B	201 B	218 B	145 B	175 B	227 B	67 B	P3 B	61 B	138 A	138 B	39 B	39 A	64 A	64 B	P3 A	155 B	223 A	141 B	146 B	21 B	117 B	17 B	70 B	149 B	151 B
GENE238X	HSI127E04	CALD1		-2.105	-1.961	-1.251	-0.2006	-0.412	-0.9302	-1.384	-1.399	-0.7443	-0.362	-0.6733	-0.8297	-1.097	0.3535	0.05077	-0.0542	0.2862	-0.1032	0.2979	-0.5919	0.2288	-1.428	-1.183	-0.6631	-0.05464	-0.742	-0.5573	-0.1493	-1.114	-1.764	-0.5539	-0.3966	-0.8639	0.5394	1.695	1.268	2.019	1.183	1.442	1.964	1.037	0.8743	1.126	2.123	1.569	2.085	0.9339	1.328	0.6177	1.237	0.6144	-1.327	0.02078	0.02081	0.04743	0.06651	0.2522	0.3388	0.1748	-0.4582	-0.3151	-0.3565	-0.2665	0.028	0.329	0.07422	0.039	0.02866
GENE364X	HSI028G12	PDGFRA		-2.798	-1.834	-1.429	-1.385	-0.8911	-1.232	-1.508	-1.418	-1.011	-0.4113	-0.8005	-0.6291	-0.8371	-0.4293	-0.2432	-0.7802	-0.5358	-0.368	0.2316	-0.2289	-0.2957	-0.832	-0.5627	-0.679	0.7931	0.18	-0.2013	-0.6194	-0.5513	-0.9734	-0.2981	-0.3153	-0.2518	0.01961	1.098	0.4364	1.627	1.57	1.09	0.7941	0.6948	1.56	0.5078	1.387	1.689	1.578	1.028	1.698	0.7829	0.5432	0.5204	-0.6414	0.4654	1.742	2.525	0.1269	0.4909	0.151	0.2381	-0.8972	-0.6169	-0.2885	-0.5439	0.01353	0.8262	0.3426	0.2578	0.3299
GENE19X	HSI183B01	PDGFRA		-2.668	-1.782	-1.36	-1.195	-0.9013	-1.046	-1.259	-1.139	-0.886	-0.4135	-0.8545	-0.716	-0.7072	-0.4082	-0.432	-0.8096	-0.3759	-0.2176	-0.05001	-0.1393	-0.1256	-0.805	-0.8486	-0.6925	0.2649	0.09863	-0.4416	-0.5962	-1.01	-0.8987	-0.6768	-0.6038	-0.3669	-0.1431	0.7391	0.7814	1.887	1.848	0.968	0.6273	0.7543	1.249	0.7036	1.12	1.668	1.668	1.14	1.682	0.9988	0.687	0.5283	-0.9156	0.6424	2.171	2.463	0.1162	0.5589	0.5337	0.03156	-0.733	-0.4443	-0.2341	-0.6493	-0.07745	0.5559	0.28	0.3273	0.5297
GENE308X	HSI183E05	PDGFRA		-2.756	-1.934	-1.343	-1.398	-0.8055	-1.095	-1.423	-1.336	-0.9194	-0.4742	-0.9751	-0.6785	-0.8317	-0.4148	-0.2859	-0.5797	-0.4553	-0.205	0.0678	-0.3285	-0.09543	-1.152	-0.7896	-0.5274	0.3915	0.08315	-0.2705	-0.6198	-0.6588	-0.8384	-0.1912	-0.4346	-0.4258	-0.1509	0.9085	0.6351	1.88	1.665	0.894	0.6512	0.6893	1.6	0.5668	1.219	1.535	1.637	1.112	1.566	0.7043	0.6757	0.6362	-0.7816	0.712	2.147	2.423	0.09685	0.4559	0.4093	0.2051	-0.8042	-0.4607	-0.1923	-0.5331	0.002169	0.6855	0.1149	0.3166	0.4776
GENE154X	HSI183B03	SERPINE2		-3.727	-2.013	-1.353	-1.343	-0.7083	-0.5151	-1.188	-1.139	-0.407	-0.727	-0.6733	-0.298	-0.5889	0.09887	-0.1823	-1.088	-0.652	-0.7027	-0.09628	0.778	0.2411	-1.128	-0.36	-0.2415	-0.8722	0.3765	-0.03319	-0.3448	-1.625	-0.945	0.9138	0.4419	-0.3005	-0.3495	0.7346	0.04154	1.291	0.7963	1.185	1.133	0.806	0.1821	0.2051	1.167	0.5742	1.735	1.557	1.071	0.9545	0.6187	0.09447	0.5797	1.443	1.717	2.263	0.1948	-0.5732	0.09718	-0.6715	-0.9496	-0.02458	0.1267	-0.287	0.03472	0.1408	0.9316	0.7994	0.7837
GENE245X	HSI183E04	SERPINE2		-2.982	-1.642	-1.418	-1.579	-0.8532	-0.6945	-1.531	-1.466	-0.2961	-0.8294	-0.8243	-0.4597	-0.6415	0.1026	-0.01768	-0.9582	-0.7876	-0.8104	-0.1937	0.9659	0.2279	-1.294	-0.464	-0.2065	-1.038	0.3891	-0.04735	-0.3437	-1.635	-0.9675	0.8932	0.3229	-0.4633	-0.3653	0.7601	0.2886	1.492	0.8803	1.18	1.191	0.8386	0.3733	0.1185	1.267	0.5857	1.788	1.637	1.064	1.019	0.3709	0.1651	0.5763	1.363	1.787	2.363	0.2036	-0.5986	-0.09055	0.08355	-0.9407	-0.1036	0.1289	-0.3589	-0.01269	0.1663	0.8573	0.806	0.6572
GENE294X	HSI048C05	SRPX		-1.084	-1.298	-1.635	-1.086	0.05205	-2.08	-1.359	-1.578	-1.277	-0.7051	-1.469	-0.2173	-0.9444	-0.8791	-0.1142	-0.6755	-0.7806	0.4671	0.1289	1.533	0.9227	-0.7348	0.3026	-1.036	0.1694	0.149	0.1862	-0.6884	-0.9546	-0.895	-0.8239	0.2165	0.08543	-1.583	0.4327	0.6156	0.06651	1.505	1.626	0.8009	0.08362	0.9817	0.2898	0.2612	0.4378	1.857	1.76	2.038	2.033	1.088	1.002	-0.4593	0.53	1.564	1.668	-0.251	0.2965	0.829	0.3443	-1.288	-0.6197	-0.5498	-0.3446	0.03634	0.2856	0.3576	0.1582	0.2496
GENE317X	HSI062H11	CA4		-1.178	-1.252	-1.444	-0.9214	0.1477	-1.941	-0.5566	-1.13	-1.041	-0.5905	-1.392	-0.2073	-0.6063	-0.7761	-0.2587	-0.7408	-0.8075	0.3461	-0.08157	1.557	0.8772	-0.4405	-0.0006383	-0.9492	-0.03	-0.1464	0.06234	-1.05	-1.091	-0.5758	-0.6781	-0.8389	0.2086	-0.8576	0.2257	0.5515	0.3979	1.638	1.751	0.7664	0.03947	1.035	0.9457	0.2164	0.4476	2.288	2.003	2.034	1.965	1.074	0.8728	-0.4452	0.4797	1.807	1.888	-0.7577	-0.03177	0.6925	0.05723	-1.455	-1.019	-0.9637	-0.4518	0.4081	0.122	-0.2507	0.0374	0.01562
GENE320X	HSI134D11	C10orf38		-1.722	-1.193	-1.088	-0.9291	-0.3252	-1.801	-2.009	-1.898	0.1973	-0.31	-0.4747	-1.072	-0.8452	0.02739	-0.2028	-0.4899	-0.1952	-0.03713	0.2158	0.5884	0.8814	-0.6155	-0.5313	-0.9791	-0.2651	-0.5251	-0.2136	-1.049	-0.9972	-1.474	-1.699	-0.9073	-0.3599	-0.4312	0.6913	1.102	0.3896	1.365	1.48	0.6335	0.7264	0.5705	0.8061	1.526	0.9946	2.195	1.248	1.645	0.6279	0.7669	0.2509	0.3838	1.479	1.752	2.109	0.8084	1.38	0.5927	-0.4564	-0.2735	-0.6811	-0.5723	-0.104	0.2833	-0.4653	-0.4058	-0.06422	-0.05328
GENE192X	HSI166H03	EST		-1.094	0.5732	-1.118	-1.572	-0.6523	-1.243	-0.8733	-1.624	-0.747	-0.7337	-1.036	-0.8465	-1.539	-0.1471	-0.3481	-1.151	0.3778	-0.2767	0.3205	1.27	0.209	0.8793	-0.1997	-1.021	-0.1079	-0.4257	-0.148	-0.09384	-1.249	-1.7	-1.012	-0.4713	-0.6003	1.027	1.879	0.694	2.474	1.636	1.659	0.4945	0.7335	0.6498	0.6262	1.509	1.04	1.996	0.7861	1.452	1.113	0.605	0.1549	-0.1694	0.8693	1.064	1.483	0.2082	0.08684	0.2254	-0.07762	-1.278	0.3057	-0.8661	-0.9904	-0.6296	-0.6098	-0.2577	-0.684	-0.8066
GENE74X	HSI133F02	EST		2.047	2.32	2.521	-0.7147	-1.154	-1.138	-1.234	-0.5671	-0.783	-0.4245	0.5165	0.5312	-0.5896	-0.3188	-0.7317	-0.2639	-0.4419	-0.5931	-0.2732	-1.104	-1.079	-0.9792	-0.627	-0.6379	-0.1774	-0.9012	-0.6569	2.556	-0.3872	-1.092	-0.9209	-0.9364	-0.8804	0.1585	-0.6714	-0.5423	-0.2068	0.5015	0.3166	0.5596	0.4322	0.3293	0.4194	-0.02147	0.1924	0.8384	0.6415	-0.5301	1.904	0.5332	0.2779	-0.6499	-0.3748	0.2497	-0.6419	-0.301	-0.2073	0.2806	1.706	-0.7055	2.59	-0.5881	2.74	-0.3695	-0.5125	0.4139	0.3473	0.004564
GENE264X	HSI027G04	ST6GAL1		1.184	1.088	1.283	-2.072	-1.746	-2.301	-0.5048	0.0646	-0.7891	-0.4886	-0.4204	1.74	-0.5299	-0.0244	-1.678	-1.204	-0.4506	0.1158	-0.5412	0.3669	0.9847	-0.6442	0.4559	0.1671	-0.3071	-0.07192	-0.8702	0.1185	-1.098	-0.4073	-0.929	-0.3189	0.3091	0.1723	-0.1272	-0.3088	0.9038	0.4295	-0.1641	-0.1803	-0.2591	1.092	0.874	-0.2378	0.8767	0.3452	1.396	-0.1424	1.226	0.4919	0.7151	-1.685	-1.076	0.365	-0.7853	1.695	2.033	0.4482	1.83	-1.61	1.034	-1.068	2.161	-1.272	0.7944	0.2239	-0.3266	-0.3451
GENE9X	HSI080H07	NTN4		0.7045	-0.2816	0.3415	0.1593	-1.426	-0.5435	-0.611	-0.06581	-0.772	0.1628	-0.5994	1.372	-0.6113	-1.928	-0.3878	-1.296	0.8069	-0.4932	0.1205	0.2004	0.835	-1.518	-1.624	0.6934	-0.6106	0.7761	-0.8464	0.7229	0.7434	0.5432	0.3662	1.464	0.994	0.1785	-0.2446	-0.6826	1.644	0.2317	0.6725	0.8348	0.4016	0.846	0.8979	-0.1784	0.8287	-0.8539	1.175	-1.319	0.4117	1.373	0.7505	-2.125	-1.456	-1.255	-2.14	-1.547	-2.163	1.607	1.65	0.8339	0.7801	0.6408	0.5759	-0.0922	0.856	-0.2258	-0.2288	-0.06881
GENE71X	HSI052B02	NDP		-0.4768	-0.5251	3.415	-1.061	-0.663	-0.6763	-0.2273	-0.3304	-0.6673	-0.3713	-0.6178	-0.8707	-0.7879	-0.4708	-0.728	2.026	-0.2784	-0.46	0.8772	1.588	-0.3219	-0.5962	-1.011	-0.7281	-0.4997	-0.5751	-0.6122	-0.3923	-0.7604	-0.5905	-0.2575	-0.1843	0.1396	-0.00579	-0.4379	3.245	2.49	0.02882	-0.5904	-0.3089	0.6426	0.1133	0.4701	0.05308	1.701	0.2189	0.2745	0.4052	-0.4347	0.7851	-0.1009	-0.9008	-0.8995	-0.1303	-0.5283	-0.6927	-0.2016	0.08619	0.09374	-0.7161	-0.4631	-0.7324	3.121	-0.3378	1.445	-0.09486	0.1541	-0.05519
GENE371X	HSI076C06	ARHGAP12		0.3564	-0.4891	0.1806	0.1149	-1.066	-1.966	-1.279	-1.386	-1.825	0.5547	-0.3986	0.1871	0.07513	1.924	-0.4012	-0.5843	-0.104	-0.936	0.04459	-1.338	0.3245	-1.183	0.6108	-0.6904	-1.019	-0.5776	-1.418	-0.983	-0.2559	-0.6872	-1.094	-1.34	0.3555	-0.01538	0.3362	0.2596	1.718	0.6844	-0.3751	-0.1973	-0.3922	-0.7395	0.9347	-0.3219	1.158	0.6584	0.3459	-0.1805	-0.1128	2.909	1.133	0.3089	-0.7445	-0.899	-1.046	-0.3474	0.9492	1.778	0.948	0.2455	1.759	2.275	0.01476	1.202	0.4113	-0.3839	0.8819	1.14
GENE123X	HSI176B02	EST		0.4568	-1.557	-0.06661	-0.1091	-0.8279	-1.93	-2.096	-1.38	-2.122	-1.025	-0.7863	0.6869	0.3399	-0.1018	0.4542	0.2119	-0.08557	-0.02677	-0.7453	-1.626	-0.6859	0.03625	-0.7144	-0.9798	-0.2514	-0.672	-0.571	-0.7594	0.1744	-1.918	-1.551	-0.9118	-0.477	1.645	-0.01043	0.2022	3.011	1.4	0.1735	0.9527	-0.5436	-0.692	-0.1811	0.7547	1.742	1.139	0.8302	-0.008273	-0.1815	1.01	0.2546	0.999	0.5213	-0.2766	-0.3572	1.053	0.7624	1.179	0.5925	0.7244	0.8934	1.428	-0.2955	0.9673	0.07322	0.2495	0.7841	0.8228
GENE203X	HSI097G09	ZNF41		-0.2852	1.293	-0.7868	0.01867	-1.376	-1.42	-2.296	-1.977	-1.878	-0.2977	-0.7362	1.209	0.1296	-0.5557	-0.8954	0.192	0.6659	-0.2496	-0.4767	-1.242	0.6642	-0.8048	-0.1024	-0.3621	-0.9339	1.456	-1.274	-0.9337	-1.449	-0.9339	-1.275	-0.9316	-0.4533	0.9453	1.27	1.192	2.509	0.8816	-0.02474	0.2023	0.1141	0.9068	0.7149	0.09954	1.001	1.262	0.8335	0.603	-0.1706	1.051	0.8985	-0.9585	-0.2334	-0.2812	0.01889	1.229	0.9753	0.9062	-0.6146	-0.2823	1.156	1.219	-1.093	-0.03403	-0.2493	-0.2639	1.26	1.255
GENE268X	HSI168E04	SFMBT2		-0.008167	-0.1121	-1.148	-1.088	-1.309	-1.732	-1.164	-1.177	-0.03198	0.3152	-0.1309	0.6886	0.1239	1.426	-1.248	-0.6322	-0.7477	-0.6422	-0.9441	-1.469	-0.4636	-0.1104	-0.6395	0.3265	-0.2477	-1.092	-1.28	0.6383	-0.3685	-1.393	-1.031	-0.3503	-1.031	2.354	0.04528	0.4516	1.871	1.426	1.048	1.455	1.178	1.917	0.1397	1.511	0.5804	2.072	1.132	-0.03523	0.7936	0.5819	0.01181	-1.71	-0.6366	1.329	1.168	0.1713	0.4824	0.1411	0.3213	-0.1171	1.278	-1.457	-0.4016	0.2854	-0.3731	-0.3022	-0.3872	-0.2496
GENE260X	HSI112B10	ATP8A1		0.4697	-0.5048	-0.6614	-0.9626	-0.9639	0.05995	-1.582	-0.1853	-0.6314	-0.275	-0.02635	0.6135	0.1277	0.02902	-0.8083	-0.7862	-1.228	-0.09726	-1.165	-1.612	0.9337	-0.4139	-0.3356	-1.085	-0.769	-1.438	-0.7363	0.7029	-0.4526	-1.376	-1.413	-0.3677	-1.546	0.4725	-0.5582	0.2501	3.307	0.9369	0.4482	0.7299	0.1443	0.4972	0.04949	0.169	0.8457	1.39	1.026	-0.6812	1.311	0.225	-0.1011	-1.58	-0.8942	0.5095	-0.7425	0.3629	0.9728	0.6929	1.278	0.8877	2.323	1.876	1.019	1.716	-0.9279	0.2272	-0.07305	0.3776
GENE81X	HSI022A08	GBP3		-1.105	-0.9333	-0.05744	-1.079	-1.401	-0.9313	-1.269	-0.9416	-1.03	1.216	0.06175	1.028	1.789	2.203	0.523	0.3543	-1.014	-0.2708	0.6726	-0.7731	-1.136	-0.6448	-1.359	0.5985	0.3487	-0.6689	-0.8429	-0.4372	0.1589	-0.6236	-0.7992	-0.7044	-1.037	-0.4808	-0.3076	1.287	3.066	1.467	0.5154	0.8303	1.833	-0.6074	1.584	0.7018	0.5525	1.511	1.337	-0.8378	-0.4196	-0.4656	0.8273	0.05336	-0.8664	0.1492	-0.689	0.02547	-0.006992	-0.8113	0.008538	-0.9992	1.437	-0.5149	-0.1061	-1.11	1.014	-0.8915	0.469	0.5505
GENE372X	HSI078E12	ABI1		-0.4589	-1.313	0.3405	-0.05182	-1.472	-0.7263	-1.373	-1.283	-1.294	0.9782	1.032	0.2922	-0.3949	0.1513	0.3725	0.887	0.01292	-1.691	-0.5983	-1.212	-2.159	-1.208	-2.182	-0.2043	-0.1253	-1.103	-1.494	-0.811	-0.07872	-1.608	-1.197	-0.8958	-1.394	1.373	-0.03713	1.121	2.265	0.714	-0.8113	0.8347	0.5141	0.05808	0.8847	1.945	1.138	1.566	1.077	0.03038	0.3032	0.2006	-0.3381	0.8347	0.7593	0.8193	0.6939	0.6221	0.02685	0.1385	0.5756	0.7255	0.524	1.513	0.06422	0.5176	0.3564	0.2926	0.4888	0.4741
GENE50X	HSI002C01	HECA		-0.4442	-0.9966	-0.8329	-0.8979	-1.871	-0.5248	-1.635	-1.076	-0.9529	0.7598	0.69	0.578	-0.5289	0.3392	0.2191	0.06001	-0.08745	-0.5521	-0.2435	-2.093	-1.54	-1.851	-1.166	0.1557	-0.2812	-1.065	-1.65	0.03244	-0.109	-1.396	-1.441	-0.3504	-1.379	-0.08738	-0.06377	0.8175	2.892	1.295	-0.5358	0.1536	0.5903	0.7339	0.7468	2.079	1.195	1.982	1.317	-0.4492	0.4566	1.265	0.9373	-0.1274	0.2634	0.4374	-0.4697	0.3899	0.6397	0.7984	0.3191	0.6547	1.062	0.9855	0.3156	0.3264	0.8132	0.1004	0.1857	0.1134
GENE327X	HSI029A11	ITPR1		0.4775	-0.3848	1.25	0.2646	-0.06586	-0.3038	-1.763	-0.6875	-0.5777	1.231	1.009	0.009957	-1.314	-0.5687	-0.6074	0.9217	-0.4618	-0.2142	-0.168	-0.2841	-0.05452	0.2194	-0.7399	-0.6865	-0.71	-0.3907	-1.733	0.3613	0.4539	-0.5473	-0.04304	0.9025	-1.207	0.8728	-1.364	0.8244	2.915	0.4142	-1.141	-0.8241	-0.04283	2.783	1.589	0.208	-0.4588	0.3107	-0.1983	-0.1456	0.8549	0.2163	0.7562	-2.487	-1.8	-0.961	-1.644	-0.3878	-0.3998	-0.03402	1.074	0.8864	1.257	0.5893	1.264	0.6271	0.338	-0.9071	0.6639	0.7638
GENE212X	HSI036B10	ITGAV		1.489	-0.6432	0.8044	-0.3522	-1.615	0.08552	-1.185	-0.9178	-0.5908	-1.054	-0.4398	-0.2239	-0.8031	0.2632	0.8471	-0.04667	-0.1776	-0.6999	0.1787	-0.9291	0.2103	-1.762	-3.196	0.3089	0.1159	-0.9163	-1.344	1.496	-0.1664	-0.6495	-0.3221	0.1251	-1.408	0.4031	-0.9372	0.2347	2.871	0.7111	-1.116	1.227	0.1032	0.3912	1.477	0.7344	-0.01462	1.674	1.325	-0.3808	-0.08686	1.316	0.3448	-0.4614	0.2257	-0.3943	-1.181	-0.4713	-1.12	-0.09238	1.67	0.3452	1.653	0.9412	0.765	0.4961	0.5163	-0.2922	0.2303	0.4094
GENE258X	HSI067D04	GRINL1A		0.2837	-0.7995	-0.09627	-0.464	-0.4421	-0.17	-2.002	-0.4027	-0.002061	0.7566	0.3873	0.1219	-0.8956	-0.2189	-0.5774	0.9676	0.5968	0.2651	0.1074	-2.397	-0.5252	-0.9868	-1.909	0.1598	-0.7494	-1.484	-1.081	0.5714	0.5609	-0.7554	-0.926	1.001	-1.11	0.2808	-0.6106	1.291	3.858	1.435	-0.06689	0.2961	0.4689	0.8361	1.467	0.6445	0.6639	1.223	1.015	0.08291	0.2316	0.7706	-0.03541	-0.5277	0.1144	-0.9762	-2.051	-1.371	-1.31	0.268	0.7227	-0.05203	1.148	0.4504	-0.005172	0.5975	-0.5647	0.3492	0.7504	0.8244
GENE219X	HSI078D10	CCPG1		0.9619	-0.6346	-0.115	-0.2872	-1.694	0.1274	-1.521	-0.09404	-0.4783	2.31	1.76	1.71	-0.7644	0.5452	-0.0966	0.8178	0.04076	-0.5623	-0.2841	-1.844	-0.5168	-1.402	-1.794	-0.01342	-0.6538	-1.258	-1.642	-0.2868	-0.2668	-0.798	-0.4872	-0.2968	-1.197	0.5305	-0.3545	0.9472	3.145	0.5743	-0.6333	0.9391	0.9498	0.05576	1.017	0.3585	0.01612	1.216	0.9406	-0.954	0.2941	0.1617	-0.06275	-0.9675	-0.5207	-0.5106	-1.986	-0.6112	-0.2916	-0.01891	1.316	0.2382	0.8294	1.098	1.127	-0.09376	0.8256	-0.1854	0.5424	0.7827
GENE295X	HSI052E11	MORC3		-0.1109	-2.037	0.3524	-0.2669	-1.737	-0.7	-1.24	-0.761	-1.031	1.192	1.031	0.327	-0.6016	0.8232	-0.4006	0.6984	0.729	-0.5126	-0.6579	-1.523	1.238	-1.384	-2.494	-0.358	-0.8595	-0.8111	-1.163	-0.5413	-0.3244	-0.322	-0.4042	-0.0824	-1.661	1.736	-0.6313	0.9982	1.576	1.615	-0.443	1.174	0.3635	-0.3406	0.4589	0.6953	1.295	1.062	1.029	-1.361	-0.5359	2.147	1.301	-0.8462	-0.03973	-0.1476	-0.386	0.2027	-0.1586	0.98	0.7057	0.1775	1.608	1.085	-0.144	0.9187	-0.4839	-0.5839	0.1782	0.3904
GENE335X	HSI081C11	NCOA2		0.2929	-1.008	-0.6486	-0.3562	-0.6663	-1.128	-1.364	-1.111	-0.9381	1.383	0.735	0.2756	-0.3267	0.07151	0.4283	0.7068	0.6123	-0.747	-0.7871	-1.689	-0.8622	-0.549	-1.768	-0.2513	-0.5386	-0.7932	-0.3694	-0.809	0.1323	-1.031	-0.6702	-0.9625	-0.6414	0.9198	0.1124	1.858	3.737	0.4167	-0.7813	-0.4573	-0.187	-0.465	0.2443	1.422	1.137	0.6389	0.1462	-0.9626	-0.2239	1.299	1.141	-0.8092	-1.055	-0.7076	-1.201	-0.4072	-0.3547	0.8251	1.064	0.4553	1.452	1.142	-0.1381	1.017	0.2522	0.8631	1.307	1.679
GENE350X	HSI058D12	IQGAP2		-0.585	-1.669	-1.139	-1.12	-1.414	-1.179	-1.514	-0.9376	-1.419	1.215	1.064	0.6712	0.5827	-0.4419	-0.9357	1.066	0.9838	0.02381	0.1331	-1.154	2.068	-1.549	-1.28	0.1113	-0.2762	-0.4012	-0.933	0.0457	0.7398	1.807	-0.3353	0.3257	0.2666	0.3899	-0.6704	1.589	2.836	0.451	-0.02912	0.3588	0.39	0.4517	1.663	-0.3459	0.4231	1.275	0.9788	-0.5527	-0.1482	0.2917	1.251	-1.65	-1.644	-0.4484	-1.396	-0.4114	-0.1136	0.3244	0.5249	-0.5202	0.9914	0.7245	-0.5895	-0.1262	-0.1934	-0.4703	0.8697	0.7083
GENE33X	HSI108C01	INSM2		-1.134	-1.561	-1.035	-0.7188	-1.49	-0.5881	-0.8025	-0.7497	-0.3647	0.404	0.1379	-0.01436	-2.125	-0.9003	0.03675	1.119	0.641	0.1969	-0.9006	-1.554	-0.01418	-1.216	-1.466	-0.8957	-0.4606	-1.569	-0.5635	-0.1601	-0.205	-1.03	-0.6791	-0.4742	-0.9024	0.7999	1.187	1.037	1.823	0.2717	-0.1987	0.5188	0.7254	-0.4795	0.1576	1.219	3.483	1.894	0.9979	0.2405	0.7683	1.466	0.6255	-1.035	-0.1372	0.7294	-0.334	0.6495	1.159	1.2	-0.3751	-0.05732	-0.3384	0.1385	-0.03044	0.07806	1.512	0.6907	0.1094	0.5437
GENE297X	HSI082C05	MAN1A1		-0.3635	-1.367	-1.507	-0.858	-1.083	0.1572	-0.8023	-0.7896	-0.6062	0.8105	0.09646	-0.8718	-1.543	-0.2397	1.097	-0.4335	-0.9035	-0.7858	0.2079	-0.3082	-0.7642	-1.278	-1.41	-0.4097	-0.1744	-0.7848	-1.033	-0.7252	-1.199	-1.651	0.1022	-0.7197	-1.324	1.125	0.1198	0.2652	1.24	0.6141	0.1877	0.8735	0.3617	1.143	1.386	1.859	1.133	1.949	1.574	0.9954	0.8477	2.202	0.7407	-2.081	-0.3432	0.2916	-1.123	-0.1877	0.8429	1.283	0.4429	-0.03686	-0.5337	1.598	-0.08587	-0.02501	0.9555	0.07433	0.8447	0.9325
GENE181X	HSI057D09	ITGB1		-0.7143	-2.002	-1.015	-0.2867	-1.102	0.5647	-0.8449	-0.3877	0.5728	0.2668	0.26	-0.2409	-1.36	0.4462	0.4791	1.069	0.3642	-0.5218	-0.6219	-1.538	-1.08	-2.024	-2.151	-0.4334	-0.1608	-1.43	-1.41	0.1064	-0.6814	-1.985	0.5682	0.2903	-1.607	0.6245	0.3067	1.584	2.203	0.3148	-0.008849	2.128	0.7749	1.245	0.7649	1.994	0.9183	1.899	1.249	0.4205	0.1107	1.176	0.4498	-1.1	0.8712	0.3669	-0.4226	-0.1781	-0.04342	0.09369	-0.4511	-0.04421	-0.02442	0.5397	-0.3434	0.2339	0.1416	-0.004037	0.3749	0.4454
GENE393X	HSI126B12	FNDC3B		-0.9989	-0.9885	-0.5884	-1.101	-1.738	0.7978	0.2399	0.6652	1.002	-0.6494	-1.019	0.2941	-1.861	0.18	-0.5086	-0.4666	-0.09915	-0.5175	-0.05565	-1.2	0.1389	-2.046	-2.235	0.9782	-0.06449	-0.9036	-1.16	-0.1429	-0.9164	-1.117	0.8921	0.5548	-1.153	0.4166	0.3662	0.895	3.04	0.2834	0.3436	1.667	0.9762	1.269	0.573	1.126	0.8901	2.888	1.25	0.196	0.4741	0.8625	0.1672	-1.068	0.9771	0.382	-0.1273	-0.08146	0.3895	-0.6503	0.0893	-0.869	-0.6138	-0.7526	-0.3087	0.04881	0.4807	0.009524	-0.1237	0.3205
GENE342X	HSI020E11	ZA20D2		0.3912	-1.007	0.5506	0.2575	-0.8117	0.6106	-2.362	-0.8847	-0.774	-0.7241	-0.4995	0.1051	-1.314	-0.05192	-0.423	-0.1657	0.2404	-0.2316	-0.5737	-0.5341	-0.4538	-2.23	-2.361	-0.4198	-1.321	-1.237	-1.887	0.1086	-0.9328	-1.6	0.1328	1.012	-0.9464	0.6627	0.06719	0.4599	2.073	1.259	0.5338	1.011	-0.04963	1.114	0.5927	1.647	1.317	2.613	1.151	0.1037	0.7315	0.4676	0.5345	-1.128	1.32	0.5226	0.02695	-0.3238	-0.7533	0.2829	0.6698	0.3948	-0.06014	1.513	0.124	0.759	0.4898	0.06035	0.1217	0.02789
GENE271X	HSI182E04	DPYSL2		-0.4331	-0.17	-1.616	-1.192	-0.3088	0.5639	-2.398	-1.776	0.08962	-0.9114	-0.512	-0.531	-1.251	0.3363	-0.5531	-0.4284	-0.05827	-0.1091	-0.1806	0.07037	-0.6293	-2.015	-1.696	-0.1362	-0.3285	0.393	-0.6262	-0.8528	0.0523	-0.9782	-0.4401	-0.0906	-0.8721	0.4601	-0.4931	0.7316	3.187	1.581	0.3434	0.1107	0.4729	0.957	0.8338	1.86	1.291	2.051	1.783	1.205	1.079	0.5021	0.7579	-1.569	-0.4402	1.207	0.2485	-0.03159	-0.6567	-0.06674	0.4888	-0.6675	-0.2224	1.118	-0.3664	0.7676	0.2865	0.34	0.2256	0.2117
GENE178X	HSI051H09	UBL3		-1.262	-1.042	-0.9145	-0.7447	0.2861	-0.719	-1.571	-0.9081	-1.652	0.2394	-0.6445	-0.1324	-1.235	-0.371	-0.6351	-0.1508	0.08999	0.5762	0.5703	-2.601	0.4141	-1.459	-0.3219	0.1449	-0.4056	-1.399	-0.9276	1.034	0.2484	-0.5123	0.3763	0.5129	-1.083	-0.6721	0.5232	1.369	2.692	0.09169	-0.1741	0.4725	0.7792	1.443	2.071	0.3082	0.8168	1.263	0.9103	-0.4929	1.45	0.8406	0.05989	-0.2462	0.512	-0.8394	-1.905	-1.296	-0.9474	0.5148	-0.07695	1.03	1.297	-0.1389	1.46	1.054	0.6113	0.3119	0.5842	0.5214
GENE236X	HSI117E04	EST		-0.9874	-1.179	-1.981	-0.1659	-0.68	-0.02328	-0.9608	-1.002	0.1813	0.2202	-0.9367	0.3764	-0.5452	-0.2887	-0.1451	0.5805	1.36	0.4745	-0.7928	-1.948	0.4837	-0.9618	-1.091	0.1976	-1.02	-1.973	-1.113	1.172	0.3343	-1.05	-0.9297	0.9594	-0.459	2.408	-0.01264	1.85	1.082	0.07003	-0.1897	1.105	1.065	2.195	0.9086	1.026	0.4715	0.5632	0.6808	-0.3564	0.3976	1.191	0.4784	-0.3677	0.341	-1.27	-2.059	-1.469	-0.8959	0.8451	-0.1828	0.7269	1.139	0.4225	0.3904	0.7118	1.319	-0.1204	-0.3011	-0.2696
