Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1451742_a_at	Ugp2	UDP-glucose pyrophosphorylase 2	-4.64	6.45	6.06	6.3	6.76	7.64	5.5	7.9	7.54
1425225_at	Fcrl3	Fc receptor-like 3	-4.64	2.74	2.58	2.6	2.48	3.62	2.7	3.79	3.44
1452773_at	5730494N06Rik	RIKEN cDNA 5730494N06 gene	-4.64	9.31	8.66	9.75	9.72	10.63	9.44	10.46	10.21
1448812_at	Hpcal1	hippocalcin-like 1	-4.64	7.92	7.77	7.52	8.3	9.33	7.89	9.33	9.14
1425844_a_at	Rngtt	RNA guanylyltransferase and 5-phosphatase	-4.63	3.68	3.75	4.71	3.83	5.38	3.94	5.74	5.33
1419041_at	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	-4.63	6.2	7	7.1	7.07	8.09	6.86	8.46	8.09
1452364_at	D11Ertd530e	DNA segment, Chr 11, ERATO Doi 530, expressed	-4.62	4.55	5.17	5.16	5.43	5.45	5.17	6.42	7.15
1448620_at	Fcgr3	Fc receptor, IgG, low affinity III	-4.62	4.06	3.39	3.63	3.39	4.24	3.45	5.28	5.96
1451728_at	Wdr13	WD repeat domain 13	-4.62	7.82	8.34	7.67	8.17	9.59	9.07	9.37	9.1
1450386_at	Kpna3	karyopherin (importin) alpha 3	-4.62	7.44	7.3	7.23	7.77	8.98	7	8.81	9.27
1415724_a_at	Cdc42	cell division cycle 42 homolog (S. cerevisiae)	-4.62	10.68	10.39	10.71	11.31	12.22	9.97	11.94	12.13
1448184_at	Fkbp1a	FK506 binding protein 1a	-4.62	10.02	9.57	9.9	10.89	10.53	9.76	10.91	11.06
1423800_at	Dars	aspartyl-tRNA synthetase	-4.61	3.82	4.45	4.97	5.5	6.92	4.77	6.22	5.73
1425503_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	-4.61	8.45	8.29	8.79	9.31	10.16	8.71	9.74	9.49
1454712_at	D130005A03Rik	RIKEN cDNA D130005A03 gene	-4.6	8.48	7.73	8.35	8.73	9.94	7.33	10.04	9.92
1427645_a_at	Il1rapl2	interleukin 1 receptor accessory protein-like 2	-4.6	2.55	2.81	2.89	2.81	3.86	2.99	3.61	4.17
1429172_a_at	NA	NA	-4.6	4.51	4.43	6.86	6.95	6.11	4.19	6.88	6.52
1426554_a_at	Pgam1	phosphoglycerate mutase 1	-4.59	10.18	10.13	10.33	10.74	11.43	9.43	11.12	11.29
1426582_at	Atf2	activating transcription factor 2	-4.59	7.41	7.93	8.61	8.08	8.6	8.09	9.6	9.07
1420922_at	Usp9x	ubiquitin specific protease 9, X chromosome	-4.59	7.13	6.96	7.24	7.89	8.23	7.55	8.19	8.62
1452163_at	Ets1	E26 avian leukemia oncogene 1, 5 domain	-4.59	7.17	7.18	7.11	7.5	8.36	7.67	8.27	9.2
1442169_at	Vldlr	very low density lipoprotein receptor	-4.59	6.65	6.96	6.84	7.41	7.07	7	7.58	8.47
1435519_at	Rap1b	RAS related protein 1b	-4.59	12.76	12.52	12.49	13.08	13.69	12.62	13.77	14.01
1420980_at	Pak1	p21 (CDKN1A)-activated kinase 1	-4.59	7.25	7.85	7.77	7.91	8.63	7.32	8.7	8.92
1433912_at	1810011K17Rik	RIKEN cDNA 1810011K17 gene	-4.58	8.27	7.94	7.63	8.91	9.76	8.42	9.97	10.19
1452716_at	5730469M10Rik	RIKEN cDNA 5730469M10 gene	-4.58	8.73	9.12	9.82	9.17	11.29	8.65	10.75	10.71
1423409_a_at	2500003M10Rik	RIKEN cDNA 2500003M10 gene	-4.58	8.85	8.58	8.54	8.98	10.53	7.7	9.99	10.31
1426722_at	Slc38a2	solute carrier family 38, member 2	-4.58	12.69	12.5	12.35	12.56	13.35	13.15	13.31	13.63
1422493_at	Cpox	coproporphyrinogen oxidase	-4.57	4.91	4.16	5.34	4.28	5.76	5.29	6.56	5.97
1448228_at	Lox	lysyl oxidase	-4.56	3.65	3.34	3.94	3.5	4.18	3.87	4.18	4.99
1435362_at	C330039G02Rik	RIKEN cDNA C330039G02 gene	-4.56	9.88	10.31	9.69	10.43	11.24	10.37	11.29	11.26
1452160_at	Tiparp	TCDD-inducible poly(ADP-ribose) polymerase	-4.56	10.51	10.98	11.26	10.81	11.93	11.19	12.03	12.04
1423658_at	4833416I09Rik	presenilin-like protein 4	-4.56	4.54	5.19	5.36	5.66	5.9	5.6	5.88	6.09
1424912_at	Slc25a17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein), member 17	-4.56	5.43	5.38	4.77	5.42	6.9	4.9	6.45	6.4
1449076_x_at	AL024210	expressed sequence AL024210	-4.56	5.8	5.67	6.14	5.86	7.1	5.69	6.64	6.98
1426063_a_at	Gem	GTP binding protein (gene overexpressed in skeletal muscle)	-4.56	4.91	3.9	5.33	4.69	5.54	5.06	6.28	7.04
1456170_x_at	Calr	calreticulin	-4.56	9.3	9.2	9.02	9.48	10.42	9.75	10.83	10.14
1417492_at	Ctsb	cathepsin B	-4.56	5.78	5.78	6.99	6.43	7.63	5.35	6.95	7.34
1424541_at	1110020A09Rik	RIKEN cDNA 1110020A09 gene	-4.55	6.92	7.26	7.25	7.55	8.52	7.07	8.28	8.13
1425197_at	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	-4.55	4.95	5.41	5.71	6.74	6.17	6.17	6.09	6.55
1419259_at	Rsu1	Ras suppressor protein 1	-4.55	7.58	7.05	7.62	8.54	8.37	7.21	8.79	8.49
1423589_at	Arpc4	actin related protein 2/3 complex, subunit 4	-4.54	7.8	7.64	8.05	8.44	9.12	8.2	8.6	8.87
1423322_at	NA	NA	-4.53	7.83	8.27	8.41	8.54	8.99	7.57	9.14	9.09
1451098_at	Pcoln3	procollagen (type III) N-endopeptidase	-4.53	5.32	4.73	5.46	5.1	7.45	4.73	6.61	6.73
1426433_at	Myct1	myc target 1	-4.52	2.42	2.21	2.25	2.3	4.25	2.28	3.89	5.55
1428592_s_at	Usp38	ubiquitin specific protease 38	-4.52	8.05	8.29	8.24	7.92	8.74	8.46	8.97	9.42
1425422_a_at	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	-4.52	5.21	5.08	5.04	5.99	6.15	5.43	6.49	6.97
1454811_a_at	Tde2	tumor differentially expressed 2	-4.51	4.77	6.21	6.31	6.39	7.58	4.79	7.94	7.73
1434743_x_at	Rusc1	RUN and SH3 domain containing 1	-4.51	6.78	5.99	6.06	5.95	8.59	7	7.46	7.49
1437859_x_at	Eif5a	eukaryotic translation initiation factor 5A	-4.51	9.82	9.81	10.22	10.81	10.92	8.92	11.29	10.86
1423536_at	Strn3	striatin, calmodulin binding protein 3	-4.51	6.12	5.78	5.93	6.23	7.18	6.28	7.04	7.57
1426367_at	NA	NA	-4.5	6.46	5.77	6.32	6.26	7.66	6.39	7.51	7.28
1453985_at	0610007P08Rik	RIKEN cDNA 0610007P08 gene	-4.5	4.46	3.91	5.29	5.14	5.14	5.27	6.08	5.66
1418695_a_at	Kcmf1	potassium channel modulatory factor 1	-4.49	9.91	9.62	9.57	10.24	10.69	9.96	10.96	11.06
1417354_at	1810057E01Rik	RIKEN cDNA 1810057E01 gene	-4.49	8.27	8.24	8.89	9.36	10.08	8.27	9.26	9.58
1431746_a_at	Ube1c	ubiquitin-activating enzyme E1C	-4.49	5.66	5.61	6.48	6.36	7.02	4.46	6.97	6.62
1436393_a_at	Trim37	tripartite motif protein 37	-4.48	5.98	6.2	6.34	6.29	7.42	7.27	7.71	6.84
1424830_at	Ccnk	cyclin K	-4.48	6.57	6.05	6.27	5.96	6.83	6.56	8.01	7.37
1451050_at	Nt5c3	5-nucleotidase, cytosolic III	-4.47	9.24	8.75	9.24	9.18	10.24	9.16	10.34	10.02
1451003_at	NA	NA	-4.47	8.44	8.91	8.95	9.22	9.3	8.58	9.72	10.1
1437055_x_at	1200003O06Rik	RIKEN cDNA 1200003O06 gene	-4.47	6.35	5.44	6.28	6.03	7.17	6.82	6.95	7.31
1437211_x_at	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	-4.47	11.52	11.56	11.51	12.15	12.93	11.79	12.59	12.66
1450744_at	Ell2	elongation factor RNA polymerase II 2	-4.46	10.21	9.62	10.72	11.01	11.34	10.93	11.23	11.77
1428125_at	4921506J03Rik	RIKEN cDNA 4921506J03 gene	-4.45	9.31	9.6	9.59	10.54	10.76	8.82	11.16	10.85
1451848_a_at	Cryz	crystallin, zeta	-4.45	5.41	5.89	5.99	6.2	6.81	5.48	6.86	6.68
1452007_at	Sybl1	synaptobrevin like 1	-4.45	6.25	5.37	6	6.15	6.19	5.61	7.26	7
1455158_at	Itga3	integrin alpha 3	-4.45	6.92	7.13	6.96	6.94	8.94	8.73	8.39	8.88
1420710_at	Rel	reticuloendotheliosis oncogene	-4.45	4.88	3.74	5.32	5.44	5.8	5.78	6.23	5.64
1428563_at	Ddx10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	-4.44	3.56	4.2	4.69	4.68	4.82	4.54	5.57	6.38
1423819_s_at	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	-4.44	8.62	9.18	10.1	10.14	10.21	8.09	10.95	11.06
1436232_a_at	Gabpb1	GA repeat binding protein, beta 1	-4.44	6.39	5.75	5.78	6.24	7.66	6.18	7.67	7.87
1417392_a_at	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	-4.43	5.58	5.33	4.56	5.47	7.63	5.39	6.86	7.57
1448591_at	Ctss	cathepsin S	-4.43	10.07	9.72	9.61	10.35	10.96	9.22	11.57	11.45
1425374_at	Oas3	2-5 oligoadenylate synthetase 3	-4.43	3.09	3.01	3.18	3.06	4.47	2.76	5	4.13
1420617_at	Cpeb4	cytoplasmic polyadenylation element binding protein 4	-4.43	6.31	6.98	6.81	6.28	6.85	7.36	7.58	7.88
1460561_x_at	Sepw1	selenoprotein W, muscle 1	-4.42	9.13	8.89	8.72	8.31	10.98	10.12	10.76	10.38
1427971_at	BC027756	cDNA sequence, BC027756	-4.42	8.32	8.76	8.35	8.27	9.15	8.96	9.46	10
1426445_at	Mgea6	meningioma expressed antigen 6 (coiled-coil proline-rich)	-4.41	7.94	7.93	7.59	8.45	9.38	8.23	9.04	9.36
1419037_at	Csnk2a1	casein kinase II, alpha 1 polypeptide	-4.41	6.51	6.23	6.45	6.81	6.97	5.85	7.65	7.36
1460678_at	Klhdc2	kelch domain containing 2	-4.41	7.73	7.94	7.95	8.48	9.28	7.18	9.01	9.12
1420850_at	Crnkl1	Crn, crooked neck-like 1 (Drosophila)	-4.4	5.77	6.15	6.75	6.26	7.36	6.03	7.15	7.28
1416998_at	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	-4.4	7.97	8.96	8.75	9.12	10.62	7.9	10.5	10.66
1426746_at	1810026J23Rik	RIKEN cDNA 1810026J23 gene	-4.4	9.37	9.79	9.3	9.67	11.15	9.18	10.82	10.85
1424201_a_at	2610007A16Rik	RIKEN cDNA 2610007A16 gene	-4.4	4.74	5.74	5.62	5.72	7.14	4.76	7.38	7.07
1416267_at	Scoc	short coiled-coil protein	-4.39	6.54	6.73	7.62	6.78	8.59	7.26	8.56	8.12
1416467_at	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	-4.39	7.33	7.5	7.73	7.59	8.28	6.93	9.16	8.51
1415929_at	Map1lc3b	microtubule-associated protein 1 light chain 3 beta	-4.38	9.25	9.27	9.2	10.23	10.23	8.86	10.58	10.41
1448640_at	Slc14a1	solute carrier family 14 (urea transprorter), member 1	-4.38	5.29	4.73	4.78	4.85	6.51	5.16	6.07	6.67
1423804_a_at	Idi1	isopentenyl-diphosphate delta isomerase	-4.37	7.78	7.4	9.04	7.96	8.61	8.17	8.49	8.86
1416052_at	Prps1	phosphoribosyl pyrophosphate synthetase 1	-4.37	7.58	7.75	7.87	8.65	9.14	7.15	9.07	9
1423066_at	Dnmt3a	DNA methyltransferase 3A	-4.37	5.35	4.86	8.57	8.14	8.69	4.93	8.87	9.5
1448385_at	Slc15a4	solute carrier family 15, member 4	-4.36	7.12	7.77	7.36	7.89	8.47	7.95	8.53	8.79
1417832_at	Smc1l1	SMC (structural maintenance of chromosomes 1)-like 1 (S. cerevisiae)	-4.35	3.77	3.7	5.28	4.06	3.72	3.77	6	5.19
1452079_s_at	Tes3-ps	testis derived transcript 3, pseudogene	-4.35	6.41	5.98	7.05	6.78	7.1	5.7	8.31	7.75
1455002_at	Ptp4a1	protein tyrosine phosphatase 4a1	-4.35	8.52	8.88	9.65	8.85	10.11	9.32	10.2	10.21
1426684_at	A230103N10Rik	RIKEN cDNA A230103N10 gene	-4.35	5.88	6.51	6.41	6.66	7.61	6.28	7.43	7.55
1423361_at	Yme1l1	YME1-like 1 (S. cerevisiae)	-4.34	4.84	5.27	5.91	5.34	6.54	5.56	7.01	6.41
1419883_s_at	Atp6v1b2	ATPase, H+ transporting, V1 subunit B, isoform 2	-4.34	4.03	3.21	3.58	3.32	5.42	4.03	5.47	6.62
1452417_x_at	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-4.34	8.67	5.95	8.46	10.28	10.14	9.16	11.21	10.82
1429786_a_at	D10Ertd749e	DNA segment, Chr 10, ERATO Doi 749, expressed	-4.34	5.36	5.76	5.76	6.61	6.53	5.02	7.59	7.03
1422264_s_at	Bteb1	basic transcription element binding protein 1	-4.33	5.8	5.54	6.54	6.48	6.84	5.91	7.22	7.76
1421818_at	Bcl6	B-cell leukemia/lymphoma 6	-4.33	8.6	8.06	8.42	8.56	9.68	9.42	9.46	10.18
1424713_at	Calml4	calmodulin-like 4	-4.33	6.44	5.69	7.13	6.3	7.22	7.71	7.88	7.54
1415892_at	Sgpl1	sphingosine phosphate lyase 1	-4.32	4.58	4.35	4.37	4.98	6.19	4.44	5.86	6.42
1423818_a_at	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	-4.32	8.77	9.35	9.19	9.76	9.95	8.88	10.47	10.5
1455480_s_at	Ube2d3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	-4.31	8.28	7.4	8.1	8.25	9.37	7.25	9.87	9.47
1429186_a_at	Cdadc1	cytidine and dCMP deaminase domain containing 1	-4.31	7.57	7.29	7.98	7.36	8.16	7.46	8.64	8.5
1416538_at	Ysg2	yolk sac gene 2	-4.31	5.2	5.29	5.2	5.73	6.27	5.71	7.11	6.29
1416330_at	Cd81	CD 81 antigen	-4.31	10.76	10.44	10.77	11.53	11.48	10.3	11.62	11.84
1427940_s_at	Mycbp	c-myc binding protein	-4.31	5.25	5.5	4.97	5.61	6.3	4.86	6.72	6.67
1424075_at	9430016H08Rik	RIKEN cDNA 9430016H08 gene	-4.3	7.49	7.99	7.96	7.45	8.85	7.94	8.79	8.87
1435226_at	4930534K13Rik	RIKEN cDNA 4930534K13 gene	-4.3	6.1	6.34	6.91	6.63	7.93	6.78	8.2	7.32
1436838_x_at	Cotl1	coactosin-like 1 (Dictyostelium)	-4.3	10.16	9.52	9.6	10.18	11.51	10.25	11.3	11.1
1427568_a_at	4921524P20Rik	RIKEN cDNA 4921524P20 gene	-4.3	6.53	6.93	6.78	7.16	7.91	6.9	7.91	7.74
1449121_at	Fusip1	FUS interacting protein (serine-arginine rich) 1	-4.3	7.64	7.01	7.02	7.59	7.84	7.48	8.52	8.43
1422795_at	Cul3	cullin 3	-4.29	2.13	3.12	2.24	3.09	5.08	3.16	4.73	5.04
1420622_a_at	Hspa8	heat shock protein 8	-4.29	12.44	12.1	13.02	13.36	14.33	12.24	13.55	14.18
1416750_at	Oprs1	opioid receptor, sigma 1	-4.29	4.93	4.58	4.81	5.87	5.79	5.23	5.84	6.07
1417175_at	Csnk1e	casein kinase 1, epsilon	-4.28	7	6.43	6.57	8.29	7.17	7	7.74	7.76
1448721_at	D1Ertd622e	DNA segment, Chr 1, ERATO Doi 622, expressed	-4.28	5.98	6.75	6.65	6.77	7.39	5.73	7.76	7.93
1435137_s_at	1200015M12Rik	RIKEN cDNA 1200015M12 gene	-4.28	10.02	10.16	11.2	10.67	10.88	11.32	11.17	12.25
1427189_at	Arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	-4.28	6.91	6.13	6.07	6.94	8.06	6.95	8.02	8.04
1422715_s_at	Acp1	acid phosphatase 1, soluble	-4.28	6.4	5.68	7.89	7.23	7.41	6.44	7.67	7.81
1419072_at	0610005A07Rik	RIKEN cDNA 0610005A07 gene	-4.27	4.78	5.35	5.02	5.64	5.83	5.58	6.04	6.33
1427258_at	Trim24	tripartite motif protein 24	-4.27	3.69	4.76	5.75	4.84	6.31	5.25	6.75	6.23
1420142_s_at	Pa2g4	proliferation-associated 2G4	-4.26	9.04	9.24	9.22	10.3	10.87	9.86	10.75	10.67
1451806_at	Fnbp1	formin binding protein 1	-4.26	5.66	5.53	5.24	6.41	7.58	5.98	7.17	7.03
1417310_at	Tob2	transducer of ERBB2, 2	-4.25	8.38	8.3	9.62	8.88	8.5	7.96	9.8	9.58
1449137_at	Pdha1	pyruvate dehydrogenase E1 alpha 1	-4.25	8.33	8.12	7.79	8.66	9.31	8.27	9.59	9.35
1416037_a_at	Cct2	chaperonin subunit 2 (beta)	-4.25	12.54	12.52	12.91	13.5	14.29	11.19	14.01	13.72
1420937_at	Cpsf2	cleavage and polyadenylation specific factor 2	-4.25	9.36	9.51	8.91	9.41	9.8	8.63	10.46	10.81
1423474_at	Top1	topoisomerase (DNA) I	-4.24	10.17	10.04	10.69	10.99	10.37	10.51	11.48	11.87
1418073_at	Acate2	acyl-Coenzyme A thioesterase 2, mitochondrial	-4.24	9.13	9.47	8.9	9.43	10.61	9	10.59	10.42
1448819_at	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	-4.24	5.47	5.8	7.58	6.08	6.61	6	6.78	7.25
1420170_at	Myh9	myosin heavy chain IX	-4.23	6.22	5.66	5.69	6.1	7.2	6.9	7.2	8.02
1415871_at	Tgfbi	transforming growth factor, beta induced	-4.23	6.89	6.67	7.45	6.75	9.12	7.27	8.52	9.36
1426544_a_at	2700016E08Rik	RIKEN cDNA 2700016E08 gene	-4.23	6.06	5.49	6.16	6.13	6.4	6.06	6.7	7.1
1429710_at	Gnpnat1	glucosamine-phosphate N-acetyltransferase 1	-4.22	7.93	8.39	8.7	7.86	9.5	8.4	9.63	9.67
1427417_at	Scml4	sex comb on midleg-like 4 (Drosophila)	-4.22	2.9	3.41	3.11	3.39	4.39	3.07	4.26	4.35
1433490_s_at	Epb4.1l2	erythrocyte protein band 4.1-like 2	-4.22	6.6	8.04	6.48	7.76	8.2	8.03	8.49	8.1
1460184_at	Hadhsc	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	-4.22	7.89	7.45	7.85	8.63	9.32	7.6	9.3	9.36
1437714_x_at	Usp14	ubiquitin specific protease 14	-4.22	8.21	7.44	7.95	8.07	8.97	8.45	8.6	8.95
1415825_s_at	Csnk1d	casein kinase 1, delta	-4.21	9.48	9.17	9.26	9.84	10.65	8.63	10.57	10.82
1451450_at	2010011I20Rik	RIKEN cDNA 2010011I20 gene	-4.21	6.24	5.91	5.98	6.65	7.19	6.7	7.73	7.11
1418399_at	Kctd9	potassium channel tetramerisation domain containing 9	-4.21	6.54	6.97	6.82	7.2	7.66	6.7	7.89	7.96
1428587_at	D7Ertd743e	DNA segment, Chr 7, ERATO Doi 743, expressed	-4.21	6.08	6.74	6.83	6.92	7.47	5.91	7.61	7.83
1423078_a_at	Sc4mol	sterol-C4-methyl oxidase-like	-4.21	4.15	4.07	5.26	3.95	6.18	3.54	6.1	6.19
1434839_s_at	8030499H02Rik	RIKEN cDNA 8030499H02 gene	-4.2	8.87	8.28	8.3	9.37	9.81	8.37	10.63	10.62
1425194_a_at	6330577E15Rik	RIKEN cDNA 6330577E15 gene	-4.2	10.56	10.66	11.07	11.25	11.64	10.6	12.29	11.76
1436775_a_at	Ankrd17	ankyrin repeat domain 17	-4.2	10.72	10.58	10.45	11.31	11.46	10.96	11.63	12.07
1437025_at	Cd28	CD28 antigen	-4.2	5.53	3.7	5.26	4.71	7.75	5.08	7.55	8.11
1420809_a_at	1500003O03Rik	RIKEN cDNA 1500003O03 gene	-4.19	11.48	11.28	11.51	11.71	12.65	11.38	12.22	12.78
1424888_at	9530046H09Rik	RIKEN cDNA 9530046H09 gene	-4.19	5.79	6.17	5.85	6.3	6.89	6.12	6.97	6.96
1416309_at	Nusap1	nucleolar and spindle associated protein 1	-4.17	5.88	6.32	5.65	6	7.49	6.46	8.02	7.32
1451457_at	Sc5d	sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)	-4.17	7.18	7.35	7.28	7.41	8.65	7.39	8.69	8.09
1415856_at	Emb	embigin	-4.17	8.32	8.61	8.2	9.19	10.26	8.29	10.18	10.59
1451188_at	Wdr26	WD repeat domain 26	-4.17	11.24	11.79	11.31	11.44	12.64	11.41	12.43	12.75
1416783_at	Tac1	tachykinin 1	-4.17	8.3	7.93	8.24	7.89	10.03	8.72	9.33	10.09
1450851_at	Wdr1	WD repeat domain 1	-4.16	6.92	6.87	6.8	6.71	7.73	7.36	7.56	8.02
1419914_s_at	D10Ertd438e	DNA segment, Chr 10, ERATO Doi 438, expressed	-4.15	8.69	7.92	9.09	8.7	9.58	8.17	10.22	10.21
1426899_at	4930451A13Rik	RIKEN cDNA 4930451A13 gene	-4.15	7.91	8.26	8.16	8.37	8.83	7.87	9.02	9.45
1448199_at	Ankrd10	ankyrin repeat domain 10	-4.15	9.3	9.47	10.18	9.47	10.48	8.97	10.51	10.56
1416152_a_at	Sfrs3	splicing factor, arginine/serine-rich 3 (SRp20)	-4.15	6.14	4.25	6.82	6.51	8.74	6.61	8.49	7.98
1426378_at	2310046H11Rik	RIKEN cDNA 2310046H11 gene	-4.15	10.23	10.11	9.99	10.53	11.29	9.99	11.26	11.12
1450860_at	Lap3	leucine aminopeptidase 3	-4.15	6.26	6.05	6.72	7.2	7.22	5.79	7.72	7.25
1425173_s_at	2010204I15Rik	RIKEN cDNA 2010204I15 gene	-4.15	7.32	7.37	7.92	7.46	8.96	5.69	8.75	8.46
1415682_at	Xpo7	exportin 7	-4.14	5.8	6.51	5.57	6.31	7.31	6.15	7.57	7.77
1427097_at	8030445B08Rik	RIKEN cDNA 8030445B08 gene	-4.14	3.03	3.63	3.79	3.36	4.19	3.8	4.16	4.48
1434273_at	A830073O21Rik	RIKEN cDNA A830073O21 gene	-4.14	5.75	6.28	6.79	6.81	7.43	6.25	7.25	6.98
1424350_s_at	BC013667	cDNA sequence BC013667	-4.14	7.14	7.95	8.28	8.33	8.11	7.84	9.55	9.24
1426709_a_at	Usp33	ubiquitin specific protease 33	-4.14	8.56	9	8.5	8.75	9.97	8.42	9.9	10.49
1434604_at	BC018347	cDNA sequence BC018347	-4.13	6.7	6.88	6.76	8.22	9.18	7.39	8.93	8.86
1419946_s_at	Rab2	RAB2, member RAS oncogene family	-4.13	4.98	5.29	4.91	5.52	5.5	4.41	6.1	6.4
1418074_at	Siat7d	sialyltransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) D	-4.13	6.96	6.7	6.33	7.28	7.9	7.11	7.72	7.98
1423891_at	Gstt3	glutathione S-transferase, theta 3	-4.13	5.65	5.36	5.48	5.75	7.13	4.03	6.51	6.56
1448881_at	Hp	haptoglobin	-4.12	5.94	5.22	5.25	5.13	5.2	5.28	5.64	7.71
1421853_at	Psen1	presenilin 1	-4.12	8.97	8.93	8.81	9.63	10.66	9.15	10.29	10.66
1439463_x_at	Hmgb1	high mobility group box 1	-4.12	10.81	10.55	12.08	11.73	11.82	11.1	12.24	12.08
1421487_a_at	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	-4.11	6.57	7.68	7.71	7.83	8.39	6.19	8.93	8.94
1423726_at	Vat1	vesicle amine transport protein 1 homolog (T californica)	-4.1	5.77	5.29	5.26	5.55	6.07	5.84	6.31	6.81
1418569_at	2410043F08Rik	RIKEN cDNA 2410043F08 gene	-4.09	5	5.01	4.84	4.5	5.5	6.13	5.8	6.52
1435820_x_at	Ddr1	discoidin domain receptor family, member 1	-4.09	6.01	5.77	5.79	5.37	7.64	6.61	6.99	7.84
1450839_at	D0H4S114	DNA segment, human D4S114	-4.08	2.86	2.78	2.82	2.76	4.45	2.83	3.72	5.02
1452122_at	AI314180	expressed sequence AI314180	-4.08	5.46	5.39	6.54	5.38	7.57	5.38	7.39	7.2
1448133_at	C87860	expressed sequence C87860	-4.07	6.9	6.15	7.28	6.63	8.75	6.37	8.52	8.47
1417854_at	Map2k5	mitogen activated protein kinase kinase 5	-4.07	8	7.62	7.51	8.1	9.59	7.79	9.04	9.02
1451232_at	Cd151	CD151 antigen	-4.07	8	7.92	7.64	8.2	9.6	7.93	10.23	9.47
1448282_at	Plrg1	pleiotropic regulator 1, PRL1 homolog (Arabidopsis)	-4.07	9.24	9.45	9.48	10.22	10.69	8.41	10.69	10.6
1451470_s_at	Eif5a	eukaryotic translation initiation factor 5A	-4.07	13.96	13.74	13.98	14.63	14.99	13.76	15.21	14.89
1451644_a_at	H2-Q1	histocompatibility 2, Q region locus 1	-4.06	7.06	7.44	7.52	8.11	9.83	6.79	8.66	9.1
1424389_at	Nupl1	nucleoporin like 1	-4.06	7.34	7.39	7.43	7.27	8.01	7.32	8.11	8.75
1420023_at	Etf1	eukaryotic translation termination factor 1	-4.05	4.77	4.12	4.85	4.14	5.33	5.08	5.31	5.77
1437225_x_at	Gnai3	guanine nucleotide binding protein, alpha inhibiting 3	-4.05	7.01	6.92	7.45	7.34	8.64	7.02	7.89	8.73
1460168_at	Slbp	stem-loop binding protein	-4.05	9.02	9.59	10.01	9.65	10.25	9.11	10.49	10.55
1423277_at	Ptprk	protein tyrosine phosphatase, receptor type, K	-4.05	4.69	4.15	4.6	4.54	5.01	4.67	5.21	5.84
1416418_at	Gabarapl1	gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1	-4.04	10.72	10.43	10.61	12.21	12.78	10.45	12.69	13.02
1420307_a_at	Pitpnb	phosphotidylinositol transfer protein, beta	-4.04	3.72	3.71	3.81	3.67	6.21	3.72	6.72	5.26
1450854_at	Pa2g4	proliferation-associated 2G4	-4.04	5.07	5.01	4.9	6.58	7.45	5.32	7.47	7.28
1460323_at	Tars	threonyl-tRNA synthetase	-4.03	8.4	8.02	8.34	9.05	9.68	8.8	9.47	9.62
1452463_x_at	D6Mit97	DNA segment, Chr 6, Massachusetts Institute of Technology 97	-4.03	8.07	6.47	7.91	9.32	9.16	8.62	11.83	10.07
1433604_x_at	Aldo1	aldolase 1, A isoform	-4.02	9.74	9.6	10.05	10.43	11.56	9.43	10.71	11.15
1417523_at	Plek	pleckstrin	-4.02	9.47	9.43	9.44	10.83	10.71	9.29	10.66	10.61
1416702_at	Serpini1	serine (or cysteine) proteinase inhibitor, clade I, member 1	-4.02	6.04	5.92	5.82	6.47	7.6	5.81	7.66	7.25
1425187_at	Sel1h	Sel1 (suppressor of lin-12) 1 homolog (C. elegans)	-4.01	5.96	6.24	6.38	5.89	7.41	5.99	7.32	7.02
1449012_s_at	Fndc4	fibronectin type III domain containing 4	-4.01	6.48	5.92	6.69	6.31	7.64	6.19	7.38	7.6
1452087_at	2310046K10Rik	RIKEN cDNA 2310046K10 gene	-4.01	5.7	5.12	5.57	6.82	6.82	4.68	7.45	7.19
