GID	yorf	NAME	GWEIGHT	216 A	216 B	228 A	228 B	125 B	175 B	217 B	217 A	218 B	201 B	202 B	145 B	263 B	39 A	39 B	138 A	138 B	64 A	64 B	262 B	21 A	227 B	155 A	155 B	218 A	223 A	67 A	17 A	21 B	146 A	146 B	117 A	117 B	30 A	30 B	148 B	148 A	149 A	70 A	70 B	223 B	61 A	175 A	125 A	17 B	141 A	141 B	123 A	123 B	151 A	145 A	262 A	61 B	67 B	90 A	90 B	149 B	151 B	P3 A	P3 B	201 A	202 A	227 A	263 A	203 A	203 B	152 A	152 B
GENE2160X	HSI056E06	NHSL1		-0.8701	-1.388	-0.9504	0.1841	1.678	-0.9418	-1.139	-0.5517	-1.017	0.3592	-0.577	1.021	-0.7945	1.373	1.864	-0.07704	0.7893	1.238	1.757	0.8165	-0.9845	0.04309	-1.629	-1.51	-1.693	-1.563	-0.9722	-1.904	0.618	-0.1113	0.447	0.7303	0.1908	0.8056	1.406	0.7952	0.1885	-0.09031	1.175	1.253	-1.006	0.9895	2.158	1.026	0.5969	0.4168	-0.05767	-0.6747	0.1113	0.4161	-0.3729	-0.7491	0.979	0.9304	0.4212	0.7003	0.3856	0.3781	0.2139	0.3824	0.07286	-1.084	-1.233	-1.019	-0.6105	-0.9793	-1.067	-1.293
GENE723X	HSI031A02	CDH5		1.692	-0.4738	-1.179	0.7747	1.165	0.4592	-1.356	0.2096	-0.3098	-0.3312	-0.9731	0.887	-0.9933	0.5303	0.3741	-0.7341	-0.4262	0.9524	0.9026	1.19	1.217	1.794	-1.228	-0.6376	0.3921	0.6203	-0.269	0.4419	0.2723	-1.323	-0.2969	0.8463	-0.1536	0.4108	2.723	-1.111	-0.1365	-1.144	1.343	0.248	1.738	1.511	-0.7552	-0.8529	-0.6457	0.3021	-0.2458	-1.15	0.3675	-0.751	-0.2124	-0.422	0.6927	2.132	-0.1806	-0.3344	-0.5067	-0.5216	0.252	-0.2895	-1.283	-1.962	-1.839	0.6984	-1.207	-1.307	-0.6066	1.01
GENE1031X	HSI025H09	NOTCH4		0.3231	-0.7594	-0.5704	1.212	-0.09777	-0.1177	-1.705	-0.2147	0.08436	0.9948	-0.4995	0.3734	-1.162	0.4225	0.9145	-0.5378	-0.559	0.7655	-0.6985	-0.4196	1.075	1.621	-1.256	-0.9653	0.5769	1.213	-0.2105	1.019	0.3271	-1.24	-0.5613	0.8026	0.7608	-0.7791	1.702	-1.159	-1.389	-1.186	2.541	0.5321	2.596	2.313	-0.6884	-0.3589	-0.7723	-0.76	-0.6979	-0.2513	1.409	-0.2651	0.07713	-0.9816	0.05218	1.626	0.4702	-0.3532	-0.7183	-0.552	-0.2067	-0.5395	-0.2497	-0.9779	-1.198	1.476	-0.6831	-0.9531	-0.7223	0.7353
GENE1410X	HSI139C10	CXorf36		2.466	-0.08238	-0.09158	2.593	-0.02592	0.7614	-0.2876	0.995	0.4601	0.3337	0.5784	0.7642	0.5704	0.1516	-0.1619	-1.242	-0.7982	0.4131	0.7017	1.489	1.984	1.988	-0.6273	-0.7961	0.9426	0.4908	-0.4092	0.582	-0.7158	-1.732	-0.6391	0.07358	0.1644	-0.1654	0.7275	-0.9536	-1.474	-1.649	-0.09073	0.07495	1.547	0.4279	-1.014	-1.23	-1.411	-1.089	-0.879	-1.747	-0.071	-1.611	-0.8859	0.2308	0.2664	1.659	-0.3197	0.4493	-0.8159	-0.4947	0.4609	0.2967	-0.5266	-0.4039	-0.4968	1.618	-0.6504	-0.8497	-0.4703	0.6462
GENE1877X	HSI067D11	CD34		1.345	-0.4135	-0.7433	1.266	0.6821	0.5136	-2.07	0.1327	-0.5517	-0.3678	0.731	1.188	-1.106	0.1311	-0.4532	-1.462	-1.145	0.6085	-0.2381	1.677	2.947	1.26	-0.4815	0.3224	1.293	0.4495	-1.349	1.071	0.1187	-0.3225	0.03628	0.5552	0.2173	0.172	0.532	-1.336	-0.9384	-1.221	0.6873	0.2317	1.247	0.8106	-1.457	-0.9887	-1.399	-0.5854	-0.3409	-0.9996	0.2939	-1.153	0.327	0.828	0.6647	2.928	-0.7669	0.001004	-0.4725	-0.2071	-0.08146	0.111	-0.4827	-0.8534	-1.245	0.7397	-0.1951	-1.137	-0.5145	0.9601
GENE1020X	HSI012F03	VWF		0.07923	-1.451	-0.598	0.9189	1.558	0.7643	-1.855	-1.298	-0.5874	1.568	0.1557	0.006956	-2.639	-1.109	0.1724	-1.262	0.6961	0.0996	0.1599	2.396	0.1746	0.8466	-0.961	0.05499	-1.691	-0.514	-0.5546	-1.171	0.3066	0.767	0.47	0.2547	0.1649	-1.025	2.309	-0.4638	-0.499	-0.4991	0.5454	0.51	0.1821	1.893	-0.247	-0.6724	-0.7792	0.02734	-0.8503	-0.4177	1.273	0.675	1.559	0.2263	0.5414	2.344	-1.026	0.3229	-0.07518	-0.0495	0.0272	-0.2533	0.1458	-0.6492	-0.787	1.549	-0.534	-0.4755	-0.5369	-0.2133
GENE1249X	HSI032F10	AQP1		1.102	-1.028	-0.5939	0.8746	0.6572	0.7521	-2.29	-1.338	-0.6864	0.501	0.4254	0.1159	-1.945	0.3865	0.8977	0.6999	1.249	0.182	0.4194	2.608	0.3573	1.354	-1.456	0.3197	-0.8914	-0.2149	-0.7912	-0.2486	0.06506	-0.5344	-0.232	1.235	-0.1911	-0.3665	2.022	-0.6539	-0.07064	-0.9059	0.393	-0.2252	0.6778	0.6741	-0.8765	-0.9107	-0.7869	-0.4318	-0.7453	-0.3835	1.309	-0.4701	1.291	2.254	-0.07227	1.505	-0.2202	0.06401	-0.1337	-0.1789	-0.3458	0.2743	-0.6135	-1.904	-0.8115	1.938	-1.298	-1.293	-0.6893	0.223
GENE1554X	HSI033A04	ITGA7		0.3877	-1.837	-1.217	0.04126	-0.8413	1.245	-1.905	-1.467	-1.351	-0.6517	-0.2148	1.102	-1.826	0.9953	0.2698	0.9673	1.255	0.02744	-0.6367	1.134	0.3788	1.566	-1.072	0.1916	0.01222	0.4088	-0.4653	0.4053	-0.4977	-0.3518	0.238	0.419	-0.4794	1.621	2.613	0.4508	-0.5314	-1.062	1.359	0.21	0.752	0.9414	-1.47	-0.6289	-1.166	0.4457	-0.3668	0.3599	1.064	-0.3397	1.963	0.4988	0.166	1.602	-1.009	-0.5594	-0.3176	-0.3771	1.046	-0.3962	-1.384	-1.332	-1.365	0.9916	0.425	-0.6169	0.1076	0.07403
GENE2343X	HSI027C06	PLVAP		-0.6863	-1.248	-0.05075	-0.5046	-0.8194	0.2808	-2.685	-1.697	-1.87	0.7915	-0.4536	-1.019	-1.871	0.4625	-0.7143	-0.5982	-0.684	1.205	-0.377	0.3217	2.695	-0.1821	-1.056	-0.4821	0.3283	0.3582	0.7794	0.4918	-0.1344	0.3679	0.241	1.297	-0.3583	0.8498	2.201	-0.5848	-0.07551	-0.04018	1.309	0.321	1.87	1.731	-1.173	0.1068	-0.5079	0.7236	0.1305	-0.06679	0.8101	-0.5628	1.538	1.585	-0.3613	0.5431	-0.7474	-0.5886	0.227	-0.02961	-0.8867	-0.8302	-0.541	-0.7717	-0.2634	1.664	0.1586	-0.4653	-0.305	0.9028
GENE531X	HSI040E08	DUSP1		0.719	1.217	-0.9952	0.6197	1.489	2.068	-1.125	-0.4155	-1.293	-0.882	1.284	-0.4245	1.178	0.3162	0.9566	-1.006	-0.6788	-0.2712	0.8859	1.421	-0.4116	2.733	-0.6212	0.1523	-0.4657	-0.286	-0.6669	-0.02278	0.2474	-0.5711	-0.3783	1.522	1.62	-0.7181	0.03894	0.1469	-0.05325	-0.5251	-0.1136	-0.8361	0.5645	0.7001	0.1395	-0.3951	-0.4658	-0.02183	-1.339	-0.631	0.4838	-0.4211	0.7504	-1.914	1.417	0.8327	-0.911	0.544	0.4485	0.4507	-1.283	0.1245	-1.176	-1.638	1.232	-1.086	-1.439	-1.346	-1.18	1.705
GENE1281X	HSI069H10	NFYC		1.056	1.135	-1.15	0.1583	0.03298	1.654	-0.5112	-0.4426	-1.198	-1.539	0.2796	-0.901	1.347	0.6862	1.429	-0.3691	-1.153	-0.1858	0.3312	0.008437	1.197	3.218	-1.096	-0.03772	0.005402	-0.4297	-0.7119	0.1797	-0.4885	-0.5245	0.6427	1.2	1.017	-0.9362	0.02195	0.01462	-0.02981	-0.7214	0.04534	-0.987	1.523	2.117	-1.325	-0.2952	-0.4442	-0.4309	-0.9313	-0.9917	1.303	-0.106	1.282	-1.083	1.388	0.6248	-0.8589	0.1209	-0.0121	0.1042	-1.129	0.3485	-1.303	-1.019	0.8821	0.08867	-1.197	-1.312	-1.078	1.488
GENE503X	HSI009G08	FOS		-0.1035	-0.0259	-0.8875	-0.2679	0.947	-0.3677	-2.098	-0.3309	-1.106	-0.7958	0.1723	0.02908	0.1056	1.523	1.762	-0.5093	0.04894	-0.4953	0.9963	1.876	-0.6407	1.071	0.4597	0.329	-0.2368	-0.7115	0.6559	-0.9923	-0.06709	-1.036	-1.472	0.3573	1.594	-0.418	-0.8484	0.6227	-0.5643	-0.7342	0.2794	-0.7526	1.038	2.354	-0.08875	-0.5062	0.1797	0.8105	-0.2058	-0.5198	0.5546	-0.5102	0.2512	-0.9857	2.05	1.166	-1.148	0.1502	1.499	1.691	-2.216	1.065	-1.227	-0.9031	1.099	-0.7303	-1.135	-1.099	-0.8917	0.8921
GENE1754X	HSI036C05	EGR1		0.02758	-0.1421	-0.3501	-0.523	-0.146	0.6131	-0.5671	-0.6234	-0.9625	-0.6287	0.8783	-0.9602	-0.6792	0.8224	0.5684	0.9967	-0.8822	-0.7795	-0.3823	2.341	-0.376	0.2486	-0.4344	-0.3378	-0.2677	-0.361	0.7164	0.4531	-0.4338	-1.564	-0.5875	0.1446	-0.009991	-0.6069	-0.1225	-0.3102	-1.483	-1.117	1.228	-0.521	2.741	2.506	-0.3785	-0.05041	-0.2521	0.007428	-1.148	0.5011	2.368	0.5108	1.863	-0.4078	1.193	0.5736	-0.2395	-0.8111	1.297	1.301	-1.098	0.1761	-1.042	-1.015	2.054	0.3098	-1.2	-1.081	-1.252	-0.3076
GENE1918X	HSI178F05	EST		0.1736	1.094	0.1468	0.6422	0.7938	1.565	-1.578	-1.188	-1.252	-1.312	0.7453	-0.3872	2.026	1.185	1.444	0.3365	-0.2927	-0.3308	0.4555	0.7973	-0.5532	0.3288	0.2153	0.459	-0.1672	-0.3474	-0.2321	0.2011	0.052	-1.288	0.1456	0.9325	0.5908	-1.088	-0.6132	-0.2491	-1.715	-1.28	0.2439	-0.4164	0.9083	1.984	-1.252	-0.1692	0.1981	-0.3703	-1.035	0.5055	1.098	0.4157	1.413	-0.9204	1.514	-0.1023	-0.5083	-0.2458	1.252	1.273	-1.109	0.7946	-0.9099	-1.141	1.861	0.1381	-1.688	-1.979	-1.738	-0.4706
GENE2023X	HSI182C05	ATF3		-0.3092	1.677	-0.2352	-0.3927	1.072	1.497	1.261	-1.324	-1.11	0.3228	1.228	0.8231	-0.3326	0.521	0.6203	-0.7358	-0.2877	0.301	0.15	1.363	0.9906	1.187	-2.352	-0.7547	-1.843	-1.823	-0.472	-0.4174	-0.01863	-1.383	-0.4772	1.176	1.313	0.6992	0.4386	0.2321	-0.9032	-0.7615	-0.8157	-0.5838	-0.1295	0.4452	-1.5	-0.4056	1.477	0.7496	-0.5799	0.5286	2.599	-1.232	0.4419	-0.7905	1.824	-0.4595	-0.5496	0.2869	-0.7825	-0.9626	-0.7267	0.1491	0.7536	-0.1901	0.6208	0.1454	-0.3267	0.07175	-1.832	0.834
GENE1145X	HSI045C03	C10orf10		1.901	-0.5829	0.1014	0.9377	-0.1306	-0.001629	-1.457	-0.7273	-0.03616	0.3442	0.5289	0.701	-1.069	2.217	1.655	-0.09262	0.4031	0.4244	0.303	1.14	1.554	1.856	-1.627	-0.6231	-1.186	-0.1755	-1.607	-0.3593	-0.04316	-0.7053	0.02719	0.4517	-0.6437	0.6246	1.501	0.2557	-0.494	-1.348	1.65	0.08123	1.419	1.315	-0.9348	-0.2538	0.002028	-0.9079	-1.466	-0.4441	0.6735	-1.371	1.486	0.6744	1.171	0.7355	0.2978	0.4414	-1.328	-1.193	-0.3745	-0.4289	-0.9301	-1.409	-0.7112	0.6856	-1.007	-1.431	-0.8832	0.423
GENE2165X	HSI063E06	SOCS3		0.6194	0.294	-0.6635	-0.05672	0.2822	1.526	-0.1008	-0.02731	-0.8786	-0.6268	1.109	-0.567	-0.9471	2.134	0.9713	-0.2971	-0.5991	1.364	0.6477	0.102	1.57	2.73	-2.246	-0.4828	-0.2025	-1.41	-1.193	0.14	-0.6753	-0.9963	0.9681	0.9169	-0.2228	1.176	0.2578	0.6929	-0.283	-0.5794	0.06221	-0.509	1.777	2.167	-0.7999	0.054	-0.5331	-1.255	-2.341	-0.9423	0.9986	-0.9858	1.197	-1.241	0.9595	0.0208	0.2525	0.3421	-0.7759	-0.793	-0.8905	-0.2917	-0.8025	-0.06318	0.4174	0.4872	-0.3564	-0.8022	-0.4187	0.6205
GENE1574X	HSI059G10	MMP1		-0.2241	1.269	1.808	-0.8509	-0.03685	0.9497	-1.492	0.3514	-0.7008	0.8713	-0.7829	0.667	-0.998	0.3789	0.5192	0.8659	1.492	1.238	0.9616	0.2893	1.241	-1.185	-1.019	-0.9825	-1.652	-0.7939	-0.03482	-1.461	0.2488	-1.294	-0.743	-0.04688	-0.971	-0.5951	-0.5959	0.2058	-0.4898	0.1199	0.828	0.5688	-0.2008	2.135	0.2885	1.586	2.79	-0.2297	-0.05129	-0.5135	-0.399	-1.035	-1.653	-0.8459	1.471	-0.761	0.4387	-0.17	-0.5254	-0.6831	0.08114	-0.2965	1.058	0.4233	-0.3483	-0.7216	-1.464	-0.9815	0.7323	1.95
GENE47X	HSI082H01	LOC151534		0.4112	0.9439	1.804	-0.7481	-0.06343	0.5548	-1.698	0.2628	-1.328	0.688	-0.5746	0.4275	-0.423	0.5605	-0.7277	0.09647	1.363	1.886	0.3807	-0.0481	1.727	-0.4658	-2.564	-3.038	-1.242	-1.289	0.2234	0.2986	-0.1788	0.1186	-0.5505	0.7382	-0.3037	-0.3364	-0.5783	0.1109	0.7419	0.05841	0.6557	0.3843	-0.4045	2.104	0.1109	1.35	2.553	-0.4904	-0.3556	-0.8403	0.02567	-0.4993	0.7249	-0.353	1.185	-0.2692	0.4658	-0.1373	-0.6097	-0.4365	-0.6365	-0.5605	0.4297	-0.04653	-1.103	-1.379	-0.8769	-0.303	0.6089	1.466
GENE353X	HSI059G01	ADFP		-0.3387	0.8495	1.764	-1.118	-0.1148	0.7141	-1.297	-0.005415	-0.9996	0.6979	-1.132	0.4798	-0.925	-0.01103	0.02108	0.6793	1.296	1.028	0.7092	-0.4456	1.244	-1.306	-2.581	-2.745	-1.349	-1.231	0.3145	-0.9508	0.1145	-0.1039	0.2453	0.5772	-0.2925	-0.9733	-0.3247	0.3182	0.6807	0.2821	0.8583	0.5114	-0.1816	2.06	0.5326	1.541	2.903	0.4561	-0.1777	-0.3922	-0.3457	-0.3752	-0.08369	-0.6347	1.234	-0.5706	0.6862	0.07044	-0.4117	-0.5265	-0.6288	-0.8141	0.9681	0.2156	-0.1518	-0.533	-1.231	-0.7904	0.2829	1.757
GENE909X	HSI183F09	COMP		-1.429	0.03034	-0.02361	-1.151	-0.255	-2.355	-1.472	-0.2716	-0.7852	0.9958	-1.817	-0.4786	-1.488	-1.041	-0.2032	1.405	2.265	0.525	-0.4407	-0.01458	1.552	2.29	-2.364	-1.101	0.09033	-0.5243	-1.769	-0.6885	-0.4685	0.7904	0.3692	0.8434	-0.8697	0.08913	0.6187	0.5148	1.212	0.572	1.095	1.071	1.222	1.833	0.1114	0.7738	0.608	-0.1648	-0.1383	-0.669	0.4302	1.448	-0.1012	0.1463	0.3998	-0.04558	0.6739	-1.287	0.5113	0.5419	-1.099	-0.06009	0.4391	0.129	0.171	0.08501	-0.6169	-0.9017	0.1505	0.08907
GENE948X	HSI040G09	TIMP3		-0.3082	0.7932	-0.03931	0.1054	-0.1082	-0.9328	-1.494	0.3811	-0.3074	0.7879	-1.067	0.8628	-0.7462	-0.239	-0.4025	1.69	1.09	0.01295	-0.1485	-1.027	2.919	1.367	-3.362	-1.153	0.1473	-0.5826	-2.015	-0.09925	-0.1103	0.01007	-0.5889	0.8949	-0.2127	0.3433	0.5096	0.06571	0.1335	-0.1614	1.094	1.299	1.764	1.431	-0.1037	1.048	1.272	0.6521	-0.9169	-0.3602	-0.0123	2.036	-1.064	-1.382	0.6936	-0.01148	0.4158	-0.7267	-0.2505	-0.1945	-0.5412	-0.275	0.6593	-0.2464	0.2416	-0.5709	-1.369	-1.249	-0.3117	-0.02879
GENE1444X	HSI183C10	MMP11		-1.01E-06	0.5878	0.3366	0.5756	0.3951	-0.8235	-0.6516	0.2678	0.5457	1.269	-0.7907	-1.545	0.1945	-0.6245	-0.3291	-0.9687	-0.9964	0.6517	0.3532	-0.8746	3	0.9295	-2.655	-0.8977	0.1847	-0.08393	-1.246	-1.155	-0.7849	-0.8176	-0.4636	0.6299	-0.1435	0.000817	-0.371	-0.7629	0.2489	-0.5671	1.487	1.059	1.78	1.482	1.126	0.6153	1.448	0.5459	-0.06322	-0.5692	0.5017	0.8064	-1.797	-1.719	1.343	-0.3929	1.435	0.04101	-0.005107	0.06211	0.02061	-0.3154	1.515	1.136	0.3256	-0.4227	-1.25	-0.9208	-1.234	-0.6584
GENE1445X	HSI183E10	MMP11		-0.6765	-0.02934	0.1589	-0.7965	-0.3756	-0.7603	-0.9372	-0.8899	-0.5444	-0.1965	-1.142	-0.9392	-0.6921	0.141	-0.2439	-1.15	-0.6384	1.56	0.8428	-0.8742	4.724	-0.597	-0.8136	-1.069	-0.2913	-0.6714	-0.7769	-0.1744	-0.4667	-0.5324	-0.3409	1.533	-0.4628	1.909	-0.4	-0.5377	-0.05186	-0.419	2.029	1.445	1.786	0.849	0.6998	0.6155	1.898	0.2159	0.3655	-0.2917	0.4908	0.3329	-0.6652	-1.069	1.28	-0.6209	0.6331	-0.5944	0.2001	0.3625	-0.6013	-0.4677	0.4746	0.3549	-0.1144	-0.3348	-0.5656	-0.6335	-0.4025	-0.04807
GENE2139X	HSI028A12	ITGA11		-0.7052	0.6959	0.7348	-0.6008	-0.5991	-1.629	-1.17	0.4097	-0.08114	-0.2117	-1.412	-0.1595	-0.7047	-0.3891	-0.244	0.2389	-0.05022	0.7734	0.1204	-0.4034	4.873	0.9517	-1.292	-0.5558	-0.0172	-0.4942	-0.7909	0.5896	0.04205	-0.5734	-0.4866	0.1073	-0.6119	0.8517	0.4708	-0.2388	0.02623	-0.6868	1.066	1.678	2.316	1.378	-0.549	0.1385	1.739	-0.3676	-0.3432	-0.6903	0.006811	0.7777	-0.8466	-1.357	0.6304	-0.1279	1.387	-0.6102	0.1457	0.2986	-0.3959	0.1404	-0.3085	-0.008277	-0.8808	-1.538	-0.9372	-0.6056	0.2608	0.826
GENE2327X	HSI002C12	EFEMP2		0.2324	0.3259	-0.01993	-0.1722	-0.3874	-0.01931	-2.011	-0.1271	-0.6428	-0.1224	-1.099	0.09131	-1.405	-0.2138	0.2098	-0.5054	-0.4934	0.2558	0.008294	1.351	2.423	3.776	-2.721	-0.4906	-0.6124	-0.9004	0.8603	-0.6607	-0.2021	1.067	0.8007	0.3933	-1.123	-0.2616	0.4362	-0.4363	0.002462	-0.7324	1.336	1.052	1.48	1.074	-0.01127	0.3524	0.3025	0.9456	0.03671	-0.6688	1.208	0.2812	-0.2776	0.2568	0.7863	0.6923	0.4898	-1.081	0.5031	0.3889	-0.2177	0.6988	-0.6145	-0.8384	-0.5542	0.5414	-1.869	-1.672	-1.007	-0.4903
GENE1261X	HSI042F04	BGN		0.1922	0.3414	0.1118	0.2215	-0.114	-0.09015	-2.147	0.8624	0.08401	0.2069	-1.582	0.5417	-1.545	0.6758	0.603	0.1904	0.2435	0.5041	0.4846	0.5565	2.747	2.988	-2.611	-0.2986	-0.1818	-0.3484	-0.7645	-0.6694	0.04181	-0.5908	-0.345	0.7206	-0.57	0.2456	0.1475	-1.203	-0.8811	-1.491	1.307	0.9364	1.905	1.134	-1	0.6524	0.1458	0.6722	0.2175	-1.073	0.5641	-0.2046	-0.008033	-0.606	1.241	0.3509	1.118	0.1536	0.1897	0.2106	-0.1319	0.92	-0.4719	-0.5817	-0.484	-0.03497	-1.783	-2.095	-0.6766	0.1555
GENE906X	HSI183F03	PCOLCE		0.7949	0.8249	0.2539	0.635	-0.2903	0.8784	-1.664	0.447	0.2008	0.252	-1.072	1.168	-1.895	-0.06474	1.191	-0.4474	0.1635	0.5373	0.8581	0.8581	2.151	3.948	-1.551	-0.3091	0.08712	-0.4261	-1.073	-1.336	-0.3854	-0.8767	-0.3007	0.2817	-0.5198	-0.7468	0.0476	-0.6764	-0.7917	-1.368	0.6295	1.223	1.373	0.8015	-0.9367	0.3942	0.3203	-0.3844	-0.3381	-1.516	0.6986	-0.2934	-1.1	-0.5738	0.7869	0.7879	0.5927	0.1072	0.9398	0.8221	0.2147	1.295	-0.3448	-0.5119	-0.6638	-0.0652	-1.72	-1.071	-0.9665	-0.285
GENE1859X	HSI039H11	COPZ2		0.0164	1.049	0.7372	0.07196	0.03378	0.5816	-1.779	0.3957	0.2677	0.3397	-0.7631	0.9795	-1.855	-0.1932	0.3035	-0.07098	0.6078	0.05793	-0.5766	1.355	2.105	3.896	-2.399	-0.5916	-1.129	-1.02	-0.6473	-0.9194	-0.3353	-0.9837	-0.5322	0.5341	0.1919	-1.18	-0.4218	-0.7862	-1.084	-1.424	0.8991	0.9853	1.312	1.002	0.4065	0.3177	0.4381	-0.3351	-0.1028	-1.077	-0.2791	0.1423	-0.1791	0.2375	0.8215	1.022	0.9114	0.1605	0.8443	0.8013	-0.1145	1.44	-0.1532	-0.2341	-0.176	-0.09318	-1.614	-1.376	-0.5825	-0.2569
GENE764X	HSI081C02	DCHS1		0.4081	0.05007	-0.6823	-0.1832	0.7443	0.9766	-1.746	0.262	-0.2715	0.1794	-0.4541	-0.3089	-2.02	1.053	0.5699	-0.5171	-0.8072	0.2331	-0.3845	0.6792	3.174	1.758	-1.705	-1.235	-0.8927	-0.7815	-0.2666	-0.1111	-0.5752	-1.493	-1.146	-0.5135	-0.5226	-0.6049	0.837	-0.3904	-0.2685	-0.9247	1.123	0.841	1.626	2.058	0.8794	0.5596	-0.5516	-0.4381	-0.9772	-0.7866	0.8864	1.505	1.996	-0.8218	1.081	1.003	0.8457	0.2228	0.77	0.6806	-0.2981	0.4312	-0.4162	-0.6169	-0.6776	0.1783	-1.387	-1.137	-0.5373	-0.1588
GENE225X	HSI041F07	LRRC32		0.3378	0.2737	0.03284	0.3777	0.7653	0.862	-2.015	-0.794	-0.4866	0.6048	-0.3026	-1.025	-2.324	-0.8503	-0.03343	0.1451	0.7951	0.2191	-0.3333	0.7505	1.827	3.487	-1.7	-1.326	-0.7516	-0.3921	-1.912	-1.826	-0.6678	-0.522	0.0669	0.9386	-0.1461	-0.4508	0.8646	-0.7362	-0.666	-0.8435	1.227	0.9596	1.452	0.2278	-0.08526	0.6942	0.157	0.7087	-0.611	-0.5604	1.072	0.9058	0.8691	0.1282	0.3747	1.079	0.9666	0.4221	0.2986	0.1782	-0.1192	0.4327	-0.3872	-0.4909	-0.194	1.812	-0.98	-0.6406	-1.321	-0.8192
GENE234X	HSI053H07	RNF144		0.3003	1.306	-0.387	-0.4169	0.3317	1.18	-1.934	0.7511	1.216	-0.693	-1.11	-0.5922	-2.011	-0.3201	0.7674	0.543	1.292	0.3393	0.2116	-0.6728	1.119	2.762	-1.742	-0.2873	-1.319	-0.4585	-1.613	-1.618	-0.5387	-0.8153	-0.2842	-0.1541	0.3309	-1.243	0.2187	-0.6357	-0.9397	-0.8247	0.7601	1.575	1.99	1.12	-0.7351	1.029	0.8632	-0.9302	-0.1864	0.1399	1.081	1.593	0.1193	-0.6377	0.469	0.8823	0.2166	-0.07729	1.428	0.8711	0.1735	0.7253	-0.09166	-0.6877	-1.156	-0.06395	-1.242	-0.7541	-0.5726	0.03835
GENE1348X	HSI036C04	MYL9		0.7594	0.5074	0.768	0.1287	-1.579	-0.337	-1.437	0.4892	-0.6794	-0.3302	-0.5842	-0.02359	-0.9768	1.501	0.7599	-0.4945	-0.9191	0.398	0.206	1.581	3.471	2.532	-2.037	-0.1428	-0.312	-0.4308	-0.1752	-0.4791	-0.6656	-1.279	-1.264	1.481	-0.6042	-0.3154	0.4347	-0.425	0.03752	-0.8993	1.445	0.5679	1.724	0.9522	-0.7095	0.3185	0.2577	-0.3269	-0.3645	-0.7718	-0.6109	-0.8247	0.4533	0.5992	0.9942	0.7391	1.005	-0.7281	-0.4637	-0.4521	0.2366	0.378	-0.5931	-0.2013	0.003672	0.2486	-1.8	-1.906	0.1534	1.012
GENE1773X	HSI054C11	COL18A1		0.499	0.03035	0.6991	0.9223	-0.352	-0.59	-1.759	-0.3614	-0.5049	0.6857	-1.296	-0.2627	-1.188	0.7243	0.5559	0.9776	-0.05673	0.6375	0.5522	0.2224	2.243	1.405	-1.121	-0.642	0.06616	-0.4121	-0.8727	-0.4414	0.01427	-1.985	-1.346	1.234	0.2484	0.5483	1.408	-1.628	-0.1122	-1.597	2.472	1.167	2.602	1.683	-0.02792	0.5958	0.2363	0.06651	-0.599	-0.1593	0.8361	-0.4061	-0.944	-1.215	1.112	0.5977	1.122	-0.2949	-0.1818	-0.2521	-0.1537	0.2566	0.01718	-1.07	-0.7787	-0.3332	-1.295	-1.412	-0.9232	0.1377
GENE656X	HSI071D02	IPO4		1.06	-0.01967	-0.2456	-0.0234	-0.6122	-1.587	-1.688	0.7212	-1.699	-0.4007	-1.454	-0.6094	-2.419	2.22	0.8138	-0.1387	0.3157	0.7066	0.3914	0.9038	2.097	2.233	-0.5218	-0.1875	-0.09237	-1.065	-0.0958	0.2911	-0.3655	-0.5648	-0.8567	1.809	0.2284	1.058	0.3388	-0.572	0.5229	-0.3664	1.975	0.8544	0.8822	1.438	0.1131	0.4277	0.1014	0.05783	-0.3954	-0.3816	0.5141	0.3869	-0.2825	-1.288	0.6822	0.8138	1.195	-0.1415	0.0484	0.09788	-0.1538	0.2995	-0.8711	-1.264	-0.8048	-0.3743	-1.857	-1.995	-0.3768	0.1723
GENE657X	HSI071H02	TAGLN		1.227	0.9005	-0.04827	0.7448	0.03846	-1.164	-2.174	1.048	-0.744	0.4373	-0.662	-0.2948	-1.66	1.758	0.8276	0.02618	0.02025	0.6121	0.3707	0.9729	2.741	3.019	-2.142	0.1071	-0.1557	-1.176	-0.5637	-0.1261	-0.2842	-0.546	-0.7537	1.35	-0.1325	0.3346	0.07844	-1.064	-0.2398	-0.7969	1.604	0.4856	0.7774	1.361	-0.2412	0.4786	0.2985	-0.2559	-0.4247	-0.3762	0.2448	0.2162	-0.658	-1.518	0.8283	0.4959	1.1	-0.4031	-0.05357	-0.007448	-0.2123	0.3843	-0.127	-0.9956	-0.6509	-0.398	-1.989	-1.588	-0.6385	0.3741
GENE1791X	HSI088A11	SPHK1		1.184	1.227	0.199	1.251	0.238	-0.6883	-1.502	0.8044	-0.6035	0.2904	-1.474	-0.008702	-1.227	1.171	0.5217	-0.06082	0.5138	1.086	0.309	0.3228	3.364	2.333	-0.05351	0.3464	-0.5369	-1.255	-1.525	-1.161	-1.331	-1.151	-0.7311	0.7377	-0.4997	0.5995	-0.1073	-0.2193	-0.359	-0.6128	1.299	0.5858	1.231	1.334	0.1205	0.5955	0.0893	-0.5149	-0.9595	-1.258	0.4992	0.3264	-1.298	-2.235	0.8346	-0.3514	1.409	-0.2095	-0.2629	-0.2664	0.08736	0.08366	0.7637	-0.2294	-0.3844	0.005963	-1.646	-1.249	-0.2776	0.4845
