geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
8925	HERC1	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	0.039928	-1.751523	218306_s_at;240702_at;218306_s_at;	0.383333333;0.116666667;0.005594406;	-0.24258
23331	TTC28	tetratricopeptide repeat domain 28	0.039526	-1.756209	213058_at;242021_at;215146_s_at;	0.383333333;0.116666667;0.002797203;	-0.243512
3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	0.018436	-2.087177	213416_at;244599_at;205884_at;	0.216411753;0.116666667;0.066666667;	-0.244529
1432	MAPK14	mitogen-activated protein kinase 14	0.046121	-1.683687	232876_at;210449_x_at;202530_at;	0.383333333;0.137279819;0.01958042;	-0.244789
23423	TMED3	transmembrane emp24 protein transport domain containing 3	0.019879	-2.056265	208837_at;208837_at;239613_at;	0.148251748;0.183333333;0.066666667;	-0.245027
83752	LONP2	lon peptidase 2, peroxisomal	0.01527	-2.163004	221833_at;229663_at;221833_at;	0.266666667;0.033333333;0.01958042;	-0.249029
57150	C6orf162	chromosome 6 open reading frame 162	0.015031	-2.169285	213312_at;236178_at;213312_at;	0.253007498;0.033333333;0.033566434;	-0.249075
6125	RPL5	ribosomal protein L5	0.015081	-2.167962	200937_s_at;242501_at;213080_x_at;	0.266666667;0.033333333;0.016620637;	-0.250015
664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	0.019361	-2.06712	201849_at;243117_at;201849_at;	0.266666667;0.066666667;0.033566434;	-0.255478
4482	MSRA	methionine sulfoxide reductase A	0.019361	-2.06712	219281_at;237798_at;219281_at;	0.266666667;0.066666667;0.033566434;	-0.255478
7112	TMPO	thymopoietin	0.011543	-2.272008	224944_at;209753_s_at;203432_at;	0.183333333;0.01958042;0.066666667;	-0.256527
285672	SFRS12IP1	SFRS12-interacting protein 1	0.01827	-2.090874	227288_at;217608_at;217608_at;	0.266666667;0.01958042;0.066666667;	-0.26014
64375	IKZF4	IKAROS family zinc finger 4 (Eos)	0.025726	-1.947692	226759_at;226761_at;208472_at;	0.183333333;0.148251748;0.116666667;	-0.261694
23234	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9	0.025732	-1.947584	238859_at;213088_s_at;213092_x_at;	0.116666667;0.148251748;0.183333333;	-0.261694
10425	ARIH2	ariadne homolog 2 (Drosophila)	0.017649	-2.104932	238068_at;201230_s_at;201229_s_at;	0.266666667;0.011188811;0.066666667;	-0.262937
3192	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	0.017245	-2.114303	225805_at;235603_at;200593_s_at;	0.266666667;0.005594406;0.066666667;	-0.264802
8545	CGGBP1	CGG triplet repeat binding protein 1	0.017245	-2.114303	224599_at;224600_at;206861_s_at;	0.266666667;0.005594406;0.066666667;	-0.264802
26137	ZBTB20	zinc finger and BTB domain containing 20	0.017059	-2.118666	205383_s_at;237803_x_at;205383_s_at;	0.266666667;0.066666667;0.002797203;	-0.265734
644617	LOC644617	hypothetical LOC644617	0.017059	-2.118666	221235_s_at;225653_at;221235_s_at;	0.266666667;0.066666667;0.002797203;	-0.265734
2553	GABPB2	GA binding protein transcription factor, beta subunit 2	0.009888	-2.330575	204618_s_at;226900_at;204618_s_at;	0.183333333;0.03963481;0.01958042;	-0.278907
23111	SPG20	spastic paraplegia 20 (Troyer syndrome)	0.009162	-2.359002	216965_x_at;234085_at;212526_at;	0.183333333;0.033333333;0.010787449;	-0.279738
1666	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	0.040646	-1.743243	236432_at;202447_at;202906_s_at;	0.183333333;0.266666667;0.075524476;	-0.280381
51520	LARS	leucyl-tRNA synthetase	0.04032	-1.746985	222428_s_at;222427_s_at;217810_x_at;	0.183333333;0.198601399;0.170160003;	-0.281703
3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	0.008837	-2.372388	212195_at;234474_x_at;212195_at;	0.183333333;0.033333333;0.002797203;	-0.282401
6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	0.008837	-2.372388	208667_s_at;244888_at;207040_s_at;	0.183333333;0.033333333;0.002797203;	-0.282401
7456	WIPF1	WAS/WASL interacting protein family, member 1	0.01227	-2.248578	231182_at;231182_at;202663_at;	0.183333333;0.033566434;0.066666667;	-0.283256
1937	EEF1G	eukaryotic translation elongation factor 1 gamma	0.00917	-2.358691	200689_x_at;234503_at;200689_x_at;	0.183333333;0.03963481;0.002797203;	-0.284501
3329	HSPD1	heat shock 60kDa protein 1 (chaperonin)	0.03081	-1.869015	200807_s_at;241716_at;200807_s_at;	0.26013986;0.183333333;0.066666667;	-0.285509
51755	CRKRS	Cdc2-related kinase, arginine/serine-rich	0.011543	-2.272008	225694_at;225694_at;213557_at;	0.183333333;0.01958042;0.066666667;	-0.287918
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	0.016181	-2.1399	201704_at;234946_at;201704_at;	0.187220972;0.116666667;0.064909514;	-0.288179
5893	RAD52	RAD52 homolog (S. cerevisiae)	0.024957	-1.960704	236042_at;205647_at;236042_at;	0.266666667;0.137279819;0.005594406;	-0.28834
11335	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	0.011463	-2.274653	200037_s_at;1555920_at;200037_s_at;	0.183333333;0.075524476;0.022245497;	-0.289982
8034	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	0.010854	-2.295437	235747_at;235747_at;214140_at;	0.183333333;0.005594406;0.066666667;	-0.29258
26751	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	0.035318	-1.807811	244277_at;204019_s_at;204019_s_at;	0.183333333;0.266666667;0.036982017;	-0.293228
22907	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	0.006916	-2.461575	230871_at;239772_x_at;212674_s_at;	0.116666667;0.036203362;0.033333333;	-0.293488
2534	FYN	FYN oncogene related to SRC, FGR, YES	0.006832	-2.465992	243006_at;243006_at;216033_s_at;	0.116666667;0.033566434;0.033333333;	-0.294367
23189	KANK1	KN motif and ankyrin repeat domains 1	0.034875	-1.813533	237162_at;213005_s_at;213005_s_at;	0.183333333;0.266666667;0.033566434;	-0.294367
55930	MYO5C	myosin VC	0.00578	-2.525291	218966_at;240081_at;218966_at;	0.106293706;0.033333333;0.033333333;	-0.297902
4515	MTCP1	mature T-cell proliferation 1	0.008531	-2.38538	216862_s_at;236476_at;210212_x_at;	0.103278869;0.066666667;0.066666667;	-0.298907
5378	PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	0.033108	-1.836963	228803_at;213677_s_at;236609_at;	0.183333333;0.266666667;0.01958042;	-0.299029
11143	MYST2	MYST histone acetyltransferase 2	0.033108	-1.836963	242786_at;200049_at;200049_at;	0.183333333;0.266666667;0.01958042;	-0.299029
29028	ATAD2	ATPase family, AAA domain containing 2	0.013858	-2.20128	228401_at;222740_at;218782_s_at;	0.148251748;0.066666667;0.116666667;	-0.300583
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	0.016329	-2.136261	225289_at;208991_at;208991_at;	0.116666667;0.208615206;0.002797203;	-0.301751
3843	RANBP5	RAN binding protein 5	0.031415	-1.860392	236906_x_at;211953_s_at;211954_s_at;	0.183333333;0.266666667;0.005594406;	-0.303691
10863	ADAM28	ADAM metallopeptidase domain 28	0.031415	-1.860392	241446_at;205997_at;208268_at;	0.183333333;0.266666667;0.005594406;	-0.303691
2262	GPC5	glypican 5	0.031085	-1.865079	233372_at;207174_at;207174_at;	0.183333333;0.266666667;0.002797203;	-0.304623
51124	IER3IP1	immediate early response 3 interacting protein 1	0.00544	-2.546557	223071_at;211406_at;211406_at;	0.066666667;0.05034965;0.033333333;	-0.305439
51368	TEX264	testis expressed 264	0.014729	-2.177304	226624_at;218548_x_at;226624_at;	0.183333333;0.116666667;0.011188811;	-0.307382
8243	SMC1A	structural maintenance of chromosomes 1A	0.014733	-2.177197	239688_at;201589_at;217555_at;	0.116666667;0.183333333;0.011188811;	-0.307382
80148	PQLC1	PQ loop repeat containing 1	0.007544	-2.430255	230181_at;218208_at;218208_at;	0.066666667;0.075524476;0.067411619;	-0.30791
4154	MBNL1	muscleblind-like (Drosophila)	0.013399	-2.214434	237028_at;201152_s_at;216554_s_at;	0.116666667;0.075524476;0.116666667;	-0.308159
3184	HNRPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	0.014387	-2.186568	236000_s_at;209330_s_at;229434_at;	0.116666667;0.183333333;0.005594406;	-0.309246
23080	KIAA0241	KIAA0241	0.014387	-2.186568	244318_at;212475_at;212474_at;	0.116666667;0.183333333;0.005594406;	-0.309246
51074	APIP	APAF1 interacting protein	0.014387	-2.186568	232630_at;218698_at;218698_at;	0.116666667;0.183333333;0.005594406;	-0.309246
50862	RNF141	ring finger protein 141	0.014213	-2.191362	226106_at;219104_at;226106_at;	0.183333333;0.116666667;0.002797203;	-0.310179
7029	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	0.00883	-2.372671	244043_at;226157_at;203588_s_at;	0.089192418;0.033333333;0.116666667;	-0.313064
10959	TMED2	transmembrane emp24 domain trafficking protein 2	0.006405	-2.48901	200087_s_at;200087_s_at;204427_s_at;	0.106293706;0.016666667;0.066666667;	-0.314569
23473	CAPN7	calpain 7	0.007244	-2.44495	239778_x_at;203356_at;239778_x_at;	0.066666667;0.116666667;0.002797203;	-0.315734
26040	SETBP1	SET binding protein 1	0.007244	-2.44495	236317_at;205933_at;205933_at;	0.066666667;0.116666667;0.002797203;	-0.315734
55615	PRR5	proline rich 5 (renal)	0.012016	-2.256608	237931_at;219168_s_at;47069_at;	0.116666667;0.05034965;0.116666667;	-0.31655
84220	RGPD5	RANBP2-like and GRIP domain containing 5	0.002899	-2.759026	232511_at;211324_s_at;212842_x_at;	0.022245497;0.002797203;0.016666667;	-0.321295
25828	TXN2	thioredoxin 2	0.045079	-1.694569	217354_s_at;233250_x_at;209077_at;	0.266666667;0.137279819;0.164334109;	-0.321684
23020	ASCC3L1	activating signal cointegrator 1 complex subunit 3-like 1	0.006172	-2.502165	200058_s_at;200058_s_at;214982_at;	0.066666667;0.033566434;0.066666667;	-0.322145
23048	FNBP1	formin binding protein 1	0.011165	-2.284723	230086_at;212288_at;213940_s_at;	0.116666667;0.033566434;0.116666667;	-0.322145
55761	TTC17	tetratricopeptide repeat domain 17	0.011165	-2.284723	232323_s_at;224852_at;218972_at;	0.116666667;0.033566434;0.116666667;	-0.322145
7450	VWF	von Willebrand factor	0.018723	-2.080867	233980_s_at;202112_at;202112_at;	0.183333333;0.198601399;0.016666667;	-0.322688
23097	CDC2L6	cell division cycle 2-like 6 (CDK8-like)	0.039203	-1.760011	212899_at;212897_at;235226_at;	0.26013986;0.266666667;0.033333333;	-0.324398
54205	CYCS	cytochrome c, somatic	0.010084	-2.323195	244546_at;229415_at;208905_at;	0.116666667;0.075524476;0.066666667;	-0.324825
51388	NIP7	nuclear import 7 homolog (S. cerevisiae)	0.045352	-1.691698	223397_s_at;219031_s_at;219031_s_at;	0.183333333;0.266666667;0.106293706;	-0.32568
26225	ARL5A	ADP-ribosylation factor-like 5A	0.003631	-2.684614	226617_at;218150_at;218150_at;	0.033333333;0.011188811;0.033333333;	-0.329604
55769	ZNF83	zinc finger protein 83	0.019248	-2.069527	236429_at;221645_s_at;221645_s_at;	0.183333333;0.075524476;0.116666667;	-0.330381
64784	CRTC3	CREB regulated transcription coactivator 3	0.020593	-2.041661	232879_at;218648_at;218648_at;	0.183333333;0.183333333;0.005594406;	-0.331469
6605	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	0.002793	-2.771152	229511_at;211988_at;211989_at;	0.016666667;0.002797203;0.016666667;	-0.332401
9812	KIAA0141	KIAA0141	0.002793	-2.771152	227056_at;201978_s_at;201977_s_at;	0.016666667;0.002797203;0.016666667;	-0.332401
10000	AKT3	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	0.009739	-2.336269	242879_x_at;212609_s_at;212609_s_at;	0.116666667;0.116666667;0.002797203;	-0.332401
10447	FAM3C	family with sequence similarity 3, member C	0.009739	-2.336269	236316_at;201889_at;201889_at;	0.116666667;0.116666667;0.002797203;	-0.332401
23613	ZMYND8	zinc finger, MYND-type containing 8	0.009739	-2.336269	230533_at;209049_s_at;209049_s_at;	0.116666667;0.116666667;0.002797203;	-0.332401
57613	KIAA1467	KIAA1467	0.009739	-2.336269	241115_at;213234_at;213234_at;	0.116666667;0.116666667;0.002797203;	-0.332401
3189	HNRPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	0.020361	-2.046348	244454_at;208990_s_at;208990_s_at;	0.183333333;0.183333333;0.002797203;	-0.332401
5747	PTK2	PTK2 protein tyrosine kinase 2	0.020361	-2.046348	241453_at;208820_at;208820_at;	0.183333333;0.183333333;0.002797203;	-0.332401
6146	RPL22	ribosomal protein L22	0.020361	-2.046348	237941_at;214042_s_at;208768_x_at;	0.183333333;0.183333333;0.002797203;	-0.332401
6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	0.020361	-2.046348	232465_at;216037_x_at;236094_at;	0.183333333;0.183333333;0.002797203;	-0.332401
64116	SLC39A8	solute carrier family 39 (zinc transporter), member 8	0.020361	-2.046348	222935_x_at;209267_s_at;209267_s_at;	0.183333333;0.183333333;0.002797203;	-0.332401
613	BCR	breakpoint cluster region	0.046096	-1.683945	226602_s_at;217223_s_at;226602_s_at;	0.266666667;0.266666667;0.002797203;	-0.332401
23387	KIAA0999	KIAA0999 protein	0.046096	-1.683945	243473_at;204155_s_at;204155_s_at;	0.266666667;0.266666667;0.002797203;	-0.332401
26960	NBEA	neurobeachin	0.046096	-1.683945	226439_s_at;221207_s_at;221207_s_at;	0.266666667;0.266666667;0.002797203;	-0.332401
23072	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	0.016629	-2.128961	237295_at;217313_at;217313_at;	0.183333333;0.148251748;0.033333333;	-0.333916
22884	WDR37	WD repeat domain 37	0.016639	-2.128718	211383_s_at;211383_s_at;242255_at;	0.148251748;0.183333333;0.033333333;	-0.333916
5311	PKD2	polycystic kidney disease 2 (autosomal dominant)	0.040634	-1.743378	240370_at;203688_at;203688_at;	0.266666667;0.183333333;0.075524476;	-0.335936
130074	LOC130074	p20	0.040634	-1.743378	229946_at;212017_at;212017_at;	0.266666667;0.183333333;0.075524476;	-0.335936
23398	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	0.016721	-2.126743	236999_at;213483_at;213483_at;	0.183333333;0.106293706;0.066666667;	-0.336791
8476	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	0.00312	-2.734926	240735_at;203794_at;203794_at;	0.033333333;0.002797203;0.016666667;	-0.337956
11167	FSTL1	follistatin-like 1	0.00312	-2.734926	240891_at;208782_at;208782_at;	0.033333333;0.002797203;0.016666667;	-0.337956
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	0.00312	-2.734926	242244_at;209094_at;209094_at;	0.033333333;0.002797203;0.016666667;	-0.337956
9883	POM121	POM121 membrane glycoprotein (rat)	0.017356	-2.111701	232710_at;213360_s_at;213360_s_at;	0.183333333;0.05034965;0.116666667;	-0.338772
5797	PTPRM	protein tyrosine phosphatase, receptor type, M	0.015186	-2.165215	234037_s_at;1555579_s_at;203329_at;	0.183333333;0.148251748;0.016666667;	-0.339472
64858	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	0.015196	-2.164945	222889_at;219490_s_at;222889_at;	0.148251748;0.183333333;0.016666667;	-0.339472
7164	TPD52L1	tumor protein D52-like 1	0.003252	-2.721228	231288_at;203786_s_at;203786_s_at;	0.03963481;0.002797203;0.016666667;	-0.340057
57595	PDZD4	PDZ domain containing 4	0.016367	-2.135328	223543_at;216383_at;216383_at;	0.183333333;0.075524476;0.086416325;	-0.340464
6310	ATXN1	ataxin 1	0.004215	-2.634356	230507_at;203232_s_at;203232_s_at;	0.066666667;0.01958042;0.016666667;	-0.343473
57092	PCNP	PEST proteolytic signal containing nuclear protein	0.004317	-2.626219	237577_at;217816_s_at;217816_s_at;	0.066666667;0.002797203;0.033333333;	-0.343512
23254		kazrin	0.007645	-2.425413	237665_at;213478_at;213478_at;	0.116666667;0.033566434;0.051988699;	-0.343704
56288	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	0.004044	-2.648414	233265_at;221526_x_at;221527_s_at;	0.066666667;0.011188811;0.016666667;	-0.34627
2969	GTF2I	general transcription factor II, i	0.007337	-2.440344	239649_at;210891_s_at;210891_s_at;	0.116666667;0.005594406;0.066666667;	-0.348135
125058	TBC1D16	TBC1 domain family, member 16	0.015261	-2.163247	222648_at;228488_at;222116_s_at;	0.183333333;0.01958042;0.116666667;	-0.349029
9693	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	0.003878	-2.662472	238260_at;203097_s_at;203096_s_at;	0.066666667;0.002797203;0.016666667;	-0.349068
6009	RHEB	Ras homolog enriched in brain	0.007242	-2.44503	241795_at;213409_s_at;213404_s_at;	0.116666667;0.002797203;0.066666667;	-0.349068
7587	ZNF37A	zinc finger protein 37A	0.034875	-1.813533	234485_at;214878_at;234485_at;	0.183333333;0.266666667;0.033566434;	-0.349922
440	ASNS	asparagine synthetase	0.028734	-1.899734	241082_at;205047_s_at;205047_s_at;	0.266666667;0.198601399;0.016666667;	-0.350466
3385	ICAM3	intercellular adhesion molecule 3	0.014729	-2.177304	236567_at;204949_at;204949_at;	0.183333333;0.116666667;0.011188811;	-0.351826
4052	LTBP1	latent transforming growth factor beta binding protein 1	0.012692	-2.235504	240858_at;202729_s_at;202729_s_at;	0.183333333;0.106293706;0.016666667;	-0.353458
51105	PHF20L1	PHD finger protein 20-like 1	0.032725	-1.842167	231967_at;222133_s_at;227523_s_at;	0.170160003;0.266666667;0.033566434;	-0.354313
5359	PLSCR1	phospholipid scramblase 1	0.033098	-1.837098	244315_at;202446_s_at;241916_at;	0.266666667;0.183333333;0.01958042;	-0.354584
3382	ICA1	islet cell autoantigen 1, 69kDa	0.014213	-2.191362	225700_at;207949_s_at;207949_s_at;	0.183333333;0.116666667;0.002797203;	-0.354623
5789	PTPRD	protein tyrosine phosphatase, receptor type, D	0.014213	-2.191362	242493_at;214043_at;214043_at;	0.183333333;0.116666667;0.002797203;	-0.354623
6867	TACC1	transforming, acidic coiled-coil containing protein 1	0.014213	-2.191362	234010_at;217437_s_at;200911_s_at;	0.183333333;0.116666667;0.002797203;	-0.354623
11030	RBPMS	RNA binding protein with multiple splicing	0.014213	-2.191362	231961_at;207836_s_at;231961_at;	0.183333333;0.116666667;0.002797203;	-0.354623
28962	OSTM1	osteopetrosis associated transmembrane protein 1	0.014213	-2.191362	243287_s_at;215963_x_at;215963_x_at;	0.183333333;0.116666667;0.002797203;	-0.354623
692236		small nucleolar RNA, C/D box 116 cluster	0.014213	-2.191362	232976_at;221974_at;221974_at;	0.183333333;0.116666667;0.002797203;	-0.354623
7145	TNS1	tensin 1	0.013194	-2.220462	232750_at;221747_at;221748_s_at;	0.183333333;0.05034965;0.066666667;	-0.355439
6251	RSU1	Ras suppressor protein 1	0.0132	-2.220273	215618_at;230490_x_at;231107_at;	0.183333333;0.066666667;0.05034965;	-0.355439
1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	0.00617	-2.502246	237305_at;203440_at;203440_at;	0.116666667;0.033566434;0.016666667;	-0.355478
56995	TULP4	tubby like protein 4	0.006149	-2.50348	244195_at;218184_at;218184_at;	0.116666667;0.011188811;0.033333333;	-0.357382
51474	LIMA1	LIM domain and actin binding 1	0.032074	-1.851156	222456_s_at;217892_s_at;222457_s_at;	0.266666667;0.183333333;0.011188811;	-0.357382
80218	NAT13	N-acetyltransferase 13	0.032074	-1.851156	244341_at;217745_s_at;217745_s_at;	0.266666667;0.183333333;0.011188811;	-0.357382
9643	MORF4L2	mortality factor 4 like 2	0.012199	-2.250796	238502_at;243683_at;201994_at;	0.183333333;0.075524476;0.033333333;	-0.358159
54964	C1orf56	chromosome 1 open reading frame 56	0.011791	-2.263882	221222_s_at;223459_s_at;223459_s_at;	0.183333333;0.089192418;0.016666667;	-0.359158
9863	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	0.005988	-2.512852	240186_at;209737_at;209737_at;	0.116666667;0.005594406;0.033333333;	-0.359246
26152	ZNF337	zinc finger protein 337	0.029666	-1.885729	243397_at;37860_at;214760_at;	0.266666667;0.05034965;0.137279819;	-0.359679
7259	TSPYL1	TSPY-like 1	0.031076	-1.865214	231293_at;212928_at;221493_at;	0.266666667;0.183333333;0.002797203;	-0.360179
23047	PDS5B	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	0.031076	-1.865214	242302_at;204742_s_at;204742_s_at;	0.266666667;0.183333333;0.002797203;	-0.360179
