ProbeID (Affymetrix)	Fold Change(CLDN1 transfectants/Mock)	Gene Symbol	Common Name	Description	Location	Function	Genbank	UniGene	RefSeq	Pathways	GO biological process	GO molecular function	GO cellular component	Map_
200762_at	2.038	DPYSL2	DRP2; CRMP2; DRP-2; DHPRP2	dihydropyrimidinase-like 2	Cytoplasm	enzyme	NM_001386	Hs.173381	NM_001386	KEGG pathway: Axon guidance 04360	GO:7399(nervous system development); GO:6139(nucleobase, nucleoside, nucleotide and nucleic acid metabolism); GO:7165(signal transduction)	GO:4157(dihydropyrimidinase activity); GO:16787(hydrolase activity)		8p22-p21
1556064_at	2.042	LOC284926	LOC150383	Peroxisome proliferative activated receptor, alpha	Unknown	other	BQ575161	Hs.103110						22q13.31
212337_at	2.042	TUG1 (includes EG:55000)	FLJ20618	Taurine upregulated gene 1	Unknown	other	AI687738	Hs.554829	NR_002323					22q12.2
1553691_at	2.043	B3GALNT2	MGC39558; B3GalNAc-T2	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2	Unknown	enzyme	NM_152490	Hs.558643	NM_152490			GO:16740(transferase activity)		1q42.3
223021_x_at	2.043	VTA1	C6orf55	Chromosome 6 open reading frame 55	Unknown	other	BF241590	Hs.431367	NM_016485					6q24.1
231859_at	2.044	C14ORF132	C14orf132	Chromosome 14 open reading frame 132	Unknown	other	AK025915	Hs.6434	NM_020215					14q32.2
204804_at	2.044	TRIM21	SSA; RO52; SSA1; RNF81	tripartite motif-containing 21	Nucleus	other	NM_003141	Hs.532357	NM_003141		GO:16567(protein ubiquitination)	GO:3677(DNA binding); GO:3723(RNA binding); GO:46872(metal ion binding); GO:4842(ubiquitin-protein ligase activity); GO:8270(zinc ion binding)	GO:30529(ribonucleoprotein complex); GO:151(ubiquitin ligase complex)	11p15.5
1569303_s_at	2.045	RGS20	RGS20	Regulator of G-protein signalling 20	Cytoplasm	other	BG396993	Hs.368733	NM_003702 ; NM_170587	Calcium_regulation_in_cardiac_cells ; GenMAPP ; Smooth_muscle_contraction ; GenMAPP				8q12.1
228427_at	2.047	FBXO16	FBXO16	F-box protein 16	Unknown	other	BF196856	Hs.532253	NM_172366					8p21.1
209456_s_at	2.048	FBXW11	Hos; BTRC2; FBW1B; Fbw11; BTRCP2; FBXW1B; KIAA0696	F-box and WD-40 domain protein 11	Cytoplasm	enzyme	AB033281	Hs.484138	NM_012300	KEGG pathway: Hedgehog signaling pathway 04340; KEGG pathway: Ubiquitin mediated proteolysis 04120; KEGG pathway: Wnt signaling pathway 04310	GO:16055(Wnt receptor signaling pathway); GO:16567(protein ubiquitination)	GO:4842(ubiquitin-protein ligase activity)	GO:151(ubiquitin ligase complex)	5q35.1
226209_at	2.048	NDUFV3 (includes EG:4731)	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	Cytoplasm	enzyme	AI129346	Hs.473937	NM_001001503 ; NM_021075	Electron_Transport_Chain ; GenMAPP				21q22.3
200677_at	2.05	PTTG1IP	PBF; C21orf1; C21orf3	pituitary tumor-transforming 1 interacting protein	Nucleus	other	NM_004339	Hs.474010	NM_004339		GO:7275(development); GO:6606(protein import into nucleus)	GO:5554(molecular function unknown)	GO:5737(cytoplasm); GO:16021(integral to membrane); GO:16020(membrane); GO:5634(nucleus)	21q22.3
208129_x_at	2.054	RUNX1	AML1; CBFA2; EVI-1; AMLCR1; PEBP2A2; PEBP2aB; AML1-EVI-1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	Nucleus	transcription regulator	NM_001754	Hs.149261	NM_001001890		GO:7275(development); GO:45944(positive regulation of transcription from RNA polymerase II promoter); GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription)	GO:5524(ATP binding); GO:5515(protein binding); GO:3700(transcription factor activity); GO:16563(transcriptional activator activity)	GO:5634(nucleus)	21q22.3
210094_s_at	2.056	PARD3	ASIP; PAR3; SE2-5T2; SE2-5L16; SE2-5LT1; PAR3alpha	par-3 partitioning defective 3 homolog (C. elegans)	Plasma Membrane	other	AF196186	Hs.131489	NM_019619	KEGG pathway: Adherens junction 04520; KEGG pathway: Neuroactive ligand-receptor interaction 04080; KEGG pathway: Tight junction 04530	GO:8356(asymmetric cell division); GO:7409(axonogenesis); GO:7049(cell cycle); GO:7163(establishment and/or maintenance of cell polarity); GO:6461(protein complex assembly); GO:7205(protein kinase C activation)	GO:5515(protein binding)	GO:16020(membrane); GO:5923(tight junction)	10p11.22-p11.21
201023_at	2.056	TAF7	TAF2F; TAFII55	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	Nucleus	transcription regulator	NM_005642	Hs.438838	NM_005642	KEGG pathway: Basal transcription factors 03022; Reactome Event:Gene Expression 74160; Reactome Event:Transcription 74159	GO:6355(regulation of transcription, DNA-dependent)	GO:16251(general RNA polymerase II transcription factor activity); GO:5515(protein binding); GO:3713(transcription coactivator activity); GO:3700(transcription factor activity)	GO:5634(nucleus); GO:5669(transcription factor TFIID complex)	5q31
225355_at	2.058	DKFZP761M1511	DKFZP761M1511	hypothetical protein DKFZP761M1511	Unknown	other	AK026748	Hs.91521						5q35.2
206079_at	2.061	CHML	REP2	choroideremia-like (Rab escort protein 2)	Cytoplasm	enzyme	NM_001821	Hs.170129	NM_001821	GPCRDB_Class_A_Rhodopsin-like ; GenMAPP	GO:6886(intracellular protein transport); GO:43087(regulation of GTPase activity); GO:7601(visual perception)	GO:5096(GTPase activator activity); GO:5084(Rab escort protein activity); GO:4663(Rab-protein geranylgeranyltransferase activity)	GO:5968(Rab-protein geranylgeranyltransferase complex)	1q42-qter
212648_at	2.063	DHX29	DDX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	Unknown	enzyme	AL079292	Hs.444208	NM_019030					5q11.2
225228_at	2.063	TMEM77	MGC54289	Transmembrane protein 77	Unknown	other	AI474054	Hs.485606	NM_178454					1p13.3
1555106_a_at	2.066	CTDSPL2	HSPC058; HSPC129; FLJ10523	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	Unknown	other	BC035744	Hs.497967	NM_016396					15q15.3-q21.1
210048_at	2.066	NAPG	GAMMASNAP	N-ethylmaleimide-sensitive factor attachment protein, gamma	Cytoplasm	transporter	BC001889	Hs.464622	NM_003826		GO:6888(ER to Golgi transport); GO:6891(intra-Golgi transport); GO:6886(intracellular protein transport); GO:6944(membrane fusion); GO:6461(protein complex assembly); GO:50821(protein stabilization)	GO:5478(intracellular transporter activity); GO:5515(protein binding)	GO:5794(Golgi apparatus); GO:5783(endoplasmic reticulum); GO:5624(membrane fraction); GO:5739(mitochondrion)	18p11.22
202978_s_at	2.067	CREBZF	ZF	HCF-binding transcription factor Zhangfei	Nucleus	transcription regulator	AW204564	Hs.535319	NM_021212					11q14
237005_at	2.07	LOC442075		Weakly similar to serine/threonine protein kinase Kp78	Unknown	other	AI923935	Hs.529177	XM_496630 ; XM_497910					3p25.2
1552364_s_at	2.071	MSI2	MSI2H; MGC3245; FLJ36569	musashi homolog 2 (Drosophila)	Cytoplasm	other	BC001526	Hs.134470	NM_138962			GO:3723(RNA binding); GO:166(nucleotide binding)		17q23.2
220092_s_at	2.072	ANTXR1	ATR; TEM8; FLJ10601; FLJ21776	anthrax toxin receptor 1	Plasma Membrane	other	NM_018153	Hs.165859	NM_018153			GO:46872(metal ion binding); GO:4872(receptor activity)	GO:16021(integral to membrane)	2p13.1
225611_at	2.072		MAST4	Microtubule associated serine/threonine kinase family member 4			AI922968	Hs.133539	XM_291141					5q12.3
221211_s_at	2.076	C21ORF7	TAK1L	chromosome 21 open reading frame 7	Unknown	other	NM_020152	Hs.222802	NM_020152		GO:6355(regulation of transcription, DNA-dependent)	GO:3700(transcription factor activity)		21q22.3
205037_at	2.076	RABL4	RAYL	RAB, member of RAS oncogene family-like 4	Unknown	enzyme	NM_006860	Hs.415172	NM_006860		GO:15031(protein transport); GO:7264(small GTPase mediated signal transduction)	GO:5525(GTP binding); GO:166(nucleotide binding)		22q13.1
204415_at	2.077	IFI6	6-16; IFI616	interferon, alpha-inducible protein (clone IFI-6-16)	Cytoplasm	other	NM_022873	Hs.523847	NM_002038		GO:6955(immune response); GO:9613(response to pest, pathogen or parasite)		GO:16021(integral to membrane)	1p35
1553158_at	2.078	C3ORF34	MGC14126	hypothetical protein MGC14126	Unknown	other	AY099509	Hs.334526	NM_032898					3q29
210638_s_at	2.078	FBXO9	FBX9; VCIA1; KIAA0936; NY-REN-57; dJ341E18.2; DKFZp434C0118	F-box protein 9	Cytoplasm	enzyme	AF176704	Hs.216653	NM_012347		GO:16567(protein ubiquitination)	GO:5488(binding); GO:4842(ubiquitin-protein ligase activity)	GO:151(ubiquitin ligase complex)	6p12.3-p11.2
200906_s_at	2.078	PALLD	KIAA0992	Palladin, cytoskeletal associated protein	Cytoplasm	other	AK025843	Hs.151220	NM_016081					4q32.3
205884_at	2.079	ITGA4	IA4; CD49D; MGC90518	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	Plasma Membrane	other	NM_000885	Hs.440955	NM_000885	KEGG pathway: Cell adhesion molecules (CAMs) 04514; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510; KEGG pathway: Hematopoietic cell lineage 04640; KEGG pathway: Regulation of actin cytoskeleton 04810	GO:7155(cell adhesion); GO:7160(cell-matrix adhesion); GO:7229(integrin-mediated signaling pathway)	GO:5509(calcium ion binding); GO:42802(protein self binding); GO:4872(receptor activity)	GO:16021(integral to membrane); GO:8305(integrin complex)	2q31.3
223553_s_at	2.08	DOK3	FLJ22570; FLJ39939	docking protein 3	Cytoplasm	other	BC004564	Hs.153343	NM_024872					5q35.3
1564906_at	2.08	MATR3	MGC9105; KIAA0723; DKFZp686K0542; DKFZp686K23100	matrin 3	Nucleus	other	AJ224167	Hs.268939	NM_018834			GO:3723(RNA binding); GO:46872(metal ion binding); GO:3676(nucleic acid binding); GO:166(nucleotide binding); GO:5198(structural molecule activity); GO:8270(zinc ion binding)	GO:5637(nuclear inner membrane); GO:5634(nucleus)	5q31.2
202083_s_at	2.08	SEC14L1	SEC14L1	SEC14-like 1 (S. cerevisiae)	Cytoplasm	transporter	AI017770	Hs.464184	NM_003003					17q25.1-17q25.2
222672_at	2.082	LYRM4	C6orf149	Hypothetical protein LOC285778	Unknown	other	AA708831	Hs.387755	NM_020408					6p25.1
205613_at	2.082	SYT17	LOC51760	synaptotagmin XVII	Plasma Membrane	other	NM_016524	Hs.258326	NM_016524		GO:6810(transport)	GO:5215(transporter activity)	GO:16020(membrane); GO:8021(synaptic vesicle)	16p12.3
201529_s_at	2.084	RPA1	HSSB; RF-A; RP-A; REPA1; RPA70	replication protein A1, 70kDa	Nucleus	other	NM_002945	Hs.461925	NM_002945	Reactome Event:Cell Cycle (Mitotic) 69278; Reactome Event:DNA Repair 73894; Reactome Event:DNA Replication 69306	GO:6310(DNA recombination); GO:6281(DNA repair); GO:6261(DNA-dependent DNA replication)	GO:46872(metal ion binding); GO:3697(single-stranded DNA binding); GO:8270(zinc ion binding)	GO:5662(DNA replication factor A complex); GO:5634(nucleus)	17p13.3
229151_at	2.086	SLC14A1	SLC14A1	Solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	Plasma Membrane	transporter	BE673587	Hs.101307	NM_015865					18q11-q12
218170_at	2.091	ISOC1	CGI-111	isochorismatase domain containing 1	Cytoplasm	enzyme	NM_016048	Hs.483296	NM_016048		GO:8152(metabolism)	GO:3824(catalytic activity)		5q22.1-q33.3
222719_s_at	2.091	PDGFC	SCDGF	platelet derived growth factor C	Extracellular Space	growth factor	AB033831	Hs.148162	NM_016205	KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Focal adhesion 04510; KEGG pathway: Gap junction 04540				4q32
202565_s_at	2.093	SVIL	DKFZp686A17191	supervillin	Plasma Membrane	other	NM_003174	Hs.499209	NM_003174		GO:51016(barbed-end actin filament capping); GO:7010(cytoskeleton organization and biogenesis); GO:7519(striated muscle development)	GO:51015(actin filament binding); GO:5509(calcium ion binding)	GO:15629(actin cytoskeleton); GO:43034(costamere); GO:5737(cytoplasm); GO:5634(nucleus); GO:5886(plasma membrane)	10p11.2
218651_s_at	2.094	LARP6	FLJ11196	La ribonucleoprotein domain family, member 6	Unknown	other	NM_018357	Hs.416755	NM_018357		GO:6405(RNA export from nucleus); GO:6396(RNA processing)	GO:3723(RNA binding)	GO:5737(cytoplasm); GO:5634(nucleus); GO:30529(ribonucleoprotein complex)	15q23
206506_s_at	2.094	SUPT3H	SPT3; SPT3L	suppressor of Ty 3 homolog (S. cerevisiae)	Nucleus	transcription regulator	NM_003599	Hs.368325	NM_003599		GO:74(regulation of progression through cell cycle); GO:6357(regulation of transcription from RNA polymerase II promoter); GO:6350(transcription); GO:6352(transcription initiation)	GO:3702(RNA polymerase II transcription factor activity); GO:16986(transcription initiation factor activity); GO:16563(transcriptional activator activity)	GO:5634(nucleus); GO:5667(transcription factor complex)	6p21.1-p21.3
232914_s_at	2.095	SYTL2	SLP2; SGA72M; CHR11SYT; KIAA1597; MGC102768; exophilin-4	synaptotagmin-like 2	Cytoplasm	other	AB046817	Hs.369520	NM_032379		GO:6886(intracellular protein transport); GO:6810(transport); GO:16192(vesicle-mediated transport)	GO:17137(Rab GTPase binding); GO:42043(neurexin binding); GO:31177(phosphopantetheine binding); GO:5215(transporter activity)	GO:19897(extrinsic to plasma membrane); GO:42470(melanosome); GO:16020(membrane); GO:5624(membrane fraction); GO:8021(synaptic vesicle)	11q14
201312_s_at	2.096	SH3BGRL	SH3BGR; MGC117402	SH3 domain binding glutamic acid-rich protein like	Unknown	other	NM_003022	Hs.108029	NM_003022			GO:5070(SH3/SH2 adaptor activity)		Xq13.3
217234_s_at	2.099	VIL2	CVL; CVIL; MGC1584; DKFZp762H157	villin 2 (ezrin)	Plasma Membrane	other	AF199015	Hs.487027	NM_003379		GO:7016(cytoskeletal anchoring); GO:8360(regulation of cell shape)	GO:8092(cytoskeletal protein binding); GO:5198(structural molecule activity)	GO:5884(actin filament); GO:30863(cortical cytoskeleton); GO:5737(cytoplasm); GO:5856(cytoskeleton); GO:16020(membrane); GO:5902(microvillus)	6q25.2-q26
200642_at	2.101	SOD1	ALS; SOD; ALS1; IPOA; homodimer	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	Cytoplasm	enzyme	NM_000454	Hs.443914	NM_000454	KEGG pathway: Amyotrophic lateral sclerosis (ALS) 05030; KEGG pathway: Neurodegenerative Disorders 01510	GO:7399(nervous system development); GO:6979(response to oxidative stress); GO:6801(superoxide metabolism)	GO:16209(antioxidant activity); GO:5507(copper ion binding); GO:4785(copper, zinc superoxide dismutase activity); GO:46872(metal ion binding); GO:16491(oxidoreductase activity); GO:8270(zinc ion binding)	GO:5737(cytoplasm)	21q22.1
220154_at	2.102	DST	BPA; BP240; BPAG1; MACF2; CATX-15; KIAA0465; KIAA1470	dystonin	Plasma Membrane	other	NM_020388	Hs.485616	NM_001723		GO:30036(actin cytoskeleton organization and biogenesis); GO:7155(cell adhesion); GO:7050(cell cycle arrest); GO:7010(cytoskeleton organization and biogenesis); GO:7229(integrin-mediated signaling pathway); GO:45104(intermediate filament cytoskeleton organization and biogenesis)	GO:3779(actin binding); GO:51015(actin filament binding); GO:5509(calcium ion binding); GO:5178(integrin binding); GO:8022(protein C-terminus binding); GO:5515(protein binding); GO:5200(structural constituent of cytoskeleton)	GO:5604(basement membrane); GO:5737(cytoplasm); GO:16023(cytoplasmic membrane-bound vesicle); GO:5856(cytoskeleton); GO:5615(extracellular space); GO:30056(hemidesmosome); GO:5911(intercellular junction)	6p12-p11
1552347_at	2.103	CRYZL1	4P11; QOH-1	crystallin, zeta (quinone reductase)-like 1	Cytoplasm	enzyme	NM_145311	Hs.352671	NM_005111			GO:3960(NADPH:quinone reductase activity); GO:16491(oxidoreductase activity); GO:8270(zinc ion binding)		21q21.3
202130_at	2.105	RIOK3	RIOK3	RIO kinase 3 (yeast)	Unknown	kinase	AA725102	Hs.445511	NM_003831 ; NM_145906					18q11.2
1554311_a_at	2.107	SUPT6H	SPT6; SPT6H; emb-5; KIAA0162; MGC87943	suppressor of Ty 6 homolog (S. cerevisiae)	Nucleus	transcription regulator	BC033074	Hs.250429	NM_003170		GO:6338(chromatin remodeling); GO:7242(intracellular signaling cascade); GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription)	GO:3723(RNA binding); GO:16788(hydrolase activity, acting on ester bonds); GO:3700(transcription factor activity)	GO:5634(nucleus)	17q11.2
209849_s_at	2.11	RAD51C	RAD51L2; MGC104277	RAD51 homolog C (S. cerevisiae)	Nucleus	enzyme	AF029669	Hs.412587	NM_002876		GO:6310(DNA recombination); GO:6281(DNA repair)	GO:5524(ATP binding); GO:3677(DNA binding); GO:8094(DNA-dependent ATPase activity); GO:166(nucleotide binding)	GO:5634(nucleus)	17q22-q23
203626_s_at	2.111	SKP2	FBL1; FLB1; FBXL1; MGC1366	S-phase kinase-associated protein 2 (p45)	Nucleus	other	NM_005983	Hs.23348	NM_005983	KEGG pathway: Cell cycle 04110; KEGG pathway: Ubiquitin mediated proteolysis 04120	GO:82(G1/S transition of mitotic cell cycle); GO:8283(cell proliferation); GO:74(regulation of progression through cell cycle); GO:6512(ubiquitin cycle)	GO:5515(protein binding)		5p13
218573_at	2.114	MAGEH1	APR1; APR-1	melanoma antigen family H, 1	Cytoplasm	other	NM_014061	Hs.279819	NM_014061		GO:6915(apoptosis)			Xp11.22
225805_at	2.115	HNRPU	HNRPU	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	Nucleus	transporter	AW137669	Hs.166463	NM_004501 ; NM_031844	mRNA_processing_Reactome ; GenMAPP				1q44
244334_at	2.115	TRAM1L1	TRAM1L1	Translocation associated membrane protein 1-like 1	Unknown	other	AA169554	Hs.154218	NM_152402					4q26
206108_s_at	2.116	SFRS6	B52; SRP55; MGC5045	splicing factor, arginine/serine-rich 6	Nucleus	other	NM_006275	Hs.6891	NM_006275	Reactome Event:Gene Expression 74160; Reactome Event:Transcription 74159; Reactome Event:mRNA Processing 75071	GO:6376(mRNA splice site selection); GO:398(nuclear mRNA splicing, via spliceosome)	GO:3723(RNA binding); GO:166(nucleotide binding)	GO:5634(nucleus)	20q12-q13.1
204579_at	2.119	FGFR4	TKF; JTK2; MGC20292	fibroblast growth factor receptor 4	Plasma Membrane	kinase	NM_002011	Hs.165950	NM_002011	KEGG pathway: MAPK signaling pathway 04010; KEGG pathway: Regulation of actin cytoskeleton 04810	GO:8543(fibroblast growth factor receptor signaling pathway); GO:6468(protein amino acid phosphorylation)	GO:5524(ATP binding); GO:5007(fibroblast growth factor receptor activity); GO:166(nucleotide binding); GO:4674(protein serine/threonine kinase activity); GO:4713(protein-tyrosine kinase activity); GO:4872(receptor activity); GO:16740(transferase activity)	GO:16021(integral to membrane); GO:5887(integral to plasma membrane)	5q35.1-qter
200962_at	2.121	RPL31 (includes EG:6160)	RPL31	Ribosomal protein L31	Cytoplasm	other	AI348010	Hs.469473	NM_000993	Ribosomal_Proteins ; GenMAPP				2q11.2
202425_x_at	2.123	PPP3CA	CALN; CCN1; CNA1; CALNA; PPP2B; CALNA1	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)	Cytoplasm	phosphatase	NM_000944	Hs.435512	NM_000944	KEGG pathway: Amyotrophic lateral sclerosis (ALS) 05030; KEGG pathway: Apoptosis 04210; KEGG pathway: Axon guidance 04360; KEGG pathway: B cell receptor signaling pathway 04662; KEGG pathway: Calcium signaling pathway 04020; KEGG pathway: MAPK signaling pathway 04010; KEGG pathway: Natural killer cell mediated cytotoxicity 04650; KEGG pathway: T cell receptor signaling pathway 04660; KEGG pathway: Wnt signaling pathway 04310	GO:6470(protein amino acid dephosphorylation)	GO:5509(calcium ion binding); GO:5516(calmodulin binding); GO:16787(hydrolase activity); GO:5506(iron ion binding); GO:4722(protein serine/threonine phosphatase activity); GO:8270(zinc ion binding)	GO:5955(calcineurin complex); GO:5634(nucleus)	4q21-q24
232744_x_at	2.124	ATXN1	ATXN1	Ataxin 1	Nucleus	other	BG485129	Hs.434961	NM_000332					6p23
228245_s_at	2.124	OVOS2	OVOS2	Ovostatin 2	Unknown	other	AW594320	Hs.524331	XM_495917					12p11.21
1557701_s_at	2.126	POLH	POLH	Polymerase (DNA directed), eta	Nucleus	enzyme	AW665155	Hs.439153	NM_006502					6p21.1
201139_s_at	2.126	SSB	LARP3	Sjogren syndrome antigen B (autoantigen La)	Nucleus	enzyme	NM_003142	Hs.546301	NM_003142		GO:6405(RNA export from nucleus); GO:6396(RNA processing); GO:8334(histone mRNA metabolism); GO:6400(tRNA modification); GO:6383(transcription from RNA polymerase III promoter)	GO:3729(mRNA binding); GO:166(nucleotide binding); GO:49(tRNA binding)	GO:5737(cytoplasm); GO:5634(nucleus); GO:30529(ribonucleoprotein complex)	2q31.1
