Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
160756_at	Mm.27832	Ralb	v-ral simian leukemia viral oncogene homolog B (ras related)	1.95	0.96	0.07	0	0.75	1.17	PP PPP
92368_at	Mm.39884	Ramp3	receptor (calcitonin) activity modifying protein 3	-1.74	-0.8	0.16	0.02	-1.3	-0.29	PP PPP
101254_at	Mm.7521	Ran	RAN, member RAS oncogene family	6.66	2.74	0.05	0	2.59	2.88	PP PPP
98573_r_at	Mm.3752	Ranbp1	RAN binding protein 1	3.29	1.72	0.28	0.01	0.82	2.62	PP PPP
98602_at	Mm.3833	Rangap1	RAN GTPase activating protein 1	1.97	0.98	0.08	0	0.71	1.24	PP PPP
98603_s_at	Mm.3833	Rangap1	RAN GTPase activating protein 1	2.92	1.55	0.09	0	1.27	1.83	PP PPP
100562_at	Mm.143774	Rangnrf-pending	RAN guanine nucleotide release factor	1.69	0.76	0.11	0.01	0.42	1.1	PP PPP
96693_at	Mm.27526	Rars	arginyl-tRNA synthetase	5.59	2.48	0.12	0	2.11	2.85	PP PPP
93319_at	Mm.18517	Rasa3	RAS p21 protein activator 3	-2.86	-1.52	0.14	0	-1.96	-1.07	PP PPP
103282_at	Mm.39613	Rasgrp2	RAS, guanyl releasing protein 2	-1.61	-0.69	0.1	0.01	-1	-0.38	PP PPP
102821_s_at	Mm.103632	Rasl2-9	RAS-like, family 2, locus 9	5.88	2.56	0.04	0	2.42	2.69	PP PPP
102028_at	Mm.248291	Rassf5	Ras association (RalGDS/AF-6) domain family 5	1.81	0.85	0.11	0	0.5	1.21	PP PPP
92647_at	Mm.12145	Rbbp4	retinoblastoma binding protein 4	3.17	1.66	0.1	0	1.34	1.99	PP PPP
99990_at	Mm.4480	Rbbp6	retinoblastoma binding protein 6	2.17	1.12	0.13	0	0.72	1.52	PP PPP
93081_at	Mm.270186	Rbbp7	retinoblastoma binding protein 7	8.41	3.07	0.12	0	2.68	3.47	PP PPP
104476_at	Mm.2994	Rbl1	retinoblastoma-like 1 (p107)	3.59	1.84	0.1	0	1.52	2.17	PP PPA
100138_f_at	Mm.183025	Rbm14	RNA binding motif protein 14	1.97	0.98	0.19	0.01	0.38	1.58	PP PPP
96041_at	Mm.128512	Rbm3	RNA binding motif protein 3	2.88	1.52	0.12	0	1.14	1.91	PP PPP
97254_at	Mm.261972	Rbm8	RNA binding motif protein	4.71	2.24	0.09	0	1.94	2.53	PP PPP
160192_at	Mm.24718	Rbmxrt	RNA binding motif protein, X chromosome retrogene	5.52	2.46	0.17	0	1.92	3.01	PP PPA
95124_i_at	Mm.29405	Rbx1	ring-box 1	1.71	0.77	0.08	0	0.51	1.03	PP PPP
95125_f_at	Mm.29405	Rbx1	ring-box 1	1.49	0.58	0.1	0.01	0.27	0.88	AP APP
101056_at	Mm.7051	Rdx	radixin	3.03	1.6	0.14	0	1.15	2.05	PP PPA
98335_at	Mm.148877	Recc1	replication factor C 1	2.22	1.15	0.08	0	0.9	1.39	AP APA
160633_at	Mm.1886	Refbp1	RNA and export factor binding protein 1	3.8	1.93	0.14	0	1.48	2.37	PP PPP
96154_at	Mm.28280	Renbp	renin binding protein	-1.96	-0.97	0.07	0	-1.2	-0.75	PP PPP
160995_at	Mm.27001	Repin1	replication initiator 1	1.91	0.93	0.11	0	0.58	1.29	PP PPP
101828_at	Mm.57199	Ret	ret proto-oncogene	-2.1	-1.07	0.17	0.01	-1.61	-0.53	PP PPP
102370_at	Mm.254439	retsdr2-pending	retinal short-chain dehydrogenase/reductase 2	-3.34	-1.74	0.1	0	-2.06	-1.42	PP PPP
95612_at	Mm.27997	Rfc5	replication factor C (activator 1) 5	2.67	1.42	0.16	0	0.91	1.93	PP PPP
103801_at	Mm.161167	Rfxank	regulatory factor X-associated ankyrin-containing protein	-1.74	-0.8	0.16	0.02	-1.31	-0.29	PP PPP
161841_r_at	Mm.161167	Rfxank	regulatory factor X-associated ankyrin-containing protein	-1.66	-0.73	0.06	0	-0.93	-0.53	PP PPP
102960_at	Mm.17958	Rga	recombination activating gene 1 gene activation	1.61	0.69	0.09	0.01	0.39	0.98	PP PPP
99953_at	Mm.43777	Rgl2	ral guanine nucleotide dissociation stimulator,-like 2	1.49	0.58	0.08	0.01	0.33	0.82	PP PPP
161765_f_at	Mm.18635	Rgs10	regulator of G-protein signalling 10	-1.62	-0.7	0.11	0.01	-1.04	-0.35	PP PPP
103606_r_at	Mm.20156	Rgs19	regulator of G-protein signaling 19	1.75	0.8	0.1	0	0.5	1.11	PP PPP
94155_at	Mm.41642	Rgs4	regulator of G-protein signaling 4	-2.75	-1.46	0.21	0.01	-2.11	-0.8	PP PPP
94899_at	Mm.2402	Rhoip3-pending	Rho interacting protein 3	2.61	1.38	0.11	0	1.05	1.72	PP PPP
160827_at	Mm.3069	Rin2	Ras and Rab interactor 2	-2.35	-1.23	0.09	0	-1.52	-0.94	PP PPP
161787_f_at	Mm.21873	Ris2	retroviral integration site 2	2.04	1.03	0.12	0	0.65	1.41	PP PPP
94024_at	Mm.21873	Ris2	retroviral integration site 2	1.86	0.89	0.14	0.01	0.43	1.35	PP PPP
98042_at	Mm.34126	Risc-pending	retinoid-inducible serine caroboxypetidase	-2.91	-1.54	0.14	0	-1.98	-1.1	PP PPP
160205_f_at	Mm.25228	Rnf11	ring finger protein 11	1.55	0.63	0.08	0	0.38	0.89	AP APP
101966_s_at	Mm.259750	Rnf13	ring finger protein 13	-1.52	-0.6	0.07	0	-0.83	-0.37	PP PPP
101939_at	Mm.96867	Rnf141	ring finger protein 141	-1.56	-0.64	0.09	0.01	-0.92	-0.36	PP PPP
93782_at	Mm.21281	Rnf4	ring finger protein 4	1.98	0.98	0.08	0	0.74	1.23	PP PPP
100621_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-3.69	-1.88	0.06	0	-2.08	-1.69	PP PPP
161983_f_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-2.57	-1.36	0.12	0	-1.75	-0.97	PP PPP
93818_g_at	Mm.21507	Rnp24-pending	coated vesicle membrane protein	2.05	1.03	0.05	0	0.86	1.21	PP PPP
93819_at	Mm.21507	Rnp24-pending	coated vesicle membrane protein	1.84	0.88	0.11	0	0.52	1.24	PP PPP
98624_at	Mm.3865	Rnpc1	RNA-binding region (RNP1, RRM) containing 1	1.82	0.87	0.13	0.01	0.45	1.29	PP PPP
93267_at	Mm.259348	Rnpc2	RNA-binding region (RNP1, RRM) containing 2	1.85	0.89	0.16	0.01	0.38	1.4	PP PPP
160351_at	Mm.214970	Rnpep	arginyl aminopeptidase (aminopeptidase B)	2.02	1.01	0.1	0	0.71	1.32	PP PPP
93518_at	Mm.1951	Rnps1	ribonucleic acid binding protein S1	2.72	1.45	0.11	0	1.1	1.79	PP PPP
97838_at	Mm.260567	Rnu22	RNA, U22 small nucleolar	5.68	2.51	0.1	0	2.19	2.82	PP PPA
98943_at	Mm.2870	Rpa2	replication protein A2	3.77	1.91	0.18	0	1.34	2.48	PP PPA
160324_at	Mm.29073	Rpa3	replication protein A3	3.25	1.7	0.14	0	1.24	2.16	PP PPA
100711_at	Mm.268885	Rpl10a	ribosomal protein L10A	2.88	1.53	0.12	0	1.13	1.92	PP PPP
102109_at	Mm.42578	Rpl13	ribosomal protein L13	2.53	1.34	0.06	0	1.14	1.54	PP PPP
92834_at	Mm.180458	Rpl13a	ribosomal protein L13a	2.77	1.47	0.16	0	0.97	1.97	PP PPP
160476_f_at	Mm.41923	Rpl18	ribosomal protein L18	2.21	1.14	0.08	0	0.9	1.38	PP PPP
97483_at	Mm.30806	Rpl19	ribosomal protein L19	1.81	0.85	0.13	0.01	0.42	1.28	PP PPP
96290_f_at	Mm.29896	Rpl21	ribosomal protein L21	1.79	0.84	0.07	0	0.61	1.07	PP PPP
92857_at	Mm.13917	Rpl22	ribosomal protein L22	1.49	0.58	0.07	0	0.36	0.8	AP APA
161127_i_at	Mm.107869	Rpl24	ribosomal protein L24	1.91	0.93	0.17	0.01	0.4	1.47	PP PPP
100729_at	Mm.3229	Rpl26	ribosomal protein L26	1.79	0.84	0.09	0	0.55	1.13	PP PPP
101680_at	Mm.142380	Rpl27a	ribosomal protein L27a	2.94	1.56	0.07	0	1.33	1.78	PP PPP
101573_f_at	Mm.142380	Rpl27a	ribosomal protein L27a	2.19	1.13	0.09	0	0.84	1.42	PP PPP
100727_at	Mm.3111	Rpl28	ribosomal protein L28	2.15	1.11	0.13	0	0.71	1.51	PP PPP
94240_i_at	Mm.2235	Rpl29	ribosomal protein L29	1.92	0.94	0.09	0	0.64	1.24	PP PPA
100734_at	Mm.3486	Rpl3	ribosomal protein L3	2.13	1.09	0.09	0	0.79	1.39	PP PPP
98119_at	Mm.3487	Rpl30	ribosomal protein L30	1.8	0.85	0.09	0	0.56	1.13	PP PPP
160478_r_at	Mm.104368	Rpl32	ribosomal protein L32	-7.42	-2.89	0.17	0	-3.45	-2.33	PP PPP
92628_at	Mm.11376	Rpl36	ribosomal protein L36	2.52	1.33	0.12	0	0.94	1.73	PP PPP
92577_f_at	Mm.10474	Rpl37	ribosomal protein L37	2	1	0.07	0	0.79	1.22	PP PPP
93822_at	Mm.21529	Rpl37a	ribosomal protein L37a	1.94	0.96	0.12	0	0.58	1.34	PP PPP
160081_at	Mm.14838	Rpl44	ribosomal protein L44	2.29	1.2	0.13	0	0.79	1.6	PP PPP
101129_at	Mm.4419	Rpl5	ribosomal protein L5	2.1	1.07	0.09	0	0.79	1.36	PP PPP
96962_at	Mm.588	Rpl6	ribosomal protein L6	2.56	1.35	0.14	0	0.91	1.79	PP PPP
97695_s_at	Mm.37835	Rpl7	ribosomal protein L7	2.37	1.24	0.07	0	1.02	1.46	PP PPP
97697_at	Mm.37835	Rpl7	ribosomal protein L7	-1.83	-0.87	0.18	0.02	-1.45	-0.3	PP PPP
98168_at	Mm.725	Rpl7a	ribosomal protein L7a	2.81	1.49	0.13	0	1.09	1.89	PP PPP
96575_at	Mm.30066	Rpl8	ribosomal protein L8	2.62	1.39	0.1	0	1.06	1.72	PP PPP
100694_at	Mm.3158	Rplp1	ribosomal protein, large, P1	2.26	1.18	0.11	0	0.82	1.53	PP PPP
94237_at	Mm.251791	Rpn1	ribophorin I	2.71	1.44	0.06	0	1.23	1.65	PP PPP
94077_f_at	Mm.22130	Rpn2	ribophorin II	2.01	1.01	0.08	0	0.76	1.26	PP PPP
160426_at	Mm.3458	Rpo1-1	RNA polymerase 1-1	1.62	0.69	0.11	0.01	0.35	1.04	PP PPP
93620_at	Mm.7387	Rpo1-4	RNA polymerase 1-4	2.4	1.27	0.1	0	0.94	1.59	PP PPP
102126_at	Mm.21289	Rps12	ribosomal protein S12	1.87	0.9	0.13	0.01	0.49	1.32	PP PPP
97647_at	Mm.702	Rps16	ribosomal protein S16	2.42	1.28	0.12	0	0.9	1.66	PP PPP
99590_at	Mm.42767	Rps17	ribosomal protein S17	1.73	0.79	0.12	0.01	0.4	1.18	PP PPP
98333_at	Mm.42790	Rps18	ribosomal protein S18	2.4	1.26	0.1	0	0.94	1.58	PP PPP
94068_at	Mm.103634	Rps19	ribosomal protein S19	1.78	0.83	0.11	0.01	0.47	1.19	PP PPP
100686_at	Mm.1129	Rps2	ribosomal protein S2	2.67	1.42	0.09	0	1.14	1.69	PP PPP
96358_at	Mm.30011	Rps23	ribosomal protein S23	1.94	0.96	0.08	0	0.69	1.22	PP PPP
96071_at	Mm.265	Rps25	ribosomal protein S25	2.02	1.01	0.13	0	0.61	1.41	PP PPP
98564_f_at	Mm.372	Rps26	ribosomal protein S26	2.35	1.23	0.09	0	0.95	1.51	PP PPP
96300_f_at	Mm.270283	Rps27	ribosomal protein S27	1.51	0.59	0.1	0.01	0.26	0.92	PP PPP
93030_at	Mm.180003	Rps27a	ribosomal protein S27a	1.85	0.89	0.07	0	0.65	1.13	PP PPP
101137_at	Mm.268870	Rps3	ribosomal protein S3	2.59	1.37	0.06	0	1.17	1.58	PP PPP
101664_at	Mm.6957	Rps3a	ribosomal protein S3a	2.7	1.43	0.07	0	1.2	1.67	PP PPP
100780_at	Mm.66	Rps4x	ribosomal protein S4, X-linked	2.01	1.01	0.11	0	0.68	1.34	PP PPP
162229_at	Mm.66	Rps4x	ribosomal protein S4, X-linked	-1.68	-0.75	0.13	0.01	-1.15	-0.35	PP PPP
99336_at	Mm.5291	Rps5	ribosomal protein S5	2.24	1.16	0.13	0	0.76	1.56	PP PPP
101577_at	Mm.1139	Rps6	ribosomal protein S6	2.65	1.41	0.09	0	1.12	1.69	PP PPP
161419_r_at	Mm.29910	Rps6ka1	ribosomal protein S6 kinase polypeptide 1	1.69	0.76	0.05	0	0.61	0.9	PP PPP
98007_at	Mm.196198	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	-1.98	-0.99	0.12	0	-1.38	-0.6	PP PPP
93602_at	Mm.20914	Rps6ka4	ribosomal protein S6 kinase, polypeptide 4	-1.53	-0.61	0.08	0	-0.86	-0.37	PP PPP
101212_at	Mm.5281	Rps7	ribosomal protein S7	3.29	1.72	0.11	0	1.37	2.06	PP PPP
100732_at	Mm.3381	Rps8	ribosomal protein S8	2.51	1.32	0.14	0	0.88	1.77	PP PPP
97319_at	Mm.29467	Rrad	Ras-related associated with diabetes	1.4	0.49	0.07	0	0.28	0.69	PP PPA
94394_at	Mm.257	Rras	Harvey rat sarcoma oncogene, subgroup R	-2.5	-1.32	0.19	0.01	-1.94	-0.71	PP PPP
100752_at	Mm.3917	Rrh	retinal pigment epithelium derived rhodopsin homolog	-1.81	-0.85	0.18	0.02	-1.43	-0.28	PP PPP
100612_at	Mm.656	Rrm1	ribonucleotide reductase M1	3.13	1.65	0.2	0	1.02	2.27	PP PPP
102001_at	Mm.99	Rrm2	ribonucleotide reductase M2	3.63	1.86	0.23	0	1.14	2.58	PP PPA
96778_at	Mm.29061	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	2.88	1.53	0.21	0.01	0.87	2.18	PP PPP
102797_at	Mm.14063	Rsdr1-pending	retinal short-chain dehydrogenase/reductase 1	-4.79	-2.26	0.21	0	-2.92	-1.6	PP PPP
98312_at	Mm.42202	Rspondin-pending	thrombospondin type 1 domain containing gene	-2.99	-1.58	0.14	0	-2.04	-1.12	PP PPP
101584_at	Mm.905	Rsu1	Ras suppressor protein 1	-1.61	-0.69	0.1	0.01	-1.01	-0.37	PP PPP
103460_at	Mm.21697	Rtp801-pending	HIF-1 responsive RTP801	2.97	1.57	0.15	0	1.09	2.05	PP PPA
99537_at	Mm.42195	Ruvbl1	RuvB-like protein 1	3.4	1.77	0.16	0	1.26	2.27	PP PPP
160422_at	Mm.34410	Ruvbl2	RuvB-like protein 2	4.79	2.26	0.11	0	1.9	2.62	PP PPP
92235_g_at	Mm.3470	Rxra	retinoid X receptor alpha	-1.66	-0.73	0.12	0.01	-1.12	-0.35	PP PPP
92237_at	Mm.3475	Rxrg	retinoid X receptor gamma	-1.54	-0.62	0.11	0.01	-0.97	-0.28	PP PPP
99651_at	Mm.182650	Ry1-pending	putative nucleic acid binding protein RY-1	1.76	0.82	0.1	0	0.49	1.15	PP PPP
95453_f_at	Mm.24662	S100a1	S100 calcium binding protein A1	-3.54	-1.82	0.16	0	-2.32	-1.33	PP PPP
92539_at	Mm.1	S100a10	S100 calcium binding protein A10 (calpactin)	-2.5	-1.32	0.08	0	-1.57	-1.07	PP PPP
98600_at	Mm.175848	S100a11	S100 calcium binding protein A11 (calizzarin)	-2.47	-1.3	0.07	0	-1.53	-1.08	PP PPP
100960_g_at	Mm.6523	S100a13	S100 calcium binding protein A13	-1.41	-0.5	0.07	0	-0.71	-0.29	PP PPP
100959_at	Mm.6523	S100a13	S100 calcium binding protein A13	-2.54	-1.35	0.09	0	-1.64	-1.05	PP PPP
92770_at	Mm.100144	S100a6	S100 calcium binding protein A6 (calcyclin)	-3.48	-1.8	0.06	0	-2.01	-1.59	PP PPP
102763_at	Mm.12966	S3-12-pending	plasma membrane associated protein, S3-12	-2.07	-1.05	0.17	0.01	-1.58	-0.52	PP PPP
100333_at	Mm.200941	Saa2	serum amyloid A 2	-3.6	-1.85	0.19	0	-2.45	-1.25	PP PPP
102712_at	Mm.14277	Saa3	serum amyloid A 3	-8.69	-3.12	0.24	0	-3.89	-2.35	PP PPP
103080_at	Mm.196457	Samhd1	SAM domain and HD domain, 1	-1.81	-0.85	0.1	0	-1.18	-0.53	PP PPP
161432_f_at	Mm.29594	Sart3	squamous cell carcinoma antigen recognized by T-cells 3	1.84	0.88	0.13	0.01	0.46	1.29	PP PPA
97340_at	Mm.29594	Sart3	squamous cell carcinoma antigen recognized by T-cells 3	1.64	0.72	0.1	0	0.41	1.02	PP PPP
96657_at	Mm.2734	Sat	spermidine/spermine N1-acetyl transferase	-3.14	-1.65	0.08	0	-1.91	-1.39	PP PPP
160388_at	Mm.30119	Sc4mol	sterol-C4-methyl oxidase-like	1.5	0.58	0.08	0.01	0.32	0.85	PP PPP
100471_at	Mm.4940	Sc65-pending	SC65 synaptonemal complex protein	-1.81	-0.86	0.14	0.01	-1.3	-0.41	PP PPP
99127_at	Mm.4098	Sca10	spinocerebellar ataxia 10 homolog (human)	3.78	1.92	0.23	0	1.19	2.65	PP PPP
100095_at	Mm.4603	Scarb1	scavenger receptor class B, member 1	1.61	0.69	0.13	0.01	0.27	1.11	PP PPP
101389_at	Mm.259568	Scarb2	scavenger receptor class B, member 2	-1.72	-0.78	0.09	0	-1.08	-0.48	PP PPP
162077_f_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	5.01	2.32	0.24	0	1.57	3.08	PP PPA
95758_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	11.48	3.52	0.18	0	2.93	4.11	PP PPA
104504_at	Mm.3076	Scn8a	sodium channel, voltage-gated, type VIII, alpha polypeptide	-2.05	-1.03	0.17	0.01	-1.59	-0.48	PP PPP
95102_at	Mm.196533	Scotin-pending	scotin gene	-2.33	-1.22	0.08	0	-1.47	-0.97	PP PPP
104069_at	Mm.21619	Scr59-pending	serine-rich spermatocytes and round spermatid protein	1.6	0.68	0.1	0.01	0.35	1.01	PP PPP
92756_r_at	Mm.4723	Sct	secretin	-1.55	-0.63	0.1	0.01	-0.94	-0.33	PP PPP
92578_at	Mm.10507	Scye1	small inducible cytokine subfamily E, member 1	2.65	1.41	0.1	0	1.1	1.72	PP PPP
93043_at	Mm.15125	Sdfr1	stromal cell derived factor receptor 1	-1.46	-0.55	0.06	0	-0.75	-0.35	PP PPP
94216_at	Mm.198138	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein	1.9	0.92	0.08	0	0.68	1.17	PP PPP
95665_at	Mm.29571	Sec14l1	SEC14-like 1 (S. cerevisiae)	-2.24	-1.16	0.1	0	-1.47	-0.85	PP PPP
98944_at	Mm.28704	Sec23b	SEC23B (S. cerevisiae)	1.76	0.82	0.11	0.01	0.46	1.18	PP PPP
160291_at	Mm.28375	Sec61a	SEC61, alpha subunit (S. cerevisiae)	3.38	1.76	0.11	0	1.41	2.1	PP PPP
97882_at	Mm.28375	Sec61a	SEC61, alpha subunit (S. cerevisiae)	1.97	0.98	0.1	0	0.65	1.31	PP PPP
92636_f_at	Mm.1164	Sec61g	SEC61, gamma subunit (S. cerevisiae)	1.68	0.75	0.07	0	0.53	0.97	PP PPP
160403_at	Mm.104491	Selk-pending	selenoprotein K	-1.71	-0.77	0.08	0	-1.04	-0.51	PP PPP
103488_at	Mm.22173	Selpl	selectin, platelet (p-selectin) ligand	-4.42	-2.14	0.16	0	-2.67	-1.62	PP PPP
99460_at	Mm.4083	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	-1.99	-0.99	0.21	0.02	-1.65	-0.33	PP PPP
102623_at	Mm.12903	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3 F	-1.88	-0.91	0.2	0.02	-1.55	-0.28	PP PPP
94063_at	Mm.22061	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	1.87	0.9	0.13	0.01	0.5	1.3	PP PPP
160836_at	Mm.33903	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	2.11	1.08	0.09	0	0.8	1.35	PP PPP
100762_at	Mm.9212	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	-2.18	-1.12	0.16	0.01	-1.62	-0.62	PP PPP
98905_at	Mm.270259	7-Sep	septin 7	2.71	1.44	0.09	0	1.16	1.72	PP PPP
160275_at	Mm.28212	Sepr	selenoprotein R	-2.55	-1.35	0.1	0	-1.66	-1.04	PP PPP
97543_at	Mm.336	2-Sep	septin 2	2.43	1.28	0.12	0	0.88	1.68	PP PPP
94079_at	Mm.2214	4-Sep	septin 4	-4.13	-2.05	0.21	0	-2.72	-1.37	PP PPP
98609_at	Mm.38450	9-Sep	septin 9	-1.55	-0.63	0.06	0	-0.82	-0.43	PP PPP
95708_at	Mm.29702	Serp1-pending	stress-associated endoplasmic reticulum protein 1	3.37	1.75	0.07	0	1.52	1.98	PP PPP
161259_f_at	Mm.73172	Serpina5	serine (or cysteine) proteinase inhibitor, clade A, member 5	-1.62	-0.7	0.11	0.01	-1.06	-0.34	PP PPA
96060_at	Mm.2623	Serpinb6a	serine (or cysteine) proteinase inhibitor, clade B, member 6a	-5.48	-2.45	0.13	0	-2.87	-2.04	PP PPP
161115_r_at	Mm.202781	Serpinb9f	serine (or cysteine) proteinase inhibitor, clade B, member 9f	-2.42	-1.28	0.12	0	-1.66	-0.89	PP PPP
100966_at	Mm.6609	Serpind1	serine (or cysteine) proteinase inhibitor, clade D, member 1	-1.81	-0.86	0.18	0.02	-1.44	-0.28	PP PPP
94456_at	Mm.28805	Set	SET translocation	7.27	2.86	0.12	0	2.48	3.24	PP PPP
98550_at	Mm.28805	Set	SET translocation	7.53	2.91	0.13	0	2.51	3.31	PP PPP
102771_at	Mm.181661	Setdb1	SET domain, bifurcated 1	2.18	1.12	0.14	0	0.68	1.57	PP PPA
96027_at	Mm.156914	Sf3a1	splicing factor 3a, subunit 1	2.17	1.12	0.12	0	0.73	1.51	PP PPP
92196_f_at	Mm.262677	Sf3a2	splicing factor 3a, subunit 2	1.59	0.67	0.11	0.01	0.31	1.03	PP PPP
96029_at	Mm.25779	Sf3a3	splicing factor 3a, subunit 3, 60kDa	3.84	1.94	0.13	0	1.52	2.36	PP PPP
96777_at	Mm.28150	Sf3b1	splicing factor 3b, subunit 1	4.39	2.13	0.16	0	1.63	2.63	PP PPA
97808_at	Mm.28150	Sf3b1	splicing factor 3b, subunit 1	3.09	1.63	0.14	0	1.18	2.08	PP PPP
100706_f_at	Mm.27840	Sfmbt2	Scm-related gene containing four mbt domain 2	-1.55	-0.63	0.1	0.01	-0.95	-0.32	PP PPA
160078_at	Mm.140	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	2.9	1.54	0.08	0	1.28	1.79	PP PPP
99621_s_at	Mm.140	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4.05	2.02	0.22	0	1.32	2.72	PP PPA
92469_at	Mm.42095	Sfrp4	secreted frizzled-related sequence protein 4	-1.77	-0.82	0.17	0.02	-1.37	-0.27	PP PPP
95791_s_at	Mm.21841	Sfrs2	splicing factor, arginine/serine-rich 2 (SC-35)	4.54	2.18	0.12	0	1.79	2.58	PP PPP
94017_s_at	Mm.21841	Sfrs2	splicing factor, arginine/serine-rich 2 (SC-35)	4.56	2.19	0.04	0	2.06	2.32	PP PPP
99628_at	Mm.43331	Sfrs5	splicing factor, arginine/serine-rich 5 (SRp40, HRS)	1.76	0.82	0.07	0	0.59	1.05	PP PPP
160182_at	Mm.24042	Sfrs6	splicing factor, arginine/serine-rich 6	5.02	2.33	0.13	0	1.92	2.74	PP PPP
96302_at	Mm.29915	Sfrs7	splicing factor, arginine/serine-rich 7	3.41	1.77	0.14	0	1.32	2.22	PP PPA
96834_at	Mm.31740	Sfrs9	splicing factor, arginine/serine rich 9	3.95	1.98	0.17	0	1.43	2.53	PP PPP
160891_at	Mm.46033	Sftpb	surfactant associated protein B	-1.61	-0.69	0.11	0.01	-1.03	-0.34	PP PPP
92831_at	Mm.12983	Sfxn1	sideroflexin 1	3.05	1.61	0.19	0	0.99	2.22	PP PPA
103522_at	Mm.22815	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	-2.25	-1.17	0.19	0.01	-1.79	-0.55	PP PPA
97890_at	Mm.28405	Sgk	serum/glucocorticoid regulated kinase	-5.07	-2.34	0.21	0	-3.02	-1.67	PP PPP
96126_at	Mm.200373	Sgpl1	sphingosine phosphate lyase 1	-1.74	-0.8	0.08	0	-1.04	-0.55	PP PPP
96127_at	Mm.200373	Sgpl1	sphingosine phosphate lyase 1	-3.38	-1.76	0.16	0	-2.25	-1.26	PP PPP
99158_at	Mm.4165	Sh3d3	SH3 domain protein 3	-1.93	-0.95	0.08	0	-1.19	-0.71	PP PPP
104350_at	Mm.86595	Shc1	src homology 2 domain-containing transforming protein C1	2.06	1.04	0.12	0	0.67	1.42	PP PPP
93713_at	Mm.86595	Shc1	src homology 2 domain-containing transforming protein C1	1.86	0.9	0.15	0.01	0.42	1.38	PP PPA
101149_at	Mm.4803	Shc3	src homology 2 domain-containing transforming protein C3	-3.14	-1.65	0.17	0	-2.2	-1.09	PP PPP
98459_at	Mm.226530	Shmt1	serine hydroxymethyl transferase 1 (soluble)	2.68	1.42	0.14	0	0.98	1.86	PP PPP
162458_i_at	Mm.29890	Shmt2	serine hydroxymethyl transferase 2 (mitochondrial)	1.61	0.69	0.07	0	0.48	0.9	PP PPP
100985_at	Mm.6765	Siah1a	seven in absentia 1A	-2.48	-1.31	0.17	0	-1.86	-0.75	PP PPP
94431_at	Mm.149029	Siat1	sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)	-1.63	-0.7	0.11	0.01	-1.06	-0.35	PP PPP
94432_at	Mm.149029	Siat1	sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)	-3.92	-1.97	0.15	0	-2.44	-1.5	PA PAP
102208_at	Mm.212742	Siat10	sialyltransferase 10 (alpha-2,3-sialyltransferase VI)	5.63	2.49	0.19	0	1.88	3.1	AP APA
99847_at	Mm.248334	Siat4a	sialyltransferase 4A (beta-galactoside alpha-2,3-sialytransferase)	-1.8	-0.85	0.15	0.01	-1.31	-0.39	PP PPP
102318_at	Mm.10701	Siat8d	sialyltransferase 8 (alpha-2, 8-sialyltransferase) D	1.55	0.63	0.08	0	0.37	0.9	PP PPP
98596_s_at	Mm.38248	Siat9	sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase)	1.56	0.64	0.11	0.01	0.29	1	PP PPP
160364_at	Mm.123859	Silg41	silica-induced gene 41	3.67	1.87	0.13	0	1.47	2.28	PP PPP
95702_at	Mm.247434	Simp-pending	source of immunodominant MHC-associated peptides	1.71	0.78	0.11	0.01	0.41	1.14	PP PPP
103011_at	Mm.15755	Sin3a	transcriptional regulator, SIN3A (yeast)	1.89	0.92	0.07	0	0.68	1.16	PP PPP
97963_at	Mm.3072	Sipa1	signal-induced proliferation associated gene 1	1.65	0.72	0.09	0	0.45	1	PP PPP
104660_at	Mm.31775	Sit-pending	SHP2 interacting transmembrane adaptor	-1.89	-0.92	0.14	0.01	-1.37	-0.47	PP PPP
97828_at	Mm.28216	Siva-pending	Cd27 binding protein (Hindu God of destruction)	2.54	1.35	0.15	0	0.88	1.81	PP PPP
