Gene Title	Gene Symbol	RefSeq Transcript Id	p-value(TREATMENTS)	p-value(Let7b - negative control1)	ratio (Let7b - negative control1)	p-value(Let7b - negative control2)	ratio (Let7b - negative control2)
tropomyosin 2 (beta)	TPM2	NM_003289 /// NM_213674	1.16E-08	7.51E-09	1.92348	6.26E-09	1.95448
ras homolog gene family, member Q /// similar to ARHQ protein	RHOQ /// LOC284988	NM_012249 /// XM_209429	6.02E-10	9.49E-09	1.93559	1.59E-08	1.84952
Cyclin G2	CCNG2	NM_004354	4.36E-11	4.53E-11	1.94579	6.16E-11	1.89514
Eukaryotic translation initiation factor 2C, 4	EIF2C4	NM_017629	7.74E-14	9.23E-13	1.95965	1.95E-12	1.83984
aquaporin 3	AQP3	NM_004925	7.77E-12	5.78E-12	1.97257	1.85E-11	1.78752
melanoma cell adhesion molecule	MCAM	NM_006500	3.18E-14	3.65E-14	1.97962	2.60E-14	2.03678
chromosome 10 open reading frame 10	C10orf10	NM_007021	1.28E-07	5.35E-08	2.00371	1.17E-07	1.86638
Homeodomain interacting protein kinase 3	HIPK3	NM_005734	6.65E-11	6.19E-11	2.00536	1.86E-11	2.2221
cyclin G2	CCNG2	NM_004354	7.53E-12	1.19E-11	2.06466	1.37E-11	2.04009
nexilin (F actin binding protein)	NEXN	NM_144573	1.15E-10	5.78E-11	2.0672	4.51E-11	2.11142
CD9 antigen (p24)	CD9	NM_001769	2.89E-13	3.35E-13	2.07266	8.21E-14	2.33295
Nuclear factor I/B	NFIB	NM_005596	2.12E-10	1.45E-10	2.08388	1.45E-10	2.0829
Similar to hypothetical protein LOC231503	NA	XM_496707	2.51E-08	8.15E-09	2.09064	1.62E-08	1.96763
MRNA; cDNA DKFZp586B211 (from clone DKFZp586B211)	NA	NA	1.51E-08	2.99E-09	2.09364	4.79E-08	1.63842
chloride intracellular channel 3	CLIC3	NM_004669	7.52E-09	4.70E-09	2.09614	7.98E-09	2.00099
downregulated in ovarian cancer 1	DOC1	NM_014890 /// NM_182909	1.96E-12	1.06E-12	2.1077	8.73E-13	2.14257
KIAA0746 protein	KIAA0746	NM_015187	9.45E-11	1.77E-10	2.13476	1.08E-10	2.2271
cytochrome P450, family 3, subfamily A, polypeptide 5	CYP3A5	NM_000777	7.75E-15	8.95E-14	2.13918	9.63E-14	2.1261
Full-length cDNA clone CS0DJ001YJ05 of T cells (Jurkat cell line) Cot 10-normali	NA	NA	1.14E-09	4.32E-09	2.14909	3.08E-09	2.21395
hypothetical protein FLJ39370	FLJ39370	NM_152400	1.19E-15	7.87E-15	2.17037	3.76E-16	2.7998
TIMP metallopeptidase inhibitor 2	TIMP2	NM_003255	4.16E-12	1.41E-11	2.18631	4.20E-11	1.99268
TIMP metallopeptidase inhibitor 2	TIMP2	NM_003255	2.32E-13	4.20E-13	2.19094	6.39E-13	2.11477
keratin 23 (histone deacetylase inducible)	KRT23	NM_015515 /// NM_173213	5.87E-12	5.97E-12	2.20397	2.03E-12	2.41481
chondroitin beta1,4 N-acetylgalactosaminyltransferase	ChGn	NM_018371	1.56E-09	8.19E-10	2.2216	5.61E-10	2.29548
synaptotagmin-like 2	SYTL2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	7.10E-08	2.49E-08	2.22936	3.70E-08	2.15173
solute carrier family 4, sodium bicarbonate transporter-like, member 11	SLC4A11	NM_032034	5.89E-12	3.04E-12	2.24288	2.24E-12	2.3017
spondin 2, extracellular matrix protein	SPON2	NM_012445	5.68E-11	2.96E-11	2.25367	2.49E-11	2.28706
CDNA clone IMAGE:5531727	NA	NA	7.55E-12	1.12E-11	2.25492	3.85E-12	2.46933
cytochrome P450, family 3, subfamily A, polypeptide 5	CYP3A5	NM_000777	3.99E-14	2.03E-12	2.28742	6.90E-12	2.06242
KIAA0746 protein	KIAA0746	NM_015187	1.07E-10	1.70E-10	2.30366	7.53E-11	2.46948
ADP-ribosylation factor-like 7	ARL7	NM_005737	2.41E-09	9.19E-10	2.31313	1.31E-09	2.24279
RAS, dexamethasone-induced 1	RASD1	NM_016084	4.43E-14	2.48E-14	2.35424	2.88E-14	2.32427
CDNA clone IMAGE:5531727	NA	NA	3.38E-13	7.31E-13	2.39716	6.10E-13	2.43426
FLJ34306 protein	FLJ34306	NM_199340	2.53E-09	1.59E-09	2.43393	5.90E-09	2.17094
kelch-like 24 (Drosophila)	KLHL24	NM_017644	4.25E-12	2.98E-12	2.44349	3.72E-12	2.39839
downregulated in ovarian cancer 1	DOC1	NM_014890 /// NM_182909	2.38E-13	1.52E-13	2.45881	8.73E-14	2.57571
lysyl oxidase-like 2	LOXL2	NM_002318	5.62E-12	3.47E-12	2.46307	3.88E-12	2.43964
guanine nucleotide binding protein (G protein), alpha inhibiting activity polype	GNAI1	NM_002069	5.59E-12	3.23E-12	2.46435	5.51E-12	2.35526
solute carrier family 40 (iron-regulated transporter), member 1	SLC40A1	NM_014585	1.25E-14	9.41E-15	2.50136	3.74E-14	2.22831
S100 calcium binding protein A2	S100A2	NM_005978	1.77E-14	3.03E-14	2.53289	2.30E-14	2.59218
guanine nucleotide binding protein (G protein), alpha inhibiting activity polype	GNAI1	NM_002069	2.76E-11	3.79E-11	2.54227	3.64E-11	2.55072
tubulin, alpha 3	TUBA3	NM_006009	4.64E-14	2.07E-14	2.68247	4.16E-14	2.5296
aquaporin 3	AQP3	NM_004925	2.37E-14	4.77E-14	2.69376	2.80E-13	2.32149
matrix metallopeptidase 3 (stromelysin 1, progelatinase)	MMP3	NM_002422	2.05E-14	1.89E-13	2.70638	1.12E-13	2.82748
Transcribed locus	NA	NA	6.77E-10	5.30E-10	2.71501	1.84E-10	2.97383
solute carrier family 4, sodium bicarbonate transporter-like, member 11	SLC4A11	NM_032034	1.19E-12	8.73E-13	2.81055	3.34E-13	3.04711
synaptotagmin-like 2	SYTL2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	2.44E-10	1.25E-10	2.90994	8.83E-11	2.99832
keratin associated protein 3-1	KRTAP3-1	NM_031958	2.35E-13	3.36E-13	2.99409	1.18E-13	3.26855
ADP-ribosylation factor-like 7	ARL7	NM_005737	8.00E-14	2.67E-14	3.07174	7.42E-14	2.81937
lymphocyte antigen 96	LY96	NM_015364	8.82E-13	7.52E-13	3.59966	5.80E-13	3.67918
keratin 20	KRT20	NM_019010	5.53E-15	4.67E-15	3.83038	4.00E-15	3.88075
aldehyde dehydrogenase 3 family, memberA1	ALDH3A1	NM_000691	1.58E-10	1.21E-10	3.93671	8.96E-11	4.0387
