Probe ID	Fold change	p-value	GeneSymbol	GenbankAccession	Description
A_51_P383741	-2.27	4.62E-03	Bmp4	NM_007554	bone morphogenetic protein 4 (Bmp4), mRNA [NM_007554]
A_51_P267494	-2.28	1.21E-03	Cdc42ep3	NM_026514	CDC42 effector protein (Rho GTPase binding) 3 (Cdc42ep3), mRNA [NM_026514]
A_52_P203691	-2.28	1.78E-03	Arl5c	NM_207231	ADP-ribosylation factor-like 5C (Arl5c), mRNA [NM_207231]
A_52_P634218	-2.28	4.93E-03	C1s	NM_144938	complement component 1, s subcomponent (C1s), mRNA [NM_144938]
A_52_P27225	-2.28	2.43E-05	Plec1	NM_201389	plectin 1 (Plec1), transcript variant 6, mRNA [NM_201389]
A_52_P418901	-2.28	4.53E-05	Evi1	AK033517	adult male colon cDNA, RIKEN full-length enriched library, clone:9030417P20 product:ecotropic viral integration site 1, full insert sequence. [AK033517]
A_52_P134023	-2.28	1.29E-04	Rtp3	NM_153100	receptor transporter protein 3 (Rtp3), mRNA [NM_153100]
A_52_P267391	-2.28	4.04E-05	Trim12	NM_023835	tripartite motif protein 12 (Trim12), mRNA [NM_023835]
A_51_P159171	-2.28	8.79E-04	Irak2	NM_172161	interleukin-1 receptor-associated kinase 2 (Irak2), mRNA [NM_172161]
A_52_P145912	-2.28	1.49E-03	Mylk	NM_139300	myosin, light polypeptide kinase (Mylk), mRNA [NM_139300]
A_51_P110830	-2.28	2.19E-03	Adamts8	NM_013906	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 (Adamts8), mRNA [NM_013906]
A_52_P30803	-2.28	9.28E-05	TC1610785		Q6Y7W8_MOUSE (Q6Y7W8) Grb10 interacting GYF protein 2, partial (5%) [TC1610785]
A_52_P399095	-2.28	1.12E-04	9030224M15Rik	NM_177793	RIKEN cDNA 9030224M15 gene (9030224M15Rik), mRNA [NM_177793]
A_52_P653367	-2.28	1.85E-04	TC1673420
A_52_P441036	-2.28	3.39E-04	Col23a1	AK162470	12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430076L03 product:unclassifiable, full insert sequence [AK162470]
A_51_P306067	-2.28	8.96E-06	Lpp	NM_178665	LIM domain containing preferred translocation partner in lipoma (Lpp), mRNA [NM_178665]
A_51_P119429	-2.28	1.89E-04	Nckap1l	NM_153505	NCK associated protein 1 like (Nckap1l), mRNA [NM_153505]
A_52_P425254	-2.28	2.71E-04	NAP041849-1
A_52_P161488	-2.28	1.41E-05	Clec4e	NM_019948	C-type lectin domain family 4, member e (Clec4e), mRNA [NM_019948]
A_52_P765764	-2.28	8.34E-04	EG243423	XM_144770	PREDICTED:  similar to Ig kappa chain V-II region RPMI 6410 precursor (LOC243423), mRNA [XM_144770]
A_52_P176245	-2.28	3.05E-04	Gata6	NM_010258	GATA binding protein 6 (Gata6), mRNA [NM_010258]
A_52_P95759	-2.28	4.10E-05	Sh3md4	NM_172788	SH3 multiple domains 4 (Sh3md4), mRNA [NM_172788]
A_51_P238357	-2.28	2.09E-03	Plek	NM_019549	pleckstrin (Plek), mRNA [NM_019549]
A_52_P671794	-2.28	4.64E-04	Plscr4	NM_178711	phospholipid scramblase 4 (Plscr4), mRNA [NM_178711]
A_52_P664783	-2.28	2.85E-04	C230086A09Rik	NM_177123	RIKEN cDNA C230086A09 gene (C230086A09Rik), mRNA [NM_177123]
A_51_P169415	-2.28	1.18E-02	Parvb	NM_133167	parvin, beta (Parvb), mRNA [NM_133167]
A_52_P546635	-2.28	9.64E-04	Zeb1	NM_011546	zinc finger E-box binding homeobox 1 (Zeb1), mRNA [NM_011546]
A_51_P212782	-2.28	8.55E-04	Il1b	NM_008361	interleukin 1 beta (Il1b), mRNA [NM_008361]
A_52_P120803	-2.28	3.68E-04	Ankrd1	NM_013468	ankyrin repeat domain 1 (cardiac muscle) (Ankrd1), mRNA [NM_013468]
A_51_P316616	-2.28	2.37E-04	BC004728	NM_174992	cDNA sequence BC004728 (BC004728), transcript variant 1, mRNA [NM_174992]
A_52_P27117	-2.28	9.12E-05	Eif2c4		eukaryotic translation initiation factor 2C, 4 [Source:MarkerSymbol;Acc:MGI:1924100] [ENSMUST00000102614]
A_52_P414750	-2.28	4.92E-03	Akap13	XM_133543	PREDICTED:  A kinase (PRKA) anchor protein 13, transcript variant 1 (Akap13), mRNA [XM_133543]
A_51_P341767	-2.29	2.07E-03	Parp14	NM_001039530	poly (ADP-ribose) polymerase family, member 14 (Parp14), mRNA [NM_001039530]
A_51_P350048	-2.29	3.16E-04	Gstt2	NM_010361	glutathione S-transferase, theta 2 (Gstt2), mRNA [NM_010361]
A_51_P169401	-2.29	8.99E-05	Lrp6	NM_008514	low density lipoprotein receptor-related protein 6 (Lrp6), mRNA [NM_008514]
A_52_P286098	-2.29	1.15E-04	ENSMUST00000030142		erythrocyte protein band 4.1-like 4b [Source:MarkerSymbol;Acc:MGI:1859149] [ENSMUST00000030142]
A_52_P75971	-2.29	2.95E-03	Cgnl1	NM_026599	cingulin-like 1 (Cgnl1), mRNA [NM_026599]
A_51_P322677	-2.29	5.70E-05	Dusp14	NM_019819	dual specificity phosphatase 14 (Dusp14), mRNA [NM_019819]
A_52_P288177	-2.29	1.91E-03	Epha4	NM_007936	Eph receptor A4 (Epha4), mRNA [NM_007936]
A_51_P465449	-2.29	1.14E-05	Mybpc3	NM_008653	myosin binding protein C, cardiac (Mybpc3), mRNA [NM_008653]
A_52_P654841	-2.29	8.52E-04	Plscr1	NM_011636	phospholipid scramblase 1 (Plscr1), mRNA [NM_011636]
A_51_P302358	-2.29	6.53E-06	Ltb	NM_008518	lymphotoxin B (Ltb), mRNA [NM_008518]
A_51_P450573	-2.29	3.43E-06	Tgfbr2	NM_009371	transforming growth factor, beta receptor II (Tgfbr2), transcript variant 1, mRNA [NM_009371]
A_52_P430927	-2.29	9.15E-03	Zfyve26	AK042386	3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630086P05 product:KIAA0321 PROTEIN (FRAGMENT) homolog [Homo sapiens], full insert sequence. [AK042386]
A_52_P426513	-2.29	4.40E-04	Sh3bgrl	NM_019989	SH3-binding domain glutamic acid-rich protein like (Sh3bgrl), mRNA [NM_019989]
A_52_P239834	-2.29	1.09E-03	Ptprc	NM_011210	protein tyrosine phosphatase, receptor type, C (Ptprc), mRNA [NM_011210]
A_52_P435118	-2.29	2.83E-03	Stard13	NM_146258	serologically defined colon cancer antigen 13 (Stard13), mRNA [NM_146258]
A_52_P597323	-2.29	2.62E-03	Ssh1	AK173144	mRNA for mKIAA1298 protein. [AK173144]
A_51_P463452	-2.29	1.82E-04	Acsl1	NM_007981	acyl-CoA synthetase long-chain family member 1 (Acsl1), mRNA [NM_007981]
A_52_P30641	-2.29	5.88E-03	Gm459		Immunoglobulin Kappa light chain V gene segment [Source:IMGT/GENE_DB;Acc:IGKV4-86] [ENSMUST00000103337]
A_52_P212686	-2.29	4.34E-06	Lrrk1	NM_146191	leucine-rich repeat kinase 1 (Lrrk1), mRNA [NM_146191]
A_51_P442091	-2.29	1.78E-03	Snx13	AK122352	mRNA for mKIAA0713 protein [AK122352]
A_52_P362757	-2.29	1.89E-03	Col6a2	AK044870	9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130009B12 product:procollagen, type VI, alpha 2, full insert sequence. [AK044870]
A_52_P597618	-2.29	8.98E-04	Acsl1	NM_007981	acyl-CoA synthetase long-chain family member 1 (Acsl1), mRNA [NM_007981]
A_51_P175262	-2.3	5.28E-05	Pdgfb	NM_011057	platelet derived growth factor, B polypeptide (Pdgfb), mRNA [NM_011057]
A_52_P145861	-2.3	1.78E-03	Cd86	NM_019388	CD86 antigen (Cd86), mRNA [NM_019388]
A_52_P338266	-2.3	6.62E-03	2410076I21Rik		RIKEN cDNA 2410076I21 gene [Source:MarkerSymbol;Acc:MGI:1920923] [ENSMUST00000098674]
A_52_P336159	-2.3	2.55E-02	2010106G01Rik	AK152714	bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830083B01 product:hypothetical protein, full insert sequence [AK152714]
A_51_P253303	-2.3	1.98E-03	Gucy1b3	NM_017469	guanylate cyclase 1, soluble, beta 3 (Gucy1b3), mRNA [NM_017469]
A_51_P343189	-2.3	1.66E-06	Gp6	XM_145298	PREDICTED:  glycoprotein 6 (platelet) (Gp6), mRNA [XM_145298]
A_51_P191077	-2.3	4.86E-04	Pik3c2g	NM_207683	phosphatidylinositol 3-kinase, C2 domain containing, gamma polypeptide (Pik3c2g), transcript variant 1, mRNA [NM_207683]
A_52_P287313	-2.3	3.88E-04	1700012C08Rik	BY706033	BY706033 RIKEN full-length enriched, adult male testis  cDNA clone 1700012C08 5. [BY706033]
A_51_P275679	-2.3	6.67E-04	Rassf5	NM_018750	Ras association (RalGDS/AF-6) domain family 5 (Rassf5), mRNA [NM_018750]
A_52_P146877	-2.3	1.78E-03	H2-DMb2	NM_010388	histocompatibility 2, class II, locus Mb2 (H2-DMb2), mRNA [NM_010388]
A_52_P175685	-2.3	3.48E-04	Irf1	NM_008390	interferon regulatory factor 1 (Irf1), mRNA [NM_008390]
A_52_P649561	-2.3	7.19E-03	Heg1	NM_175256	HEG homolog 1 (zebrafish) (Heg1), mRNA [NM_175256]
A_51_P236303	-2.3	7.44E-04	Serpina1d	NM_009246	serine (or cysteine) peptidase inhibitor, clade A, member 1d (Serpina1d), mRNA [NM_009246]
A_51_P248097	-2.3	6.59E-04	AK044873	AK044873	9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130009H05 product:unclassifiable, full insert sequence. [AK044873]
A_51_P361678	-2.3	2.89E-03	Cgnl1	NM_026599	cingulin-like 1 (Cgnl1), mRNA [NM_026599]
A_52_P19519	-2.3	6.48E-05	Plce1	AK035546	adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530064F18 product:PANCREAS-ENRICHED PHOSPHOLIPASE C homolog [Homo sapiens], full insert sequence. [AK035546]
A_52_P313291	-2.3	6.27E-04	Dgkb	AK122355	mRNA for mKIAA0718 protein [AK122355]
A_52_P98778	-2.3	7.18E-04	Ang4	NM_177544	angiogenin, ribonuclease A family, member 4 (Ang4), mRNA [NM_177544]
A_52_P653406	-2.3	2.63E-03	TC1636111
A_51_P264084	-2.3	3.43E-03	Rab36	NM_029781	RAB36, member RAS oncogene family (Rab36), mRNA [NM_029781]
A_51_P503797	-2.3	6.26E-04	Lair1	NM_178611	leukocyte-associated Ig-like receptor 1 (Lair1), mRNA [NM_178611]
A_51_P116601	-2.3	1.23E-04	A330021E22Rik	NM_172447	RIKEN cDNA A330021E22 gene (A330021E22Rik), mRNA [NM_172447]
A_52_P604926	-2.31	2.45E-04	Wfdc6a	NM_001033240	WAP four-disulfide core domain 6A (Wfdc6a), mRNA [NM_001033240]
A_51_P437050	-2.31	6.88E-04	Heg1	BC072651	HEG homolog 1 (zebrafish), mRNA (cDNA clone IMAGE:6856235), complete cds. [BC072651]
A_52_P112641	-2.31	1.10E-03	B3gnt4	NM_198611	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 (B3gnt4), mRNA [NM_198611]
A_52_P559566	-2.31	1.40E-05	ENSMUST00000103527		Immunoglobulin heavy chain V gene segment [Source:IMGT/GENE_DB;Acc:IGHV1-56] [ENSMUST00000103527]
A_52_P99411	-2.31	9.73E-04	Itm2b	NM_008410	integral membrane protein 2B (Itm2b), mRNA [NM_008410]
A_51_P189334	-2.31	2.68E-04	TC1677245		Q9W6Q3_CHICK (Q9W6Q3) Osteoblast regulatory factor 3A (Fragment), partial (6%) [TC1677245]
A_51_P148670	-2.31	2.16E-06	Nudt7	NM_024437	nudix (nucleoside diphosphate linked moiety X)-type motif 7 (Nudt7), transcript variant 1, mRNA [NM_024437]
A_51_P345393	-2.31	5.59E-06	Fas	NM_007987	Fas (TNF receptor superfamily member) (Fas), mRNA [NM_007987]
A_51_P509746	-2.31	1.72E-05	Porcn	NM_023638	porcupine homolog (Drosophila) (Porcn), transcript variant Mporc-d, mRNA [NM_023638]
A_52_P235319	-2.31	4.06E-03	Ptpre	NM_011212	protein tyrosine phosphatase, receptor type, E (Ptpre), mRNA [NM_011212]
A_52_P15490	-2.31	9.78E-05	Pvrl3	NM_021496	poliovirus receptor-related 3 (Pvrl3), transcript variant beta, mRNA [NM_021496]
A_52_P50376	-2.31	7.75E-05	Tln1	NM_011602	talin 1 (Tln1), mRNA [NM_011602]
A_51_P507664	-2.31	9.42E-04	Slc25a18	NM_001081048	solute carrier family 25 (mitochondrial carrier), member 18 (Slc25a18), mRNA [NM_001081048]
A_51_P327011	-2.31	5.77E-03	Pde1a	NM_016744	phosphodiesterase 1A, calmodulin-dependent (Pde1a), mRNA [NM_016744]
A_51_P223144	-2.31	1.76E-05	Add3	NM_013758	adducin 3 (gamma) (Add3), mRNA [NM_013758]
A_52_P432580	-2.31	3.37E-06	BC082312	BC082312	cDNA clone IMAGE:30537733, with apparent retained intron [BC082312]
A_51_P201785	-2.31	4.45E-04	1700010A17Rik	NM_029309	RIKEN cDNA 1700010A17 gene (1700010A17Rik), mRNA [NM_029309]
A_52_P447458	-2.31	1.45E-02	Rasal2	AK032643	10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:6530401P13 product:unclassifiable, full insert sequence. [AK032643]
A_52_P541118	-2.31	5.36E-05	A930034L06Rik	NM_175692	RIKEN cDNA A930034L06 gene (A930034L06Rik), mRNA [NM_175692]
A_52_P412465	-2.31	3.92E-04	Bach1	NM_007520	BTB and CNC homology 1 (Bach1), mRNA [NM_007520]
A_51_P520456	-2.31	1.97E-04	Pdpn	NM_010329	podoplanin (Pdpn), mRNA [NM_010329]
A_52_P405795	-2.31	3.37E-03	AK054073	AK054073	2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library, clone:E230016I09 product:unclassifiable, full insert sequence. [AK054073]
A_51_P487157	-2.31	1.14E-04	Stk36	NM_175031	serine/threonine kinase 36 (fused homolog, Drosophila) (Stk36), mRNA [NM_175031]
A_52_P155778	-2.31	3.50E-03	Snap23	NM_009222	synaptosomal-associated protein 23 (Snap23), mRNA [NM_009222]
A_52_P478420	-2.31	5.90E-04	Cyp2d22	AK086555	15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930036L18 product:cytochrome P450, family 2, subfamily d, polypeptide 22, full insert sequence. [AK086555]
A_52_P859747	-2.31	6.90E-03	C730043O17	AK050399	adult male liver tumor cDNA, RIKEN full-length enriched library, clone:C730043O17 product:unclassifiable, full insert sequence [AK050399]
A_51_P291227	-2.31	7.67E-05	Arhgap30	NM_001005508	Rho GTPase activating protein 30 (Arhgap30), mRNA [NM_001005508]
A_51_P140000	-2.31	1.51E-03	Spna2	XM_001000210	PREDICTED:  spectrin alpha 2, transcript variant 1 (Spna2), mRNA [XM_001000210]
A_51_P268831	-2.32	1.78E-04	Slc2a6	NM_172659	solute carrier family 2 (facilitated glucose transporter), member 6 (Slc2a6), mRNA [NM_172659]
A_51_P489522	-2.32	3.98E-03	Ctla2b	AK150917	bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830018E13 product:cytotoxic T lymphocyte-associated protein 2 beta, full insert sequence. [AK150917]
A_51_P470205	-2.32	6.88E-04	Mobkl2b	AK018460	16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430436F23 product:unclassifiable, full insert sequence [AK018460]
A_51_P428056	-2.32	5.12E-03	AY090902	AY090902	clone GN-2-M1 monoclonal anti-alpha-1,3-galactosyltransferase IgM heavy chain mRNA, partial cds [AY090902]
A_51_P173601	-2.32	4.54E-05	Bcam	NM_020486	basal cell adhesion molecule (Bcam), mRNA [NM_020486]
A_52_P84384	-2.32	1.47E-03	Flna	NM_010227	filamin, alpha (Flna), mRNA [NM_010227]
A_51_P195825	-2.32	2.10E-03	Tsnaxip1	NM_024445	translin-associated factor X (Tsnax) interacting protein 1 (Tsnaxip1), mRNA [NM_024445]
A_51_P107315	-2.32	6.40E-03	Slc5a8	NM_145423	solute carrier family 5 (iodide transporter), member 8 (Slc5a8), mRNA [NM_145423]
A_51_P411452	-2.32	2.61E-03	Trpc6	NM_013838	transient receptor potential cation channel, subfamily C, member 6 (Trpc6), mRNA [NM_013838]
A_52_P179652	-2.32	1.32E-03	Ankrd42	AK029888	adult male testis cDNA, RIKEN full-length enriched library, clone:4931426M20 product:hypothetical Ankyrin-repeat/Yeast DNA-binding domain containing protein, full insert sequence. [AK029888]
A_51_P408595	-2.32	6.34E-03	Ccl20	NM_016960	chemokine (C-C motif) ligand 20 (Ccl20), mRNA [NM_016960]
A_51_P102257	-2.32	2.08E-03	Tns1	AK053112	0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030003A04 product:hypothetical (Phosphotyrosine protein) phosphatases II structure containing protein, full insert sequence. [AK053112]
A_51_P413130	-2.32	3.38E-04	Myl4	NM_010858	myosin, light polypeptide 4 (Myl4), mRNA [NM_010858]
A_51_P334209	-2.32	4.74E-04	Eya2	NM_010165	eyes absent 2 homolog (Drosophila) (Eya2), mRNA [NM_010165]
A_51_P229675	-2.32	5.09E-05	Plscr1	NM_011636	phospholipid scramblase 1 (Plscr1), mRNA [NM_011636]
A_51_P369311	-2.32	1.59E-03	Nox4	NM_015760	NADPH oxidase 4 (Nox4), mRNA [NM_015760]
A_52_P73594	-2.32	1.03E-04	LOC433772	XM_485465	PREDICTED:  hypothetical LOC433772 (LOC433772), mRNA [XM_485465]
A_52_P621357	-2.32	1.49E-04	NAP095777-001
A_51_P327451	-2.32	9.88E-04	Alas2	NM_009653	aminolevulinic acid synthase 2, erythroid (Alas2), mRNA [NM_009653]
A_51_P333518	-2.32	1.99E-05	Sh3rf2	NM_172966	SH3 domain containing ring finger 2 (Sh3rf2), mRNA [NM_172966]
A_51_P258848	-2.32	2.74E-04	4933427G17Rik	AK016951	adult male testis cDNA, RIKEN full-length enriched library, clone:4933427G17 product:hypothetical protein, full insert sequence. [AK016951]
A_51_P363400	-2.32	6.05E-04	Prg2	NM_008920	proteoglycan 2, bone marrow (Prg2), mRNA [NM_008920]
A_51_P222359	-2.32	1.09E-02	Emilin1	NM_133918	elastin microfibril interfacer 1 (Emilin1), mRNA [NM_133918]
A_51_P124133	-2.32	8.64E-04	Cyp2d9	NM_010006	cytochrome P450, family 2, subfamily d, polypeptide 9 (Cyp2d9), mRNA [NM_010006]
A_52_P21595	-2.32	3.80E-05	Rab38	NM_028238	Rab38, member of RAS oncogene family (Rab38), mRNA [NM_028238]
A_51_P267754	-2.32	3.00E-05	Icam2	NM_010494	intercellular adhesion molecule 2 (Icam2), mRNA [NM_010494]
A_51_P120674	-2.32	7.80E-05	Elk3	NM_013508	ELK3, member of ETS oncogene family (Elk3), transcript variant 1, mRNA [NM_013508]
A_52_P121502	-2.32	1.47E-04	Pllp	NM_026385	plasma membrane proteolipid (Pllp), mRNA [NM_026385]
A_51_P115626	-2.32	9.85E-06	Shank3	AJ245904	mRNA for Shank3b protein (shank3 gene). [AJ245904]
A_52_P222775	-2.32	9.27E-05	Map3k6	NM_016693	mitogen-activated protein kinase kinase kinase 6 (Map3k6), mRNA [NM_016693]
A_51_P119760	-2.32	2.16E-04	H2-Aa	NM_010378	histocompatibility 2, class II antigen A, alpha (H2-Aa), mRNA [NM_010378]
A_52_P71695	-2.33	2.25E-04	BC043934	NM_177770	cDNA sequence BC043934 (BC043934), mRNA [NM_177770]
A_51_P109144	-2.33	1.30E-03	Grtp1	NM_025768	GH regulated TBC protein 1 (Grtp1), mRNA [NM_025768]
A_52_P214241	-2.33	2.40E-04	TC1678456		Q3WEM2_9ACTO (Q3WEM2) Parallel beta-helix repeat precursor, partial (6%) [TC1678456]
A_52_P126055	-2.33	4.87E-03	Pon2	NM_183308	paraoxonase 2 (Pon2), mRNA [NM_183308]
A_51_P212741	-2.33	2.80E-02	Scn2b	NM_001014761	sodium channel, voltage-gated, type II, beta (Scn2b), mRNA [NM_001014761]
A_51_P444994	-2.33	1.21E-05	C730025P13Rik	NM_177344	RIKEN cDNA C730025P13 gene (C730025P13Rik), mRNA [NM_177344]
A_51_P447866	-2.33	2.81E-03	1200013B08Rik	NM_028773	RIKEN cDNA 1200013B08 gene (1200013B08Rik), mRNA [NM_028773]
A_52_P796840	-2.33	1.13E-05	BC026782	NM_001025575	cDNA sequence BC026782 (BC026782), mRNA [NM_001025575]
A_52_P771446	-2.33	1.25E-02	1110035M17Rik	BB609668	BB609668 RIKEN full-length enriched, 18 days embryo  cDNA clone 1110035M17 5, mRNA sequence [BB609668]
A_51_P205000	-2.33	3.21E-06	Lst1	M18187	Mouse B144 cDNA clone containing two potential ORFs, 3 end. [M18187]
A_52_P164136	-2.33	1.24E-03	Arrdc3	NM_001042591	arrestin domain containing 3 (Arrdc3), mRNA [NM_001042591]
A_52_P555789	-2.33	1.13E-04	Pcdh18	NM_130448	protocadherin 18 (Pcdh18), mRNA [NM_130448]
A_51_P432460	-2.33	4.57E-04	Ppp1r14a	NM_026731	protein phosphatase 1, regulatory (inhibitor) subunit 14A (Ppp1r14a), mRNA [NM_026731]
A_51_P314186	-2.33	1.60E-03	Syne1	NM_022027	synaptic nuclear envelope 1 (Syne1), transcript variant 2, mRNA [NM_022027]
A_52_P747143	-2.33	3.52E-04	AK029415	AK029415	0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833431P16 product:unclassifiable, full insert sequence. [AK029415]
A_52_P226929	-2.33	1.02E-04	Cflar	NM_207653	CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 1, mRNA [NM_207653]
A_52_P12623	-2.33	4.42E-04	Bnipl	NM_134253	BCL2/adenovirus E1B 19kD interacting protein like (Bnipl), mRNA [NM_134253]
A_52_P68028	-2.33	4.95E-05	Ace	NM_009598	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 (Ace), transcript variant 2, mRNA [NM_009598]
A_52_P465129	-2.33	6.05E-04	LOC634416	XM_909129	PREDICTED:  similar to SIRP beta 1 isoform 3 (LOC634416), mRNA [XM_909129]
A_51_P277006	-2.33	6.49E-04	Chst8	NM_175140	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8 (Chst8), mRNA [NM_175140]
A_51_P371051	-2.33	3.82E-05	Glipr1	NM_028608	GLI pathogenesis-related 1 (glioma) (Glipr1), mRNA [NM_028608]
A_51_P376299	-2.33	1.32E-02	Mchr1	NM_145132	melanin-concentrating hormone receptor 1 (Mchr1), mRNA [NM_145132]
A_52_P452697	-2.33	9.69E-04	Spred2	NM_033523	sprouty-related, EVH1 domain containing 2 (Spred2), mRNA [NM_033523]
A_52_P31687	-2.34	2.69E-08	Rest	NM_011263	RE1-silencing transcription factor (Rest), mRNA [NM_011263]
A_52_P86935	-2.34	5.05E-04	Mocos	NM_026779	molybdenum cofactor sulfurase (Mocos), mRNA [NM_026779]
A_52_P52653	-2.34	6.07E-03		NM_001045534	similar to bM64F17.3 (putative novel protein) (LOC433728), mRNA [NM_001045534]
A_51_P325651	-2.34	1.11E-04	Cd47	AK164165	adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630029O17 product:CD47 antigen (Rh-related antigen, integrin-associated signal transducer), full insert sequence [AK164165]
A_51_P307316	-2.34	6.17E-04	Syde1	AK004654	adult male lung cDNA, RIKEN full-length enriched library, clone:1200008N06 product:hypothetical RhoGAP domain containing protein, full insert sequence. [AK004654]
A_51_P475628	-2.34	4.82E-06	Paqr6	NM_198410	progestin and adipoQ receptor family member VI (Paqr6), mRNA [NM_198410]
A_52_P675052	-2.34	1.58E-03	Golgb1	XM_148244	PREDICTED:  golgi autoantigen, golgin subfamily b, macrogolgin 1, transcript variant 1 (Golgb1), mRNA [XM_148244]
A_52_P484194	-2.34	1.01E-04	Il1rl1	NM_001025602	interleukin 1 receptor-like 1 (Il1rl1), transcript variant 1, mRNA [NM_001025602]
A_52_P479647	-2.34	2.73E-04	Cuedc1	NM_198013	CUE domain containing 1 (Cuedc1), mRNA [NM_198013]
A_52_P250865	-2.34	5.55E-04	CJ243128	CJ243128	CJ243128 RIKEN full-length enriched mouse cDNA library, C57BL [CJ243128]
A_51_P423484	-2.34	4.04E-05	Rbp1	NM_011254	retinol binding protein 1, cellular (Rbp1), mRNA [NM_011254]
A_51_P326994	-2.34	5.01E-04	2810048G17Rik	NM_133746	RIKEN cDNA 2810048G17 gene (2810048G17Rik), mRNA [NM_133746]
A_52_P48569	-2.34	4.37E-03	Slc38a4	NM_027052	solute carrier family 38, member 4 (Slc38a4), mRNA [NM_027052]
A_51_P235801	-2.34	2.23E-07	Zfp36l1	NM_007564	zinc finger protein 36, C3H type-like 1 (Zfp36l1), mRNA [NM_007564]
A_51_P150763	-2.34	4.62E-05	Ropn1l	NM_145852	ropporin 1-like (Ropn1l), mRNA [NM_145852]
A_51_P359603	-2.34	9.34E-05	Itgb7	NM_013566	integrin beta 7 (Itgb7), mRNA [NM_013566]
A_51_P237746	-2.34	1.71E-04	AK004226	AK004226	18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110051A18 product:Warning: possibly chimeric clone, full insert sequence. [AK004226]
A_52_P63029	-2.34	3.61E-04	Dus1l	AK179723	cDNA, clone:Y0G0111H16, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000064386, based on BLAT search. [AK179723]
