Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
210229_s_at	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	899.5	1635.3	848.6	836.4	225	432.3	22.5	42.4	5.2	17.6	10.7	23.9
210239_at	IRX5	iroquois homeobox 5	251.3	167.9	227.4	226.1	334.2	197.3	409.6	496.3	413.2	66.4	67.4	79.3
210248_at	WNT7A	wingless-type MMTV integration site family, member 7A	147.8	152.6	207.5	88.2	122.1	51.9	43.1	16	24.2	13.8	18	18.4
210251_s_at	RUFY3	RUN and FYVE domain containing 3	395.7	260.7	209.1	340.6	510.7	338.1	324.7	265.2	146.3	1060.5	974.6	1077.7
210298_x_at	FHL1	four and a half LIM domains 1	463.7	653.5	700.1	458.4	845	863.1	3007.6	2495.5	2310.2	921.2	990.1	1151.2
210299_s_at	FHL1	four and a half LIM domains 1	485.8	440.8	188	537.6	467.8	422	2094.9	1758.5	2187.8	567.6	540.6	505.7
210310_s_at	FGF5	fibroblast growth factor 5	96.1	45.1	44.4	24.3	10.8	49.9	342.8	394.8	217.1	14.7	6.3	15.7
210312_s_at	IFT20	intraflagellar transport 20 homolog (Chlamydomonas)	711.8	948.3	680.3	702.8	844.5	700.6	1317.4	1566.3	1506.7	607.3	666.5	645.6
210314_x_at	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	868	927.7	1755.8	957.6	1230	1251.3	170.6	140.3	161.8	375.2	529.2	436.3
210337_s_at	ACLY	ATP citrate lyase	1963.8	1862.8	1891.4	1870.8	1807	1686.6	1065	835.1	832.9	2229.3	2222.9	2181.4
210344_at	OSBPL7	oxysterol binding protein-like 7	14	12.4	14.8	16.5	16.3	12.4	11.5	15	21	5.1	5.8	6.3
210367_s_at	PTGES	prostaglandin E synthase	178.8	201.1	187.5	305.3	178.8	120.4	1750.4	1623.7	1356	109.1	103.1	113.4
210427_x_at	ANXA2	annexin A2	38068.9	38722.4	49257.1	37960.8	32034.7	36494.7	54091.8	51641.8	53722.9	29673.6	32685.9	27309.2
210428_s_at	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	2068.1	1576.9	2038.1	1794.6	1764.4	1700.1	940.7	1454.2	1310.6	900.1	998.8	799.2
210458_s_at	TANK	TRAF family member-associated NFKB activator	244	243.9	244.2	308.4	269.9	239.1	141.6	108.9	143.5	150	140.5	152
210480_s_at	MYO6	myosin VI	416	582.9	657.4	497.7	516.6	364.3	75.8	201.5	99.7	503.8	464.8	518.4
210495_x_at	FN1	fibronectin 1	38884.1	37327.2	43466.1	39871	33754.1	38264.6	43139.6	48652.8	48484.8	30009.4	30237.2	29080.9
210511_s_at	INHBA	inhibin, beta A	848.6	322.3	272.8	451.7	180.2	283	2009.8	3076.6	2747.1	52.3	60.6	34.1
210517_s_at	AKAP12	A kinase (PRKA) anchor protein 12	4509.8	6459.4	3380.3	4955.9	5131.2	3090.6	1285	1702.6	1291	2187.5	2789.8	2379.7
210519_s_at	NQO1	NAD(P)H dehydrogenase, quinone 1	904.4	1088.1	1392.4	875.7	1126.5	1507.6	4172	3860.4	4268.4	2529.4	2618.7	2692
210524_x_at	---	---	2498.4	4525.4	2832.2	2502.5	2589.8	2353	294.4	141.9	166.5	6863.9	6087.9	7721.4
210547_x_at	ICA1	islet cell autoantigen 1, 69kDa	245.7	237.4	135.3	232.5	238.8	367.2	35.2	22.7	11.2	133.1	173.6	129.2
210552_s_at	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	237.9	167	175.6	131.6	133.9	99.6	39.9	50.1	74.9	35.3	48	42.1
210563_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	1473.9	2737.6	1887.8	1135.7	1841.7	1536.7	1106.7	711.1	705.5	3341.8	3132	3064
210564_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	948.9	1463.7	768.4	1113.5	1014.5	760.3	107.5	163.2	148	2028.2	1402.5	1945
210588_x_at	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	616.2	651.6	790.7	690	837.8	932.7	1593.5	1680	1364.1	722.1	696.1	888.5
210592_s_at	SAT1	spermidine/spermine N1-acetyltransferase 1	4503.4	8230.4	8789.7	8100.3	9816.3	9514.4	936.6	1319	1364.5	5209	5607.5	5216.5
210601_at	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	303.5	459.8	625.4	509.3	328.7	298.8	236.7	222.9	159.2	997.5	1088.9	1121.9
210602_s_at	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	650.9	546.5	700.9	938.6	716.8	747.4	96.5	145.6	111.8	3658.3	2938.3	3608
210616_s_at	SEC31A	SEC31 homolog A (S. cerevisiae)	3258.2	2812.7	2698.4	2495.6	3009.5	3301.9	5031.3	4736.8	4861.2	3656.3	2914.7	3144.1
210640_s_at	GPER	G protein-coupled estrogen receptor 1	33.4	43.3	37.6	56.1	19.6	83.9	322	338.3	183.3	20.2	13.1	15.3
210664_s_at	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	579.3	769.6	456.5	1032.6	1174.6	701.9	338.7	491.4	619.2	1630.4	1565.5	1928.3
210707_x_at	PMS2L11	postmeiotic segregation increased 2-like 11 pseudogene	701.2	827.2	972	769.2	646.6	894.1	431.6	261.9	302.9	784.8	924.3	874.3
210712_at	LDHAL6B	lactate dehydrogenase A-like 6B	90.5	48.8	68.1	18.8	12.8	6.7	7.4	6	6.8	33.1	19.5	30
210715_s_at	SPINT2	serine peptidase inhibitor, Kunitz type, 2	4090.6	5485.6	5180.5	3738.1	3575.4	4056.4	218.1	277.4	338.2	1963.4	1694	1859.5
210734_x_at	MAX	MYC associated factor X	278.1	321.9	378.1	372.8	279.6	290.9	101.2	152	130	300.3	276.9	295.1
210739_x_at	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4	375.9	274.2	478.5	365.7	456.6	571.4	130.4	220.5	218.5	1478.8	1327.1	1526.8
210749_x_at	DDR1	discoidin domain receptor tyrosine kinase 1	1398.6	1433.3	1821.9	1298.8	1801.1	1305.5	456.6	185.8	355.5	838	599.8	687.9
210774_s_at	NCOA4	nuclear receptor coactivator 4	6877.3	8124.8	6108.4	8045.4	6307.8	6445.8	4222.9	5367.6	3433.5	11389.6	10140.1	11024.1
210776_x_at	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	589.6	418.7	491.3	402.5	469.7	451.9	1448.2	1868.3	1425.2	704.5	618.4	582.2
210788_s_at	DHRS7	dehydrogenase/reductase (SDR family) member 7	1485.1	1639.1	2128.1	1596.9	1770	2014.1	1199.7	1074.2	1127	7961.9	7789.4	8107.3
210809_s_at	POSTN	periostin, osteoblast specific factor	6.8	51.4	95.9	73.5	44.8	65.3	8587.3	9450.8	8334.5	52.1	22.2	19.5
210827_s_at	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	1064.2	664	1575.8	1039	1095.3	1315.2	148.5	84.7	28.6	1356.9	1205.7	1101.1
210829_s_at	SSBP2	single-stranded DNA binding protein 2	147.4	205.1	149.5	180.9	180.5	144.8	360	408.5	502.2	284.6	245.9	254.6
210839_s_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	129.7	48.6	342.3	75.3	104.6	230.4	4521.3	4104.3	5037.9	129.6	173.3	163.5
210846_x_at	TRIM14	tripartite motif-containing 14	41.8	67.3	134.8	18.7	13.6	30.3	16.8	8.2	11.2	121.4	109.5	104.1
210881_s_at	IGF2 /// INS-IGF2	insulin-like growth factor 2 (somatomedin A) /// INS-IGF2 readthrough transcript	32.7	14.4	25.8	24.2	8.8	27.4	216.8	528	430.9	5.5	11.7	12.5
210886_x_at	TP53TG1	TP53 target 1 (non-protein coding)	537.1	638.8	708.7	486.1	596.6	483.6	284.6	245.6	306.7	421.2	479.9	406.2
210891_s_at	GTF2I /// GTF2IP1 /// LOC100093631	general transcription factor II, i /// general transcription factor II, i, pseudogene 1 /// general transcription factor II, i, pseudogene	3437.2	3874.4	4075.4	4234.5	4304.2	4393.7	2305	1734.6	2165	4223.8	4459.3	3607
210987_x_at	TPM1	tropomyosin 1 (alpha)	16471.7	16762	14821.4	16465.4	14874.6	13443.9	20195.9	19205.6	19425.8	7343.2	7417.4	6590.6
211000_s_at	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	410.2	541.4	462.3	452	548	550.3	472.7	502.8	480.1	1457.2	1434.1	1428.6
211012_s_at	LOC161527 /// PML	hypothetical protein LOC161527 /// promyelocytic leukemia	687.9	509.8	471.2	533.8	638.1	716.3	126.6	65	174.5	551.3	432.5	511.3
211025_x_at	COX5B	cytochrome c oxidase subunit Vb	4073.2	3037	3165.6	3419.3	3259.6	3478.6	3942.2	2709	2593.7	7819	7381	6061.3
211047_x_at	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	4931.9	5434.5	5270.4	3684.2	3832	4621.7	8330.2	9717	9112.8	6210.1	6109.5	5930.6
211062_s_at	CPZ	carboxypeptidase Z	51.5	12.5	38.9	31.4	16.1	16.2	270.8	309.9	319	8.5	10	9.5
211066_x_at	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5	734.6	844	986.2	951.6	1045.9	637.2	2006.1	1666.4	1922.3	774	844	710
211161_s_at	COL3A1	collagen, type III, alpha 1	58.5	41.4	89.7	1.4	3	3.6	4851.7	6475.4	7101.8	18	5.8	15.9
211165_x_at	EPHB2	EPH receptor B2	1007	568.7	461.2	495.7	444.8	467.5	21.7	60.2	34.3	293	345.8	401.6
211173_at	CCKAR	cholecystokinin A receptor	12.6	21.8	13.9	99.2	41.8	71.6	170.9	112.4	89.9	17.8	21.4	28.6
211202_s_at	JARID1B	jumonji, AT rich interactive domain 1B	2344.8	1758.3	1769.1	1819.3	1611.9	1424.9	785.1	1089.6	901.2	1516.3	1795.2	1715.1
211214_s_at	DAPK1	death-associated protein kinase 1	302.5	161.9	212	366	159.8	115.3	24.6	32.8	41.5	215.9	336.9	263.5
211228_s_at	RAD17	RAD17 homolog (S. pombe)	748.4	1040.6	882.8	873.8	835.6	983	770	459.6	522.4	401.9	391.7	350.9
211316_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	2186.4	1602.1	1305.7	1325.5	1031.6	1543.2	638.1	388.3	397.8	2250.9	2023.2	2107.5
211317_s_at	CFLAR	CASP8 and FADD-like apoptosis regulator	1307.2	865.2	707.5	637.6	840.8	1020.3	157	69.1	154	1059.3	1327.7	1684.8
211350_s_at	C6orf54	chromosome 6 open reading frame 54	15.8	18.7	42.1	103.3	92.3	80.6	40.9	22.8	46.8	15.8	9.1	13.2
211355_x_at	LEPR	leptin receptor	254.4	331.2	208.7	392.6	400.7	401.4	2262.1	1774.5	2238.4	1025.4	920.9	956.3
211356_x_at	LEPR	leptin receptor	214.8	574.6	507.5	436.7	494.9	375.3	2220	2141.2	2615.2	890.8	1084.5	881.5
211363_s_at	MTAP	methylthioadenosine phosphorylase	146.7	181.4	189.5	132.7	130.4	64.4	7.4	21.7	12.1	113.8	122.5	126.2
211372_s_at	IL1R2	interleukin 1 receptor, type II	60.5	19.1	19.2	11.5	10.4	16.7	35.6	48.4	78.2	129.1	158.4	152
211416_x_at	GGTLC1	gamma-glutamyltransferase light chain 1	443.5	403.6	544	448.5	305.9	404.6	115.5	174.1	152.8	503	452.5	543.2
211417_x_at	GGT1	gamma-glutamyltransferase 1	761.4	1460.9	1316.6	1160.2	913.5	1285.7	177.7	40.1	75.3	1660.6	1297.7	1627.9
211429_s_at	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	1716.3	727.5	2974	1767.8	2640.7	4281.4	26.8	112.9	258.3	10219.7	11535.8	11401.6
211456_x_at	MT1P2	metallothionein 1 pseudogene 2	16627.3	26872	11451.8	18146.3	13580.9	11117.9	2244.4	2829.7	2928.4	34475.3	31576	32294.3
211458_s_at	GABARAPL1 /// GABARAPL3	GABA(A) receptor-associated protein like 1 /// GABA(A) receptors associated protein like 3 (pseudogene)	1556.9	1170.3	1306.6	1593.7	1233.9	1476.5	562	351.3	540.1	4019.1	4173.1	3489.3
211478_s_at	DPP4	dipeptidyl-peptidase 4	811.2	877.8	956.7	1412.4	1068.6	817.8	58.8	160.5	161.6	861.4	1198.8	787.3
211506_s_at	IL8	interleukin 8	647.7	5479.8	1789.9	1193.5	1688.4	2035.5	63.8	140.7	68.5	165.7	102.2	152.1
211562_s_at	LMOD1	leiomodin 1 (smooth muscle)	36	28.1	44.9	23.3	33.5	11	240	346.2	249.9	8.6	24.9	18.3
211564_s_at	PDLIM4	PDZ and LIM domain 4	3808.2	1643	1223.2	1818.1	1559.4	1438.9	909.1	705.5	875.7	378.5	270.7	236.4
211569_s_at	HADH	hydroxyacyl-Coenzyme A dehydrogenase	332.3	264.7	433.2	307	356.6	444.2	321.4	239.7	347.3	811.4	828.6	774.9
211571_s_at	VCAN	versican	3506.9	2159.9	2769.8	3382.4	2854.8	3529.3	5262.1	4371.5	4428.9	10993.2	10425.9	11511.8
211593_s_at	MAST2	microtubule associated serine/threonine kinase 2	653.3	389.1	390.1	260.3	228.7	275	578.1	485.4	475.2	189.3	228.1	158.8
211600_at	PTPRO	protein tyrosine phosphatase, receptor type, O	5318.2	11271.8	6921.8	7206.4	6373	7999.3	1089.6	1276.1	1723.5	5270	6010.5	5607.1
211630_s_at	GSS	glutathione synthetase	1713	1678.3	2038.3	1503.9	1592.3	2055.7	856.3	743.6	700.1	1399.9	1359.1	1415.9
211631_x_at	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	167.9	122.9	127.3	247.4	120.3	180.8	217.9	300.2	215.6	586.9	673.8	533.1
211662_s_at	VDAC2	voltage-dependent anion channel 2	7900.3	9847.2	7967.2	8539.3	6991.3	6224.9	4761.4	4535.9	4195.9	8562.4	9252.5	8136.8
211663_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	137.8	96.1	261.8	51	143.3	146.7	1834.3	1707.5	1885	108.6	128.7	139.9
211668_s_at	PLAU	plasminogen activator, urokinase	5804	11073.8	11844.6	6522.5	6112.9	6777.2	750	605.7	463.5	1362.2	1469.3	1333.5
211671_s_at	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	538.7	633.4	435.3	747.4	566	588	2915.1	2483.8	3306.4	1173.8	1211	1076.3
211675_s_at	MDFIC	MyoD family inhibitor domain containing	646.7	844.7	704.2	697.7	840.9	1025.9	3618.4	3220.9	1687.8	515.2	676.2	621.5
211681_s_at	PDLIM5	PDZ and LIM domain 5	262.3	283.9	410.1	231.1	349.5	310	1185.1	837.1	980.2	451.4	426	433.8
211682_x_at	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28	254.3	525.2	289.9	348.5	353.8	328	16.6	20.8	27.4	1910	1303.2	2148.3
211706_s_at	CDC2L6	cell division cycle 2-like 6 (CDK8-like)	30.1	17.6	21.7	8.8	7.9	7.6	34	27.2	16.6	9.5	11.9	10.3
211709_s_at	CLEC11A	C-type lectin domain family 11, member A	23.8	13.5	37.8	14.1	22	67.2	500.7	489.5	538.9	41.3	86.6	91.1
211715_s_at	BDH1	3-hydroxybutyrate dehydrogenase, type 1	273.9	202.1	194.7	79.6	245.2	106.6	7.2	8.7	13.5	308.2	200.9	277
211716_x_at	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha	1290	1318.9	1365.6	1395.8	1362.2	1383.7	3044.6	2125.3	2015.4	1307	1280.2	1192.4
211719_x_at	FN1	fibronectin 1	34792	39808.1	35385.2	38953.6	33503.9	36412.5	41591.7	43329.3	46114.5	31160.3	27455.8	29578.5
211748_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	97.4	213.7	587.2	86.6	498.1	155	8287	7880.1	8005.6	307.4	283.2	192.7
211752_s_at	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	636.1	513.1	468.4	401.2	503.8	742.3	612.8	624.5	687.3	1429.5	1343.3	1517.5
211755_s_at	ATP5F1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1	6664.2	8216.9	7940.2	10157.1	9199.1	8964.9	6282	6744.3	6008.2	11370.5	9313.3	9715
211762_s_at	KPNA2 /// LOC728860	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like	2864.9	3027.4	3667.4	3297.3	3121.4	3164.1	3422.7	2870.2	3751	1829.2	1725.6	1637.4
211776_s_at	EPB41L3	erythrocyte membrane protein band 4.1-like 3	429.1	317.9	168.2	335.1	206.1	262.6	45.1	62.3	19.1	387	366.6	341.9
211787_s_at	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	15687	13763.6	13449.2	13671.3	13296.2	11534.5	8318	7222.2	8766.5	9583	9057.5	8465.8
211813_x_at	DCN	decorin	189.8	696.4	160.3	94	150.1	136.6	23930.2	24336.2	22801.3	8982.8	8820.6	8985
211824_x_at	NLRP1	NLR family, pyrin domain containing 1	111.4	90.5	42.7	55.6	51	11.2	68.9	175.2	126.2	3	3	4.7
211827_s_at	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	126.1	98.7	141.9	116.3	60.2	140.5	23.1	19.7	13.7	10.5	9.8	8.2
211828_s_at	TNIK	TRAF2 and NCK interacting kinase	537.7	541.4	384	371	544.4	487	14.4	9.5	58	459.2	636.5	566.3
211862_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	2201.3	1754.9	1154.6	1379.9	1120.1	1566.7	355.6	168.3	176.8	2264.6	1949	2168.7
211896_s_at	DCN	decorin	95	400.9	112.7	91.8	123.1	322.5	13459.9	12611.1	14476.5	4691.7	4891.7	4648.9
211937_at	EIF4B	eukaryotic translation initiation factor 4B	5118.3	3272.2	3993.4	4434.5	4372.6	5361.6	1952.9	1692.7	1964.3	5466.4	5619.6	6007.9
211938_at	EIF4B	eukaryotic translation initiation factor 4B	5936	4189.5	4251.9	4962.6	4746.7	4604.4	2711.2	2587.1	2384.6	3438.6	3621.7	3936.4
211944_at	BAT2D1	BAT2 domain containing 1	1755.6	1258.2	1475.8	1363.6	1302.2	1769.5	584.9	682.9	685.6	1342.7	1523.4	1285.6
211954_s_at	IPO5	importin 5	1460	1238.3	1327.2	1521.5	1284.1	1530.4	2477.1	2324.1	2562.1	1378.7	1607.9	1379.2
211962_s_at	ZFP36L1	zinc finger protein 36, C3H type-like 1	1698.2	2024.3	1973.4	2362.6	2506.9	1427.1	723	718.8	690.6	1596.6	1957.2	1846.6
211963_s_at	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	3459.1	2995.2	3736.5	4082.5	3594.9	3360.9	7758.1	7538.7	4806.2	2827.6	2928.9	2832.6
211964_at	COL4A2	collagen, type IV, alpha 2	27877.2	19991.2	21146.7	21192.4	18955.4	18714.7	12009.4	15399.8	13560.2	10370.5	11011.6	10686.4
211965_at	ZFP36L1	zinc finger protein 36, C3H type-like 1	293.2	295.3	340.7	436.8	367.9	443.9	153.7	78.7	183.4	128.5	132.9	172.1
211967_at	TMEM123	transmembrane protein 123	825.8	1522.9	1250.1	1378.8	1760.9	1283.9	642.6	848.1	856	2638.4	3182.2	3058.4
211969_at	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	6664.1	10514.5	10937.6	10195.9	11839	9060.2	8588.4	9084.2	7804.3	3782.5	3625.8	3657.3
211971_s_at	LRPPRC	leucine-rich PPR-motif containing	1529.9	2147.8	2002.3	2764.1	2411.7	2089.4	917.5	1033.3	1073.5	1986.1	2046	2375.5
211979_at	GPR107	G protein-coupled receptor 107	468.2	381.9	460.4	295.2	379.1	353.8	843.6	856.2	553.2	211.4	284.3	273.4
211983_x_at	ACTG1	actin, gamma 1	30395.5	24425	30280.8	29206.7	27061	24892.2	47557.7	41166.3	45093.1	31960.4	30440.6	30256.7
211997_x_at	H3F3A /// H3F3B /// LOC440926	H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// H3 histone, family 3A pseudogene	17248.6	16433.9	18520.5	17785.6	18505.2	20819.4	10344.9	10581.6	11772.5	16875	15219.5	15735.1
212003_at	C1orf144	chromosome 1 open reading frame 144	388.2	355.6	450.3	362.6	370.1	472.2	73.8	122.1	26.2	522.9	413.9	429
212007_at	UBXN4	UBX domain protein 4	1588	1562.9	1877.9	1997.5	2074.2	2530.3	1138.2	1021.7	1370.6	1994.8	1998.8	2155.1
212009_s_at	STIP1	stress-induced-phosphoprotein 1	796.2	1090.4	945.9	665.5	760.6	666.4	343.2	163	275	1675.6	1585.3	1504.5
212012_at	PXDN	peroxidasin homolog (Drosophila)	7181.7	5233	5396.4	5196.1	5535.1	5232.4	6229.5	6113.4	6109	2720	2577.6	2478.6
212013_at	PXDN	peroxidasin homolog (Drosophila)	2944.7	1950.2	2284.6	1973.1	1889.7	2231.7	2560.5	2692.6	2580.2	817.1	769.4	730.2
212024_x_at	FLII	flightless I homolog (Drosophila)	2763.5	2052.4	2806.1	1711.9	2126	2435.9	1185.4	836	1010.9	1220.5	1283.1	952.9
212025_s_at	FLII	flightless I homolog (Drosophila)	1193.3	901.5	977.8	865.6	1004	1101.2	469.7	533	489.2	527	503.2	480.8
212040_at	TGOLN2	trans-golgi network protein 2	712.5	724.3	692.5	629.8	767.7	861	857.4	1048.7	890.8	503.9	416.7	521.3
212043_at	TGOLN2	trans-golgi network protein 2	3201.7	3505.7	3475.2	3387.1	3715.4	3249.5	3155.5	2970.4	2815.1	2483.7	2536.8	2350
212044_s_at	RPL27A	Ribosomal protein L27a	615.1	497.2	583.2	798.5	635.7	567.1	253.4	170.6	269.4	208.4	182.4	235.1
212055_at	C18orf10	chromosome 18 open reading frame 10	2343.5	2045	2267.8	2050.8	1812	2093.9	1330.5	1304	1585	1544.3	1569.8	1378.5
212062_at	ATP9A	ATPase, class II, type 9A	1196.8	1246	1356.7	921	1147.2	997.7	1767.9	1423.2	1435.4	428	447.4	440.6
212064_x_at	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	1205.7	852	915.8	780.9	797.4	983.1	1652.2	1381.8	1340.1	688.1	652.4	605.5
212067_s_at	C1R	complement component 1, r subcomponent	20.2	18.2	235.6	122.4	290.3	241.4	2938.6	2969.7	2874.7	892	1018.6	1041
212068_s_at	BAT2L	HLA-B associated transcript 2-like	1100.1	1166.5	751.5	1221.6	1202.8	1178	852.5	695.9	811.8	600.2	499	553.9
212070_at	GPR56	G protein-coupled receptor 56	6100.8	4100.2	2560.9	6643.4	4474.2	4494	127.9	29.1	56.8	4023.3	4149.3	3992.7
212071_s_at	SPTBN1	spectrin, beta, non-erythrocytic 1	6920.7	7064.4	6412.9	6466.3	6940.9	6470.8	2391.3	3267.5	3248.1	3702.8	4228	3376.1
212072_s_at	CSNK2A1	casein kinase 2, alpha 1 polypeptide	2127.1	1964.5	2156	2307.6	2045.6	1676.1	603.5	872.7	879.4	1912.6	2022.5	2305.1
212075_s_at	CSNK2A1	casein kinase 2, alpha 1 polypeptide	1470	1296.8	1363.3	1039.6	1168.5	1287.4	444.8	465.7	552.5	1363.6	1408.3	1651.6
212077_at	CALD1	caldesmon 1	3231.1	3083.8	2718.5	3918.3	3912.5	3143.8	14770.1	16343.2	16558.1	2887.5	3044.4	2884.2
212083_at	TEX261	testis expressed 261	1026.5	1011.1	935.9	767	944.5	861.6	1696.6	1748	1605.5	710.7	684.7	750.9
212086_x_at	LMNA	lamin A/C	1577.8	974.6	1291	1216.6	1127.1	865	5194.9	4640.3	5148.8	895.9	939.3	846.5
212091_s_at	COL6A1	collagen, type VI, alpha 1	206.7	281.2	335.2	247.3	214.5	150.3	3081.4	2558.5	3446.8	97.7	140.9	73.8
212098_at	LOC151162	hypothetical LOC151162	837.4	712.5	864.1	492.1	487.4	421.5	1194.2	1427.4	1319.1	330.2	448.7	312
212104_s_at	RBM9	RNA binding motif protein 9	2210.8	1536.3	2031.9	1730.1	1502.3	2802.9	3073.9	3959.6	3072.3	943.2	865	939.2
212107_s_at	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	532.9	387.2	468.1	604.7	567.9	530.1	248.1	209.7	255.8	865.2	924.1	1239.8
212115_at	HN1L	hematological and neurological expressed 1-like	4307.5	2711.2	2142.5	4334.2	2600.4	2496.9	1063.2	925.9	918.6	3401.3	3159.3	3149.5
212119_at	RHOQ	ras homolog gene family, member Q	3441.2	4464	4340.9	3961.1	3905.3	5327.7	3806.1	3745.1	4255.9	2269.9	1901.2	2266.2
212130_x_at	EIF1	eukaryotic translation initiation factor 1	9901.1	11163.8	10336.2	10123.7	9208.4	9160.9	17566	14834.8	16932.9	10360.9	9935.1	9520.6
212143_s_at	IGFBP3	insulin-like growth factor binding protein 3	12845.2	8955.4	12153.1	10220.4	4359.9	13974.6	10626.9	9835.1	10038.3	1772.8	1634.3	1595
212145_at	MRPS27	mitochondrial ribosomal protein S27	897.3	827.6	876.7	1169.7	1000.8	1110.7	643.3	689.3	764.5	1191.5	1274.1	1109.4
212154_at	SDC2	syndecan 2	1604.7	2020.6	2474.9	1553.2	2086.8	2276.7	3269.5	2930.6	2761.5	904.3	880	927.3
212155_at	RNF187	ring finger protein 187	1291.7	1636	1839.2	1224.2	899.4	1299.3	1812.4	1999.8	2194.8	852.4	972.2	917
212157_at	SDC2	syndecan 2	501.6	378	707.8	377.2	601.6	636.1	1392.7	971.2	1041.4	180.7	151.5	207.7
212160_at	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)	898.1	1416.7	1255.1	1162.1	1238.8	852.4	3073.5	3874.4	3267.5	858.3	864	1004.5
212168_at	CPNE1 /// RBM12	copine I /// RNA binding motif protein 12	966.2	839	939.5	889.1	1049.5	905.9	405.9	605.2	382.3	1084.5	1057.7	1201.7
212174_at	AK2	adenylate kinase 2	525.8	518.8	526.3	563.8	378.7	442.2	301.7	486.9	306.8	1143.6	978.7	1041.9
212181_s_at	NUDT4 /// NUDT4P1	nudix (nucleoside diphosphate linked moiety X)-type motif 4 /// nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	338.7	477.6	603.2	426	508.1	628.6	1221.5	954.2	1436.3	1076.2	968.5	1163.6
212185_x_at	MT2A	metallothionein 2A	36505.7	37344.7	22075.3	28291.9	21293.3	23501.1	11342	11423.7	12344.1	39429	40177.1	38039.9
