Genbank ID	Gene Title	Gene symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
BI248650	centaurin, delta 2	Centd2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1675
BI251153	helicase with zinc finger domain	Helz	-1.9 ± 0.4	N.C.	N.C.	N.C.	1676
BI440651	RIKEN cDNA 1110007C02 gene	1110007C02Rik	N.C.	N.C.	N.C.	-1.5 ± 0.4	1677
BI452475	RIKEN cDNA 4430402O11 gene	4430402O11Rik	-10.7 ± 0.9	N.C.	N.C.	N.C.	1678
BI455861	ribonuclease P 14 subunit (human)	Rpp14	-1.5 ± 0.4	N.C.	N.C.	N.C.	1679
BI660196	yippee-like 3 (Drosophila)	Ypel3	-1.5 ± 0.3	N.C.	N.C.	N.C.	1680
BM114154	transmembrane protein with EGF-like and two follistatin-like domains 1	Tmeff1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1681
BM115354	expressed sequence AW494914	AW494914	-1.5 ± 0.4	N.C.	N.C.	N.C.	1682
BM117243	RIKEN cDNA 5330414D10 gene	5330414D10Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1683
BM200788	limb and neural patterns	Lnp	-1.6 ± 0.4	N.C.	N.C.	N.C.	1684
BM202530	RIKEN cDNA 5830428H23 gene	5830428H23Rik	-4.1 ± 0.4	N.C.	N.C.	N.C.	1685
BM202541	RIKEN cDNA 2900054C01 gene	2900054C01Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1686
BM206907	RIKEN cDNA 1110054H05 gene	1110054H05Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1687
BM207355	ash2 (absent, small, or homeotic)-like (Drosophila)	Ash2l	-1.5 ± 0.4	N.C.	N.C.	N.C.	1689
BM208214	GLI pathogenesis-related 2	Glipr2	N.C.	-1.9 ± 0.4	-2.0 ± 0.4	-2.6 ± 0.6	1690
BM220939	RIKEN cDNA 5830411K21 gene	5830411K21Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1691
BM230269	timeless homolog (Drosophila)	Timeless	-2.1 ± 0.4	N.C.	N.C.	N.C.	1694
BM233084	dehydrodolichyl diphosphate synthase	Dhdds	-1.5 ± 0.4	N.C.	N.C.	N.C.	1696
BM238906	NCK associated protein 1 like	Nckap1l	N.C.	N.C.	-1.5 ± 0.4	N.C.	1700
BM238906	RIKEN cDNA 4930568P13 gene	4930568P13Rik	-1.5 ± 0.3	N.C.	N.C.	N.C.	1701
BM239527	cleavage and polyadenylation specific factor 2	Cpsf2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1702
BM246000	RIKEN cDNA 2810013P06 gene	2810013P06Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1704
BM246754	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	Arhgef6	-1.6 ± 0.4	N.C.	N.C.	N.C.	1705
BM899392	cytoglobin	Cygb	-1.5 ± 0.4	N.C.	N.C.	N.C.	1706
BM932452	short coiled-coil protein	Scoc	-1.5 ± 0.4	N.C.	N.C.	N.C.	1707
BM932567	RIKEN cDNA 1810007M14 gene	1810007M14Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1708
BM934958	polymerase (DNA directed), gamma	Polg	-1.5 ± 0.4	N.C.	N.C.	N.C.	1709
BM938256	RIKEN cDNA 4833408D11 gene	4833408D11Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1710
BM951442	mitochondrial ribosomal protein L49	Mrpl49	-2.2 ± 0.4	N.C.	N.C.	N.C.	1711
BQ032363	DNA segment, Chr 18, ERATO Doi 653, expressed	D18Ertd653e	-4.2 ± 0.8	N.C.	N.C.	N.C.	1712
BQ033138	2-5 oligoadenylate synthetase-like 2	Oasl2	-2.3 ± 0.4	N.C.	N.C.	N.C.	1713
BQ174032	RIKEN cDNA 2610034B18 gene	2610034B18Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1714
BQ174647	RIKEN cDNA 2510003E04 gene	2510003E04Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1715
BQ175454	RIKEN cDNA 4933411K20 gene	4933411K20Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1716
BQ176330	RIKEN cDNA 2310002J21 gene	2310002J21Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1717
BQ265914	RIKEN cDNA 2810454L23 gene	2810454L23Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1720
M26925	glycoprotein galactosyltransferase alpha 1, 3	Ggta1	-3.6 ± 0.5	N.C.	N.C.	N.C.	1722
M35669	similar to anti-glycoprotein-B of human Cytomegalovirus immunoglobulin Vl chain /// similar to immunoglobulin light chain variable region	LOC243469 /// LOC435905	N.C.	N.C.	-2.3 ± 0.5	N.C.	1723
M35669	similar to anti-glycoprotein-B of human Cytomegalovirus immunoglobulin Vl chain	LOC243469	N.C.	N.C.	N.C.	-2.2 ± 0.5	1724
M35684	complement receptor 2	Cr2	N.C.	N.C.	-2.7 ± 0.4	N.C.	1725
NM_007397	activin receptor IIB	Acvr2b	-1.9 ± 0.4	N.C.	N.C.	N.C.	1727
NM_007563	2,3-bisphosphoglycerate mutase	Bpgm	-1.6 ± 0.5	N.C.	-1.5 ± 0.4	N.C.	1730
NM_007625	chromobox homolog 4 (Drosophila Pc class)	Cbx4	-1.6 ± 0.4	N.C.	N.C.	N.C.	1731
NM_007683	centromere autoantigen C1	Cenpc1	-1.9 ± 0.4	N.C.	N.C.	N.C.	1734
NM_007705	cold inducible RNA binding protein	Cirbp	N.C.	N.C.	-1.7 ± 0.4	N.C.	1735
NM_007755	cytoplasmic polyadenylation element binding protein 1	Cpeb1	-2.1 ± 0.4	N.C.	N.C.	N.C.	1736
NM_007834	Down syndrome critical region gene 3	Dscr3	-2.1 ± 0.4	N.C.	N.C.	N.C.	1737
NM_007941	epimorphin	Epim	-1.6 ± 0.4	N.C.	N.C.	N.C.	1738
NM_007984	fascin homolog 1, actin bundling protein (Strongylocentrotus) purpuratus)	Fscn1	-1.7 ± 0.4	N.C.	-2.2 ± 0.4	N.C.	1739
NM_008225	hematopoietic cell specific Lyn substrate 1	Hcls1	N.C.	N.C.	-1.6 ± 0.4	N.C.	1741
NM_008316	Hus1 homolog (S. pombe)	Hus1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1742
NM_008321	inhibitor of DNA binding 3	Id3	-1.5 ± 0.3	N.C.	N.C.	N.C.	1743
NM_008486	alanyl (membrane) aminopeptidase	Anpep	N.C.	N.C.	N.C.	-1.5 ± 0.4	1746
NM_008494	lunatic fringe gene homolog (Drosophila)	Lfng	-1.6 ± 0.4	N.C.	N.C.	N.C.	1747
NM_008515	leucine rich repeat (in FLII) interacting protein 1	Lrrfip1	N.C.	N.C.	N.C.	-1.6 ± 0.4	1748
NM_008518	lymphotoxin B	Ltb	-2.3 ± 0.4	N.C.	-3.2 ± 0.4	-1.5 ± 0.4	1749
NM_008595	manic fringe homolog (Drosophila)	Mfng	-1.7 ± 0.4	N.C.	N.C.	N.C.	1752
NM_008613	meiosis-specific nuclear structural protein 1	Mns1	-1.6 ± 0.4	N.C.	N.C.	N.C.	1753
NM_008668	Ngfi-A binding protein 2	Nab2	-2.0 ± 0.4	N.C.	N.C.	N.C.	1754
NM_009032	RNA binding motif protein 4	Rbm4	-2.0 ± 0.4	-2.0 ± 0.4	N.C.	N.C.	1759
NM_009075	ribose 5-phosphate isomerase A	Rpia	-1.5 ± 0.4	N.C.	N.C.	N.C.	1760
NM_009104	ribonucleotide reductase M2	Rrm2	N.C.	N.C.	N.C.	-1.7 ± 0.4	1761
NM_009144	secreted frizzled-related sequence protein 2	Sfrp2	-1.5 ± 0.4	N.C.	N.C.	N.C.	1763
NM_009177	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	St3gal1	-1.9 ± 0.4	N.C.	N.C.	N.C.	1765
NM_009183	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	St8sia4	-3.4 ± 0.4	-3.4 ± 0.4	-1.7 ± 0.4	-1.9 ± 0.4	1766
NM_009364	tissue factor pathway inhibitor 2	Tfpi2	N.C.	N.C.	-1.6 ± 0.4	N.C.	1767
NM_009390	tolloid-like	Tll1	N.C.	N.C.	-1.6 ± 0.4	N.C.	1768
NM_009515	Wiskott-Aldrich syndrome homolog (human)	Was	N.C.	N.C.	-1.5 ± 0.4	N.C.	1770
NM_009517	wild-type p53-induced gene 1	Wig1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1771
NM_009748	blocked early in transport 1 homolog (S. cerevisiae)	Bet1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1778
NM_009749	brain expressed X-linked 2	Bex2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1779
NM_009907	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	Cln3	-1.5 ± 0.4	-2.0 ± 0.4	N.C.	N.C.	1783
NM_010161	ecotropic viral integration site 2a	Evi2a	-1.7 ± 0.4	N.C.	-2.0 ± 0.4	N.C.	1784
NM_010178	FUS interacting protein (serine-arginine rich) 1	Fusip1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1785
NM_010259	guanylate nucleotide binding protein 1	Gbp1	-2.5 ± 0.4	N.C.	N.C.	-1.6 ± 0.4	1786
NM_010407	hemopoietic cell kinase	Hck	N.C.	N.C.	-1.6 ± 0.3	N.C.	1789
NM_010412	histone deacetylase 5	Hdac5	-1.5 ± 0.4	N.C.	N.C.	N.C.	1790
NM_010832	male-specific lethal-3 homolog 1 (Drosophila)	Msl31	-1.7 ± 0.4	N.C.	N.C.	N.C.	1794
NM_010945	neutral sphingomyelinase (N-SMase) activation associated factor	Nsmaf	-1.9 ± 0.4	N.C.	N.C.	N.C.	1796
NM_011014	opioid receptor, sigma 1	Oprs1	-1.6 ± 0.3	N.C.	N.C.	N.C.	1797
NM_011252	RNA binding motif protein, X chromosome	Rbmx	-6.9 ± 0.5	N.C.	N.C.	N.C.	1801
NM_011427	snail homolog 1 (Drosophila)	Snai1	-1.8 ± 0.4	N.C.	N.C.	N.C.	1802
NM_011607	tenascin C	Tnc	N.C.	N.C.	-2.2 ± 0.4	N.C.	1805
NM_011825	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)	Grem2	-1.8 ± 0.4	N.C.	N.C.	N.C.	1808
NM_011859	odd-skipped related 1 (Drosophila)	Osr1	N.C.	N.C.	-1.9 ± 0.4	N.C.	1809
NM_011959	origin recognition complex, subunit 5-like (S. cerevisiae)	Orc5l	-1.6 ± 0.4	N.C.	N.C.	N.C.	1812
NM_011972	polymerase (DNA directed), iota	Poli	-2.8 ± 0.4	N.C.	N.C.	N.C.	1813
NM_011994	ATP-binding cassette, sub-family D (ALD), member 2	Abcd2	-2.7 ± 0.4	N.C.	N.C.	N.C.	1814
NM_012038	visinin-like 1	Vsnl1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1815
NM_013705	zinc finger protein 30	Zfp30	-2.0 ± 0.4	N.C.	N.C.	N.C.	1820
NM_013902	FK506 binding protein 3	Fkbp3	-1.5 ± 0.4	N.C.	N.C.	N.C.	1824
NM_016686	vascular endothelial zinc finger 1	Vezf1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1825
NM_016736	RIKEN cDNA 6330412F12 gene	6330412F12Rik	-1.6 ± 0.3	N.C.	N.C.	N.C.	1826
NM_016916	bladder cancer associated protein homolog (human)	Blcap	-1.7 ± 0.3	N.C.	N.C.	N.C.	1827
NM_017404	mitochondrial ribosomal protein L39	Mrpl39	-1.6 ± 0.4	N.C.	N.C.	N.C.	1829
NM_018734	guanylate nucleotide binding protein 4	Gbp4	-1.6 ± 0.4	N.C.	N.C.	-1.9 ± 0.5	1830
NM_018736	meiotic recombination 11 homolog A (S. cerevisiae)	Mre11a	-1.7 ± 0.4	N.C.	N.C.	N.C.	1831
NM_018784	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	St3gal6	-2.8 ± 0.4	N.C.	N.C.	N.C.	1832
NM_018815	nucleoporin 210	Nup210	N.C.	N.C.	-1.5 ± 0.4	N.C.	1833
NM_018832	PDZ domain containing, X chromosome	Pdzx	-2.5 ± 0.5	N.C.	N.C.	N.C.	1834
NM_019682	dynein, cytoplasmic, light chain 1	Dnclc1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1837
NM_019867	neuronal guanine nucleotide exchange factor	Ngef	-2.9 ± 0.4	N.C.	N.C.	N.C.	1838
NM_019992	expressed sequence AI586015	AI586015	N.C.	N.C.	-2.0 ± 0.5	N.C.	1839
NM_019999	brain protein 17		-2.9 ± 0.4	N.C.	N.C.	-1.6 ± 0.4	1840
NM_020046	dihydroorotate dehydrogenase	Dhodh	-1.9 ± 0.4	N.C.	N.C.	N.C.	1841
NM_020048	Trf (TATA binding protein-related factor)-proximal protein homolog (Drosophila)	Trfp	-2.3 ± 0.4	N.C.	N.C.	N.C.	1842
NM_020619	glucosidase 1	Gcs1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1844
NM_021304	abhydrolase domain containing 1	Abhd1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1845
NM_021442	myelodysplasia syndrome 1 homolog (human)	Mds1	-1.6 ± 0.4	N.C.	N.C.	N.C.	1848
NM_021531	coactivator-associated arginine methyltransferase 1	Carm1	-1.5 ± 0.3	N.C.	N.C.	N.C.	1850
NM_022419	abhydrolase domain containing 8	Abhd8	-1.9 ± 0.4	N.C.	N.C.	N.C.	1852
NM_023123	H19 fetal liver mRNA	H19	N.C.	N.C.	-3.0 ± 1.0	N.C.	1854
NM_023217	pyroglutamyl-peptidase I	Pgpep1	-2.6 ± 0.4	N.C.	N.C.	N.C.	1856
NM_023431	melanoma associated antigen (mutated) 1	Mum1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1857
NM_023450	RIKEN cDNA 2010204K13 gene	2010204K13Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	1858
NM_023516	RIKEN cDNA 2310016C08 gene	2310016C08Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1859
NM_024203	RIKEN cDNA 4932442K08 gene	4932442K08Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1861
NM_024472	cDNA sequence BC002216	BC002216	-1.7 ± 0.4	N.C.	N.C.	N.C.	1864
NM_024480	cDNA sequence BC003251	BC003251	-1.8 ± 0.4	N.C.	N.C.	N.C.	1865
NM_025304	leucine carboxyl methyltransferase 1	Lcmt1	-1.5 ± 0.3	N.C.	N.C.	N.C.	1866
NM_025324	zinc finger protein 524	Zfp524	-1.7 ± 0.4	N.C.	N.C.	N.C.	1867
NM_025341	abhydrolase domain containing 6	Abhd6	-1.5 ± 0.4	N.C.	N.C.	N.C.	1868
NM_025368	RIKEN cDNA 1110007C05 gene	1110007C05Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1869
NM_025421	acylphosphatase 1, erythrocyte (common) type	Acyp1	-1.9 ± 0.4	N.C.	N.C.	N.C.	1870
NM_025464	RIKEN cDNA 1810021J13 gene	1810021J13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1871
NM_025482	tumor protein D52-like 2	Tpd52l2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1872
NM_025559	RIKEN cDNA 1810046J19 gene	1810046J19Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1873
NM_025591	RIKEN cDNA 2010309E21 gene	2010309E21Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1874
NM_025654	RAD52 homolog B (S. cerevisiae)	Rad52b	-1.7 ± 0.4	N.C.	N.C.	N.C.	1875
NM_025844	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	Chordc1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1877
NM_025864	RIKEN cDNA 2310028N02 gene	2310028N02Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	1878
NM_025875	RNA binding motif protein 8a	Rbm8a	-1.7 ± 0.4	N.C.	N.C.	N.C.	1879
NM_025879	RIKEN cDNA 2410002O22 gene	2410002O22Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1880
NM_025892	RIKEN cDNA 1500031L02 gene	1500031L02Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1881
NM_026075	RIKEN cDNA 3110031B13 gene	3110031B13Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1882
NM_026167	kelch-like 13 (Drosophila)	Klhl13	N.C.	N.C.	-1.5 ± 0.4	N.C.	1883
NM_026312	RIKEN cDNA 2610029G23 gene	2610029G23Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1885
NM_026341	nudix (nucleoside diphosphate linked moiety X)-type motif 13	Nudt13	-2.0 ± 0.4	N.C.	N.C.	N.C.	1886
NM_026383	proline-rich nuclear receptor coactivator 2	Pnrc2	-2.0 ± 0.4	N.C.	N.C.	N.C.	1887
NM_026473	tubulin, beta 6	Tubb6	N.C.	N.C.	-2.1 ± 0.4	N.C.	1888
NM_026494	RIKEN cDNA 6330579B17 gene	6330579B17Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1889
NM_026503	RIKEN cDNA 1110058L19 gene	1110058L19Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1890
NM_026526	RIKEN cDNA 2510005D08 gene	2510005D08Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1891
NM_026527	RIKEN cDNA 2510006C20 gene	2510006C20Rik	-1.9 ± 0.4	-1.6 ± 0.4	N.C.	N.C.	1892
NM_026533	ribosomal protein S13	Rps13	-1.8 ± 0.4	N.C.	N.C.	N.C.	1893
NM_026632	replication protein A3	Rpa3	-1.6 ± 0.4	N.C.	N.C.	N.C.	1895
NM_026640	RIKEN cDNA 4632417K18 gene	4632417K18Rik	-3.8 ± 0.4	N.C.	-1.5 ± 0.3	N.C.	1896
NM_026658	mitochondrial translation optimization 1 homolog (S. cerevisiae)	Mto1	-2.1 ± 0.4	N.C.	N.C.	N.C.	1897
NM_028784	coagulation factor XIII, A1 subunit	F13a1	N.C.	N.C.	-1.5 ± 0.4	N.C.	1898
NM_029397	RNA binding motif protein 12	Rbm12	N.C.	N.C.	-1.6 ± 0.4	-1.5 ± 0.3	1899
NM_029583	RIKEN cDNA 2810408B13 gene	2810408B13Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1900
NM_029813	RIKEN cDNA 2210418O10 gene	2210418O10Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1901
NM_053082	tetraspanin 4	Tspan4	-1.8 ± 0.4	N.C.	N.C.	N.C.	1908
NM_053090	down-regulated by Ctnnb1, a		-1.8 ± 0.4	N.C.	N.C.	N.C.	1909
NM_053162	mitochondrial ribosomal protein L34	Mrpl34	-1.6 ± 0.4	N.C.	N.C.	N.C.	1910
NM_053187	golgi associated PDZ and coiled-coil motif containing	Gopc	-1.5 ± 0.4	N.C.	N.C.	N.C.	1911
NM_053198	sideroflexin 4	Sfxn4	-3.0 ± 0.5	N.C.	N.C.	N.C.	1912
NM_053252	tangerin	LOC114601	-2.9 ± 0.4	N.C.	N.C.	N.C.	1914
NM_080462	histamine N-methyltransferase	Hnmt	-1.5 ± 0.4	N.C.	N.C.	N.C.	1915
NM_133187	RIKEN cDNA 1110032E23 gene	1110032E23Rik	N.C.	N.C.	-1.5 ± 0.4	N.C.	1916
NM_133214	cDNA sequence BC017612	BC017612	-2.1 ± 0.4	N.C.	N.C.	N.C.	1917
NM_133229	Down syndrome critical region homolog 6 (human)	Dscr6	-2.1 ± 0.4	N.C.	N.C.	N.C.	1918
NM_133682	tafazzin	Taz	-1.5 ± 0.4	N.C.	N.C.	N.C.	1919
NM_133746	RIKEN cDNA 2810048G17 gene	2810048G17Rik	-4.1 ± 0.4	N.C.	N.C.	N.C.	1920
NM_133775	RIKEN cDNA 9230117N10 gene	9230117N10Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1921
NM_133818	expressed sequence AI597479	AI597479	-1.5 ± 0.4	N.C.	N.C.	N.C.	1923
NM_133823	methylmalonic aciduria (cobalamin deficiency) type A	Mmaa	-2.0 ± 0.4	N.C.	N.C.	N.C.	1924
NM_133859	olfactomedin-like 3	Olfml3	N.C.	N.C.	-1.5 ± 0.4	-2.0 ± 0.4	1925
NM_133922	RIKEN cDNA A930040G15 gene	A930040G15Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1926
NM_133929	RIKEN cDNA E330009J07 gene	E330009J07Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1927
NM_133931	protection of telomeres 1	Pot1	-2.6 ± 0.4	N.C.	N.C.	N.C.	1928
NM_133991	Ftsj homolog 1 (E. coli)	Ftsj1	-1.5 ± 0.3	N.C.	N.C.	N.C.	1930
NM_134063	CDNA sequence BC016423	BC016423	-1.6 ± 0.4	N.C.	N.C.	N.C.	1931
NM_134083	chromosome condensation 1-like	Chc1l	-1.7 ± 0.3	N.C.	N.C.	N.C.	1932
NM_138594	DNA segment, Chr 6, Wayne State University 163, expressed	D6Wsu163e	-2.6 ± 0.4	N.C.	N.C.	N.C.	1934
NM_138607	DNA segment, human DXS9928E	D0HXS9928E	-1.5 ± 0.4	N.C.	N.C.	N.C.	1935
NM_138668	RIKEN cDNA 1810047C23 gene	1810047C23Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1936
NM_138721	U7 snRNP-specific Sm-like protein LSM10	Lsm10	-1.9 ± 0.4	N.C.	N.C.	N.C.	1937
NM_138742	nucleosome assembly protein 1-like 3	Nap1l3	-2.1 ± 0.4	N.C.	N.C.	N.C.	1938
NM_138743	RIKEN cDNA 1190017O12 gene	1190017O12Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1939
NM_139063	muted	Muted	-1.8 ± 0.4	N.C.	N.C.	N.C.	1940
U30244	ephrin B2	Efnb2	N.C.	N.C.	N.C.	-1.7 ± 0.4	1943
AK021390	helicase, lymphoid specific	Hells	N.C.	-2.0 ± 0.4	N.C.	N.C.	14
BM118290	myotubularin related protein 9	Mtmr9	-1.7 ± 0.4	N.C.	N.C.	N.C.	24
BB533736	cysteine rich protein 61	Cyr61	N.C.	N.C.	-1.9 ± 0.5	N.C.	5
BB815530	kit ligand	Kitl	-1.8 ± 0.4	N.C.	N.C.	N.C.	6
BB705380	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	Hmgcs1	-1.5 ± 0.4	N.C.	N.C.	N.C.	7
BB525237	Progesterone receptor	Pgr	N.C.	-3.0 ± 0.4	N.C.	N.C.	5
AV316700	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf3	-2.0 ± 0.4	N.C.	N.C.	N.C.	35
BC019453	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf9	-1.5 ± 0.4	N.C.	N.C.	N.C.	120
BG069095	interferon consensus sequence binding protein 1	Icsbp1	-1.5 ± 0.4	N.C.	N.C.	N.C.	125
NM_008229	histone deacetylase 2	Hdac2	-1.7 ± 0.3	N.C.	N.C.	N.C.	135
BG075593	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf12	-1.7 ± 0.4	N.C.	N.C.	N.C.	126
