Refseq	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_024407	374291	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	2.32427288	1.219488	NA
NM_002496	4728	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	2.52600326	0.8855806	NA
NM_001001503	4731	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	2.15104001	3.9508566	NA
NM_021075	4731	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	1.92873755	7.6537443	NA
NM_198400	4734	NEDD4	neural precursor cell expressed, developmentally down-regulated 4	0.44483026	9.0782945	-2.248048503
NM_006156	4738	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	2.50877482	0.637618	NA
NM_018248	55247	NEIL3	nei endonuclease VIII-like 3 (E. coli)	0.40365739	9.8653909	-2.477348427
NM_002498	4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	0.53439187	7.6537443	-1.871285954
NM_152720	4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	0.53439187	7.6537443	-1.871285954
NM_014397	10783	NEK6	NIMA (never in mitosis gene a)-related kinase 6	2.89262896	2.4738185	NA
NM_015537	26012	NELF	nasal embryonic LHRH factor	2.14139002	8.1979458	NA
NM_005863	10276	NET1	neuroepithelial cell transforming gene 1	5.14653983	0.8369687	NA
NM_018092	81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	1.84927094	8.1979458	NA
NM_004556	4794	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	1.66625367	7.6537443	NA
NM_001005474	64332	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	0.10230577	1.7079054	-9.77461975
NM_031419	64332	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	0.10230577	1.7079054	-9.77461975
NM_152995	152518	NFXL1	nuclear transcription factor, X-box binding-like 1	0.51639183	8.0395314	-1.936513984
NM_016645	51335	NGRN	neugrin, neurite outgrowth associated	1.56013349	9.8653909	NA
NM_005008	4809	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	1.95612352	2.9727196	NA
NM_001003796	4809	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	1.95612352	2.9727196	NA
NM_133433	25836	NIPBL	Nipped-B homolog (Drosophila)	0.33218333	1.7079054	-3.010385861
NM_005600	4817	NIT1	nitrilase 1	2.24549698	0.637618	NA
NM_001001349	28511	NKIRAS2	NFKB inhibitor interacting Ras-like 2	1.81981954	7.6537443	NA
NM_017595	28511	NKIRAS2	NFKB inhibitor interacting Ras-like 2	1.81981954	7.6537443	NA
NM_005385	4820	NKTR	natural killer-tumor recognition sequence	0.45671941	6.8159167	-2.189528139
NM_001012651	4820	NKTR	natural killer-tumor recognition sequence	0.4977774	8.27025	-2.008930096
NM_000269	4830	NME1	non-metastatic cells 1, protein (NM23A) expressed in	2.40107336	3.3991674	NA
NM_198175	4830	NME1	non-metastatic cells 1, protein (NM23A) expressed in	2.40107336	3.3991674	NA
NM_001018136	654364	NME1-NME2	NM23-LV	2.70890439	1.219488	NA
NM_001018139	4831	NME2	non-metastatic cells 2, protein (NM23B) expressed in	1.72059497	7.2505573	NA
NM_001018138	4831	NME2	non-metastatic cells 2, protein (NM23B) expressed in	1.72059497	7.2505573	NA
NM_001018137	4831	NME2	non-metastatic cells 2, protein (NM23B) expressed in	1.72059497	7.2505573	NA
NM_002512	4831	NME2	non-metastatic cells 2, protein (NM23B) expressed in	1.72059497	7.2505573	NA
NM_005009	4833	NME4	non-metastatic cells 4, protein expressed in	1.9978268	4.3199052	NA
NM_022787	64802	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	1.723645	9.8653909	NA
NM_015039	23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1.67852503	3.753678	NA
NM_170706	23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1.67852503	3.753678	NA
NM_003946	8996	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	2.07373291	3.797649	NA
NM_006392	10528	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat)	1.88959982	9.8653909	NA
NM_017838	55651	NOLA2	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)	3.56216195	0.637618	NA
NM_018648	55505	NOLA3	nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)	2.11023394	3.9508566	NA
NM_017916	55011	NOP17	NOP17	2.07856711	2.3206861	NA
NM_015934	51602	NOP5/NOP58	nucleolar protein NOP5/NOP58	0.47742133	4.3199052	-2.094585929
NM_015953	51070	NOSIP	nitric oxide synthase interacting protein	3.06491027	0.637618	NA
NM_203458	388677	NOTCH2NL	Notch homolog 2 (Drosophila) N-terminal like	2.14342321	0.637618	NA
NM_006993	10360	NPM3	nucleophosmin/nucleoplasmin, 3	2.48522361	0.637618	NA
NM_000903	1728	NQO1	NAD(P)H dehydrogenase, quinone 1	3.14873446	0.637618	NA
NM_007121	7376	NR1H2	nuclear receptor subfamily 1, group H, member 2	2.08352368	3.753678	NA
NM_005693	10062	NR1H3	nuclear receptor subfamily 1, group H, member 3	2.44813166	4.6110465	NA
NM_001020825	2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	0.51242863	7.6537443	-1.951491274
NM_173172	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_173173	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_006186	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_173171	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_002524	4893	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	2.51880741	0.637618	NA
NM_013392	29959	NRBP1	nuclear receptor binding protein 1	1.88746351	8.593663	NA
NM_005010	4897	NRCAM	neuronal cell adhesion molecule	0.44906031	3.3991674	-2.226872377
NM_005011	4899	NRF1	nuclear respiratory factor 1	2.29659868	1.9982331	NA
NM_013959	3084	NRG1	neuregulin 1	3.41443894	1.0218237	NA
NM_013962	3084	NRG1	neuregulin 1	3.41443894	1.0218237	NA
NM_013958	3084	NRG1	neuregulin 1	3.41443894	1.0218237	NA
NM_004495	3084	NRG1	neuregulin 1	0.55603769	4.9341886	-1.798439239
NM_003873	8829	NRP1	neuropilin 1	0.18981477	3.2351467	-5.268293927
NM_016143	55968	NSFL1C	NSFL1 (p97) cofactor (p47)	1.85605919	5.5989565	NA
NM_018839	55968	NSFL1C	NSFL1 (p97) cofactor (p47)	1.85605919	5.5989565	NA
NM_182483	55968	NSFL1C	NSFL1 (p97) cofactor (p47)	1.85605919	5.5989565	NA
NM_145080	197370	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)	2.78865783	0.8369687	NA
NM_032158	260294	NSUN5C	NOL1/NOP2/Sun domain family, member 5C	0.49791896	8.27025	-2.008358951
NM_148936	260294	NSUN5C	NOL1/NOP2/Sun domain family, member 5C	0.49791896	8.27025	-2.008358951
NM_052935	115024	NT5C3L	5-nucleotidase, cytosolic III-like	1.84776301	9.0782945	NA
NM_022908	64943	NT5DC2	5-nucleotidase domain containing 2	1.96577799	9.8653909	NA
NM_016575	51559	NT5DC3	5-nucleotidase domain containing 3	2.12759544	4.6110465	NA
NM_006179	4909	NTF5	neurotrophin 5 (neurotrophin 4/5)	2.79771967	1.9393426	NA
NM_021229	59277	NTN4	netrin 4	0.45528649	6.3497914	-2.196419226
NM_002484	4682	NUBP1	nucleotide binding protein 1 (MinD homolog, E. coli)	2.1668053	3.9508566	NA
NM_012225	10101	NUBP2	nucleotide binding protein 2 (MinD homolog, E. coli)	2.1594093	4.6110465	NA
NM_006600	10726	NUDC	nuclear distribution gene C homolog (A. nidulans)	1.82111594	3.9508566	NA
NM_145266	134492	NUDCD2	NudC domain containing 2	1.62024711	6.8159167	NA
NM_031438	83594	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	0.36207792	8.593663	-2.761836458
NM_032349	84309	NUDT16L1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	1.86609515	7.6537443	NA
NM_007006	11051	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	1.89911952	5.9122677	NA
NM_032344	84304	NUDT22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	2.32538573	0.637618	NA
NM_006703	11165	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	1.99215989	3.9508566	NA
NM_005124	9972	NUP153	nucleoporin 153kDa	0.56070421	9.8653909	-1.783471538
NM_015135	23165	NUP205	nucleoporin 205kDa	0.47688847	2.9727196	-2.096926353
NM_007342	11097	NUPL2	nucleoporin like 2	0.37494395	1.7079054	-2.667065304
NM_013248	29107	NXT1	NTF2-like export factor 1	2.64667957	1.3001076	NA
NM_178507	220323	OAF	OAF homolog (Drosophila)	1.98236723	7.6537443	NA
NM_002537	4947	OAZ2	ornithine decarboxylase antizyme 2	1.84118817	4.9341886	NA
NM_024928	79991	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	1.97166067	8.1979458	NA
NM_152398	132299	OCIAD2	OCIA domain containing 2	1.93675863	5.5989565	NA
NM_001014446	132299	OCIAD2	OCIA domain containing 2	1.99476755	3.797649	NA
NM_002540	4957	ODF2	outer dense fiber of sperm tails 2	2.17135134	0.637618	NA
NM_003611	8481	OFD1	oral-facial-digital syndrome 1	0.43264634	2.3206861	-2.311356661
NM_024576	79627	OGFRL1	opioid growth factor receptor-like 1	1.61847748	8.1979458	NA
NM_016819	4968	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	NA
NM_016829	4968	OGG1	8-oxoguanine DNA glycosylase	1.87923317	8.593663	NA
NM_016828	4968	OGG1	8-oxoguanine DNA glycosylase	1.87923317	8.593663	NA
NM_002542	4968	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	NA
NM_016820	4968	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	NA
NM_016826	4968	OGG1	8-oxoguanine DNA glycosylase	1.87923317	8.593663	NA
NM_016827	4968	OGG1	8-oxoguanine DNA glycosylase	1.87923317	8.593663	NA
NM_016821	4968	OGG1	8-oxoguanine DNA glycosylase	1.87923317	8.593663	NA
NM_182487	169611	OLFML2A	olfactomedin-like 2A	0.39033905	9.8653909	-2.561875375
NM_025136	80207	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	1.77985072	5.7639809	NA
NM_012381	23595	ORC3L	origin recognition complex, subunit 3-like (yeast)	0.5428998	8.7274414	-1.841960524
NM_181837	23595	ORC3L	origin recognition complex, subunit 3-like (yeast)	0.5428998	8.7274414	-1.841960524
NM_032412	84418	ORF1-FL49	putative nuclear protein ORF1-FL49	1.635275	5.0573729	NA
NM_014182	29095	ORMDL2	ORM1-like 2 (S. cerevisiae)	2.16421728	2.4738185	NA
NM_032623	84709	OSAP	ovary-specific acidic protein	2.51406367	3.3991674	NA
NM_017784	114884	OSBPL10	oxysterol binding protein-like 10	1.52952616	8.593663	NA
NM_015550	26031	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.754985541
NM_145322	26031	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.754985541
NM_145320	26031	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.754985541
NM_145321	26031	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.754985541
NM_017807	55644	OSGEP	O-sialoglycoprotein endopeptidase	2.95555669	1.0218237	NA
NM_053001	116039	OSR2	odd-skipped related 2 (Drosophila)	1.88903443	6.3497914	NA
NM_012383	26578	OSTF1	osteoclast stimulating factor 1	2.07402306	9.8653909	NA
NM_017670	55611	OTUB1	OTU domain, ubiquitin aldehyde binding 1	1.94086723	6.8159167	NA
NM_021220	58495	OVOL2	ovo-like 2 (Drosophila)	2.04640558	5.9122677	NA
NM_205767	125988	P117	hypothetical protein P117	2.35594422	1.9982331	NA
NM_012385	26471	P8	p8 protein (candidate of metastasis 1)	3.51176075	0.637618	NA
NM_006191	5036	PA2G4	proliferation-associated 2G4, 38kDa	2.11507334	4.6110465	NA
NM_004643	8106	PABPN1	poly(A) binding protein, nuclear 1	1.81721644	6.8159167	NA
NM_007229	11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	1.57443023	8.8660141	NA
NM_016223	29763	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	1.76583759	8.0395314	NA
NM_013358	29943	PADI1	peptidyl arginine deiminase, type I	0.62758967	9.6306887	-1.593397801
NM_002573	5050	PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa	2.22472513	3.9508566	NA
NM_000437	5051	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	1.93466661	2.6012277	NA
NM_016480	51247	PAIP2	poly(A) binding protein interacting protein 2	1.53411473	9.6306887	NA
NM_020168	56924	PAK6	p21(CDKN1A)-activated kinase 6	1.70034271	8.1979458	NA
NM_000919	5066	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138821	5066	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138766	5066	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138822	5066	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_018109	55149	PAPD1	PAP associated domain containing 1	0.31107028	1.7079054	-3.214707622
NM_004670	9060	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	0.53100723	6.3497914	-1.88321353
NM_001015880	9060	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	0.53100723	6.3497914	-1.88321353
NM_018622	55486	PARL	presenilin associated, rhomboid-like	1.84741441	4.6110465	NA
NM_017554	54625	PARP14	poly (ADP-ribose) polymerase family, member 14	0.2274934	8.8660141	-4.39573192
NM_020214	56965	PARP6	poly (ADP-ribose) polymerase family, member 6	1.85573903	5.7639809	NA
NM_020213	56965	PARP6	poly (ADP-ribose) polymerase family, member 6	1.85573903	5.7639809	NA
NM_002583	5074	PAWR	PRKC, apoptosis, WT1, regulator	1.7942846	8.1979458	NA
NM_022172	5091	PC	pyruvate carboxylase	1.87018711	8.593663	NA
NM_000920	5091	PC	pyruvate carboxylase	1.87018711	8.593663	NA
NM_003884	8850	PCAF	p300/CBP-associated factor	0.26426232	2.3697766	-3.78411875
NM_000281	5092	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)	3.89094692	0.637618	NA
NM_006196	5093	PCBP1	poly(rC) binding protein 1	1.8846106	5.3706176	NA
NM_033009	57060	PCBP4	poly(rC) binding protein 4	1.93011622	7.2505573	NA
NM_020418	57060	PCBP4	poly(rC) binding protein 4	1.93011622	7.2505573	NA
NM_033008	57060	PCBP4	poly(rC) binding protein 4	1.93011622	7.2505573	NA
NM_033010	57060	PCBP4	poly(rC) binding protein 4	1.93011622	7.2505573	NA
NM_033100	92211	PCDH21	protocadherin 21	0.42815343	8.7274414	-2.335611325
NM_018900	56147	PCDHA1	protocadherin alpha 1	0.42134188	1.9982331	-2.373369578
NM_031411	56147	PCDHA1	protocadherin alpha 1	0.42134188	1.9982331	-2.373369578
NM_031860	56139	PCDHA10	protocadherin alpha 10	0.42134188	1.9982331	-2.373369578
NM_018902	56138	PCDHA11	protocadherin alpha 11	0.42134188	1.9982331	-2.373369578
NM_018903	56137	PCDHA12	protocadherin alpha 12	0.42134188	1.9982331	-2.373369578
NM_018904	56136	PCDHA13	protocadherin alpha 13	0.42134188	1.9982331	-2.373369578
NM_018907	56144	PCDHA4	protocadherin alpha 4	0.42134188	1.9982331	-2.373369578
NM_031849	56142	PCDHA6	protocadherin alpha 6	0.42134188	1.9982331	-2.373369578
NM_018910	56141	PCDHA7	protocadherin alpha 7	0.42134188	1.9982331	-2.373369578
NM_018911	56140	PCDHA8	protocadherin alpha 8	0.42134188	1.9982331	-2.373369578
NM_031857	9752	PCDHA9	protocadherin alpha 9	0.42134188	1.9982331	-2.373369578
NM_018898	56135	PCDHAC1	protocadherin alpha subfamily C, 1	0.42396016	1.7079054	-2.358712196
NM_015885	51585	PCF11	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	0.35460225	1.7079054	-2.820061068
NM_032673	84759	PCGF1	polycomb group ring finger 1	1.75021425	5.3706176	NA
NM_006197	5108	PCM1	pericentriolar material 1	0.41872226	1.7079054	-2.388217908
NM_018257	55251	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	3.35842575	1.5613079	NA
NM_182649	5111	PCNA	proliferating cell nuclear antigen	1.81636855	9.0782945	NA
NM_002592	5111	PCNA	proliferating cell nuclear antigen	1.81636855	9.0782945	NA
NM_002768	5119	PCOLN3	procollagen (type III) N-endopeptidase	1.98630485	5.0573729	NA
NM_006201	5127	PCTK1	PCTAIRE protein kinase 1	1.63425976	8.7274414	NA
NM_033018	5127	PCTK1	PCTAIRE protein kinase 1	1.63425976	8.7274414	NA
NM_005017	5130	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	1.58525081	9.0782945	NA
NM_002861	5833	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	2.90083889	1.219488	NA
NM_144781	5134	PDCD2	programmed cell death 2	1.63587335	9.8653909	NA
NM_005313	2923	PDIA3	protein disulfide isomerase family A, member 3	0.42911741	3.9508566	-2.33036455
NM_002612	5166	PDK4	pyruvate dehydrogenase kinase, isozyme 4	0.21504762	1.7079054	-4.65013284
NM_021630	64236	PDLIM2	PDZ and LIM domain 2 (mystique)	2.69225569	1.4567723	NA
NM_198042	64236	PDLIM2	PDZ and LIM domain 2 (mystique)	2.93836332	1.219488	NA
NM_003687	8572	PDLIM4	PDZ and LIM domain 4	1.86475158	2.9727196	NA
NM_213636	9260	PDLIM7	PDZ and LIM domain 7 (enigma)	1.6581745	7.6537443	NA
NM_005451	9260	PDLIM7	PDZ and LIM domain 7 (enigma)	2.52101608	0.637618	NA
NM_203352	9260	PDLIM7	PDZ and LIM domain 7 (enigma)	2.52101608	0.637618	NA
NM_020315	57026	PDXP	pyridoxal (pyridoxine, vitamin B6) phosphatase	1.76138412	6.5999626	NA
NM_016484	51248	PDZD11	PDZ domain containing 11	1.73801689	8.593663	NA
NM_178140	23037	PDZD2	PDZ domain containing 2	0.42488856	8.8660141	-2.353558307
NM_005764	10158	PDZK1IP1	PDZK1 interacting protein 1	24.5352793	0	NA
NM_003768	8682	PEA15	phosphoprotein enriched in astrocytes 15	3.62628087	0.637618	NA
NM_145065	246330	PELI3	pellino homolog 3 (Drosophila)	1.55681015	7.6537443	NA
NM_015946	53918	PELO	pelota homolog (Drosophila)	1.84996616	5.7639809	NA
NM_007169	10400	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	NA
NM_148173	10400	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	NA
NM_148172	10400	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	NA
NM_021830	56652	PEO1	progressive external ophthalmoplegia 1	1.8825226	8.27025	NA
NM_002616	5187	PER1	period homolog 1 (Drosophila)	1.74209157	6.3497914	NA
NM_002857	5824	PEX19	peroxisomal biogenesis factor 19	1.97762938	7.2505573	NA
NM_003630	8504	PEX3	peroxisomal biogenesis factor 3	0.39391458	2.6012277	-2.538621444
NM_014887	10443	PFAAP5	phosphonoformate immuno-associated protein 5	0.53447686	9.8653909	-1.87098839
NM_012394	5202	PFDN2	prefoldin subunit 2	2.20510976	0.637618	NA
NM_145896	5204	PFDN5	prefoldin subunit 5	1.72193294	9.4283268	NA
NM_002624	5204	PFDN5	prefoldin subunit 5	1.74081307	9.0782945	NA
NM_005022	5216	PFN1	profilin 1	2.98708623	0.637618	NA
NM_002628	5217	PFN2	profilin 2	1.67338112	6.3497914	NA
NM_053024	5217	PFN2	profilin 2	1.67338112	6.3497914	NA
NM_016095	51659	Pfs2	DNA replication complex GINS protein PSF2	1.87191145	8.593663	NA
NM_001002880	25776	PGEA1	PKD2 interactor, golgi and endoplasmic reticulum associated 1	2.41872024	0.637618	NA
NM_015373	25776	PGEA1	PKD2 interactor, golgi and endoplasmic reticulum associated 1	2.41872024	0.637618	NA
NM_002632	5228	PGF	placental growth factor, vascular endothelial growth factor-related protein	4.37036056	0.637618	NA
NM_012088	25796	PGLS	6-phosphogluconolactonase	2.7072467	0.8369687	NA
NM_173582	283209	PGM2L1	phosphoglucomutase 2-like 1	0.38651074	9.6306887	-2.587250228
NM_015599	5238	PGM3	phosphoglucomutase 3	1.79311667	7.2505573	NA
NM_177938	54681	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase	0.47646587	7.6537443	-2.098786215
NM_177939	54681	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase	0.47646587	7.6537443	-2.098786215
NM_017732	54681	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase	0.47646587	7.6537443	-2.098786215
NM_002634	5245	PHB	prohibitin	2.40169469	3.3991674	NA
NM_007273	11331	PHB2	prohibitin 2	1.50227363	9.8653909	NA
NM_004427	1912	PHC2	polyhomeotic-like 2 (Drosophila)	1.65247042	9.8653909	NA
NM_001009936	26147	PHF19	PHD finger protein 19	2.52276587	9.4283268	NA
NM_015153	23469	PHF3	PHD finger protein 3	0.39422099	1.7079054	-2.53664829
NM_032758	84844	PHF5A	PHD finger protein 5A	2.12011405	2.6012277	NA
NM_017934	55023	PHIP	pleckstrin homology domain interacting protein	0.31596983	1.7079054	-3.164859126
NM_007350	22822	PHLDA1	pleckstrin homology-like domain, family A, member 1	1.8163242	8.1979458	NA
NM_145753	90102	PHLDB2	pleckstrin homology-like domain, family B, member 2	0.46747962	9.8653909	-2.139130686
NM_014172	29085	PHPT1	phosphohistidine phosphatase 1	1.86665596	3.9508566	NA
NM_006214	5264	PHYH	phytanoyl-CoA 2-hydroxylase	0.41295383	1.7079054	-2.421578219
NM_012260	26061	PHYH2	phytanoyl-CoA 2-hydroxylase 2	1.80206639	3.9508566	NA
NM_002638	5266	PI3	peptidase inhibitor 3, skin-derived (SKALP)	2.52366996	8.27025	NA
NM_016166	8554	PIAS1	protein inhibitor of activated STAT, 1	0.49129266	5.9122677	-2.035446652
NM_005482	10026	PIGK	phosphatidylinositol glycan, class K	0.26258756	1.7079054	-3.808253521
