Probe set	Symbol	Name	Fold-difference
204959_at	MNDA	myeloid cell nuclear differentiation antigen /// myeloid cell nuclear differentiation antigen	0.3223628
226448_at	FAM89A	family with sequence similarity 89, member A	0.3223441
1553025_at	GPR126	G protein-coupled receptor 126	0.3221393
218149_s_at	ZNF395	zinc finger protein 395	0.3219691
204542_at	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	0.321735
228795_at	PRKCB1	Protein kinase C, beta 1	0.3217126
219412_at	RAB38	RAB38, member RAS oncogene family	0.3214051
203706_s_at	FZD7	frizzled homolog 7 (Drosophila)	0.3209728
213701_at	C12orf29	chromosome 12 open reading frame 29	0.3209692
207955_at	CCL27	chemokine (C-C motif) ligand 27	0.3209535
205253_at	PBX1	pre-B-cell leukemia transcription factor 1	0.320769
1564129_a_at	QPRT	Quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	0.3206643
234910_at	RASAL2	RAS protein activator like 2	0.320211
229256_at	PGM2L1	phosphoglucomutase 2-like 1	0.3201199
209090_s_at	SH3GLB1	SH3-domain GRB2-like endophilin B1	0.3199601
1563498_s_at	LOC283130	hypothetical protein LOC283130	0.3199428
1559901_s_at	C21orf34	chromosome 21 open reading frame 34	0.3193162
210095_s_at	IGFBP3	insulin-like growth factor binding protein 3	0.318885
242642_at	NDEL1	NudE nuclear distribution gene E homolog like 1 (A. nidulans)	0.3187049
228027_at	GPRASP2	G protein-coupled receptor associated sorting protein 2	0.3186512
203146_s_at	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	0.3186434
203907_s_at	IQSEC1	IQ motif and Sec7 domain 1	0.3182882
212074_at	UNC84A	unc-84 homolog A (C. elegans)	0.3181742
228228_at	MGC15476	thymus expressed gene 3-like	0.3175487
213933_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	0.3173219
207544_s_at	ADH6	alcohol dehydrogenase 6 (class V)	0.317139
205051_s_at	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	0.3163728
218432_at	FBXO3	F-box protein 3	0.316272
1554609_at	MGC12965	similar to Cytochrome c, somatic	0.3160994
218180_s_at	EPS8L2	EPS8-like 2	0.3159027
225162_at	SH3D19	SH3 domain protein D19	0.3158717
220936_s_at	H2AFJ	H2A histone family, member J	0.3158151
229513_at	STRBP	Spermatid perinuclear RNA binding protein	0.315561
239682_at	FLJ23861	Hypothetical protein FLJ23861	0.3154445
226750_at	LARP2	La ribonucleoprotein domain family, member 2	0.3153019
203037_s_at	MTSS1	metastasis suppressor 1	0.3141959
223245_at	STRBP	spermatid perinuclear RNA binding protein	0.3141247
1562682_at	LOC283666	hypothetical protein LOC283666	0.3134414
210749_x_at	DDR1	discoidin domain receptor family, member 1	0.3134153
212728_at	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	0.3133012
235365_at	DFNB59	deafness, autosomal recessive 59	0.3130156
226272_at	---	Full length insert cDNA clone ZD79H10	0.3128985
234305_s_at	MLZE	melanoma-derived leucine zipper, extra-nuclear factor	0.3128114
222892_s_at	MAP2 /// TMEM40	microtubule-associated protein 2 /// transmembrane protein 40	0.3128091
208430_s_at	DTNA	dystrobrevin, alpha	0.3123428
1552291_at	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	0.3123311
219764_at	FZD10	frizzled homolog 10 (Drosophila)	0.3121985
235813_at	---	CDNA FLJ46701 fis, clone TRACH3014063	0.3121613
212727_at	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	0.3117139
233814_at	---	CDNA: FLJ22256 fis, clone HRC02860	0.3116479
206874_s_at	---	---	0.3115872
1553589_a_at	PDZK1IP1	PDZK1 interacting protein 1	0.3115814
242477_at	C9orf52	chromosome 9 open reading frame 52	0.3114941
204718_at	EPHB6	EPH receptor B6	0.3113858
222668_at	KCTD15	potassium channel tetramerisation domain containing 15	0.3112885
220609_at	LOC202181	hypothetical protein LOC202181	0.310718
227782_at	ZBTB7C	zinc finger and BTB domain containing 7C	0.3106443
1559190_s_at	RDH13	MRNA; cDNA DKFZp313H0740 (from clone DKFZp313H0740) /// Retinol dehydrogenase 13 (all-trans/9-cis)	0.310626
57082_at	LDLRAP1	low density lipoprotein receptor adaptor protein 1	0.3105442
206677_at	KRT31	keratin 31	0.3098127
230190_at	NDFIP2	Nedd4 family interacting protein 2	0.3095609
208384_s_at	MID2	midline 2	0.3095546
226860_at	TMEM19	transmembrane protein 19	0.3094556
236046_at	FLJ44896	FLJ44896 protein	0.3093896
241879_at	---	Transcribed locus, moderately similar to XP_517655.1 PREDICTED: similar to KIAA0825 protein [Pan troglodytes]	0.3093492
1569044_at	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	0.3093397
228145_s_at	ZNF398	zinc finger protein 398	0.3092209
234071_at	DEPDC6	DEP domain containing 6	0.3092196
1558392_at	SYNE2	spectrin repeat containing, nuclear envelope 2	0.3089605
232406_at	JAG1	Jagged 1 (Alagille syndrome)	0.3087865
1568698_at	FLJ43080	hypothetical protein LOC642986	0.3087079
201802_at	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	0.3081433
219148_at	PBK	PDZ binding kinase	0.3081428
231468_at	---	---	0.3081304
226863_at	FAM110C	Family with sequence similarity 110 member C	0.3080093
210852_s_at	AASS	aminoadipate-semialdehyde synthase	0.3078989
224801_at	NDFIP2	Nedd4 family interacting protein 2	0.3071738
204759_at	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	0.3071601
211423_s_at	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like	0.307034
219915_s_at	SLC16A10	solute carrier family 16, member 10 (aromatic amino acid transporter)	0.3061926
215017_s_at	FNBP1L	formin binding protein 1-like	0.3060102
229464_at	MYEF2	myelin expression factor 2	0.3051071
226423_at	PAQR8	progestin and adipoQ receptor family member VIII	0.3050157
1554252_a_at	LASS3	LAG1 longevity assurance homolog 3 (S. cerevisiae)	0.3048261
225739_at	RAB11FIP4	RAB11 family interacting protein 4 (class II)	0.3047636
230586_s_at	---	Transcribed locus	0.3047538
204686_at	IRS1	insulin receptor substrate 1	0.3045731
215064_at	---	CDNA: FLJ23593 fis, clone LNG14821	0.3045397
55081_at	MICAL-L1	MICAL-like 1	0.3042675
205969_at	AADAC	arylacetamide deacetylase (esterase)	0.3040823
226129_at	FAM83H	family with sequence similarity 83, member H	0.3039827
231872_at	LRRCC1	leucine rich repeat and coiled-coil domain containing 1	0.3036922
220013_at	ABHD9	abhydrolase domain containing 9	0.303548
1566452_at	---	---	0.3034962
212560_at	C11orf32	chromosome 11 open reading frame 32	0.303076
229070_at	C6orf105	chromosome 6 open reading frame 105	0.3026372
219103_at	DDEFL1	development and differentiation enhancing factor-like 1	0.3026239
235692_at	---	CDNA clone IMAGE:5432927	0.3025688
243254_at	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	0.302529
225978_at	FAM80B	family with sequence similarity 80, member B	0.302074
210335_at	PAMCI	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	0.3010695
208188_at	KRT9	keratin 9 (epidermolytic palmoplantar keratoderma)	0.3010278
203887_s_at	THBD	thrombomodulin	0.3009444
226636_at	PLD1	phospholipase D1, phosphatidylcholine-specific	0.300397
41660_at	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	0.3000802
217820_s_at	ENAH	enabled homolog (Drosophila)	0.2998334
205337_at	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)	0.2996556
235149_at	PGM2L1	phosphoglucomutase 2-like 1	0.2996352
231166_at	GPR155	G protein-coupled receptor 155	0.2996089
217248_s_at	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	0.2994269
205338_s_at	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)	0.2993722
244779_at	---	CDNA FLJ34038 fis, clone FCBBF2005645	0.299289
201681_s_at	DLG5	discs, large homolog 5 (Drosophila)	0.2991445
230063_at	ZNF264	zinc finger protein 264	0.2990573
204039_at	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	0.299023
207169_x_at	DDR1	discoidin domain receptor family, member 1	0.2976504
225755_at	KLHDC8B	kelch domain containing 8B	0.2976411
223805_at	OSBPL6	oxysterol binding protein-like 6	0.2973943
227235_at	GUCY1A3	Guanylate cyclase 1, soluble, alpha 3	0.2964225
227410_at	FAM43A	family with sequence similarity 43, member A	0.2961695
57588_at	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	0.2961001
224428_s_at	CDCA7	cell division cycle associated 7 /// cell division cycle associated 7	0.2956445
1555600_s_at	APOL4	apolipoprotein L, 4	0.2952394
1559607_s_at	GBP6	Guanylate binding protein family, member 6	0.2948948
204057_at	IRF8	interferon regulatory factor 8 /// interferon regulatory factor 8	0.2945987
229202_at	---	Transcribed locus	0.2944493
227856_at	C4orf32	chromosome 4 open reading frame 32	0.2941564
217080_s_at	HOMER2	homer homolog 2 (Drosophila)	0.2941003
209883_at	GLT25D2	glycosyltransferase 25 domain containing 2	0.2940551
228376_at	GGTA1	Glycoprotein, alpha-galactosyltransferase 1	0.2936243
205658_s_at	SNAPC4	small nuclear RNA activating complex, polypeptide 4, 190kDa	0.2935249
205573_s_at	SNX7	sorting nexin 7	0.2934062
211467_s_at	NFIB	nuclear factor I/B	0.2933678
217287_s_at	TRPC6	transient receptor potential cation channel, subfamily C, member 6	0.2925677
207691_x_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	0.291967
209733_at	LOC286440	hypothetical protein LOC286440	0.2916823
213397_x_at	RNASE4	ribonuclease, RNase A family, 4	0.2908426
226961_at	PRR15	proline rich 15	0.2907575
203006_at	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa	0.2899315
228827_at	---	MRNA; cDNA DKFZp564B213 (from clone DKFZp564B213)	0.2898241
202894_at	EPHB4	EPH receptor B4	0.2896464
202949_s_at	FHL2	four and a half LIM domains 2	0.2893457
218665_at	FZD4	frizzled homolog 4 (Drosophila)	0.289299
203256_at	CDH3	cadherin 3, type 1, P-cadherin (placental)	0.2892131
204069_at	MEIS1	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	0.2890923
219528_s_at	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	0.2889659
241355_at	HR	hairless homolog (mouse)	0.2888374
225864_at	FAM84B	family with sequence similarity 84, member B	0.2887747
1565525_a_at	TCP11L2	t-complex 11 (mouse) like 2	0.2887388
229910_at	SHE	Src homology 2 domain containing E	0.2882314
236172_at	LTB4R	Leukotriene B4 receptor	0.2880686
203641_s_at	COBLL1	COBL-like 1	0.2871465
210226_at	NR4A1	nuclear receptor subfamily 4, group A, member 1	0.287071
228708_at	RAB27B	RAB27B, member RAS oncogene family	0.2867871
211986_at	AHNAK	AHNAK nucleoprotein (desmoyokin)	0.2866607
207043_s_at	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	0.2861449
209691_s_at	DOK4	docking protein 4	0.2861095
229385_s_at	---	---	0.2859983
208614_s_at	FLNB	filamin B, beta (actin binding protein 278)	0.2856127
204675_at	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	0.2850019
220724_at	FLJ21511	hypothetical protein FLJ21511	0.2848954
234300_s_at	ZFP28	zinc finger protein 28 homolog (mouse)	0.2840961
217894_at	KCTD3	potassium channel tetramerisation domain containing 3	0.2840522
212486_s_at	FYN	FYN oncogene related to SRC, FGR, YES	0.2840378
239866_at	---	CDNA FLJ14392 fis, clone HEMBA1003166	0.283965
206177_s_at	ARG1	arginase, liver	0.2836349
222771_s_at	MYEF2	myelin expression factor 2	0.2830115
201616_s_at	CALD1	caldesmon 1	0.2826533
229907_at	SLC18A2	Solute carrier family 18 (vesicular monoamine), member 2	0.2824734
212731_at	ANKRD46	ankyrin repeat domain 46	0.2822918
204591_at	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)	0.2821728
1552477_a_at	IRF6	interferon regulatory factor 6	0.2818287
226666_at	GPR135	G protein-coupled receptor 135	0.2816025
225601_at	HMGB3	high-mobility group box 3	0.2815473
243386_at	SRG	survival-related gene	0.2814091
230775_s_at	LOC646871	hypothetical protein LOC646871	0.2813252
224516_s_at	CXXC5	CXXC finger 5 /// CXXC finger 5	0.2811691
218412_s_at	GTF2IRD1	GTF2I repeat domain containing 1	0.2810134
235141_at	MARVELD2	MARVEL domain containing 2	0.280864
206324_s_at	DAPK2	death-associated protein kinase 2	0.2807832
218807_at	VAV3	vav 3 oncogene	0.2799525
218876_at	CGI-38	brain specific protein /// brain specific protein	0.2797958
206094_x_at	UGT1A6	UDP glucuronosyltransferase 1 family, polypeptide A6	0.2790463
206528_at	TRPC6	transient receptor potential cation channel, subfamily C, member 6	0.2786736
212729_at	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	0.2786105
208999_at	39333	septin 8	0.2785301
210111_s_at	KIAA0265	KIAA0265 protein	0.2783561
227180_at	ELOVL7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	0.2782364
201397_at	PHGDH	phosphoglycerate dehydrogenase	0.2781998
227641_at	FBXL16	F-box and leucine-rich repeat protein 16	0.2780734
234343_s_at	RASAL2	RAS protein activator like 2	0.2780351
225325_at	FLJ20160	FLJ20160 protein	0.2778553
1559990_at	---	---	0.2778391
226908_at	LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	0.2777523
204573_at	CROT	carnitine O-octanoyltransferase	0.2772081
218792_s_at	BSPRY	B-box and SPRY domain containing	0.2769879
222482_at	SSBP3 /// IL17RB /// LOC641972 /// LOC647004 /// LOC650084	single stranded DNA binding protein 3 /// interleukin 17 receptor B /// similar to single-stranded DNA-binding protein isoform a /// similar to single-stranded DNA-binding protein isoform a /// similar to single-stranded DNA-binding protein isoform a	0.2767834
224337_s_at	FZD4	frizzled homolog 4 (Drosophila) /// frizzled homolog 4 (Drosophila)	0.2766727
212526_at	SPG20	spastic paraplegia 20, spartin (Troyer syndrome)	0.2762626
226604_at	TMTC3	transmembrane and tetratricopeptide repeat containing 3	0.2758871
204753_s_at	HLF	hepatic leukemia factor	0.2758783
225353_s_at	C1QC	complement component 1, q subcomponent, C chain	0.2758086
200635_s_at	PTPRF	protein tyrosine phosphatase, receptor type, F	0.2756329
207291_at	PRRG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	0.2755576
210059_s_at	MAPK13	mitogen-activated protein kinase 13	0.2751786
229380_at	---	Transcribed locus, weakly similar to NP_060312.1 hypothetical protein FLJ20489 [Homo sapiens]	0.2751486
202421_at	IGSF3	immunoglobulin superfamily, member 3	0.2750127
227108_at	STARD9	START domain containing 9	0.274461
228974_at	ZNF677	Zinc finger protein 677	0.2740647
213508_at	C14orf147	chromosome 14 open reading frame 147	0.2739442
222829_s_at	IL20RA	interleukin 20 receptor, alpha	0.2733913
220137_at	FLJ20674	hypothetical protein FLJ20674	0.2729988
228949_at	GPR177	G protein-coupled receptor 177	0.2729046
223250_at	KLHL7	kelch-like 7 (Drosophila)	0.2727745
227250_at	KREMEN1 /// LOC644512	kringle containing transmembrane protein 1 /// hypothetical protein LOC644512	0.2725366
212071_s_at	SPTBN1	spectrin, beta, non-erythrocytic 1	0.2721801
238567_at	SGPP2	sphingosine-1-phosphate phosphotase 2	0.2721516
228950_s_at	GPR177	G protein-coupled receptor 177	0.2720935
240456_at	FLJ11795	FLJ11795 protein	0.2720897
211126_s_at	CSRP2	cysteine and glycine-rich protein 2	0.2719619
212281_s_at	TMEM97	transmembrane protein 97	0.2716854
226499_at	MGC61598	similar to ankyrin-repeat protein Nrarp	0.2714224
227917_at	---	Homo sapiens, clone IMAGE:5396854, mRNA	0.2712403
227188_at	C21orf63	chromosome 21 open reading frame 63	0.2706666
210313_at	LILRA4	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4	0.2706498
1568638_a_at	INDOL1	indoleamine-pyrrole 2,3 dioxygenase-like 1	0.2704168
225731_at	ANKRD50	ankyrin repeat domain 50	0.2703983
212197_x_at	M-RIP	myosin phosphatase-Rho interacting protein	0.2703238
230188_at	ICHTHYIN	ichthyin protein	0.2702317
203642_s_at	COBLL1	COBL-like 1	0.2702125
206179_s_at	TPPP	brain-specific protein p25 alpha	0.2701891
243841_at	SYNE2	spectrin repeat containing, nuclear envelope 2	0.2701872
215465_at	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12	0.2696144
213033_s_at	NFIB	nuclear factor I/B	0.2693155
219517_at	ELL3	elongation factor RNA polymerase II-like 3	0.2690702
214771_x_at	M-RIP	myosin phosphatase-Rho interacting protein	0.2684016
219995_s_at	ZNF750	zinc finger protein 750	0.2683066
243843_at	---	Transcribed locus	0.26805
230315_at	KLF3	Kruppel-like factor 3 (basic)	0.2680147
221942_s_at	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	0.2677196
227492_at	---	---	0.2676677
208228_s_at	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	0.2674205
223601_at	OLFM2	olfactomedin 2	0.2668779
235753_at	HOXA7	homeobox A7	0.2661628
1554655_a_at	RPRML	reprimo-like	0.2660232
210832_x_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	0.2657123
212848_s_at	C9orf3	chromosome 9 open reading frame 3	0.265687
219682_s_at	TBX3	T-box 3 (ulnar mammary syndrome)	0.2654053
219597_s_at	DUOX1	dual oxidase 1	0.2647207
242998_at	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	0.2646462
206028_s_at	MERTK	c-mer proto-oncogene tyrosine kinase	0.2646196
225274_at	---	Transcribed locus, strongly similar to NP_057381.2 prenylcysteine oxidase 1; prenylcysteine lyase [Homo sapiens]	0.2645585
201656_at	ITGA6	integrin, alpha 6	0.264451
219026_s_at	RASAL2	RAS protein activator like 2	0.2644025
200878_at	EPAS1	endothelial PAS domain protein 1	0.2640646
209372_x_at	TUBB2A /// TUBB2B	tubulin, beta 2A /// tubulin, beta 2B	0.263941
1557275_a_at	---	CDNA FLJ20031 fis, clone ADSU02180	0.2627838
231579_s_at	TIMP2	TIMP metallopeptidase inhibitor 2	0.2627385
228538_at	ZNF662	zinc finger protein 662	0.2627384
209815_at	PTCH	patched homolog (Drosophila)	0.2623739
213425_at	WNT5A	wingless-type MMTV integration site family, member 5A /// wingless-type MMTV integration site family, member 5A	0.2621316
1553103_at	NFX1	nuclear transcription factor, X-box binding 1	0.2620881
225175_s_at	SLC44A2	solute carrier family 44, member 2	0.2620388
235439_at	FUT1	Fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	0.261894
204224_s_at	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	0.2617113
1553333_at	C1orf161	chromosome 1 open reading frame 161	0.26164
238478_at	BNC2	basonuclin 2	0.2614048
1553991_s_at	FLJ20674	hypothetical protein FLJ20674	0.2613381
203207_s_at	MTFR1	mitochondrial fission regulator 1	0.2604022
1562966_at	KIAA1217	KIAA1217	0.2601996
212538_at	DOCK9	dedicator of cytokinesis 9	0.2601656
221958_s_at	GPR177	G protein-coupled receptor 177	0.2596794
202074_s_at	OPTN	optineurin	0.2594994
206680_at	CD5L	CD5 molecule-like	0.2592895
228570_at	BTBD11	BTB (POZ) domain containing 11	0.2592136
1556990_at	PERP	PERP, TP53 apoptosis effector	0.2590353
206193_s_at	CDSN	corneodesmosin	0.2579086
203335_at	PHYH	phytanoyl-CoA 2-hydroxylase	0.2578174
202011_at	TJP1	tight junction protein 1 (zona occludens 1)	0.2576222
201906_s_at	CTDSPL	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	0.2567281
210993_s_at	SMAD1	SMAD, mothers against DPP homolog 1 (Drosophila)	0.2567179
201983_s_at	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	0.2560156
1561135_at	FLJ34870	FLJ34870 protein	0.2558006
226765_at	---	CDNA clone IMAGE:3897439	0.255767
